Purpose,TAZID,All,Walk,Bike,NonM
HBC,980.0,11.0,0.0,0.19,0.19
HBSch,980.0,395.13,1.52,0.42,152.71
All,981.0,4274.31,208.47,113.94,471.53
HBW,981.0,1059.06,17.21,44.28,61.49
HBO,981.0,2470.12,175.44,63.37,238.81
NHB,981.0,522.07,13.54,3.96,17.5
HBC,981.0,20.0,0.77,1.9,2.67
HBSch,981.0,203.06,1.51,0.44,151.07
All,982.0,3017.76,169.16,86.78,374.85
HBW,982.0,691.59,6.89,34.09,40.98
HBO,982.0,1792.05,148.75,48.17,196.93
NHB,982.0,366.94,11.13,2.78,13.91
HBC,982.0,12.0,1.18,1.38,2.56
HBSch,982.0,155.18,1.2,0.36,120.48
All,983.0,2365.73,152.61,86.17,284.43
HBW,983.0,608.62,13.71,32.28,45.99
HBO,983.0,1376.01,107.57,42.42,149.99
NHB,983.0,174.83,4.3,1.76,6.06
HBC,983.0,95.0,26.57,9.58,36.15
HBSch,983.0,111.27,0.46,0.13,46.24
All,984.0,14118.11,1170.37,331.19,1767.64
HBW,984.0,2725.26,154.57,108.3,262.88
HBO,984.0,7414.9,900.37,195.43,1095.8
NHB,984.0,3166.52,112.59,22.22,134.81
HBC,984.0,91.0,0.15,4.51,4.66
HBSch,984.0,720.42,2.69,0.72,269.48
All,985.0,6321.89,446.44,161.01,649.8
HBW,985.0,1062.69,53.21,50.87,104.08
HBO,985.0,2921.68,328.05,90.42,418.47
NHB,985.0,2019.9,64.46,15.47,79.94
HBC,985.0,61.0,0.29,4.14,4.43
HBSch,985.0,256.62,0.43,0.12,42.89
All,986.0,1307.79,72.87,29.23,118.8
HBW,986.0,172.5,6.83,8.99,15.82
HBO,986.0,426.35,40.15,14.23,54.38
NHB,986.0,679.18,25.52,5.64,31.17
HBC,986.0,4.0,0.2,0.33,0.53
HBSch,986.0,25.76,0.17,0.05,16.92
All,987.0,4095.58,254.19,139.0,542.07
HBW,987.0,940.17,16.8,52.17,68.96
HBO,987.0,2546.74,222.9,79.95,302.86
NHB,987.0,359.35,12.36,3.0,15.35
HBC,987.0,36.0,0.62,3.43,4.05
HBSch,987.0,213.31,1.5,0.45,150.84
All,988.0,2160.39,177.05,48.47,262.0
HBW,988.0,260.3,14.24,14.05,28.29
HBO,988.0,712.96,92.5,23.84,116.35
NHB,988.0,1121.86,69.1,9.66,78.76
HBC,988.0,19.0,0.83,0.81,1.65
HBSch,988.0,46.28,0.37,0.11,36.95
All,989.0,3266.67,252.16,112.48,489.82
HBW,989.0,748.66,21.31,43.36,64.67
HBO,989.0,2017.87,213.67,64.86,278.53
NHB,989.0,320.96,14.48,2.71,17.18
HBC,989.0,15.0,1.44,1.18,2.62
HBSch,989.0,164.18,1.26,0.38,126.82
All,990.0,2519.71,345.69,68.78,458.14
HBW,990.0,400.23,40.42,24.41,64.83
HBO,990.0,913.91,197.59,32.29,229.88
NHB,990.0,1065.53,99.88,9.22,109.1
HBC,990.0,85.0,7.36,2.72,10.08
HBSch,990.0,55.04,0.44,0.13,44.25
All,991.0,2082.68,206.96,76.68,333.2
HBW,991.0,487.17,27.73,32.48,60.21
HBO,991.0,1087.64,151.87,38.8,190.67
NHB,991.0,415.79,22.95,3.45,26.4
HBC,991.0,25.01,3.91,1.8,5.71
HBSch,991.0,67.07,0.5,0.15,50.21
All,992.0,5897.32,1070.43,192.23,1399.51
HBW,992.0,1238.48,180.0,73.69,253.69
HBO,992.0,2929.44,720.32,100.92,821.23
NHB,992.0,1502.78,168.27,12.86,181.12
HBC,992.0,57.0,0.46,4.35,4.82
HBSch,992.0,169.61,1.38,0.42,138.65
All,993.0,316.38,22.33,2.74,25.07
HBW,993.0,0.0,0.0,0.0,0.0
HBO,993.0,0.0,0.0,0.0,0.0
NHB,993.0,316.38,22.33,2.74,25.07
HBC,993.0,0.0,0.0,0.0,0.0
HBSch,993.0,0.0,0.0,0.0,0.0
All,994.0,2353.0,304.08,83.97,441.88
HBW,994.0,496.96,47.55,31.06,78.61
HBO,994.0,1121.9,206.02,39.47,245.49
NHB,994.0,569.52,45.38,4.92,50.31
HBC,994.0,96.0,4.59,8.34,12.93
HBSch,994.0,68.62,0.54,0.16,54.54
All,995.0,5786.14,1552.02,198.19,1825.7
HBW,995.0,1358.6,356.7,75.89,432.59
HBO,995.0,3039.96,1005.53,104.18,1109.71
NHB,995.0,1136.9,168.65,9.78,178.43
HBC,995.0,149.01,20.38,8.11,28.49
HBSch,995.0,101.68,0.76,0.23,76.48
All,996.0,2410.47,383.61,119.45,551.45
HBW,996.0,555.13,57.74,49.09,106.82
HBO,996.0,1316.16,285.06,64.15,349.2
NHB,996.0,457.32,38.1,3.98,42.08
HBC,996.0,22.0,2.23,2.09,4.31
HBSch,996.0,59.86,0.49,0.15,49.03
All,997.0,2823.86,427.24,119.72,597.22
HBW,997.0,797.32,83.15,54.49,137.64
HBO,997.0,1546.25,309.95,55.76,365.71
NHB,997.0,337.47,32.44,3.01,35.46
HBC,997.0,62.0,1.18,6.3,7.48
HBSch,997.0,80.82,0.51,0.15,50.92
All,998.0,2378.61,685.94,89.34,797.45
HBW,998.0,590.44,185.3,36.24,221.54
HBO,998.0,1191.4,424.89,45.76,470.65
NHB,998.0,483.4,71.85,4.34,76.2
HBC,998.0,53.0,3.68,2.93,6.6
HBSch,998.0,60.38,0.22,0.07,22.46
All,999.0,1145.14,118.65,10.03,128.67
HBW,999.0,0.0,0.0,0.0,0.0
HBO,999.0,0.0,0.0,0.0,0.0
NHB,999.0,1145.14,118.65,10.03,128.67
HBC,999.0,0.0,0.0,0.0,0.0
HBSch,999.0,0.0,0.0,0.0,0.0
All,1000.0,3371.5,384.61,90.94,504.44
HBW,1000.0,557.23,57.83,35.91,93.74
HBO,1000.0,1129.33,192.61,38.83,231.44
NHB,1000.0,1613.79,133.34,15.06,148.4
HBC,1000.0,9.0,0.54,1.05,1.59
HBSch,1000.0,62.14,0.29,0.08,29.26
All,1001.0,3543.79,593.93,147.13,781.78
HBW,1001.0,777.75,112.31,66.95,179.26
HBO,1001.0,1450.74,359.91,61.78,421.69
NHB,1001.0,1186.21,113.97,11.36,125.33
HBC,1001.0,55.0,7.33,6.92,14.25
HBSch,1001.0,74.09,0.41,0.12,41.25
All,1002.0,3146.36,329.29,130.83,509.04
HBW,1002.0,891.2,41.05,61.77,102.82
HBO,1002.0,1810.54,263.17,63.16,326.34
NHB,1002.0,324.62,22.58,3.18,25.77
HBC,1002.0,21.0,2.0,2.57,4.56
HBSch,1002.0,99.0,0.49,0.14,49.55
All,1003.0,3733.06,527.59,203.35,793.36
HBW,1003.0,966.0,69.03,90.27,159.3
HBO,1003.0,2085.71,403.66,95.74,499.4
NHB,1003.0,461.77,31.74,4.64,36.37
HBC,1003.0,112.0,22.54,12.53,35.07
HBSch,1003.0,107.58,0.63,0.18,63.23
All,1004.0,2993.15,273.21,125.64,456.21
HBW,1004.0,811.9,23.96,57.0,80.96
HBO,1004.0,1621.49,219.26,59.3,278.55
NHB,1004.0,420.8,22.28,4.01,26.29
HBC,1004.0,44.0,7.13,5.17,12.3
HBSch,1004.0,94.96,0.58,0.17,58.12
All,1005.0,291.24,31.09,14.0,49.0
HBW,1005.0,76.56,2.72,5.51,8.23
HBO,1005.0,137.28,16.23,4.63,20.85
NHB,1005.0,35.01,1.57,0.37,1.94
HBC,1005.0,36.0,10.53,3.49,14.01
HBSch,1005.0,6.38,0.04,0.01,3.95
All,1006.0,4406.34,679.52,165.51,966.29
HBW,1006.0,1048.15,90.59,58.86,149.44
HBO,1006.0,2262.15,395.13,70.26,465.39
NHB,1006.0,508.93,28.45,5.31,33.76
HBC,1006.0,413.0,164.13,30.73,194.85
HBSch,1006.0,174.12,1.22,0.36,122.85
All,1007.0,8247.83,974.24,134.28,1108.52
HBW,1007.0,0.0,0.0,0.0,0.0
HBO,1007.0,0.0,0.0,0.0,0.0
NHB,1007.0,8247.83,974.24,134.28,1108.52
HBC,1007.0,0.0,0.0,0.0,0.0
HBSch,1007.0,0.0,0.0,0.0,0.0
All,1008.0,0.0,0.0,0.0,0.0
HBW,1008.0,0.0,0.0,0.0,0.0
HBO,1008.0,0.0,0.0,0.0,0.0
NHB,1008.0,0.0,0.0,0.0,0.0
HBC,1008.0,0.0,0.0,0.0,0.0
HBSch,1008.0,0.0,0.0,0.0,0.0
All,1009.0,0.0,0.0,0.0,0.0
HBW,1009.0,0.0,0.0,0.0,0.0
HBO,1009.0,0.0,0.0,0.0,0.0
NHB,1009.0,0.0,0.0,0.0,0.0
HBC,1009.0,0.0,0.0,0.0,0.0
HBSch,1009.0,0.0,0.0,0.0,0.0
All,1010.0,0.09,0.0,0.0,0.0
HBW,1010.0,0.0,0.0,0.0,0.0
HBO,1010.0,0.0,0.0,0.0,0.0
NHB,1010.0,0.09,0.0,0.0,0.0
HBC,1010.0,0.0,0.0,0.0,0.0
HBSch,1010.0,0.0,0.0,0.0,0.0
All,1011.0,1592.35,32.73,8.37,41.1
HBW,1011.0,3.15,0.21,0.09,0.3
HBO,1011.0,34.43,1.23,1.53,2.76
NHB,1011.0,1554.49,31.29,6.75,38.04
HBC,1011.0,0.0,0.0,0.0,0.0
HBSch,1011.0,0.28,0.0,0.0,0.0
All,1012.0,301.89,3.01,1.39,4.4
HBW,1012.0,0.0,0.0,0.0,0.0
HBO,1012.0,0.0,0.0,0.0,0.0
NHB,1012.0,301.89,3.01,1.39,4.4
HBC,1012.0,0.0,0.0,0.0,0.0
HBSch,1012.0,0.0,0.0,0.0,0.0
All,1013.0,0.0,0.0,0.0,0.0
HBW,1013.0,0.0,0.0,0.0,0.0
HBO,1013.0,0.0,0.0,0.0,0.0
NHB,1013.0,0.0,0.0,0.0,0.0
HBC,1013.0,0.0,0.0,0.0,0.0
HBSch,1013.0,0.0,0.0,0.0,0.0
All,1014.0,0.0,0.0,0.0,0.0
HBW,1014.0,0.0,0.0,0.0,0.0
HBO,1014.0,0.0,0.0,0.0,0.0
NHB,1014.0,0.0,0.0,0.0,0.0
HBC,1014.0,0.0,0.0,0.0,0.0
HBSch,1014.0,0.0,0.0,0.0,0.0
All,1015.0,3.68,0.08,0.03,0.11
HBW,1015.0,0.0,0.0,0.0,0.0
HBO,1015.0,0.0,0.0,0.0,0.0
NHB,1015.0,3.68,0.08,0.03,0.11
HBC,1015.0,0.0,0.0,0.0,0.0
HBSch,1015.0,0.0,0.0,0.0,0.0
All,1016.0,4498.95,259.21,121.99,441.08
HBW,1016.0,790.12,24.4,33.32,57.73
HBO,1016.0,2420.49,205.76,79.33,285.09
NHB,1016.0,1059.01,28.38,7.56,35.94
HBC,1016.0,29.0,0.06,1.61,1.67
HBSch,1016.0,200.32,0.6,0.16,60.65
All,1017.0,728.95,18.43,5.55,23.98
HBW,1017.0,0.0,0.0,0.0,0.0
HBO,1017.0,0.0,0.0,0.0,0.0
NHB,1017.0,728.95,18.43,5.55,23.98
HBC,1017.0,0.0,0.0,0.0,0.0
HBSch,1017.0,0.0,0.0,0.0,0.0
All,1018.0,33.59,1.15,0.73,1.97
HBW,1018.0,2.77,0.05,0.18,0.23
HBO,1018.0,7.56,0.55,0.35,0.9
NHB,1018.0,22.7,0.54,0.2,0.75
HBC,1018.0,0.0,0.0,0.0,0.0
HBSch,1018.0,0.56,0.0,0.0,0.09
All,1019.0,2019.61,119.5,42.15,199.47
HBW,1019.0,200.54,10.74,11.25,21.99
HBO,1019.0,609.9,61.78,20.8,82.58
NHB,1019.0,1149.73,46.59,9.81,56.4
HBC,1019.0,2.0,0.0,0.19,0.19
HBSch,1019.0,57.43,0.38,0.11,38.31
All,1020.0,686.93,38.19,14.91,64.87
HBW,1020.0,66.72,2.55,3.74,6.29
HBO,1020.0,208.8,20.21,7.74,27.94
NHB,1020.0,392.76,15.31,3.31,18.62
HBC,1020.0,1.0,0.0,0.09,0.09
HBSch,1020.0,17.65,0.12,0.04,11.93
All,1021.0,920.37,91.95,26.52,145.69
HBW,1021.0,143.43,9.45,8.34,17.8
HBO,1021.0,428.05,63.58,15.27,78.85
NHB,1021.0,304.59,18.64,2.63,21.27
HBC,1021.0,4.0,0.0,0.2,0.2
HBSch,1021.0,40.3,0.28,0.08,27.58
All,1022.0,1896.49,175.29,40.86,252.52
HBW,1022.0,182.1,12.69,10.22,22.9
HBO,1022.0,588.12,88.31,20.77,109.08
NHB,1022.0,1067.65,73.65,9.17,82.82
HBC,1022.0,9.0,0.28,0.59,0.87
HBSch,1022.0,49.62,0.37,0.11,36.85
All,1023.0,340.7,25.04,2.87,27.9
HBW,1023.0,0.0,0.0,0.0,0.0
HBO,1023.0,0.0,0.0,0.0,0.0
NHB,1023.0,340.7,25.04,2.87,27.9
HBC,1023.0,0.0,0.0,0.0,0.0
HBSch,1023.0,0.0,0.0,0.0,0.0
All,1024.0,346.56,32.46,3.68,36.38
HBW,1024.0,2.33,0.46,0.19,0.65
HBO,1024.0,13.3,1.43,0.63,2.07
NHB,1024.0,330.65,30.56,2.86,33.42
HBC,1024.0,0.0,0.0,0.0,0.0
HBSch,1024.0,0.28,0.0,0.0,0.25
All,1025.0,4859.36,923.51,201.59,1235.98
HBW,1025.0,1310.03,160.88,91.67,252.55
HBO,1025.0,2518.76,670.48,100.04,770.52
NHB,1025.0,821.87,85.83,7.14,92.97
HBC,1025.0,66.0,5.19,2.41,7.61
HBSch,1025.0,142.69,1.12,0.33,112.32
All,1026.0,4432.38,900.82,180.7,1129.93
HBW,1026.0,1049.99,173.89,73.28,247.17
HBO,1026.0,2294.16,620.07,94.33,714.4
NHB,1026.0,944.16,104.98,8.4,113.37
HBC,1026.0,60.0,1.39,4.54,5.94
HBSch,1026.0,84.06,0.49,0.15,49.05
All,1027.0,8229.93,1692.38,197.61,1939.75
HBW,1027.0,995.58,258.85,60.58,319.43
HBO,1027.0,2244.92,659.8,83.07,742.87
NHB,1027.0,4893.14,773.22,52.7,825.93
HBC,1027.0,12.0,0.0,1.11,1.11
HBSch,1027.0,84.29,0.5,0.15,50.42
All,1028.0,1548.51,268.52,16.33,284.86
HBW,1028.0,0.0,0.0,0.0,0.0
HBO,1028.0,0.0,0.0,0.0,0.0
NHB,1028.0,1548.51,268.52,16.33,284.86
HBC,1028.0,0.0,0.0,0.0,0.0
HBSch,1028.0,0.0,0.0,0.0,0.0
All,1029.0,1152.39,181.44,11.92,193.36
HBW,1029.0,0.0,0.0,0.0,0.0
HBO,1029.0,0.0,0.0,0.0,0.0
NHB,1029.0,1152.39,181.44,11.92,193.36
HBC,1029.0,0.0,0.0,0.0,0.0
HBSch,1029.0,0.0,0.0,0.0,0.0
All,1030.0,1218.8,241.43,13.28,254.72
HBW,1030.0,0.0,0.0,0.0,0.0
HBO,1030.0,0.0,0.0,0.0,0.0
NHB,1030.0,1218.8,241.43,13.28,254.72
HBC,1030.0,0.0,0.0,0.0,0.0
HBSch,1030.0,0.0,0.0,0.0,0.0
All,1031.0,0.0,0.0,0.0,0.0
HBW,1031.0,0.0,0.0,0.0,0.0
HBO,1031.0,0.0,0.0,0.0,0.0
NHB,1031.0,0.0,0.0,0.0,0.0
HBC,1031.0,0.0,0.0,0.0,0.0
HBSch,1031.0,0.0,0.0,0.0,0.0
All,1032.0,1559.86,305.75,14.79,320.54
HBW,1032.0,0.0,0.0,0.0,0.0
HBO,1032.0,0.0,0.0,0.0,0.0
NHB,1032.0,1559.86,305.75,14.79,320.54
HBC,1032.0,0.0,0.0,0.0,0.0
HBSch,1032.0,0.0,0.0,0.0,0.0
All,1033.0,644.47,116.02,7.4,123.42
HBW,1033.0,0.0,0.0,0.0,0.0
HBO,1033.0,0.0,0.0,0.0,0.0
NHB,1033.0,631.47,115.79,6.18,121.97
HBC,1033.0,13.0,0.23,1.22,1.45
HBSch,1033.0,0.0,0.0,0.0,0.0
All,1034.0,10258.37,2627.3,175.07,2823.21
HBW,1034.0,734.17,349.25,32.65,381.9
HBO,1034.0,1638.47,623.86,60.86,684.72
NHB,1034.0,7787.07,1650.83,79.04,1729.87
HBC,1034.0,32.0,3.15,2.45,5.6
HBSch,1034.0,66.66,0.21,0.07,21.12
All,1035.0,12658.93,2689.94,132.44,2822.38
HBW,1035.0,0.0,0.0,0.0,0.0
HBO,1035.0,0.0,0.0,0.0,0.0
NHB,1035.0,12658.93,2689.94,132.44,2822.38
HBC,1035.0,0.0,0.0,0.0,0.0
HBSch,1035.0,0.0,0.0,0.0,0.0
All,1036.0,6024.44,1429.12,88.46,1523.72
HBW,1036.0,274.76,144.1,12.88,156.97
HBO,1036.0,629.34,233.0,23.34,256.34
NHB,1036.0,5091.76,1051.51,51.67,1103.18
HBC,1036.0,6.0,0.45,0.55,1.01
HBSch,1036.0,22.58,0.06,0.02,6.23
All,1037.0,2160.48,608.2,43.77,659.03
HBW,1037.0,243.58,113.73,12.59,126.31
HBO,1037.0,480.31,210.93,16.81,227.75
NHB,1037.0,1412.18,283.02,13.88,296.9
HBC,1037.0,5.0,0.45,0.47,0.92
HBSch,1037.0,19.41,0.07,0.02,7.15
All,1038.0,9524.09,3513.19,356.99,3964.17
HBW,1038.0,2361.11,970.56,141.01,1111.57
HBO,1038.0,5191.57,2256.49,194.55,2451.04
NHB,1038.0,1668.33,280.85,14.79,295.63
HBC,1038.0,62.0,4.34,6.35,10.69
HBSch,1038.0,241.09,0.95,0.3,95.24
All,1039.0,6547.38,2039.28,271.79,2414.06
HBW,1039.0,1722.76,570.71,118.46,689.17
HBO,1039.0,3446.59,1300.44,130.26,1430.7
NHB,1039.0,1134.34,157.35,10.36,167.71
HBC,1039.0,86.0,9.74,12.4,22.15
HBSch,1039.0,157.69,1.04,0.31,104.34
All,1040.0,359.3,63.28,3.41,66.69
HBW,1040.0,0.0,0.0,0.0,0.0
HBO,1040.0,0.0,0.0,0.0,0.0
NHB,1040.0,359.3,63.28,3.41,66.69
HBC,1040.0,0.0,0.0,0.0,0.0
HBSch,1040.0,0.0,0.0,0.0,0.0
All,1041.0,1785.12,516.08,54.73,603.48
HBW,1041.0,302.68,125.71,20.81,146.52
HBO,1041.0,630.75,261.63,24.44,286.08
NHB,1041.0,768.78,126.75,7.7,134.45
HBC,1041.0,14.0,1.66,1.69,3.34
HBSch,1041.0,68.91,0.33,0.1,33.09
All,1042.0,1597.11,380.93,50.35,440.13
HBW,1042.0,185.16,69.38,14.15,83.53
HBO,1042.0,466.13,182.56,21.39,203.95
NHB,1042.0,877.54,122.88,8.35,131.22
HBC,1042.0,52.0,6.03,6.44,12.46
HBSch,1042.0,16.28,0.09,0.03,8.97
All,1043.0,3750.29,829.75,154.99,1039.49
HBW,1043.0,822.22,181.49,68.21,249.71
HBO,1043.0,1594.69,503.11,68.73,571.85
NHB,1043.0,1184.59,136.7,11.11,147.81
HBC,1043.0,60.0,7.9,6.77,14.67
HBSch,1043.0,88.78,0.55,0.16,55.46
All,1044.0,2062.52,356.42,44.94,408.52
HBW,1044.0,142.78,45.1,12.12,57.22
HBO,1044.0,360.8,131.61,18.08,149.68
NHB,1044.0,1543.46,179.0,14.26,193.26
HBC,1044.0,4.0,0.64,0.46,1.1
HBSch,1044.0,11.48,0.07,0.02,7.25
All,1045.0,4027.96,740.96,210.36,1031.34
HBW,1045.0,1000.58,124.27,93.0,217.27
HBO,1045.0,2151.91,542.06,102.76,644.81
NHB,1045.0,698.98,57.77,6.88,64.65
HBC,1045.0,74.0,16.05,7.49,23.54
HBSch,1045.0,102.5,0.81,0.24,81.07
All,1046.0,3193.87,582.21,146.09,782.79
HBW,1046.0,721.36,94.6,60.95,155.54
HBO,1046.0,1562.39,400.37,68.67,469.04
NHB,1046.0,731.94,62.72,7.24,69.95
HBC,1046.0,107.0,23.98,9.07,33.05
HBSch,1046.0,71.18,0.55,0.16,55.2
All,1047.0,2967.28,409.88,145.91,619.61
HBW,1047.0,796.9,64.78,69.64,134.43
HBO,1047.0,1490.18,297.88,66.41,364.28
NHB,1047.0,539.89,34.01,5.51,39.52
HBC,1047.0,53.0,12.56,4.16,16.72
HBSch,1047.0,87.32,0.64,0.19,64.66
All,1048.0,3444.23,533.79,140.29,722.46
HBW,1048.0,600.34,82.5,56.02,138.52
HBO,1048.0,1320.45,332.48,65.49,397.97
NHB,1048.0,1398.98,99.0,14.21,113.21
HBC,1048.0,58.01,19.32,4.43,23.75
HBSch,1048.0,66.45,0.49,0.15,49.01
All,1049.0,2502.4,363.75,117.96,527.36
HBW,1049.0,722.11,62.14,55.8,117.93
HBO,1049.0,1331.63,241.98,50.64,292.63
NHB,1049.0,281.25,16.37,2.96,19.33
HBC,1049.0,105.0,42.79,8.43,51.22
HBSch,1049.0,62.4,0.46,0.14,46.25
All,1050.0,2306.91,575.42,140.95,762.65
HBW,1050.0,484.87,69.85,47.12,116.97
HBO,1050.0,1175.59,361.54,68.3,429.84
NHB,1050.0,268.93,19.23,2.8,22.03
HBC,1050.0,315.0,124.33,22.6,146.93
HBSch,1050.0,62.51,0.47,0.14,46.88
All,1051.0,25122.0,3581.11,503.37,4084.48
HBW,1051.0,0.0,0.0,0.0,0.0
HBO,1051.0,0.0,0.0,0.0,0.0
NHB,1051.0,24493.0,3201.84,453.41,3655.24
HBC,1051.0,629.0,379.27,49.96,429.24
HBSch,1051.0,0.0,0.0,0.0,0.0
All,1052.0,5094.0,1342.19,209.64,1551.83
HBW,1052.0,0.0,0.0,0.0,0.0
HBO,1052.0,0.0,0.0,0.0,0.0
NHB,1052.0,2820.0,324.42,45.69,370.11
HBC,1052.0,2274.0,1017.77,163.96,1181.73
HBSch,1052.0,0.0,0.0,0.0,0.0
All,1053.0,0.0,0.0,0.0,0.0
HBW,1053.0,0.0,0.0,0.0,0.0
HBO,1053.0,0.0,0.0,0.0,0.0
NHB,1053.0,0.0,0.0,0.0,0.0
HBC,1053.0,0.0,0.0,0.0,0.0
HBSch,1053.0,0.0,0.0,0.0,0.0
All,1054.0,1261.52,23.84,4.11,27.95
HBW,1054.0,0.0,0.0,0.0,0.0
HBO,1054.0,0.0,0.0,0.0,0.0
NHB,1054.0,1261.52,23.84,4.11,27.95
HBC,1054.0,0.0,0.0,0.0,0.0
HBSch,1054.0,0.0,0.0,0.0,0.0
All,1055.0,1258.6,21.98,4.9,26.88
HBW,1055.0,0.0,0.0,0.0,0.0
HBO,1055.0,0.0,0.0,0.0,0.0
NHB,1055.0,1258.6,21.98,4.9,26.88
HBC,1055.0,0.0,0.0,0.0,0.0
HBSch,1055.0,0.0,0.0,0.0,0.0
All,1056.0,713.06,7.86,3.76,11.62
HBW,1056.0,0.0,0.0,0.0,0.0
HBO,1056.0,0.0,0.0,0.0,0.0
NHB,1056.0,713.06,7.86,3.76,11.62
HBC,1056.0,0.0,0.0,0.0,0.0
HBSch,1056.0,0.0,0.0,0.0,0.0
All,1057.0,322.88,2.89,1.96,4.85
HBW,1057.0,0.0,0.0,0.0,0.0
HBO,1057.0,0.0,0.0,0.0,0.0
NHB,1057.0,322.88,2.89,1.96,4.85
HBC,1057.0,0.0,0.0,0.0,0.0
HBSch,1057.0,0.0,0.0,0.0,0.0
All,1058.0,344.19,4.8,2.27,7.07
HBW,1058.0,0.0,0.0,0.0,0.0
HBO,1058.0,0.0,0.0,0.0,0.0
NHB,1058.0,344.19,4.8,2.27,7.07
HBC,1058.0,0.0,0.0,0.0,0.0
HBSch,1058.0,0.0,0.0,0.0,0.0
All,1059.0,672.15,9.29,8.76,18.29
HBW,1059.0,1.72,0.04,0.07,0.12
HBO,1059.0,111.43,0.97,4.88,5.85
NHB,1059.0,558.7,8.28,3.81,12.09
HBC,1059.0,0.0,0.0,0.0,0.0
HBSch,1059.0,0.3,0.0,0.0,0.24
All,1060.0,4132.11,194.6,141.91,426.79
HBW,1060.0,899.01,12.21,48.06,60.28
HBO,1060.0,2608.69,175.51,90.76,266.26
NHB,1060.0,305.09,5.72,2.37,8.09
HBC,1060.0,17.0,0.25,0.47,0.72
HBSch,1060.0,302.32,0.91,0.25,91.43
All,1061.0,4364.64,222.93,144.99,519.75
HBW,1061.0,875.79,13.62,45.78,59.4
HBO,1061.0,2622.55,198.26,89.75,288.02
NHB,1061.0,514.39,9.51,3.9,13.41
HBC,1061.0,59.0,0.0,5.13,5.13
HBSch,1061.0,292.91,1.53,0.43,153.79
All,1062.0,2549.95,128.55,90.67,290.29
HBW,1062.0,528.64,8.42,31.09,39.51
HBO,1062.0,1591.21,114.17,57.28,171.45
NHB,1062.0,243.23,5.24,2.01,7.26
HBC,1062.0,1.0,0.0,0.1,0.1
HBSch,1062.0,185.88,0.72,0.19,71.98
All,1063.0,2538.41,125.31,92.94,288.24
HBW,1063.0,543.14,7.47,32.48,39.95
HBO,1063.0,1593.34,112.56,56.52,169.09
NHB,1063.0,196.75,4.03,1.66,5.69
HBC,1063.0,23.0,0.54,2.08,2.63
HBSch,1063.0,182.17,0.71,0.19,70.88
All,1064.0,2785.06,205.91,106.05,381.78
HBW,1064.0,564.79,20.16,36.09,56.25
HBO,1064.0,1644.33,170.21,63.03,233.24
NHB,1064.0,364.57,14.27,3.15,17.42
HBC,1064.0,35.0,0.56,3.6,4.16
HBSch,1064.0,176.37,0.71,0.19,70.71
All,1065.0,1008.13,181.5,37.09,233.23
HBW,1065.0,226.05,33.74,14.8,48.54
HBO,1065.0,432.02,113.26,18.83,132.08
NHB,1065.0,315.58,33.38,2.73,36.11
HBC,1065.0,9.0,0.97,0.69,1.66
HBSch,1065.0,25.48,0.15,0.04,14.83
All,1066.0,3140.29,608.1,91.1,720.72
HBW,1066.0,468.87,114.78,32.78,147.56
HBO,1066.0,936.53,271.14,40.2,311.34
NHB,1066.0,1652.38,221.97,15.94,237.91
HBC,1066.0,30.0,0.0,2.12,2.12
HBSch,1066.0,52.5,0.22,0.07,21.8
All,1067.0,4386.11,889.21,96.56,1003.02
HBW,1067.0,376.86,97.32,25.68,122.99
HBO,1067.0,847.18,268.9,35.31,304.22
NHB,1067.0,3117.43,521.31,34.68,555.99
HBC,1067.0,11.0,1.51,0.84,2.35
HBSch,1067.0,33.64,0.17,0.05,17.47
All,1068.0,0.0,0.0,0.0,0.0
HBW,1068.0,0.0,0.0,0.0,0.0
HBO,1068.0,0.0,0.0,0.0,0.0
NHB,1068.0,0.0,0.0,0.0,0.0
HBC,1068.0,0.0,0.0,0.0,0.0
HBSch,1068.0,0.0,0.0,0.0,0.0
All,1069.0,4307.24,1113.13,136.96,1290.46
HBW,1069.0,845.89,265.38,55.01,320.39
HBO,1069.0,1636.2,570.84,63.34,634.18
NHB,1069.0,1697.99,275.59,16.23,291.82
HBC,1069.0,31.0,0.91,2.25,3.17
HBSch,1069.0,96.17,0.41,0.13,40.9
All,1070.0,2981.58,677.0,67.48,755.29
HBW,1070.0,287.62,92.41,17.66,110.07
HBO,1070.0,713.24,227.23,28.43,255.66
NHB,1070.0,1953.86,357.17,20.99,378.16
HBC,1070.0,5.0,0.08,0.37,0.44
HBSch,1070.0,21.87,0.11,0.03,10.95
All,1071.0,3338.03,877.1,94.77,992.06
HBW,1071.0,583.14,199.53,34.46,233.99
HBO,1071.0,1176.32,422.13,44.9,467.03
NHB,1071.0,1498.75,254.47,14.16,268.64
HBC,1071.0,15.01,0.76,1.18,1.94
HBSch,1071.0,64.8,0.2,0.07,20.47
All,1072.0,4127.74,1072.57,101.95,1198.28
HBW,1072.0,577.27,216.32,34.1,250.42
HBO,1072.0,1184.36,443.36,44.91,488.27
NHB,1072.0,2289.51,412.04,21.62,433.66
HBC,1072.0,16.0,0.61,1.24,1.84
HBSch,1072.0,60.61,0.24,0.08,24.08
All,1073.0,2162.07,741.13,78.55,838.77
HBW,1073.0,531.84,194.15,30.31,224.46
HBO,1073.0,1155.92,457.46,42.71,500.17
NHB,1073.0,423.9,88.48,4.69,93.17
