Purpose,TAZID,All,Walk,Bike,NonM
HBO,2952.0,1616.47,90.24,69.57,159.8
NHB,2952.0,168.71,8.59,2.75,11.33
HBC,2952.0,57.01,0.0,7.33,7.33
HBSch,2952.0,209.29,0.77,0.21,77.2
All,2953.0,120.68,2.53,5.13,9.21
HBW,2953.0,25.98,0.06,2.52,2.57
HBO,2953.0,62.19,2.02,2.2,4.23
NHB,2953.0,27.51,0.44,0.4,0.84
HBC,2953.0,0.0,0.0,0.0,0.0
HBSch,2953.0,5.0,0.02,0.0,1.57
All,2954.0,4578.17,191.93,261.47,551.47
HBW,2954.0,919.11,3.24,128.07,131.31
HBO,2954.0,2926.37,175.31,121.91,297.22
NHB,2954.0,314.06,12.4,4.95,17.35
HBC,2954.0,41.0,0.0,6.28,6.28
HBSch,2954.0,377.64,0.99,0.27,99.33
All,2955.0,395.25,16.57,24.81,51.28
HBW,2955.0,69.85,0.46,12.8,13.26
HBO,2955.0,240.32,12.04,10.65,22.69
NHB,2955.0,45.84,3.98,0.8,4.78
HBC,2955.0,4.0,0.0,0.53,0.53
HBSch,2955.0,35.23,0.1,0.03,10.03
All,2956.0,247.52,25.09,27.17,52.33
HBW,2956.0,46.95,1.99,17.5,19.49
HBO,2956.0,163.02,20.67,9.43,30.09
NHB,2956.0,12.95,2.44,0.24,2.68
HBC,2956.0,0.0,0.0,0.0,0.0
HBSch,2956.0,24.6,0.0,0.0,0.07
All,2957.0,76332.66,24075.8,6001.32,30077.12
HBW,2957.0,14241.77,5466.45,3598.62,9065.08
HBO,2957.0,49295.77,17260.11,2308.41,19568.52
NHB,2957.0,4624.82,1349.23,72.72,1421.95
HBC,2957.0,171.01,0.0,21.57,21.57
HBSch,2957.0,7999.29,0.0,0.0,0.0
All,2958.0,23647.49,11131.12,910.51,12045.91
HBW,2958.0,4485.63,3094.13,405.69,3499.81
HBO,2958.0,15390.89,7585.94,482.57,8068.51
NHB,2958.0,1295.54,451.01,19.35,470.36
HBC,2958.0,24.0,0.0,2.89,2.89
HBSch,2958.0,2451.44,0.04,0.01,4.33
All,2959.0,823.54,94.75,73.27,185.08
HBW,2959.0,139.78,7.77,42.48,50.26
HBO,2959.0,495.29,69.41,27.16,96.57
NHB,2959.0,84.6,17.32,1.42,18.74
HBC,2959.0,27.01,0.08,2.16,2.24
HBSch,2959.0,76.86,0.17,0.05,17.27
All,2960.0,19661.41,5654.02,1761.17,7608.13
HBW,2960.0,3610.98,1131.69,1099.66,2231.34
HBO,2960.0,12213.83,3919.17,622.6,4541.77
NHB,2960.0,1895.81,600.67,29.26,629.92
HBC,2960.0,95.0,0.55,9.12,9.67
HBSch,2960.0,1845.79,1.95,0.53,195.42
All,2961.0,5275.59,325.85,376.13,875.17
HBW,2961.0,1015.51,11.15,196.28,207.43
HBO,2961.0,3268.75,262.19,164.01,426.2
NHB,2961.0,475.6,50.72,7.44,58.16
HBC,2961.0,72.01,0.03,7.93,7.97
HBSch,2961.0,443.72,1.75,0.47,175.41
All,2962.0,3137.12,324.09,210.97,630.09
HBW,2962.0,598.98,23.32,119.57,142.89
HBO,2962.0,1882.68,225.67,83.12,308.79
NHB,2962.0,383.6,74.14,5.75,79.88
HBC,2962.0,26.0,0.0,2.28,2.28
HBSch,2962.0,245.86,0.96,0.26,96.24
All,2963.0,2650.0,200.52,208.49,483.07
HBW,2963.0,504.26,8.78,106.71,115.49
HBO,2963.0,1665.49,163.13,96.44,259.58
NHB,2963.0,246.85,27.77,3.78,31.55
HBC,2963.0,10.0,0.1,1.35,1.45
HBSch,2963.0,223.4,0.75,0.2,75.0
All,2964.0,172.46,28.09,3.13,31.25
HBW,2964.0,1.53,0.09,0.48,0.57
HBO,2964.0,4.52,0.34,0.18,0.52
NHB,2964.0,166.35,27.66,2.46,30.12
HBC,2964.0,0.0,0.0,0.0,0.0
HBSch,2964.0,0.06,0.0,0.0,0.03
All,2965.0,1512.85,630.79,154.32,812.65
HBW,2965.0,281.44,102.99,78.85,181.84
HBO,2965.0,858.11,421.67,70.18,491.85
NHB,2965.0,260.51,105.41,3.17,108.58
HBC,2965.0,15.0,0.45,2.02,2.47
HBSch,2965.0,97.79,0.28,0.09,27.91
All,2966.0,33995.6,23152.52,790.31,24522.0
HBW,2966.0,6173.91,5448.8,189.66,5638.46
HBO,2966.0,17241.96,13192.51,507.52,13700.03
NHB,2966.0,8552.3,4505.37,86.41,4591.78
HBC,2966.0,48.0,0.0,4.91,4.91
HBSch,2966.0,1979.42,5.85,1.8,586.82
All,2967.0,20322.37,13423.31,204.7,13709.92
HBW,2967.0,1550.37,1481.62,13.0,1494.61
HBO,2967.0,3694.53,3077.03,62.26,3139.29
NHB,2967.0,14774.31,8863.44,127.85,8991.29
HBC,2967.0,12.01,0.4,1.33,1.73
HBSch,2967.0,291.16,0.83,0.26,83.0
All,2968.0,33357.86,20929.36,273.6,21202.96
HBW,2968.0,0.0,0.0,0.0,0.0
HBO,2968.0,0.0,0.0,0.0,0.0
NHB,2968.0,33357.86,20929.36,273.6,21202.96
HBC,2968.0,0.0,0.0,0.0,0.0
HBSch,2968.0,0.0,0.0,0.0,0.0
All,2969.0,4519.22,1699.89,575.81,2392.05
HBW,2969.0,966.33,267.21,310.59,577.8
HBO,2969.0,2817.9,1296.28,242.93,1539.21
NHB,2969.0,316.62,126.37,3.83,130.2
HBC,2969.0,133.0,8.86,18.1,26.96
HBSch,2969.0,285.38,1.18,0.36,117.88
All,2970.0,33559.17,22100.49,724.3,23947.88
HBW,2970.0,5252.87,4642.61,164.09,4806.71
HBO,2970.0,14489.83,11060.84,425.59,11486.43
NHB,2970.0,12329.16,6384.94,127.16,6512.1
HBC,2970.0,37.0,0.75,4.09,4.84
HBSch,2970.0,1450.31,11.34,3.36,1137.8
All,2971.0,40757.83,30859.94,644.91,32110.43
HBW,2971.0,8690.5,8118.72,115.38,8234.1
HBO,2971.0,22592.75,18639.2,430.48,19069.67
NHB,2971.0,7418.26,4074.29,73.43,4147.71
HBC,2971.0,231.01,21.62,23.72,45.34
HBSch,2971.0,1825.31,6.12,1.9,613.6
All,2972.0,2414.76,1474.24,34.92,1517.82
HBW,2972.0,179.03,165.7,2.69,168.38
HBO,2972.0,475.0,399.6,12.09,411.68
NHB,2972.0,1691.49,902.21,17.5,919.71
HBC,2972.0,29.0,6.65,2.62,9.27
HBSch,2972.0,40.24,0.09,0.03,8.77
All,2973.0,3113.86,1393.85,342.2,1839.97
HBW,2973.0,664.79,285.25,174.23,459.48
HBO,2973.0,1943.68,1016.11,155.41,1171.52
NHB,2973.0,235.82,89.77,3.21,92.98
HBC,2973.0,67.0,1.67,9.03,10.71
HBSch,2973.0,202.57,1.05,0.32,105.29
All,2974.0,32880.7,23282.86,989.32,25352.63
HBW,2974.0,6709.68,5757.32,275.45,6032.77
HBO,2974.0,19807.93,15550.64,648.52,16199.16
NHB,2974.0,4102.69,1947.04,46.7,1993.75
HBC,2974.0,138.0,16.95,15.36,32.32
HBSch,2974.0,2122.39,10.91,3.29,1094.65
All,2975.0,13734.59,8849.6,240.73,9219.92
HBW,2975.0,1800.32,1660.21,34.24,1694.45
HBO,2975.0,4793.29,3956.81,128.52,4085.33
NHB,2975.0,6749.15,3230.43,75.47,3305.9
HBC,2975.0,21.0,0.84,2.09,2.93
HBSch,2975.0,370.84,1.31,0.41,131.31
All,2976.0,2809.0,1909.49,95.59,2037.36
HBW,2976.0,516.82,447.96,13.94,461.9
HBO,2976.0,1411.28,1184.08,49.04,1233.12
NHB,2976.0,415.0,182.71,5.22,187.93
HBC,2976.0,352.0,94.42,27.29,121.71
HBSch,2976.0,113.91,0.33,0.1,32.71
All,2977.0,35345.81,21839.74,1050.82,23382.79
HBW,2977.0,5327.08,4497.71,251.4,4749.11
HBO,2977.0,16219.22,12337.59,644.1,12981.69
NHB,2977.0,11899.45,4996.93,145.02,5141.95
HBC,2977.0,83.02,2.53,8.76,11.3
HBSch,2977.0,1817.04,4.97,1.54,498.74
All,2978.0,52733.6,23360.33,608.69,23969.86
HBW,2978.0,16.03,14.27,0.62,14.88
HBO,2978.0,60.05,27.69,1.04,28.73
NHB,2978.0,52654.41,23318.37,607.02,23925.39
HBC,2978.0,0.0,0.0,0.0,0.0
HBSch,2978.0,3.11,0.01,0.0,0.85
All,2979.0,3292.12,1767.06,210.56,2010.56
HBW,2979.0,419.79,289.91,39.47,329.38
HBO,2979.0,1119.49,876.4,60.03,936.43
NHB,2979.0,223.86,85.83,3.05,88.89
HBC,2979.0,1440.0,514.59,107.9,622.49
HBSch,2979.0,88.98,0.33,0.11,33.38
All,2980.0,18095.37,11938.61,229.78,12233.31
HBW,2980.0,1574.89,1466.33,21.91,1488.24
HBO,2980.0,3879.6,3253.3,90.04,3343.34
NHB,2980.0,12301.92,7217.29,116.04,7333.33
HBC,2980.0,17.0,1.04,1.59,2.63
HBSch,2980.0,321.97,0.66,0.2,65.77
All,2981.0,15676.01,11508.03,417.55,12237.0
HBW,2981.0,3530.86,3087.84,110.94,3198.78
HBO,2981.0,9437.3,7473.98,277.1,7751.08
NHB,2981.0,1748.42,933.88,19.69,953.57
HBC,2981.0,90.0,9.18,8.9,18.08
HBSch,2981.0,869.43,3.15,0.91,315.47
All,2982.0,12635.08,6714.82,411.93,7387.27
HBW,2982.0,1963.71,1530.25,170.5,1700.75
HBO,2982.0,5619.43,3096.92,175.25,3272.17
NHB,2982.0,4524.36,2077.84,61.09,2138.93
HBC,2982.0,39.0,7.17,4.36,11.53
HBSch,2982.0,488.59,2.63,0.74,263.89
All,2983.0,8765.59,3870.47,786.38,4821.26
HBW,2983.0,2017.31,1000.08,469.45,1469.53
HBO,2983.0,5378.17,2524.87,292.11,2816.97
NHB,2983.0,834.11,327.32,12.89,340.21
HBC,2983.0,108.01,16.54,11.46,28.0
HBSch,2983.0,427.99,1.66,0.47,166.54
All,2984.0,5196.73,1637.45,527.37,2234.18
HBW,2984.0,812.71,201.45,252.16,453.61
HBO,2984.0,2735.59,1048.76,196.97,1245.73
NHB,2984.0,505.97,154.6,8.95,163.56
HBC,2984.0,772.0,231.94,69.09,301.03
HBSch,2984.0,370.46,0.7,0.21,70.27
All,2985.0,10812.03,3231.66,207.9,3439.57
HBW,2985.0,0.0,0.0,0.0,0.0
HBO,2985.0,0.0,0.0,0.0,0.0
NHB,2985.0,10812.03,3231.66,207.9,3439.57
HBC,2985.0,0.0,0.0,0.0,0.0
HBSch,2985.0,0.0,0.0,0.0,0.0
All,2986.0,3448.78,2389.56,101.78,2540.31
HBW,2986.0,579.2,504.51,14.98,519.48
HBO,2986.0,1860.34,1556.07,58.84,1614.92
NHB,2986.0,504.15,259.29,5.7,264.99
HBC,2986.0,271.0,69.2,22.1,91.3
HBSch,2986.0,234.09,0.49,0.16,49.63
All,2987.0,5327.22,3405.7,247.61,3750.22
HBW,2987.0,874.25,702.23,45.93,748.16
HBO,2987.0,2892.12,2303.99,124.93,2428.92
NHB,2987.0,323.96,157.99,4.0,161.99
HBC,2987.0,885.0,240.51,72.45,312.97
HBSch,2987.0,351.89,0.98,0.3,98.19
All,2988.0,4390.45,2418.71,315.66,2840.68
HBW,2988.0,734.05,449.23,101.75,550.98
HBO,2988.0,2392.91,1663.56,154.75,1818.3
NHB,2988.0,254.56,100.87,3.63,104.5
HBC,2988.0,721.0,203.98,55.22,259.2
HBSch,2988.0,287.93,1.07,0.31,107.69
All,2989.0,3321.48,1295.82,332.1,1683.58
HBW,2989.0,529.12,136.96,133.0,269.96
HBO,2989.0,1574.76,806.67,139.95,946.62
NHB,2989.0,315.07,100.93,5.1,106.03
HBC,2989.0,716.0,250.69,53.89,304.58
HBSch,2989.0,186.54,0.56,0.16,56.38
All,2990.0,6345.29,3503.86,349.16,3929.71
HBW,2990.0,790.59,592.96,40.68,633.63
HBO,2990.0,2629.45,2056.18,130.88,2187.06
NHB,2990.0,263.08,105.21,3.75,108.95
HBC,2990.0,2330.0,748.74,173.6,922.34
HBSch,2990.0,332.17,0.77,0.25,77.72
All,2991.0,6291.45,3210.17,412.97,3710.07
HBW,2991.0,892.38,421.04,89.64,510.68
HBO,2991.0,3062.0,2122.27,204.41,2326.68
NHB,2991.0,306.79,113.32,4.43,117.75
HBC,2991.0,1645.0,552.66,114.21,666.88
HBSch,2991.0,385.27,0.88,0.29,88.1
All,2992.0,8296.83,3399.16,657.91,4148.72
HBW,2992.0,951.18,216.41,171.54,387.95
HBO,2992.0,3142.66,1841.49,310.03,2151.52
NHB,2992.0,1529.7,478.09,24.29,502.38
HBC,2992.0,2281.0,862.24,151.78,1014.02
HBSch,2992.0,392.28,0.93,0.29,92.86
All,2993.0,6863.48,2581.64,665.17,3331.02
HBW,2993.0,941.08,101.17,184.25,285.42
HBO,2993.0,3108.61,1590.52,348.02,1938.54
NHB,2993.0,584.05,150.56,10.32,160.88
HBC,2993.0,1847.0,738.54,122.33,860.86
HBSch,2993.0,382.76,0.85,0.26,85.32
All,2994.0,5417.17,1349.13,604.67,2048.59
HBW,2994.0,964.97,114.53,288.94,403.47
HBO,2994.0,2993.59,909.78,251.58,1161.36
NHB,2994.0,340.65,78.28,6.76,85.04
HBC,2994.0,730.0,245.59,57.11,302.7
HBSch,2994.0,387.95,0.96,0.28,96.03
All,2995.0,48029.47,9130.92,6028.04,15842.24
HBW,2995.0,9981.92,1076.06,4080.58,5156.64
HBO,2995.0,30600.4,7288.52,1834.77,9123.29
NHB,2995.0,2936.91,630.51,63.11,693.62
HBC,2995.0,432.0,128.93,47.6,176.53
HBSch,2995.0,4078.24,6.9,1.98,692.16
All,2996.0,34117.83,19599.05,1827.07,21459.43
HBW,2996.0,7473.01,4709.0,863.95,5572.95
HBO,2996.0,21450.34,13808.27,927.6,14735.87
NHB,2996.0,2339.7,1080.65,29.2,1109.85
HBC,2996.0,68.0,0.8,6.22,7.02
HBSch,2996.0,2786.79,0.34,0.1,33.75
All,2997.0,53803.67,27547.59,587.5,28135.12
HBW,2997.0,23.98,18.54,1.82,20.36
HBO,2997.0,55.15,29.5,1.29,30.8
NHB,2997.0,53718.94,27499.55,584.38,28083.94
HBC,2997.0,0.0,0.0,0.0,0.0
HBSch,2997.0,5.6,0.0,0.0,0.03
All,2998.0,35446.69,18214.25,378.99,18593.24
HBW,2998.0,0.0,0.0,0.0,0.0
HBO,2998.0,0.0,0.0,0.0,0.0
NHB,2998.0,35446.69,18214.25,378.99,18593.24
HBC,2998.0,0.0,0.0,0.0,0.0
HBSch,2998.0,0.0,0.0,0.0,0.0
All,2999.0,83759.35,37850.09,5775.62,44732.86
HBW,2999.0,16438.49,8246.33,3020.69,11267.02
HBO,2999.0,54432.61,27351.15,2660.06,30011.21
NHB,2999.0,5627.43,2241.02,74.81,2315.82
HBC,2999.0,179.0,0.41,16.97,17.38
HBSch,2999.0,7081.81,11.18,3.1,1121.43
All,3000.0,20927.77,12703.93,714.96,13511.82
HBW,3000.0,4625.74,3538.24,275.3,3813.54
HBO,3000.0,12888.65,8335.25,415.61,8750.86
NHB,3000.0,1762.3,829.49,21.04,850.53
HBC,3000.0,52.0,0.0,2.74,2.74
HBSch,3000.0,1599.09,0.94,0.28,94.16
All,3001.0,6687.51,3842.51,121.32,3968.19
HBW,3001.0,539.7,443.21,20.36,463.56
HBO,3001.0,1274.52,971.56,46.88,1018.44
NHB,3001.0,4751.07,2427.7,53.86,2481.56
HBC,3001.0,3.0,0.0,0.21,0.21
HBSch,3001.0,119.22,0.04,0.01,4.42
All,3002.0,3056.47,1129.35,307.99,1484.82
HBW,3002.0,633.01,238.84,175.11,413.95
HBO,3002.0,1783.75,740.29,120.46,860.75
NHB,3002.0,375.45,147.59,5.11,152.7
HBC,3002.0,48.0,2.15,7.17,9.32
HBSch,3002.0,216.27,0.48,0.14,48.1
All,3003.0,25812.69,14795.91,973.41,16434.35
HBW,3003.0,4988.44,3708.74,377.55,4086.29
HBO,3003.0,13731.39,8425.0,524.47,8949.47
NHB,3003.0,5585.11,2655.45,65.0,2720.45
HBC,3003.0,47.0,0.0,4.51,4.51
HBSch,3003.0,1460.74,6.72,1.87,673.61
All,3004.0,25914.24,18655.67,495.66,19436.41
HBW,3004.0,5641.82,5069.25,98.42,5167.67
HBO,3004.0,15267.29,11858.43,358.55,12216.98
NHB,3004.0,3261.75,1724.14,34.38,1758.52
HBC,3004.0,43.0,0.97,3.45,4.42
HBSch,3004.0,1700.38,2.88,0.87,288.83
All,3005.0,17109.61,11996.18,256.26,12333.2
HBW,3005.0,2822.45,2584.05,35.51,2619.56
HBO,3005.0,6850.08,5619.75,146.86,5766.61
NHB,3005.0,6807.84,3787.87,68.66,3856.54
HBC,3005.0,50.0,3.69,4.99,8.68
HBSch,3005.0,579.23,0.82,0.24,81.82
All,3006.0,29573.11,20058.32,761.69,21142.6
HBW,3006.0,6322.45,5446.92,205.87,5652.79
HBO,3006.0,17441.67,12712.3,504.69,13216.99
NHB,3006.0,3704.06,1890.99,39.17,1930.16
HBC,3006.0,96.0,4.85,10.96,15.81
HBSch,3006.0,2008.93,3.26,1.0,326.85
All,3007.0,26269.76,19082.55,308.42,19636.15
HBW,3007.0,3844.36,3628.34,35.84,3664.18
HBO,3007.0,10768.49,9104.29,179.5,9283.79
NHB,3007.0,10396.89,6347.28,89.87,6437.15
HBC,3007.0,24.0,0.17,2.44,2.62
HBSch,3007.0,1236.02,2.48,0.77,248.42
All,3008.0,18043.46,12377.55,198.55,12639.42
HBW,3008.0,1789.39,1701.43,15.58,1717.0
HBO,3008.0,4371.78,3658.96,80.22,3739.18
NHB,3008.0,11506.59,7016.52,101.4,7117.93
HBC,3008.0,11.0,0.0,1.15,1.15
HBSch,3008.0,364.69,0.64,0.2,64.16
All,3009.0,6972.46,3370.45,88.17,3458.62
HBW,3009.0,0.0,0.0,0.0,0.0
HBO,3009.0,0.0,0.0,0.0,0.0
NHB,3009.0,6972.46,3370.45,88.17,3458.62
HBC,3009.0,0.0,0.0,0.0,0.0
HBSch,3009.0,0.0,0.0,0.0,0.0
All,3010.0,46741.06,17083.18,3727.14,21098.12
HBW,3010.0,8956.51,4135.28,2247.56,6382.84
HBO,3010.0,29338.92,11433.4,1396.82,12830.22
NHB,3010.0,4337.6,1511.59,70.77,1582.36
HBC,3010.0,74.0,0.0,11.22,11.22
HBSch,3010.0,4034.03,2.91,0.78,291.49
All,3011.0,18001.1,12881.28,313.98,13320.46
HBW,3011.0,3138.21,2825.2,48.0,2873.2
HBO,3011.0,8614.02,7146.38,205.67,7352.05
NHB,3011.0,5316.33,2905.19,55.19,2960.39
HBC,3011.0,45.0,3.24,4.74,7.99
HBSch,3011.0,887.54,1.26,0.37,126.83
All,3012.0,10274.41,7518.67,267.39,7873.11
HBW,3012.0,2334.3,2032.6,63.01,2095.6
HBO,3012.0,6145.91,4887.16,183.81,5070.97
NHB,3012.0,1174.48,594.89,14.06,608.95
HBC,3012.0,58.0,3.15,6.26,9.41
HBSch,3012.0,561.73,0.88,0.25,88.17
All,3013.0,27195.7,15176.49,979.07,16379.02
HBW,3013.0,4914.25,3677.62,423.88,4101.5
HBO,3013.0,12816.25,7635.45,442.14,8077.59
NHB,3013.0,8186.4,3859.35,106.15,3965.5
HBC,3013.0,55.01,1.81,6.29,8.11
HBSch,3013.0,1223.79,2.26,0.61,226.33
All,3014.0,25052.02,18094.33,336.77,18594.11
HBW,3014.0,4008.47,3760.94,49.15,3810.09
HBO,3014.0,10271.21,8476.72,193.31,8670.03
NHB,3014.0,9808.05,5854.2,91.0,5945.19
HBC,3014.0,38.0,0.83,2.8,3.64
HBSch,3014.0,926.29,1.65,0.5,165.15
All,3015.0,20400.66,15150.52,432.77,15846.77
HBW,3015.0,4394.76,3977.61,100.08,4077.69
HBO,3015.0,12104.38,9693.83,295.1,9988.93
NHB,3015.0,2692.72,1468.98,29.4,1498.38
HBC,3015.0,65.0,7.43,7.42,14.85
HBSch,3015.0,1143.79,2.66,0.77,266.92
All,3016.0,30965.76,19452.03,1043.3,20872.53
HBW,3016.0,6466.11,5340.62,370.29,5710.91
HBO,3016.0,17761.42,11783.0,598.59,12381.59
NHB,3016.0,4932.24,2314.33,64.45,2378.78
HBC,3016.0,76.0,10.27,8.88,19.15
HBSch,3016.0,1729.99,3.81,1.08,382.09
All,3017.0,353.61,67.95,6.63,74.58
HBW,3017.0,0.0,0.0,0.0,0.0
HBO,3017.0,0.0,0.0,0.0,0.0
NHB,3017.0,353.61,67.95,6.63,74.58
HBC,3017.0,0.0,0.0,0.0,0.0
HBSch,3017.0,0.0,0.0,0.0,0.0
All,3018.0,71.77,5.19,1.44,6.62
HBW,3018.0,0.0,0.0,0.0,0.0
HBO,3018.0,0.0,0.0,0.0,0.0
NHB,3018.0,71.77,5.19,1.44,6.62
HBC,3018.0,0.0,0.0,0.0,0.0
HBSch,3018.0,0.0,0.0,0.0,0.0
All,3019.0,16943.72,6924.31,221.71,7146.02
HBW,3019.0,0.0,0.0,0.0,0.0
HBO,3019.0,0.0,0.0,0.0,0.0
NHB,3019.0,16943.72,6924.31,221.71,7146.02
HBC,3019.0,0.0,0.0,0.0,0.0
HBSch,3019.0,0.0,0.0,0.0,0.0
All,3020.0,35685.82,18349.16,381.52,18730.69
HBW,3020.0,0.0,0.0,0.0,0.0
HBO,3020.0,0.0,0.0,0.0,0.0
NHB,3020.0,35685.82,18349.16,381.52,18730.69
HBC,3020.0,0.0,0.0,0.0,0.0
HBSch,3020.0,0.0,0.0,0.0,0.0
All,3021.0,6018.53,2802.09,74.63,2876.72
HBW,3021.0,0.0,0.0,0.0,0.0
HBO,3021.0,0.0,0.0,0.0,0.0
NHB,3021.0,6018.53,2802.09,74.63,2876.72
HBC,3021.0,0.0,0.0,0.0,0.0
HBSch,3021.0,0.0,0.0,0.0,0.0
All,3022.0,385.13,140.06,5.85,145.91
HBW,3022.0,0.0,0.0,0.0,0.0
HBO,3022.0,0.0,0.0,0.0,0.0
NHB,3022.0,385.13,140.06,5.85,145.91
HBC,3022.0,0.0,0.0,0.0,0.0
HBSch,3022.0,0.0,0.0,0.0,0.0
All,3023.0,20.66,4.34,0.45,4.78
HBW,3023.0,0.0,0.0,0.0,0.0
HBO,3023.0,0.0,0.0,0.0,0.0
NHB,3023.0,20.66,4.34,0.45,4.78
HBC,3023.0,0.0,0.0,0.0,0.0
HBSch,3023.0,0.0,0.0,0.0,0.0
All,3024.0,1534.8,290.57,137.0,453.05
HBW,3024.0,177.22,22.34,82.5,104.85
HBO,3024.0,563.69,125.27,39.67,164.94
NHB,3024.0,717.95,142.59,14.34,156.92
HBC,3024.0,4.0,0.11,0.43,0.54
HBSch,3024.0,71.93,0.26,0.07,25.8
All,3025.0,68355.87,14739.99,8937.93,24354.69
HBW,3025.0,13921.97,2087.19,6287.22,8374.4
HBO,3025.0,41936.41,11214.4,2530.0,13744.4
NHB,3025.0,6125.33,1431.57,118.87,1550.44
HBC,3025.0,130.0,0.0,0.0,0.0
HBSch,3025.0,6242.17,6.84,1.84,685.45
All,3026.0,55849.38,11009.41,8143.45,19502.18
HBW,3026.0,11818.72,1153.71,5826.33,6980.03
HBO,3026.0,35473.42,9183.51,2233.06,11416.57
NHB,3026.0,3170.07,662.84,65.15,727.99
HBC,3026.0,159.0,5.83,17.96,23.79
HBSch,3026.0,5228.17,3.53,0.95,353.8
All,3027.0,23819.57,11014.18,1771.65,13091.19
HBW,3027.0,5210.38,2901.8,1099.82,4001.63
HBO,3027.0,13535.27,6569.33,599.41,7168.74
NHB,3027.0,3667.85,1524.69,54.05,1578.74
HBC,3027.0,139.0,15.28,17.54,32.81
HBSch,3027.0,1267.07,3.08,0.83,309.27
All,3028.0,53937.11,19406.0,4660.44,25628.85
HBW,3028.0,9818.72,3855.87,2980.31,6836.18
HBO,3028.0,31046.75,12282.34,1512.96,13795.3
NHB,3028.0,9198.36,3248.71,150.19,3398.9
HBC,3028.0,94.0,3.3,12.74,16.04
HBSch,3028.0,3779.28,15.78,4.24,1582.43
All,3029.0,25085.07,6624.79,3435.05,10274.78
HBW,3029.0,5507.51,1312.48,2386.58,3699.05
HBO,3029.0,15931.14,4886.19,1009.28,5895.47
NHB,3029.0,1642.95,423.96,33.3,457.26
HBC,3029.0,29.0,0.0,5.31,5.31
HBSch,3029.0,1974.47,2.17,0.59,217.7
All,3030.0,32624.53,14580.12,2965.24,17936.26
HBW,3030.0,7318.35,3663.86,1805.53,5469.39
HBO,3030.0,19943.57,9616.05,1083.45,10699.5
NHB,3030.0,3231.66,1260.51,50.49,1311.0
HBC,3030.0,203.0,35.75,24.66,60.41
HBSch,3030.0,1927.96,3.95,1.12,395.96
All,3031.0,611.98,18.5,8.17,26.67
HBW,3031.0,0.0,0.0,0.0,0.0
HBO,3031.0,0.0,0.0,0.0,0.0
NHB,3031.0,611.98,18.5,8.17,26.67
HBC,3031.0,0.0,0.0,0.0,0.0
HBSch,3031.0,0.0,0.0,0.0,0.0
All,3032.0,367.41,18.93,18.04,37.08
HBW,3032.0,52.21,1.42,9.84,11.26
HBO,3032.0,112.76,6.8,4.67,11.47
NHB,3032.0,189.82,10.7,3.53,14.23
HBC,3032.0,0.0,0.0,0.0,0.0
HBSch,3032.0,12.62,0.0,0.0,0.12
All,3033.0,59161.57,9261.37,5777.41,16279.13
HBW,3033.0,11500.75,844.4,3676.12,4520.51
HBO,3033.0,36400.86,7689.07,1974.36,9663.43
NHB,3033.0,6121.06,715.38,111.78,827.16
HBC,3033.0,113.01,0.0,11.77,11.77
HBSch,3033.0,5025.89,12.53,3.38,1256.26
All,3034.0,27315.66,4626.91,2497.89,7485.6
HBW,3034.0,4537.28,428.54,1641.5,2070.04
HBO,3034.0,14035.5,3012.3,732.56,3744.86
NHB,3034.0,6644.32,1182.32,122.19,1304.5
HBC,3034.0,29.0,0.11,0.65,0.77
HBSch,3034.0,2069.58,3.64,0.98,365.43
All,3035.0,122.55,3.43,1.47,4.9
HBW,3035.0,0.0,0.0,0.0,0.0
HBO,3035.0,0.0,0.0,0.0,0.0
NHB,3035.0,122.55,3.43,1.47,4.9
HBC,3035.0,0.0,0.0,0.0,0.0
HBSch,3035.0,0.0,0.0,0.0,0.0
All,3036.0,584.47,17.87,6.57,24.44
HBW,3036.0,0.0,0.0,0.0,0.0
HBO,3036.0,0.0,0.0,0.0,0.0
NHB,3036.0,584.47,17.87,6.57,24.44
HBC,3036.0,0.0,0.0,0.0,0.0
HBSch,3036.0,0.0,0.0,0.0,0.0
All,3037.0,246.41,6.96,3.61,10.57
HBW,3037.0,0.0,0.0,0.0,0.0
HBO,3037.0,0.0,0.0,0.0,0.0
NHB,3037.0,246.41,6.96,3.61,10.57
HBC,3037.0,0.0,0.0,0.0,0.0
HBSch,3037.0,0.0,0.0,0.0,0.0
All,3038.0,396.62,12.02,5.42,17.45
HBW,3038.0,0.0,0.0,0.0,0.0
HBO,3038.0,0.0,0.0,0.0,0.0
NHB,3038.0,396.62,12.02,5.42,17.45
HBC,3038.0,0.0,0.0,0.0,0.0
HBSch,3038.0,0.0,0.0,0.0,0.0
All,3039.0,4086.79,270.21,90.16,474.6
HBW,3039.0,707.71,15.96,30.61,46.57
HBO,3039.0,2292.27,215.49,48.88,264.36
NHB,3039.0,747.75,37.62,6.53,44.14
HBC,3039.0,33.0,0.0,3.83,3.83
HBSch,3039.0,306.07,1.15,0.32,115.7
All,3040.0,4189.61,273.99,85.2,433.41
HBW,3040.0,817.91,14.02,31.09,45.11
HBO,3040.0,2415.14,227.53,47.65,275.18
NHB,3040.0,635.76,31.69,5.37,37.07
HBC,3040.0,19.0,0.0,0.88,0.88
HBSch,3040.0,301.79,0.75,0.21,75.18
All,3041.0,4582.67,233.76,84.12,430.73
HBW,3041.0,987.36,5.19,27.49,32.68
