SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_177.0,     0.194,       4.0,       0.8,Expressway,      1021,    2987.5,    6756.3,    4349.1,    5251.0,   19343.9,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     579.5,    1310.5,     843.6,    1018.5,    3752.1,     444.2,     946.1,     633.1,     759.9,    2783.3,       4.1,      23.3,       5.4,       6.6,      39.4,      58.6,     122.7,      97.2,      80.3,     358.8,      72.5,     218.5,     107.8,     171.7,     570.5,     68.23,     10.54,     23.85,     15.39,     18.52,     68.30,     0.003,     0.009,     0.062,     0.002,     0.076
0006_177.2,     0.317,       4.0,       1.3,Expressway,      1021,    2797.3,    6394.6,    4072.0,    4946.3,   18210.2,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.345,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     885.7,    2024.7,    1289.3,    1566.1,    5765.8,     674.2,    1447.9,     949.3,    1149.4,    4220.8,       4.8,      28.8,       9.8,       6.6,      50.0,      90.0,     190.4,     154.2,     128.0,     562.6,     116.9,     357.7,     176.0,     282.1,     932.7,    104.86,     16.11,     36.85,     23.51,     28.48,    104.95,         0,     0.025,     0.049,         0,     0.074
0006_177.5,     0.433,       2.0,       0.9,Expressway,      1064,    2496.8,    5738.7,    3600.3,    4402.7,   16238.5,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,     0.483,      6384,     12768,      6384,     25536,     51072,      0.51,      0.59,      0.69,      0.24,      0.69,    1080.6,    2483.7,    1558.2,    1905.5,    7028.0,     805.9,    1752.1,    1104.7,    1351.5,    5014.2,       3.1,      23.3,       8.7,       6.5,      41.6,     113.0,     238.5,     199.5,     168.8,     719.8,     158.9,     469.8,     245.4,     378.7,    1252.8,    127.79,     19.79,     46.03,     30.14,     34.65,    130.61,     0.145,     0.898,     1.811,     0.009,     2.863
0006_177.9,     0.901,       2.0,       1.8,Expressway,      1064,    2519.7,    5744.5,    3614.1,    4356.4,   16234.7,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.991,     1.004,     1.052,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.71,      0.23,      0.71,    2270.8,    5177.0,    3257.0,    3926.1,   14630.9,    1677.7,    3622.5,    2273.8,    2759.0,   10333.0,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.15,     41.66,     96.08,     63.41,     71.43,    272.58,     0.327,     1.963,     4.123,     0.001,     6.414
0006_178.8,     2.759,       2.0,       5.5,Expressway,      1064,    2472.5,    5640.6,    3540.8,    4266.9,   15920.8,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.977,     3.012,     3.137,     2.956,     3.019,      6384,     12768,      6384,     25536,     51072,      0.51,      0.58,      0.70,      0.23,      0.70,    6821.4,   15562.0,    9768.8,   11772.1,   43924.3,    5027.6,   10857.5,    6786.1,    8226.9,   30898.1,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    784.30,    122.71,    282.96,    185.26,    210.22,    801.15,     0.866,     5.247,    10.707,     0.019,    16.839
0006_181.6,     2.513,       2.0,       5.0,Expressway,      1064,    2372.2,    5417.3,    3395.9,    4092.1,   15277.5,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.707,     2.734,     2.826,     2.693,     2.739,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5960.5,   13611.9,    8532.8,   10282.2,   38387.4,    4354.7,    9420.5,    5859.0,    7093.5,   26727.7,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    685.53,    107.07,    246.70,    160.08,    183.63,    697.48,     0.593,     3.739,     7.571,     0.019,    11.922
0006_184.1,     3.358,       2.0,       6.7,Expressway,      1064,    2300.1,    5269.3,    3300.4,    3970.5,   14840.3,      56.0,      55.7,      55.3,      53.6,      56.0,      55.2,     3.599,     3.616,     3.647,     3.755,     3.599,     3.653,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7724.6,   17696.1,   11083.9,   13334.2,   49838.8,    5581.5,   12107.5,    7513.9,    9072.5,   34275.4,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.11,    138.65,    320.11,    206.73,    238.16,    903.65,     0.670,     4.198,     8.603,     0.008,    13.479
0006_187.5,     7.315,       2.0,      14.6,Expressway,      1064,    1655.6,    3922.2,    2385.7,    2916.1,   10879.6,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.845,     7.862,     7.912,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12110.8,   28691.2,   17451.5,   21331.5,   79585.0,    7904.7,   17879.5,   10560.7,   12897.2,   49242.1,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.23,    216.45,    513.86,    314.72,    380.94,   1425.97,     0.181,     1.569,     2.934,     0.002,     4.686
0006_194.8,     8.833,       2.0,      17.7,Expressway,      1064,    1632.5,    3866.9,    2352.4,    2876.7,   10728.5,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.470,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14419.3,   34155.0,   20777.9,   25408.9,   94761.1,    9402.3,   21216.9,   12530.0,   15313.2,   58462.4,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.24,    257.69,    611.59,    374.47,    453.75,   1697.50,     0.174,     1.739,     3.267,         0,     5.180
0006_203.6,     7.548,       2.0,      15.1,Expressway,      1064,    1610.0,    3805.1,    2309.1,    2826.3,   10550.5,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12152.2,   28720.8,   17429.1,   21332.8,   79634.9,    7902.7,   17783.8,   10454.7,   12781.0,   48922.2,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.05,    217.16,    514.14,    313.87,    380.95,   1426.12,     0.153,     1.344,     2.516,     0.014,     4.027
0006_211.2,     5.022,       2.0,      10.0,Expressway,      1064,    1610.0,    3805.1,    2309.1,    2826.3,   10550.5,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8085.1,   19108.4,   11595.8,   14193.1,   52982.4,    5257.8,   11831.8,    6955.6,    8503.4,   32548.6,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.16,    144.49,    342.09,    208.83,    253.46,    948.87,     0.101,     0.898,     1.675,     0.009,     2.683
0006_216.2,     4.891,       2.0,       9.8,Expressway,      1064,    1530.5,    3573.7,    2183.7,    2678.7,    9966.6,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.269,     5.241,     5.250,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7485.9,   17479.4,   10680.7,   13101.8,   48747.8,    4854.4,   11062.2,    6528.2,    7995.5,   30440.3,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.52,    133.75,    312.67,    191.79,    233.97,    872.18,     0.079,     0.545,     1.019,         0,     1.643
0013_000.0,     0.652,       4.0,       2.6,Principal Arterial,       929,    2294.5,    5348.5,    3486.5,    3812.7,   14942.2,      40.0,      39.9,      39.9,      39.7,      40.0,      39.9,     0.978,     0.980,     0.981,     0.986,     0.978,     0.981,     11148,     22296,     11148,     44592,     89184,      0.25,      0.26,      0.37,      0.09,      0.37,    1495.1,    3485.1,    2271.8,    2484.3,    9736.3,    1144.5,    2462.6,    1796.2,    2056.3,    7459.6,     121.8,     585.9,     203.2,     179.5,    1090.4,     171.2,     308.0,     216.7,     179.5,     875.4,      57.6,     128.5,      55.6,      69.0,     310.7,    243.51,     37.46,     87.41,     57.29,     62.14,    244.30,     0.071,     0.255,     0.475,         0,     0.801
