SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0107_000.2,     1.271,       2.0,       2.5,Collector,       756,     780.6,    1543.6,    1083.7,    1325.2,    4733.1,      33.5,      33.0,      33.2,      32.6,      33.5,      33.1,     2.276,     2.314,     2.298,     2.344,     2.278,     2.306,      4533,      9066,      4533,     18133,     36265,      0.24,      0.19,      0.29,      0.08,      0.29,     992.4,    1962.5,    1377.8,    1684.9,    6017.6,     868.8,    1631.0,    1228.7,    1530.6,    5259.1,      17.6,      91.3,      30.1,      24.5,     163.5,      73.0,     144.6,      89.1,      81.6,     388.3,      33.0,      95.7,      29.9,      48.2,     206.8,    179.54,     30.08,     59.12,     42.32,     50.32,    181.84,     0.499,     0.578,     1.225,     0.048,     2.350
0108_000.0,     0.149,       4.0,       0.6,Minor Arterial,       815,    6301.4,   13121.2,    8967.5,   10504.5,   38894.6,      30.0,      25.5,      25.4,      19.1,      29.8,      24.5,     0.299,     0.351,     0.353,     0.469,     0.301,     0.366,      9780,     19560,      9780,     39120,     78240,      0.79,      0.75,      1.03,      0.30,      1.03,     941.5,    1960.4,    1339.9,    1569.5,    5811.3,     784.5,    1592.6,    1167.4,    1371.8,    4916.3,      17.8,      86.5,      30.1,      28.8,     163.2,      91.6,     159.2,     100.9,      99.9,     451.6,      47.6,     122.0,      41.5,      68.9,     280.0,    194.03,     36.87,     77.23,     70.13,     52.63,    236.86,     5.480,    11.781,    25.424,     0.224,    42.909
0108_000.1,     0.549,       6.0,       3.3,Principal Arterial,       846,    7607.3,   14399.5,    9407.5,   11203.6,   42617.9,      34.0,      32.1,      32.4,      30.1,      34.0,      32.2,     0.969,     1.028,     1.018,     1.095,     0.970,     1.024,     15228,     30456,     15228,     60912,    121824,      0.59,      0.55,      0.71,      0.21,      0.71,    4179.4,    7911.0,    5168.4,    6155.2,   23414.0,    3415.1,    5996.5,    4313.5,    5209.7,   18934.8,      74.3,     405.4,     121.8,     133.9,     735.4,     428.1,     789.0,     484.0,     438.0,    2139.1,     262.0,     720.1,     249.1,     373.5,    1604.7,    688.40,    130.26,    244.41,    171.65,    181.16,    727.48,     7.410,    11.815,    19.660,     0.189,    39.074
0108_000.7,     0.299,       4.0,       1.2,Principal Arterial,       883,    6204.8,   11536.5,    7797.0,    9168.6,   34706.9,      34.0,      30.3,      31.3,      27.1,      33.9,      30.7,     0.528,     0.593,     0.574,     0.663,     0.529,     0.586,     10596,     21192,     10596,     42384,     84768,      0.72,      0.62,      0.85,      0.25,      0.85,    1856.9,    3452.4,    2333.3,    2743.8,   10386.4,    1544.6,    2681.4,    1991.4,    2368.2,    8585.6,      30.8,     161.2,      47.1,      53.6,     292.7,     172.8,     326.6,     196.7,     171.7,     867.8,     108.6,     283.3,      98.2,     150.2,     640.3,    305.65,     61.22,    110.35,     86.15,     80.89,    338.61,     6.654,     8.760,    17.481,     0.148,    33.043
0108_001.0,     1.005,       4.0,       4.0,Principal Arterial,       929,    6743.4,   12634.4,    8662.9,   10840.1,   38880.8,      40.0,      35.5,      36.4,      30.6,      39.9,      35.6,     1.507,     1.698,     1.656,     1.972,     1.512,     1.694,     11148,     22296,     11148,     44592,     89184,      0.70,      0.64,      0.85,      0.28,      0.85,    6776.0,   12695.5,    8704.8,   10892.5,   39068.8,    5732.1,   10201.5,    7602.7,    9576.1,   33112.4,     115.6,     568.0,     175.6,     189.9,    1049.1,     584.8,    1057.5,     642.5,     653.3,    2938.1,     343.6,     868.6,     283.9,     473.2,    1969.3,    976.50,    190.75,    348.82,    284.70,    273.09,   1097.36,    21.468,    31.499,    67.125,     0.833,   120.925
0108_002.0,     0.501,       4.0,       2.0,Principal Arterial,       883,    3871.3,    7564.8,    5096.2,    6588.1,   23120.4,      34.0,      33.3,      33.5,      32.6,      34.0,      33.4,     0.884,     0.901,     0.896,     0.922,     0.884,     0.899,     10596,     21192,     10596,     42384,     84768,      0.46,      0.40,      0.55,      0.18,      0.55,    1937.9,    3786.8,    2551.0,    3297.8,   11573.5,    1666.7,    3178.2,    2288.5,    2974.9,   10108.3,      32.0,     143.0,      46.0,      41.5,     262.5,     157.3,     269.7,     155.5,     176.9,     759.4,      81.7,     196.0,      61.1,     104.7,     443.5,    340.59,     58.11,    112.96,     78.30,     97.09,    346.46,     1.094,     1.515,     3.237,     0.038,     5.884
0108_002.5,     0.501,       4.0,       2.0,Principal Arterial,       929,    4943.5,    9201.7,    6563.7,    8083.7,   28792.6,      40.0,      38.1,      39.0,      36.2,      40.0,      38.4,     0.751,     0.790,     0.770,     0.830,     0.752,     0.782,     11148,     22296,     11148,     44592,     89184,      0.59,      0.46,      0.69,      0.21,      0.69,    2475.2,    4607.2,    3286.4,    4047.4,   14416.2,    2135.1,    3849.9,    2927.7,    3648.3,   12561.0,      44.6,     189.6,      64.3,      57.5,     356.0,     196.6,     335.7,     210.1,     214.6,     957.0,      98.8,     232.0,      84.2,     127.1,     542.1,    360.50,     65.04,    118.12,     90.80,    101.30,    375.26,     3.197,     2.904,     8.661,     0.088,    14.850
0108_003.0,     1.005,       4.0,       4.0,Principal Arterial,       929,    4003.5,    7761.8,    5555.3,    6695.0,   24015.6,      40.0,      39.0,      39.5,      37.9,      40.0,      39.2,     1.508,     1.547,     1.526,     1.591,     1.508,     1.540,     11148,     22296,     11148,     44592,     89184,      0.50,      0.39,      0.60,      0.17,      0.60,    4025.0,    7803.6,    5585.2,    6731.1,   24144.9,    3460.1,    6532.1,    4971.7,    6087.4,   21051.3,      64.3,     337.0,     110.9,      98.1,     610.3,     345.3,     575.1,     357.6,     348.9,    1626.9,     155.4,     359.3,     145.0,     196.7,     856.4,    603.51,    103.15,    197.44,    147.28,    168.31,    616.18,     2.621,     2.386,     7.733,     0.071,    12.811
0108_004.0,     1.000,       4.0,       4.0,Principal Arterial,       929,    4382.1,    8116.0,    5967.9,    6958.8,   25424.8,      40.0,      39.0,      39.3,      37.1,      40.0,      38.9,     1.500,     1.541,     1.527,     1.615,     1.501,     1.543,     11148,     22296,     11148,     44592,     89184,      0.49,      0.41,      0.61,      0.17,      0.61,    4381.4,    8114.6,    5966.9,    6957.6,   25420.5,    3629.5,    6467.2,    5092.5,    6163.0,   21352.2,      62.8,     371.8,     130.6,     103.6,     668.8,     442.0,     716.3,     470.2,     418.4,    2046.9,     247.1,     559.3,     273.7,     272.7,    1352.8,    635.68,    112.47,    206.56,    160.65,    174.06,    653.74,     2.953,     3.635,    11.462,     0.071,    18.121
0108_005.0,     0.478,       4.0,       1.9,Principal Arterial,       929,    4170.6,    8166.3,    6078.5,    6740.4,   25155.8,      40.0,      39.1,      39.3,      37.2,      40.0,      38.9,     0.717,     0.734,     0.729,     0.772,     0.717,     0.737,     11148,     22296,     11148,     44592,     89184,      0.48,      0.42,      0.62,      0.17,      0.62,    1993.8,    3903.8,    2905.8,    3222.2,   12025.6,    1616.9,    3076.3,    2456.5,    2814.0,    9963.7,      31.6,     180.5,      66.9,      54.5,     333.5,     218.2,     360.5,     238.0,     215.2,    1031.9,     127.0,     286.7,     144.4,     138.7,     696.8,    300.56,     50.99,     99.24,     78.19,     80.58,    309.00,     1.181,     1.666,     5.589,     0.036,     8.472
0108_005.5,     0.518,       4.0,       2.1,Principal Arterial,       929,    5345.3,    9212.1,    7279.6,    6599.3,   28436.3,      40.0,      38.1,      38.9,      34.3,      40.0,      37.7,     0.777,     0.816,     0.800,     0.906,     0.777,     0.824,     11148,     22296,     11148,     44592,     89184,      0.55,      0.48,      0.74,      0.17,      0.74,    2769.4,    4772.7,    3771.6,    3419.1,   14732.8,    2230.2,    3707.0,    3097.1,    3034.2,   12068.5,      48.6,     199.3,      92.3,      52.6,     392.8,     313.8,     487.3,     374.3,     212.9,    1388.3,     176.9,     379.2,     207.8,     119.4,     883.3,    368.25,     72.73,    122.78,    109.90,     85.49,    390.90,     3.510,     3.479,    15.618,     0.042,    22.649
0108_006.0,     0.502,       4.0,       2.0,Principal Arterial,       929,    5241.1,    8954.1,    7050.1,    6521.7,   27767.0,      40.0,      38.1,      39.0,      34.9,      40.0,      37.9,     0.753,     0.790,     0.772,     0.864,     0.753,     0.794,     11148,     22296,     11148,     44592,     89184,      0.53,      0.46,      0.71,      0.17,      0.71,    2632.2,    4497.0,    3540.8,    3275.3,   13945.3,    2093.3,    3515.3,    2879.7,    2880.8,   11369.1,      46.5,     201.5,      69.1,      54.0,     371.1,     305.5,     461.8,     391.1,     208.3,    1366.7,     186.8,     318.3,     200.8,     132.2,     838.1,    348.55,     69.00,    115.25,    101.57,     81.89,    367.71,     3.203,     2.850,    13.062,     0.028,    19.143
0108_006.5,     0.501,       4.0,       2.0,Principal Arterial,       929,    5877.3,   10213.0,    8026.5,    7502.5,   31619.3,      40.0,      37.2,      38.4,      32.2,      40.0,      36.8,     0.751,     0.807,     0.782,     0.932,     0.751,     0.817,     11148,     22296,     11148,     44592,     89184,      0.60,      0.52,      0.80,      0.19,      0.80,    2944.0,    5115.9,    4020.7,    3758.2,   15838.8,    2354.0,    3998.8,    3309.5,    3314.0,   12976.3,      52.1,     233.7,      79.2,      59.6,     424.6,     337.7,     524.2,     415.5,     237.8,    1515.2,     200.2,     359.2,     216.6,     146.7,     922.7,    395.73,     79.05,    133.18,    124.70,     93.96,    430.89,     5.499,     5.349,    24.229,     0.068,    35.145
0108_007.0,     0.500,       4.0,       2.0,Principal Arterial,       929,    5563.5,    9773.3,    7588.3,    7214.4,   30139.5,      40.0,      37.6,      38.6,      33.2,      39.9,      37.2,     0.750,     0.798,     0.778,     0.904,     0.751,     0.806,     11148,     22296,     11148,     44592,     89184,      0.59,      0.50,      0.76,      0.19,      0.76,    2781.3,    4885.9,    3793.6,    3606.6,   15067.4,    2194.5,    3778.6,    3074.1,    3166.4,   12213.6,      51.0,     229.5,      78.5,      57.3,     416.3,     333.2,     518.3,     420.9,     234.5,    1506.9,     202.4,     359.6,     220.0,     148.4,     930.4,    376.91,     73.99,    126.69,    114.27,     90.28,    405.23,     4.439,     4.472,    19.375,     0.059,    28.345
0108_007.5,     0.502,       2.0,       1.0,Principal Arterial,       968,    3568.2,    7110.8,    4293.5,    7146.0,   22118.5,      40.0,      35.1,      35.2,      31.7,      39.7,      35.7,     0.753,     0.858,     0.856,     0.950,     0.759,     0.841,      5808,     11616,      5808,     23232,     46464,      0.71,      0.70,      0.83,      0.35,      0.83,    1791.0,    3569.0,    2155.0,    3586.7,   11101.7,    1402.0,    2727.3,    1778.7,    3092.4,    9000.4,      36.6,     190.2,      50.8,      59.7,     337.3,     237.6,     383.0,     232.5,     266.8,    1119.9,     114.7,     268.6,      93.0,     167.6,     643.9,    277.54,     51.04,    101.45,     67.97,     90.36,    310.82,     6.259,    12.232,    14.094,     0.694,    33.279
0108_008.0,     0.499,       2.0,       1.0,Principal Arterial,       968,    4275.8,    8732.3,    5358.6,    8472.4,   26839.1,      40.0,      31.1,      30.6,      24.7,      39.4,      31.4,     0.750,     0.964,     0.978,     1.211,     0.761,     0.951,      5808,     11616,      5808,     23232,     46464,      0.84,      0.85,      1.01,      0.41,      1.01,    2135.1,    4360.5,    2675.8,    4230.7,   13402.1,    1686.0,    3383.6,    2234.5,    3666.3,   10970.4,      41.8,     221.5,      63.5,      69.0,     395.8,     273.2,     442.8,     269.5,     306.2,    1291.7,     134.0,     312.6,     108.4,     189.3,     744.3,    335.34,     68.67,    142.32,    108.17,    107.42,    426.58,    15.275,    33.207,    41.218,     1.562,    91.262
0108_008.5,     0.498,       4.0,       2.0,Principal Arterial,       929,    4828.7,    9205.2,    6697.9,    8701.5,   29433.3,      40.0,      38.7,      38.9,      36.0,      40.0,      38.5,     0.747,     0.773,     0.768,     0.830,     0.748,     0.777,     11148,     22296,     11148,     44592,     89184,      0.51,      0.46,      0.66,      0.22,      0.66,    2404.6,    4584.1,    3335.5,    4333.2,   14657.4,    1907.1,    3549.6,    2795.1,    3741.9,   11993.7,      42.6,     238.1,      75.9,      72.2,     428.8,     299.9,     480.4,     326.9,     327.5,    1434.7,     155.1,     315.8,     137.4,     191.6,     799.9,    366.43,     62.20,    117.77,     92.64,    108.46,    381.07,     2.098,     3.166,     9.265,     0.123,    14.652
0108_009.0,     1.002,       4.0,       4.0,Principal Arterial,       929,    4451.2,    8594.3,    6169.4,    6856.5,   26071.4,      40.0,      39.0,      39.1,      36.9,      40.0,      38.8,     1.503,     1.543,     1.537,     1.627,     1.504,     1.551,     11148,     22296,     11148,     44592,     89184,      0.47,      0.44,      0.61,      0.17,      0.61,    4460.7,    8612.7,    6182.6,    6871.2,   26127.2,    3429.0,    6335.1,    5100.2,    5885.2,   20749.5,      77.4,     501.0,     138.7,     119.6,     836.7,     609.9,    1041.6,     641.0,     504.6,    2797.1,     344.4,     735.0,     302.6,     361.7,    1743.7,    653.08,    114.45,    220.20,    167.33,    171.83,    673.81,     2.937,     4.916,    12.794,     0.074,    20.721
0108_010.0,     0.071,       4.0,       0.3,Principal Arterial,       929,    4796.4,    9322.3,    6506.2,    7706.8,   28331.7,      40.0,      38.5,      38.8,      36.2,      40.0,      38.4,     0.106,     0.110,     0.109,     0.117,     0.106,     0.110,     11148,     22296,     11148,     44592,     89184,      0.54,      0.49,      0.66,      0.20,      0.66,     338.5,     658.0,     459.2,     543.9,    1999.6,     259.2,     489.2,     373.6,     462.1,    1584.1,       5.5,      35.8,      11.6,      10.1,      63.0,      47.7,      78.6,      51.5,      43.3,     221.1,      26.1,      54.4,      22.5,      28.4,     131.4,     49.99,      8.80,     16.97,     12.68,     13.61,     52.06,     0.353,     0.514,     1.205,     0.008,     2.080
0108_010.1,     0.733,       4.0,       2.9,Principal Arterial,       929,    3504.1,    6480.4,    4717.0,    5335.0,   20036.5,      40.0,      39.3,      39.7,      38.6,      40.0,      39.4,     1.100,     1.120,     1.108,     1.141,     1.100,     1.116,     11148,     22296,     11148,     44592,     89184,      0.45,      0.34,      0.54,      0.15,      0.54,    2569.2,    4751.5,    3458.5,    3911.6,   14690.8,    1958.5,    3519.6,    2824.2,    3292.8,   11595.1,      33.8,     239.7,      80.9,      67.4,     421.8,     358.9,     583.7,     394.1,     332.9,    1669.6,     218.1,     408.4,     159.4,     218.5,    1004.4,    367.32,     65.35,    119.70,     89.60,     97.82,    372.47,     1.196,     0.887,     3.228,     0.021,     5.332
0108_010.8,     0.522,       4.0,       2.1,Principal Arterial,       929,    4549.2,    8928.5,    6429.0,    7289.3,   27196.0,      40.0,      38.4,      39.0,      36.0,      40.0,      38.4,     0.783,     0.819,     0.804,     0.872,     0.784,     0.817,     11148,     22296,     11148,     44592,     89184,      0.56,      0.47,      0.71,      0.19,      0.71,    2375.5,    4662.1,    3356.9,    3806.2,   14200.7,    1829.8,    3495.4,    2762.5,    3228.1,   11315.8,      40.1,     254.2,      86.5,      75.2,     456.0,     318.0,     547.5,     359.8,     306.6,    1531.9,     187.6,     365.0,     148.2,     196.3,     897.1,    355.01,     61.93,    119.60,     93.30,     95.21,    370.04,     2.733,     3.060,     9.563,     0.057,    15.413
0108_011.3,     0.260,       4.0,       1.0,Principal Arterial,       929,    5500.8,   10473.8,    7604.6,    8702.8,   32282.0,      40.0,      36.1,      38.0,      32.4,      39.9,      36.7,     0.390,     0.435,     0.410,     0.483,     0.391,     0.426,     11148,     22296,     11148,     44592,     89184,      0.71,      0.56,      0.86,      0.23,      0.86,    1429.7,    2722.2,    1976.5,    2261.9,    8390.3,    1105.7,    2016.2,    1616.0,    1902.1,    6640.0,      25.1,     149.9,      51.3,      46.0,     272.3,     192.1,     324.0,     214.8,     185.9,     916.8,     106.7,     232.0,      94.5,     127.9,     561.1,    209.99,     39.55,     71.61,     60.95,     56.69,    228.80,     4.056,     3.480,    11.749,     0.087,    19.372
0108_011.6,     0.388,       4.0,       1.6,Principal Arterial,       929,    5150.0,    9523.4,    6817.8,    8272.0,   29763.2,      40.0,      36.5,      38.6,      34.2,      40.0,      37.5,     0.581,     0.642,     0.602,     0.683,     0.582,     0.622,     11148,     22296,     11148,     44592,     89184,      0.69,      0.51,      0.80,      0.23,      0.80,    1996.1,    3691.3,    2642.5,    3206.2,   11536.1,    1524.9,    2701.4,    2134.4,    2679.0,    9039.7,      32.2,     196.1,      68.5,      62.0,     358.8,     280.1,     459.2,     298.1,     270.7,    1308.1,     158.8,     334.5,     141.6,     194.6,     829.5,    288.15,     54.67,     95.51,     77.16,     80.18,    307.52,     5.275,     3.326,    11.548,     0.091,    20.240
0108_012.0,     0.742,       2.0,       1.5,Principal Arterial,       968,    3683.2,    7194.2,    4507.5,    6772.4,   22157.3,      40.0,      32.4,      34.2,      30.1,      39.7,      34.4,     1.112,     1.391,     1.301,     1.486,     1.121,     1.298,      5808,     11616,      5808,     23232,     46464,      0.83,      0.73,      0.85,      0.36,      0.85,    2732.7,    5337.6,    3344.2,    5024.6,   16439.1,    2015.9,    3901.2,    2864.1,    4162.5,   12943.7,      50.2,     273.0,      85.3,     102.7,     511.2,     432.3,     682.9,     280.3,     442.7,    1838.2,     234.2,     480.3,     114.5,     316.8,    1145.8,    410.78,     84.24,    156.01,    111.26,    126.54,    478.05,    17.089,    22.663,    28.094,     0.984,    68.830
0108_012.7,     0.196,       2.0,       0.4,Principal Arterial,       968,    5133.4,   10062.2,    6432.5,    9558.3,   31186.4,      40.0,      21.4,      25.4,      17.4,      38.9,      24.9,     0.294,     0.571,     0.464,     0.689,     0.302,     0.479,      5808,     11616,      5808,     23232,     46464,      1.20,      1.00,      1.29,      0.50,      1.29,    1007.1,    1974.0,    1262.0,    1875.2,    6118.3,     757.2,    1470.8,    1074.6,    1557.9,    4860.5,      21.8,     100.9,      32.4,      43.2,     198.3,     149.8,     238.0,     112.9,     161.5,     662.2,      78.3,     164.2,      41.9,     112.6,     397.0,    152.82,     47.16,     77.85,     72.73,     48.16,    245.90,    23.695,    28.576,    42.319,     1.333,    95.923
0109_000.0,     0.452,       2.0,       0.9,Minor Arterial,       867,     954.0,    2304.8,    1956.0,    1908.6,    7123.4,      31.7,      31.6,      31.6,      31.0,      31.7,      31.5,     0.855,     0.858,     0.857,     0.876,     0.855,     0.862,      5200,     10400,      5200,     20800,     41600,      0.21,      0.24,      0.41,      0.11,      0.41,     431.4,    1042.2,     884.5,     863.0,    3221.1,     384.0,     910.5,     813.7,     810.9,    2919.1,       9.3,      42.5,      16.0,       9.6,      77.4,      23.3,      54.0,      39.8,      29.6,     146.7,      14.8,      35.2,      15.1,      12.9,      78.0,    101.56,     13.64,     32.93,     28.56,     27.21,    102.34,     0.037,     0.074,     0.660,         0,     0.771
0109_000.4,     0.663,       2.0,       1.3,Minor Arterial,       849,    1950.6,    4070.8,    3004.4,    3357.5,   12383.3,      30.0,      29.3,      29.3,      27.2,      30.0,      29.0,     1.325,     1.358,     1.356,     1.461,     1.326,     1.374,      5094,     10188,      5094,     20376,     40752,      0.49,      0.45,      0.68,      0.19,      0.68,    1292.9,    2698.2,    1991.4,    2225.4,    8207.9,    1087.6,    2157.0,    1738.6,    1976.9,    6960.1,      23.2,     143.3,      43.3,      38.3,     248.1,     120.2,     234.5,     147.2,     143.1,     645.0,      61.8,     163.3,      62.4,      67.0,     354.5,    273.54,     44.12,     91.98,     73.12,     74.21,    283.43,     1.050,     2.056,     6.768,     0.051,     9.925
0109_001.1,     1.827,       2.0,       3.7,Minor Arterial,       894,    1064.2,    1982.5,    1694.1,    1548.6,    6289.4,      36.0,      35.7,      35.7,      34.8,      36.0,      35.5,     3.045,     3.068,     3.070,     3.152,     3.046,     3.086,      5364,     10728,      5364,     21456,     42912,      0.22,      0.21,      0.36,      0.08,      0.36,    1944.3,    3622.0,    3095.2,    2829.3,   11490.8,    1582.8,    2821.6,    2609.7,    2488.6,    9502.7,      43.7,     186.8,      82.0,      49.5,     362.0,     205.9,     360.3,     277.1,     195.1,    1038.4,     112.0,     253.4,     126.2,      96.1,     587.7,    319.19,     54.41,    101.44,     88.98,     78.62,    323.45,     0.412,     0.823,     3.011,     0.015,     4.261
0110_000.0,     0.995,       2.0,       2.0,Minor Arterial,       939,     522.1,    1024.4,     755.8,     894.0,    3196.3,      40.0,      39.9,      40.0,      39.9,      40.0,      39.9,     1.493,     1.496,     1.493,     1.496,     1.493,     1.494,      5634,     11268,      5634,     22536,     45072,      0.13,      0.11,      0.15,      0.04,      0.15,     519.3,    1018.9,     751.7,     889.2,    3179.1,     452.7,     857.6,     683.4,     815.9,    2809.6,       7.3,      41.7,      13.2,      11.5,      73.7,      42.6,      73.6,      39.0,      41.8,     197.0,      16.8,      46.0,      16.3,      20.0,      99.1,     79.53,     13.01,     25.50,     18.84,     22.24,     79.59,     0.030,     0.006,     0.038,         0,     0.074
0110_001.0,     0.993,       2.0,       2.0,Minor Arterial,       939,    1562.8,    2888.7,    2462.4,    2318.9,    9232.8,      40.0,      39.4,      39.8,      38.0,      40.0,      39.3,     1.491,     1.515,     1.499,     1.570,     1.491,     1.519,      5634,     11268,      5634,     22536,     45072,      0.37,      0.29,      0.53,      0.11,      0.53,    1552.5,    2869.6,    2446.1,    2303.6,    9171.8,    1302.8,    2334.0,    2099.9,    2086.9,    7823.6,      29.6,     123.4,      59.3,      36.1,     248.4,     146.9,     252.5,     195.5,     115.1,     710.0,      73.1,     159.7,      91.4,      65.4,     389.6,    229.44,     39.45,     72.19,     64.40,     57.63,    233.67,     0.629,     0.406,     3.236,     0.004,     4.275
0110_002.0,     0.492,       2.0,       1.0,Minor Arterial,       939,    1367.0,    2574.8,    2339.1,    2058.5,    8339.4,      40.0,      39.8,      39.9,      38.8,      40.0,      39.6,     0.738,     0.743,     0.739,     0.761,     0.738,     0.746,      5634,     11268,      5634,     22536,     45072,      0.35,      0.27,      0.52,      0.10,      0.52,     672.8,    1267.3,    1151.2,    1013.1,    4104.4,     545.7,    1010.4,     965.2,     915.5,    3436.8,      14.3,      53.2,      29.8,      16.0,     113.3,      74.5,     123.4,     104.2,      54.2,     356.3,      38.6,      80.3,      52.0,      27.5,     198.4,    102.54,     16.92,     31.74,     29.66,     25.31,    103.63,     0.110,     0.075,     0.915,         0,     1.100
0110_002.5,     0.510,       2.0,       1.0,Minor Arterial,       939,    1395.9,    2605.1,    2348.4,    2043.9,    8393.3,      40.0,      39.8,      39.9,      38.8,      40.0,      39.6,     0.766,     0.770,     0.768,     0.789,     0.766,     0.774,      5634,     11268,      5634,     22536,     45072,      0.34,      0.27,      0.52,      0.10,      0.52,     712.0,    1328.8,    1197.9,    1042.5,    4281.2,     578.4,    1058.2,    1002.9,     939.2,    3578.7,      14.0,      59.0,      29.6,      15.8,     118.4,      79.7,     126.9,     110.2,      57.5,     374.3,      40.0,      84.8,      55.1,      30.1,     210.0,    107.10,     17.91,     33.33,     30.89,     26.08,    108.21,     0.099,     0.084,     0.930,     0.004,     1.117
0110_003.0,     0.501,       2.0,       1.0,Minor Arterial,       939,    1240.0,    2336.9,    2112.8,    1821.6,    7511.3,      40.0,      39.9,      39.9,      39.2,      40.0,      39.7,     0.751,     0.754,     0.753,     0.767,     0.751,     0.757,      5634,     11268,      5634,     22536,     45072,      0.30,      0.24,      0.47,      0.09,      0.47,     621.2,    1170.6,    1058.3,     912.5,    3762.6,     495.9,     921.1,     873.8,     815.6,    3106.4,      12.7,      51.4,      28.6,      12.7,     105.4,      74.6,     118.7,     103.6,      55.3,     352.2,      38.0,      79.5,      52.4,      28.8,     198.7,     94.07,     15.58,     29.32,     27.02,     22.81,     94.73,     0.052,     0.053,     0.561,         0,     0.666
0111_000.0,     0.449,       2.0,       0.9,Minor Arterial,       894,     981.4,    1429.1,    1795.4,    1027.2,    5233.1,      36.0,      35.9,      36.0,      35.3,      36.0,      35.8,     0.748,     0.750,     0.748,     0.764,     0.748,     0.754,      5364,     10728,      5364,     21456,     42912,      0.27,      0.16,      0.46,      0.05,      0.46,     440.9,     641.9,     806.5,     461.4,    2350.7,     394.6,     549.8,     723.2,     425.0,    2092.6,       3.6,      18.3,      11.1,       2.9,      35.9,      35.5,      61.9,      61.6,      26.5,     185.5,       7.2,      12.0,      10.6,       6.8,      36.6,     65.25,     12.27,     17.83,     22.84,     12.81,     65.75,     0.029,         0,     0.461,     0.001,     0.491
0111_000.4,     0.384,       2.0,       0.8,Minor Arterial,       894,    1419.6,    2230.9,    2318.3,    1855.2,    7824.0,      36.0,      35.6,      35.9,      34.2,      36.0,      35.3,     0.641,     0.648,     0.642,     0.674,     0.641,     0.652,      5364,     10728,      5364,     21456,     42912,      0.38,      0.24,      0.59,      0.09,      0.59,     545.3,     857.0,     890.5,     712.7,    3005.5,     487.3,     724.2,     798.0,     657.7,    2667.2,       3.5,      27.8,       9.3,       4.7,      45.3,      45.1,      83.4,      70.6,      38.5,     237.6,       9.4,      21.4,      12.6,      11.7,      55.1,     83.54,     15.32,     23.87,     26.05,     19.81,     85.05,     0.165,     0.045,     1.303,     0.006,     1.519
0111_000.8,     0.506,       2.0,       1.0,Minor Arterial,       894,    1476.1,    2240.2,    2280.3,    1744.5,    7741.1,      36.0,      35.8,      35.9,      34.8,      36.0,      35.6,     0.843,     0.848,     0.844,     0.871,     0.843,     0.852,      5364,     10728,      5364,     21456,     42912,      0.35,      0.24,      0.53,      0.09,      0.53,     746.4,    1132.9,    1153.1,     882.1,    3914.5,     668.2,     960.0,    1032.2,     814.4,    3474.8,       5.5,      38.2,      13.7,       8.0,      65.4,      59.0,     106.2,      88.5,      46.5,     300.2,      13.7,      28.4,      18.8,      13.2,      74.1,    108.73,     20.87,     31.52,     33.09,     24.50,    109.98,     0.135,     0.040,     1.061,         0,     1.236
0111_001.3,     0.494,       2.0,       1.0,Minor Arterial,       939,    1495.5,    2252.0,    2291.8,    1743.4,    7782.7,      40.0,      39.8,      39.9,      38.9,      40.0,      39.6,     0.742,     0.746,     0.743,     0.763,     0.742,     0.749,      5634,     11268,      5634,     22536,     45072,      0.34,      0.22,      0.51,      0.08,      0.51,     739.5,    1113.5,    1133.2,     862.1,    3848.3,     662.3,     943.9,    1014.4,     794.7,    3415.3,       5.5,      37.1,      13.3,       8.0,      63.9,      58.3,     104.3,      87.1,      46.5,     296.2,      13.3,      28.3,      18.3,      12.8,      72.7,     96.25,     18.60,     27.89,     29.13,     21.56,     97.18,     0.106,     0.026,     0.791,     0.002,     0.925
