SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,       2.0,       0.9,Principal Arterial,       998,    3041.8,    5113.7,    3737.6,    4426.5,   16319.6,      44.5,      39.1,      43.4,      38.0,      44.5,      41.5,     0.636,     0.728,     0.653,     0.748,     0.636,     0.685,      5987,     11974,      5987,     23947,     47895,      0.75,      0.47,      0.80,      0.22,      0.80,    1435.5,    2413.2,    1763.8,    2088.9,    7701.4,    1287.0,    2040.2,    1602.2,    1909.8,    6839.2,      18.4,     100.1,      31.7,      26.5,     176.7,      95.1,     165.8,      99.1,      97.9,     457.9,      34.9,     107.1,      31.0,      54.7,     227.7,    172.88,     36.74,     55.66,     46.44,     46.94,    185.78,     4.672,     1.494,     6.985,     0.053,    13.204
0006_158.9,     0.381,       2.0,       0.8,Principal Arterial,       997,    3116.3,    5268.5,    3829.6,    4547.7,   16762.1,      46.0,      41.6,      45.0,      40.6,      45.9,      43.5,     0.497,     0.552,     0.508,     0.564,     0.498,     0.527,      5984,     11969,      5984,     23937,     47874,      0.77,      0.48,      0.82,      0.23,      0.82,    1187.0,    2006.9,    1458.7,    1732.3,    6384.9,    1062.0,    1691.4,    1323.9,    1579.1,    5656.4,      16.7,      84.8,      26.4,      23.4,     151.3,      79.2,     139.2,      82.4,      82.8,     383.6,      29.1,      91.4,      26.0,      47.0,     193.5,    138.90,     28.56,     44.62,     35.94,     37.71,    146.83,     2.834,     0.964,     4.283,     0.030,     8.111
0006_159.3,     0.278,       4.0,       1.1,Principal Arterial,       929,    3413.9,    5843.6,    4237.9,    5023.7,   18519.1,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.425,     0.419,     0.427,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.48,      0.14,      0.48,     950.0,    1626.1,    1179.2,    1397.9,    5153.2,     844.4,    1356.5,    1063.3,    1269.9,    4534.1,      15.2,      74.2,      22.9,      19.0,     131.3,      66.2,     118.4,      70.7,      69.0,     324.3,      24.1,      76.9,      22.3,      39.9,     163.2,    128.91,     24.18,     40.84,     30.16,     34.97,    130.15,     0.437,     0.165,     0.678,     0.002,     1.282
0006_159.6,     0.226,       4.0,       0.9,Principal Arterial,       929,    3842.2,    6897.7,    4909.1,    5893.7,   21542.7,      40.0,      39.3,      39.7,      38.7,      40.0,      39.5,     0.339,     0.346,     0.342,     0.351,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.46,      0.34,      0.53,      0.16,      0.53,     868.8,    1559.7,    1110.1,    1332.7,    4871.3,     759.7,    1275.4,     983.1,    1194.7,    4212.9,      13.8,      73.6,      25.1,      21.1,     133.6,      68.6,     127.7,      76.2,      74.9,     347.4,      26.7,      83.0,      25.7,      42.0,     177.4,    121.79,     22.13,     39.30,     28.68,     33.33,    123.44,     0.419,     0.311,     0.939,     0.002,     1.671
0006_159.8,     0.445,       4.0,       1.8,Principal Arterial,       929,    4104.6,    7476.7,    5229.7,    6506.4,   23317.4,      40.0,      38.6,      39.5,      38.1,      39.9,      39.2,     0.669,     0.692,     0.676,     0.702,     0.669,     0.683,     11148,     22296,     11148,     44592,     89184,      0.53,      0.38,      0.59,      0.18,      0.59,    1827.9,    3329.5,    2328.9,    2897.4,   10383.7,    1596.1,    2733.7,    2061.2,    2604.1,    8995.1,      28.5,     145.1,      46.1,      42.8,     262.5,     145.7,     269.0,     163.9,     152.6,     731.2,      57.5,     181.6,      57.8,      97.9,     394.8,    259.81,     47.30,     84.23,     61.15,     72.53,    265.21,     1.630,     0.924,     2.934,     0.037,     5.525
0006_160.3,     0.249,       4.0,       1.0,Principal Arterial,       929,    4876.8,    9093.6,    6339.2,    7744.8,   28054.4,      40.0,      37.7,      39.1,      36.4,      40.0,      38.4,     0.373,     0.398,     0.382,     0.412,     0.373,     0.389,     11148,     22296,     11148,     44592,     89184,      0.63,      0.46,      0.70,      0.21,      0.70,    1214.7,    2265.1,    1579.0,    1929.1,    6987.9,    1056.2,    1849.1,    1385.2,    1719.5,    6010.0,      18.2,      97.5,      30.4,      28.6,     174.7,      97.5,     185.7,     117.0,     105.7,     505.9,      42.8,     132.9,      46.3,      75.3,     297.3,    174.49,     32.26,     57.94,     43.43,     48.22,    181.85,     1.996,     1.397,     4.068,     0.038,     7.499
0006_173.4,     0.446,       6.0,       2.7,Expressway,       919,    9156.3,   17655.4,   11807.2,   13826.3,   52445.2,      44.9,      41.5,      43.3,      37.5,      44.9,      41.9,     0.596,     0.647,     0.618,     0.715,     0.596,     0.640,     16542,     33084,     16542,     66168,    132336,      0.77,      0.63,      0.88,      0.25,      0.88,    4085.4,    7877.7,    5268.3,    6169.2,   23400.6,    3169.3,    5617.0,    4104.3,    4850.7,   17741.3,      77.3,     360.5,     120.5,     107.5,     665.8,     501.0,     939.7,     629.7,     572.9,    2643.3,     338.0,     960.5,     413.9,     638.0,    2350.4,    520.87,     98.34,    181.95,    140.32,    137.32,    557.93,     7.729,     6.594,    23.495,         0,    37.818
0006_173.7,     0.270,       6.0,       1.6,Expressway,       919,    8088.5,   15394.6,   10599.5,   12973.4,   47056.0,      45.0,      42.2,      44.4,      39.7,      45.0,      43.0,     0.360,     0.386,     0.366,     0.410,     0.360,     0.378,     16542,     33084,     16542,     66168,    132336,      0.74,      0.54,      0.84,      0.24,      0.84,    2187.6,    4163.6,    2866.7,    3508.7,   12726.6,    1779.2,    3097.3,    2317.4,    2870.7,   10064.6,      36.2,     166.9,      54.6,      53.3,     311.0,     218.5,     433.1,     289.3,     261.0,    1201.9,     153.7,     466.5,     205.4,     323.8,    1149.4,    282.55,     51.80,     93.85,     72.17,     77.90,    295.72,     3.416,     1.406,     8.858,     0.006,    13.686
0006_174.0,     0.438,       4.0,       1.8,Expressway,       948,    6457.0,   12863.1,    8449.6,   11059.4,   38829.1,      45.0,      39.5,      42.9,      35.0,      45.0,      40.8,     0.584,     0.670,     0.613,     0.756,     0.584,     0.646,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2828.1,    5633.9,    3700.8,    4843.9,   17006.7,    2300.5,    4254.5,    2985.7,    3971.9,   13512.6,      39.0,     187.3,      56.6,      52.6,     335.5,     273.5,     527.0,     361.0,     336.4,    1497.9,     215.1,     665.0,     297.5,     483.1,    1660.7,    378.18,     71.60,    131.44,    105.60,    107.75,    416.39,     9.162,     6.174,    24.117,     0.022,    39.475
0006_174.4,     0.435,       4.0,       1.7,Expressway,       948,    6457.0,   12863.1,    8449.6,   11059.4,   38829.1,      45.0,      39.5,      42.9,      35.0,      44.9,      40.8,     0.580,     0.664,     0.608,     0.750,     0.580,     0.641,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2805.6,    5589.1,    3671.3,    4805.4,   16871.4,    2282.2,    4220.7,    2961.9,    3940.2,   13405.0,      38.7,     185.8,      56.1,      52.1,     332.7,     271.4,     522.8,     358.1,     333.7,    1486.0,     213.3,     659.7,     295.1,     479.2,    1647.3,    375.29,     71.06,    130.43,    104.80,    106.93,    413.22,     9.102,     6.111,    23.940,     0.028,    39.181
0006_174.9,     0.700,       4.0,       2.8,Expressway,      1021,    4663.4,    9710.5,    6397.0,    8028.5,   28799.4,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.770,     0.768,     0.790,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3263.7,    6795.8,    4476.9,    5618.7,   20155.1,    2637.2,    5116.7,    3554.7,    4484.8,   15793.4,      42.0,     183.2,      52.6,      49.7,     327.5,     292.6,     607.9,     446.7,     398.2,    1745.4,     291.9,     887.8,     422.9,     685.8,    2288.4,    366.30,     59.87,    124.28,     84.16,    102.12,    370.43,     0.570,     0.779,     2.891,     0.001,     4.241
0006_175.6,     0.551,       4.0,       2.2,Expressway,      1021,    4044.7,    8641.7,    5582.2,    7003.7,   25272.3,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.610,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.45,      0.44,      0.57,      0.17,      0.57,    2229.4,    4763.3,    3076.9,    3860.4,   13930.0,    1769.2,    3532.4,    2388.6,    3022.6,   10712.8,      27.6,     124.0,      35.8,      25.9,     213.3,     211.1,     435.2,     326.5,     286.1,    1258.9,     221.6,     671.7,     326.0,     525.9,    1745.2,    253.21,     40.67,     86.88,     56.77,     70.17,    254.49,     0.138,     0.296,     0.864,     0.010,     1.308
0006_176.1,     0.900,       4.0,       3.6,Expressway,      1021,    2973.7,    6644.2,    4197.0,    5210.0,   19024.9,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.985,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2677.4,    5982.1,    3778.8,    4690.9,   17129.2,    2070.8,    4324.6,    2820.8,    3498.7,   12714.9,      18.0,      97.0,      24.3,      19.8,     159.1,     259.1,     546.3,     431.5,     370.1,    1607.0,     329.6,    1014.4,     502.3,     802.2,    2648.5,    311.58,     48.72,    108.91,     68.93,     85.32,    311.88,     0.018,     0.095,     0.190,         0,     0.303
0006_177.0,     0.194,       4.0,       0.8,Expressway,      1021,    3018.4,    6737.7,    4297.9,    5254.9,   19308.9,      55.0,      55.0,      55.0,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.43,      0.14,      0.43,     585.4,    1306.9,     833.7,    1019.3,    3745.3,     450.1,     942.4,     623.6,     760.7,    2776.8,       4.1,      23.3,       5.2,       6.6,      39.2,      58.7,     122.7,      97.0,      80.3,     358.7,      72.5,     218.5,     107.8,     171.7,     570.5,     68.10,     10.65,     23.78,     15.21,     18.53,     68.17,         0,     0.017,     0.055,         0,     0.072
0006_177.2,     0.317,       4.0,       1.3,Expressway,      1021,    2823.0,    6379.9,    4036.9,    4946.4,   18186.2,      55.0,      55.0,      55.0,      54.9,      55.0,      54.9,     0.345,     0.346,     0.346,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.40,      0.13,      0.40,     893.9,    2020.0,    1278.2,    1566.2,    5758.3,     682.1,    1443.3,     938.7,    1149.5,    4213.6,       4.8,      28.8,       9.4,       6.6,      49.6,      90.1,     190.4,     154.0,     128.0,     562.5,     116.9,     357.7,     176.0,     282.1,     932.7,    104.72,     16.26,     36.76,     23.30,     28.48,    104.80,     0.006,     0.018,     0.052,     0.008,     0.084
0006_177.5,     0.433,       2.0,       0.9,Expressway,      1064,    2504.0,    5726.0,    3578.0,    4409.8,   16217.8,      55.0,      54.6,      54.0,      51.8,      55.0,      53.8,     0.472,     0.476,     0.481,     0.501,     0.472,     0.482,      6384,     12768,      6384,     25536,     51072,      0.51,      0.59,      0.69,      0.24,      0.69,    1083.8,    2478.2,    1548.6,    1908.6,    7019.2,     808.7,    1746.5,    1095.0,    1354.6,    5004.8,       3.1,      23.3,       8.7,       6.5,      41.6,     113.2,     238.6,     199.5,     168.8,     720.1,     158.9,     469.8,     245.4,     378.7,    1252.8,    127.62,     19.85,     45.92,     29.91,     34.70,    130.38,     0.141,     0.886,     1.740,     0.001,     2.768
0006_177.9,     0.901,       2.0,       1.8,Expressway,      1064,    2527.5,    5728.9,    3604.7,    4350.2,   16211.3,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.991,     1.004,     1.051,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.71,      0.23,      0.71,    2277.8,    5163.0,    3248.5,    3920.5,   14609.8,    1684.7,    3608.5,    2265.3,    2753.4,   10311.9,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    265.76,     41.79,     95.79,     63.19,     71.33,    272.10,     0.329,     1.931,     4.062,     0.003,     6.325
0006_178.8,     2.759,       2.0,       5.5,Expressway,      1064,    2481.0,    5625.2,    3534.3,    4255.8,   15896.3,      56.0,      55.6,      55.0,      52.8,      56.0,      54.8,     2.956,     2.977,     3.011,     3.136,     2.956,     3.018,      6384,     12768,      6384,     25536,     51072,      0.51,      0.58,      0.70,      0.23,      0.70,    6844.9,   15519.5,    9750.9,   11741.5,   43856.8,    5051.0,   10815.0,    6768.2,    8196.3,   30830.5,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    783.10,    123.13,    282.09,    184.83,    209.67,    799.72,     0.867,     5.137,    10.601,     0.014,    16.619
0006_181.6,     2.513,       2.0,       5.0,Expressway,      1064,    2380.7,    5414.4,    3400.5,    4090.5,   15286.1,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.827,     2.692,     2.739,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5982.0,   13604.6,    8544.4,   10278.1,   38409.1,    4376.0,    9413.2,    5870.6,    7089.5,   26749.3,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    685.91,    107.46,    246.55,    160.34,    183.55,    697.90,     0.604,     3.725,     7.629,     0.007,    11.965
0006_184.1,     3.358,       2.0,       6.7,Expressway,      1064,    2308.6,    5268.4,    3301.3,    3967.5,   14845.8,      56.0,      55.7,      55.3,      53.6,      56.0,      55.2,     3.599,     3.617,     3.647,     3.755,     3.599,     3.653,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7753.1,   17693.0,   11086.8,   13324.2,   49857.1,    5610.1,   12104.4,    7517.0,    9062.5,   34294.0,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.44,    139.17,    320.06,    206.80,    237.98,    904.01,     0.683,     4.204,     8.611,     0.008,    13.506
0006_187.5,     7.315,       2.0,      14.6,Expressway,      1064,    1657.6,    3922.2,    2383.5,    2924.0,   10887.3,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.863,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12125.5,   28691.2,   17435.4,   21389.3,   79641.4,    7919.3,   17879.5,   10544.6,   12955.0,   49298.4,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1422.24,    216.71,    513.86,    314.42,    381.97,   1426.96,     0.179,     1.569,     2.932,         0,     4.680
0006_194.8,     8.833,       2.0,      17.7,Expressway,      1064,    1634.5,    3866.7,    2350.4,    2884.2,   10735.8,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14437.0,   34153.2,   20760.2,   25475.2,   94825.6,    9420.0,   21215.1,   12512.4,   15379.4,   58526.9,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1693.39,    258.01,    611.56,    374.14,    454.93,   1698.64,     0.181,     1.742,     3.262,     0.010,     5.195
0006_203.6,     7.548,       2.0,      15.1,Expressway,      1064,    1612.0,    3804.1,    2308.9,    2831.8,   10556.8,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12167.3,   28713.3,   17427.6,   21374.3,   79682.5,    7917.8,   17776.2,   10453.2,   12822.5,   48969.7,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.90,    217.43,    514.00,    313.84,    381.69,   1426.96,     0.154,     1.336,     2.511,     0.011,     4.012
0006_211.2,     5.022,       2.0,      10.0,Expressway,      1064,    1612.0,    3804.1,    2308.9,    2831.8,   10556.8,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8095.1,   19103.4,   11594.8,   14220.7,   53014.0,    5267.8,   11826.8,    6954.6,    8531.1,   32580.3,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.73,    144.67,    341.99,    208.81,    253.95,    949.42,     0.102,     0.881,     1.672,     0.004,     2.659
0006_216.2,     4.891,       2.0,       9.8,Expressway,      1064,    1531.5,    3572.7,    2182.0,    2681.7,    9967.9,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.243,     5.250,     5.269,     5.241,     5.250,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7490.7,   17474.5,   10672.4,   13116.5,   48754.1,    4859.3,   11057.3,    6519.9,    8010.2,   30446.7,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.63,    133.83,    312.58,    191.63,    234.23,    872.27,     0.068,     0.541,     1.017,         0,     1.626
0013_000.0,     0.652,       4.0,       2.6,Principal Arterial,       929,    2303.9,    5315.4,    3473.4,    3808.0,   14900.7,      40.0,      39.9,      39.9,      39.7,      40.0,      39.9,     0.978,     0.980,     0.980,     0.986,     0.978,     0.981,     11148,     22296,     11148,     44592,     89184,      0.25,      0.26,      0.37,      0.09,      0.37,    1501.2,    3463.5,    2263.3,    2481.3,    9709.3,    1150.7,    2441.0,    1787.4,    2053.8,    7432.9,     121.8,     585.9,     203.2,     179.5,    1090.4,     171.2,     308.0,     216.7,     179.0,     874.9,      57.6,     128.5,      55.8,      69.0,     310.9,    242.84,     37.61,     86.85,     57.07,     62.06,    243.59,     0.067,     0.224,     0.474,     0.004,     0.769
