SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3044.6,    5080.4,    3734.6,    4338.4,   16198.0,      44.5,      39.3,      43.4,      38.1,      44.5,      41.5,     0.636,     0.724,     0.653,     0.745,     0.636,     0.683,      5987,     11974,      5987,     23947,     47895,      0.75,      0.46,      0.80,      0.22,      0.80,    1436.8,    2397.5,    1762.4,    2047.3,    7644.0,    1288.7,    2024.0,    1597.1,    1868.2,    6778.0,      18.4,     100.1,      31.7,      26.5,     176.7,      94.2,     165.8,     101.7,      97.9,     459.6,      35.3,     107.5,      31.9,      54.7,     229.4,    171.59,     36.58,     55.26,     46.24,     46.00,    184.08,     4.470,     1.440,     6.806,     0.046,    12.762
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3120.8,    5234.5,    3831.4,    4460.2,   16646.9,      46.0,      41.7,      45.0,      40.6,      45.9,      43.5,     0.497,     0.550,     0.508,     0.564,     0.498,     0.526,      5984,     11969,      5984,     23937,     47874,      0.76,      0.48,      0.82,      0.22,      0.82,    1188.8,    1993.9,    1459.5,    1699.0,    6341.2,    1064.0,    1678.2,    1321.7,    1545.8,    5609.7,      16.7,      84.8,      26.4,      23.4,     151.3,      78.6,     139.2,      84.6,      82.8,     385.2,      29.5,      91.8,      26.7,      47.0,     195.0,    137.95,     28.51,     44.31,     35.91,     36.98,    145.71,     2.728,     0.929,     4.235,     0.024,     7.916
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3408.8,    5812.3,    4240.5,    4942.5,   18404.1,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.425,     0.419,     0.427,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.44,      0.29,      0.48,      0.13,      0.48,     948.5,    1617.4,    1180.0,    1375.3,    5121.2,     843.8,    1347.6,    1061.9,    1247.4,    4500.7,      15.2,      74.2,      22.9,      19.0,     131.3,      65.5,     118.4,      72.3,      69.0,     325.2,      23.9,      77.2,      22.8,      39.9,     163.8,    128.11,     24.11,     40.61,     30.17,     34.41,    129.30,     0.394,     0.158,     0.663,     0.007,     1.222
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3856.5,    6851.5,    4886.2,    5764.6,   21358.8,      40.0,      39.3,      39.7,      38.8,      40.0,      39.5,     0.339,     0.345,     0.342,     0.350,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.45,      0.34,      0.52,      0.15,      0.52,     872.1,    1549.3,    1104.9,    1303.5,    4829.8,     763.1,    1264.7,     976.2,    1165.5,    4169.5,      13.8,      73.6,      25.1,      21.1,     133.6,      68.2,     127.7,      77.4,      74.9,     348.2,      26.9,      83.3,      26.2,      42.0,     178.4,    120.75,     22.17,     39.04,     28.50,     32.59,    122.30,     0.378,     0.308,     0.876,     0.002,     1.564
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4076.0,    7340.3,    5141.2,    6292.4,   22849.9,      40.0,      38.8,      39.6,      38.3,      40.0,      39.2,     0.669,     0.690,     0.676,     0.699,     0.669,     0.681,     11148,     22296,     11148,     44592,     89184,      0.52,      0.37,      0.57,      0.17,      0.57,    1815.1,    3268.7,    2289.5,    2802.2,   10175.5,    1583.1,    2672.5,    2015.9,    2508.8,    8780.3,      28.5,     145.2,      46.1,      42.8,     262.6,     145.3,     269.1,     166.5,     152.6,     733.5,      58.1,     182.0,      61.1,      97.9,     399.1,    254.60,     46.81,     82.64,     59.82,     70.14,    259.41,     1.443,     0.860,     2.580,     0.020,     4.903
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4830.8,    8934.4,    6223.9,    7522.9,   27512.0,      40.0,      37.9,      39.2,      36.7,      40.0,      38.6,     0.373,     0.395,     0.382,     0.408,     0.373,     0.388,     11148,     22296,     11148,     44592,     89184,      0.61,      0.46,      0.68,      0.20,      0.68,    1203.2,    2225.4,    1550.3,    1873.8,    6852.7,    1044.1,    1809.0,    1353.2,    1664.2,    5870.5,      18.2,      97.6,      30.4,      28.6,     174.8,      97.3,     185.8,     118.5,     105.7,     507.3,      43.6,     133.1,      48.2,      75.3,     300.2,    171.11,     31.77,     56.84,     42.22,     46.82,    177.65,     1.772,     1.278,     3.564,     0.039,     6.653
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    8797.1,   17380.6,   11554.9,   13345.7,   51078.3,      44.9,      42.3,      43.4,      38.1,      44.9,      42.3,     0.596,     0.635,     0.617,     0.705,     0.596,     0.635,     16542,     33084,     16542,     66168,    132336,      0.74,      0.62,      0.87,      0.24,      0.87,    3925.2,    7755.1,    5155.7,    5954.8,   22790.8,    3002.4,    5493.4,    3975.0,    4636.3,   17107.1,      77.6,     361.0,     121.4,     107.5,     667.5,     504.3,     939.8,     642.5,     572.9,    2659.5,     341.0,     961.0,     416.7,     638.0,    2356.7,    507.30,     92.82,    178.63,    135.42,    132.55,    539.42,     5.664,     6.018,    21.065,     0.004,    32.751
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    7976.2,   15259.9,   10505.7,   12715.5,   46457.3,      45.0,      42.5,      44.4,      40.0,      45.0,      43.2,     0.360,     0.383,     0.366,     0.408,     0.360,     0.377,     16542,     33084,     16542,     66168,    132336,      0.72,      0.54,      0.83,      0.23,      0.83,    2157.2,    4127.2,    2841.4,    3439.0,   12564.8,    1746.8,    3060.2,    2286.9,    2801.0,    9894.9,      36.2,     167.2,      55.2,      53.3,     311.9,     220.3,     433.1,     292.7,     261.0,    1207.1,     153.9,     466.7,     206.7,     323.8,    1151.1,    278.96,     50.72,     92.96,     71.10,     76.35,    291.13,     2.974,     1.333,     8.336,         0,    12.643
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6414.2,   12817.7,    8397.1,   10947.0,   38576.0,      45.0,      39.7,      42.9,      35.3,      45.0,      41.0,     0.584,     0.666,     0.613,     0.751,     0.585,     0.644,     11376,     22752,     11376,     45504,     91008,      0.83,      0.67,      0.94,      0.29,      0.94,    2809.4,    5614.0,    3677.8,    4794.7,   16895.9,    2278.8,    4234.1,    2957.0,    3922.7,   13392.6,      39.0,     187.5,      57.6,      52.6,     336.7,     276.5,     526.9,     364.6,     336.4,    1504.4,     215.1,     665.6,     298.7,     483.1,    1662.5,    375.71,     70.74,    130.87,    104.30,    106.65,    412.56,     8.687,     6.029,    23.276,     0.028,    38.020
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6414.2,   12817.7,    8397.1,   10947.0,   38576.0,      45.0,      39.7,      42.9,      35.3,      44.9,      40.9,     0.580,     0.661,     0.608,     0.745,     0.580,     0.639,     11376,     22752,     11376,     45504,     91008,      0.83,      0.67,      0.94,      0.29,      0.94,    2787.0,    5569.4,    3648.5,    4756.5,   16761.4,    2260.6,    4200.3,    2933.5,    3891.5,   13285.9,      38.7,     186.0,      57.0,      52.1,     333.8,     274.3,     522.7,     361.7,     333.7,    1492.4,     213.4,     660.2,     296.3,     479.2,    1649.1,    372.84,     70.19,    129.87,    103.49,    105.83,    409.38,     8.622,     6.002,    23.105,     0.036,    37.765
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4670.6,    9740.0,    6401.1,    7982.4,   28794.1,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.771,     0.768,     0.790,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3268.7,    6816.4,    4479.7,    5586.4,   20151.2,    2637.7,    5136.2,    3554.2,    4452.6,   15780.7,      42.0,     183.6,      53.3,      49.7,     328.6,     297.1,     608.2,     448.1,     398.2,    1751.6,     291.9,     888.4,     424.1,     685.8,    2290.2,    366.24,     59.98,    124.68,     84.24,    101.53,    370.43,     0.584,     0.800,     2.903,         0,     4.287
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4061.9,    8679.0,    5597.8,    6973.1,   25311.8,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.57,      0.17,      0.57,    2238.8,    4783.9,    3085.4,    3843.5,   13951.6,    1775.1,    3551.9,    2394.7,    3005.6,   10727.3,      27.6,     124.2,      36.4,      25.9,     214.1,     214.7,     435.5,     327.6,     286.1,    1263.9,     221.6,     672.1,     326.8,     525.9,    1746.4,    253.61,     40.83,     87.25,     56.94,     69.87,    254.89,     0.143,     0.302,     0.890,         0,     1.335
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2992.2,    6665.7,    4209.8,    5198.5,   19066.2,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.986,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2694.1,    6001.6,    3790.4,    4680.6,   17166.7,    2083.2,    4342.6,    2832.2,    3488.4,   12746.4,      18.0,      97.1,      24.3,      19.8,     159.2,     263.3,     546.7,     431.5,     370.1,    1611.6,     329.6,    1015.2,     502.4,     802.2,    2649.4,    312.25,     49.02,    109.26,     69.15,     85.14,    312.57,     0.023,     0.096,     0.206,         0,     0.325
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3014.1,    6765.0,    4327.0,    5240.2,   19346.3,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     584.7,    1312.2,     839.3,    1016.4,    3752.6,     448.8,     948.0,     629.8,     757.9,    2784.5,       4.1,      23.1,       5.2,       6.6,      39.0,      59.3,     122.6,      96.4,      80.3,     358.6,      72.5,     218.5,     107.9,     171.7,     570.6,     68.24,     10.64,     23.88,     15.32,     18.48,     68.32,         0,     0.017,     0.051,         0,     0.068
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2817.5,    6401.2,    4043.0,    4919.7,   18181.4,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.345,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.40,      0.13,      0.40,     892.1,    2026.8,    1280.1,    1557.7,    5756.7,     679.8,    1450.4,     941.6,    1141.1,    4212.9,       4.8,      28.5,       9.4,       6.6,      49.3,      90.7,     190.2,     153.1,     128.0,     562.0,     116.9,     357.7,     176.1,     282.1,     932.8,    104.69,     16.22,     36.89,     23.34,     28.32,    104.77,         0,     0.035,     0.064,         0,     0.099
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2506.6,    5740.5,    3571.7,    4381.2,   16200.0,      55.0,      54.6,      54.0,      51.8,      55.0,      53.8,     0.472,     0.476,     0.482,     0.501,     0.472,     0.482,      6384,     12768,      6384,     25536,     51072,      0.51,      0.59,      0.69,      0.23,      0.69,    1084.9,    2484.5,    1545.8,    1896.2,    7011.4,     808.6,    1752.5,    1092.3,    1342.2,    4995.6,       3.1,      23.3,       8.7,       6.5,      41.6,     114.4,     238.7,     199.5,     168.8,     721.4,     158.9,     469.9,     245.4,     378.7,    1252.9,    127.48,     19.88,     46.04,     29.84,     34.48,    130.24,     0.157,     0.901,     1.728,         0,     2.786
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2518.2,    5733.0,    3584.1,    4332.5,   16167.8,      55.0,      54.5,      53.9,      51.5,      55.0,      53.7,     0.984,     0.992,     1.004,     1.050,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.71,      0.23,      0.71,    2269.4,    5166.6,    3230.0,    3904.5,   14570.5,    1676.4,    3612.2,    2246.7,    2737.5,   10272.8,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    265.05,     41.62,     95.88,     62.73,     71.03,    271.26,     0.333,     1.948,     3.940,     0.003,     6.224
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2470.4,    5627.6,    3510.8,    4241.9,   15850.7,      56.0,      55.6,      55.0,      52.8,      56.0,      54.9,     2.956,     2.976,     3.011,     3.130,     2.956,     3.017,      6384,     12768,      6384,     25536,     51072,      0.51,      0.58,      0.70,      0.23,      0.70,    6815.7,   15526.2,    9686.1,   11703.1,   43731.1,    5021.8,   10821.6,    6703.4,    8157.9,   30704.7,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    780.85,    122.58,    282.24,    183.30,    208.98,    797.10,     0.844,     5.181,    10.210,     0.007,    16.242
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2374.1,    5419.8,    3382.4,    4088.0,   15264.3,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.707,     2.734,     2.824,     2.692,     2.738,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5965.3,   13618.2,    8498.9,   10271.9,   38354.3,    4359.5,    9426.8,    5825.1,    7083.2,   26694.6,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    684.93,    107.15,    246.83,    159.32,    183.44,    696.74,     0.599,     3.764,     7.403,     0.010,    11.776
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2302.0,    5274.8,    3284.8,    3965.4,   14827.0,      56.0,      55.7,      55.3,      53.7,      56.0,      55.2,     3.599,     3.616,     3.647,     3.752,     3.599,     3.652,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7730.9,   17714.6,   11031.4,   13317.2,   49794.1,    5588.0,   12126.0,    7461.6,    9055.4,   34231.0,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    889.31,    138.77,    320.49,    205.60,    237.86,    902.72,     0.665,     4.255,     8.409,     0.017,    13.346
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1658.6,    3928.7,    2384.0,    2920.2,   10891.5,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12132.8,   28738.8,   17439.1,   21361.5,   79672.2,    7926.6,   17927.1,   10548.3,   12927.2,   49329.2,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1422.79,    216.84,    514.73,    314.49,    381.48,   1427.54,     0.178,     1.585,     2.922,     0.010,     4.695
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1635.5,    3873.2,    2351.1,    2880.8,   10740.6,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14445.8,   34210.6,   20766.4,   25445.1,   94867.9,    9428.8,   21272.5,   12518.6,   15349.4,   58569.3,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1694.14,    258.16,    612.60,    374.26,    454.40,   1699.42,     0.184,     1.748,     3.260,     0.004,     5.196
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1613.0,    3810.6,    2310.4,    2830.4,   10564.4,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.153,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12174.9,   28762.3,   17438.9,   21363.8,   79739.9,    7925.3,   17825.3,   10464.5,   12811.9,   49027.0,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1423.93,    217.56,    514.90,    314.05,    381.50,   1428.01,     0.147,     1.357,     2.523,     0.009,     4.036
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1613.0,    3810.6,    2310.4,    2830.4,   10564.4,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8100.1,   19136.0,   11602.3,   14213.7,   53052.1,    5272.8,   11859.5,    6962.2,    8524.0,   32618.5,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    947.41,    144.76,    342.59,    208.95,    253.83,    950.13,     0.102,     0.908,     1.680,     0.013,     2.703
