Purpose,TAZID,All,Walk,Bike,NonM
HBC,28.0,0.0,0.0,0.0,0.0
HBSch,28.0,0.99,0.0,0.0,0.3
All,29.0,1139.01,116.64,17.39,209.46
HBW,29.0,219.45,12.98,4.62,17.6
HBO,29.0,745.26,97.6,12.03,109.63
NHB,29.0,79.05,5.31,0.51,5.81
HBC,29.0,14.0,0.0,0.0,0.0
HBSch,29.0,81.26,0.76,0.23,76.42
All,30.0,2321.97,300.06,38.11,469.44
HBW,30.0,438.95,34.94,10.57,45.51
HBO,30.0,1494.78,243.18,25.63,268.81
NHB,30.0,243.26,20.62,1.51,22.13
HBC,30.0,3.0,0.0,0.0,0.0
HBSch,30.0,141.98,1.33,0.39,132.98
All,31.0,1567.5,201.56,23.78,296.16
HBW,31.0,259.33,22.87,6.21,29.08
HBO,31.0,872.07,145.91,15.17,161.08
NHB,31.0,359.44,32.07,2.19,34.26
HBC,31.0,0.0,0.0,0.0,0.0
HBSch,31.0,76.66,0.72,0.21,71.74
All,32.0,936.64,98.53,14.35,172.47
HBW,32.0,163.13,5.36,3.52,8.87
HBO,32.0,633.0,88.17,10.29,98.46
NHB,32.0,59.13,4.4,0.37,4.77
HBC,32.0,0.0,0.0,0.0,0.0
HBSch,32.0,81.38,0.6,0.17,60.36
All,33.0,1341.8,164.1,20.83,297.78
HBW,33.0,217.0,11.18,4.89,16.06
HBO,33.0,924.84,144.9,15.11,160.01
NHB,33.0,78.29,6.88,0.49,7.37
HBC,33.0,0.0,0.0,0.0,0.0
HBSch,33.0,121.66,1.14,0.34,114.34
All,34.0,1446.45,147.52,21.59,244.21
HBW,34.0,274.21,8.23,5.46,13.69
HBO,34.0,953.1,130.87,15.25,146.11
NHB,34.0,106.16,7.67,0.67,8.33
HBC,34.0,0.0,0.0,0.0,0.0
HBSch,34.0,112.97,0.76,0.22,76.08
All,35.0,2072.72,218.8,31.86,368.47
HBW,35.0,402.5,12.28,8.5,20.78
HBO,35.0,1361.96,194.47,22.09,216.57
NHB,35.0,146.3,10.85,0.91,11.76
HBC,35.0,14.0,0.0,0.0,0.0
HBSch,35.0,147.96,1.19,0.35,119.36
All,36.0,462.75,40.18,7.88,59.3
HBW,36.0,104.98,1.78,2.34,4.12
HBO,36.0,292.57,35.63,5.22,40.85
NHB,36.0,45.07,2.66,0.29,2.95
HBC,36.0,0.0,0.0,0.0,0.0
HBSch,36.0,20.12,0.11,0.03,11.38
All,37.0,6.26,0.19,0.07,0.26
HBW,37.0,0.67,0.02,0.01,0.03
HBO,37.0,3.52,0.13,0.04,0.17
NHB,37.0,1.82,0.04,0.01,0.06
HBC,37.0,0.0,0.0,0.0,0.0
HBSch,37.0,0.25,0.0,0.0,0.0
All,38.0,254.77,12.92,1.59,14.7
HBW,38.0,1.67,0.24,0.03,0.28
HBO,38.0,6.08,0.48,0.08,0.55
NHB,38.0,246.32,12.19,1.48,13.67
HBC,38.0,0.0,0.0,0.0,0.0
HBSch,38.0,0.7,0.0,0.0,0.2
All,39.0,517.4,66.72,7.36,99.63
HBW,39.0,81.86,10.25,1.87,12.12
HBO,39.0,280.99,45.58,4.58,50.16
NHB,39.0,124.57,10.64,0.84,11.47
HBC,39.0,0.0,0.0,0.0,0.0
HBSch,39.0,29.98,0.26,0.08,25.88
All,40.0,2325.76,372.62,39.26,504.4
HBW,40.0,424.83,60.99,11.15,72.14
HBO,40.0,1365.19,270.63,25.22,295.86
NHB,40.0,398.3,40.06,2.6,42.66
HBC,40.0,34.01,0.0,0.0,0.0
HBSch,40.0,103.43,0.93,0.28,93.74
All,41.0,1381.46,192.9,17.27,242.26
HBW,41.0,129.2,18.16,3.54,21.7
HBO,41.0,462.84,91.27,8.77,100.04
NHB,41.0,752.81,83.15,4.86,88.01
HBC,41.0,1.0,0.0,0.0,0.0
HBSch,41.0,35.62,0.32,0.1,32.51
All,42.0,621.14,85.61,9.8,144.02
HBW,42.0,91.04,7.75,2.28,10.03
HBO,42.0,409.77,71.67,6.99,78.66
NHB,42.0,60.29,5.69,0.38,6.07
HBC,42.0,4.0,0.0,0.0,0.0
HBSch,42.0,56.04,0.49,0.15,49.26
All,43.0,1792.02,200.84,26.29,367.88
HBW,43.0,298.9,15.61,6.25,21.86
HBO,43.0,1189.79,173.32,18.73,192.05
NHB,43.0,138.94,10.49,0.88,11.37
HBC,43.0,6.0,0.0,0.0,0.0
HBSch,43.0,158.4,1.42,0.42,142.6
All,44.0,1007.65,90.41,14.35,130.57
HBW,44.0,186.89,4.25,3.48,7.74
HBO,44.0,667.18,81.93,10.36,92.29
NHB,44.0,64.44,3.96,0.41,4.38
HBC,44.0,0.0,0.0,0.0,0.0
HBSch,44.0,89.14,0.26,0.09,26.17
All,45.0,446.82,32.79,6.1,50.16
HBW,45.0,78.16,1.8,1.3,3.1
HBO,45.0,295.31,29.43,4.56,33.99
NHB,45.0,30.79,1.45,0.2,1.65
HBC,45.0,0.0,0.0,0.0,0.0
HBSch,45.0,42.56,0.11,0.04,11.43
All,46.0,0.0,0.0,0.0,0.0
HBW,46.0,0.0,0.0,0.0,0.0
HBO,46.0,0.0,0.0,0.0,0.0
NHB,46.0,0.0,0.0,0.0,0.0
HBC,46.0,0.0,0.0,0.0,0.0
HBSch,46.0,0.0,0.0,0.0,0.0
All,47.0,0.0,0.0,0.0,0.0
HBW,47.0,0.0,0.0,0.0,0.0
HBO,47.0,0.0,0.0,0.0,0.0
NHB,47.0,0.0,0.0,0.0,0.0
HBC,47.0,0.0,0.0,0.0,0.0
HBSch,47.0,0.0,0.0,0.0,0.0
All,48.0,39.83,0.51,0.25,0.76
HBW,48.0,6.18,0.0,0.04,0.04
HBO,48.0,26.85,0.5,0.21,0.71
NHB,48.0,1.64,0.0,0.01,0.01
HBC,48.0,0.0,0.0,0.0,0.0
HBSch,48.0,5.16,0.0,0.0,0.0
All,49.0,312.8,10.14,1.86,12.0
HBW,49.0,0.0,0.0,0.0,0.0
HBO,49.0,0.0,0.0,0.0,0.0
NHB,49.0,312.8,10.14,1.86,12.0
HBC,49.0,0.0,0.0,0.0,0.0
HBSch,49.0,0.0,0.0,0.0,0.0
All,50.0,115.66,6.3,0.91,7.9
HBW,50.0,4.21,0.35,0.07,0.43
HBO,50.0,16.69,1.7,0.23,1.94
NHB,50.0,92.6,4.24,0.6,4.84
HBC,50.0,0.0,0.0,0.0,0.0
HBSch,50.0,2.16,0.01,0.0,0.7
All,51.0,78.57,8.89,0.93,15.22
HBW,51.0,7.83,0.76,0.14,0.89
HBO,51.0,43.74,6.61,0.64,7.26
NHB,51.0,20.14,1.47,0.13,1.6
HBC,51.0,0.0,0.0,0.0,0.0
HBSch,51.0,6.86,0.05,0.02,5.47
All,52.0,902.2,107.34,8.59,125.57
HBW,52.0,52.78,12.33,1.28,13.6
HBO,52.0,184.9,36.99,3.28,40.27
NHB,52.0,649.04,57.93,4.01,61.93
HBC,52.0,0.0,0.0,0.0,0.0
HBSch,52.0,15.47,0.1,0.03,9.76
All,53.0,2953.18,464.43,35.78,591.64
HBW,53.0,278.14,60.3,7.26,67.57
HBO,53.0,1024.15,225.85,18.22,244.08
NHB,53.0,1550.33,177.35,10.02,187.37
HBC,53.0,0.0,0.0,0.0,0.0
HBSch,53.0,100.56,0.92,0.28,92.63
All,54.0,1480.68,229.53,21.52,302.47
HBW,54.0,203.43,34.17,5.4,39.56
HBO,54.0,693.34,139.34,12.53,151.87
NHB,54.0,527.87,55.51,3.44,58.95
HBC,54.0,0.0,0.0,0.0,0.0
HBSch,54.0,56.04,0.52,0.15,52.09
All,55.0,1216.57,163.71,19.28,222.65
HBW,55.0,202.41,21.29,4.95,26.24
HBO,55.0,734.99,124.99,12.94,137.92
NHB,55.0,201.0,17.03,1.26,18.3
HBC,55.0,1.0,0.0,0.0,0.0
HBSch,55.0,77.16,0.4,0.13,40.19
All,56.0,208.29,22.1,3.08,30.21
HBW,56.0,43.73,2.13,0.82,2.95
HBO,56.0,134.68,18.73,2.13,20.86
NHB,56.0,16.16,1.18,0.11,1.29
HBC,56.0,0.0,0.0,0.0,0.0
HBSch,56.0,13.72,0.05,0.02,5.11
All,57.0,413.85,46.54,6.79,65.73
HBW,57.0,92.58,4.46,2.11,6.56
HBO,57.0,262.61,38.99,4.4,43.39
NHB,57.0,38.81,2.97,0.25,3.22
HBC,57.0,0.0,0.0,0.0,0.0
HBSch,57.0,19.85,0.13,0.04,12.56
All,58.0,0.0,0.0,0.0,0.0
HBW,58.0,0.0,0.0,0.0,0.0
HBO,58.0,0.0,0.0,0.0,0.0
NHB,58.0,0.0,0.0,0.0,0.0
HBC,58.0,0.0,0.0,0.0,0.0
HBSch,58.0,0.0,0.0,0.0,0.0
All,59.0,0.0,0.0,0.0,0.0
HBW,59.0,0.0,0.0,0.0,0.0
HBO,59.0,0.0,0.0,0.0,0.0
NHB,59.0,0.0,0.0,0.0,0.0
HBC,59.0,0.0,0.0,0.0,0.0
HBSch,59.0,0.0,0.0,0.0,0.0
All,60.0,0.0,0.0,0.0,0.0
HBW,60.0,0.0,0.0,0.0,0.0
HBO,60.0,0.0,0.0,0.0,0.0
NHB,60.0,0.0,0.0,0.0,0.0
HBC,60.0,0.0,0.0,0.0,0.0
HBSch,60.0,0.0,0.0,0.0,0.0
All,61.0,1537.13,182.47,24.83,305.31
HBW,61.0,287.62,19.18,6.6,25.77
HBO,61.0,1027.37,155.27,17.22,172.49
NHB,61.0,109.79,7.03,0.72,7.75
HBC,61.0,0.0,0.0,0.0,0.0
HBSch,61.0,112.35,0.99,0.29,99.29
All,62.0,1769.82,236.01,26.41,394.63
HBW,62.0,294.51,24.21,6.39,30.6
HBO,62.0,1184.45,201.44,18.89,220.33
NHB,62.0,114.31,9.02,0.74,9.76
HBC,62.0,24.0,0.0,0.0,0.0
HBSch,62.0,152.56,1.34,0.4,133.95
All,63.0,291.94,36.88,3.39,54.87
HBW,63.0,28.13,3.88,0.61,4.49
HBO,63.0,126.06,22.47,1.94,24.41
NHB,63.0,119.33,10.38,0.81,11.18
HBC,63.0,0.0,0.0,0.0,0.0
HBSch,63.0,18.42,0.15,0.04,14.79
All,64.0,2052.14,265.13,29.05,413.16
HBW,64.0,310.39,27.87,6.91,34.77
HBO,64.0,1190.14,201.74,19.24,220.97
NHB,64.0,405.97,34.32,2.54,36.86
HBC,64.0,0.0,0.0,0.0,0.0
HBSch,64.0,145.64,1.2,0.36,120.55
All,65.0,2187.26,323.28,34.68,482.81
HBW,65.0,389.07,45.33,9.27,54.61
HBO,65.0,1354.93,248.6,23.1,271.7
NHB,65.0,291.01,28.08,1.94,30.01
HBC,65.0,0.0,0.0,0.0,0.0
HBSch,65.0,152.24,1.26,0.38,126.49
All,66.0,1121.17,145.13,17.41,192.4
HBW,66.0,180.46,17.55,4.76,22.31
HBO,66.0,549.9,98.53,10.37,108.9
NHB,66.0,351.25,28.74,2.19,30.93
HBC,66.0,1.0,0.0,0.0,0.0
HBSch,66.0,38.56,0.3,0.09,30.25
All,67.0,1282.22,176.16,19.35,248.25
HBW,67.0,188.89,21.2,4.79,25.99
HBO,67.0,674.78,121.28,12.1,133.38
NHB,67.0,349.88,33.14,2.31,35.45
HBC,67.0,0.0,0.0,0.0,0.0
HBSch,67.0,68.66,0.53,0.16,53.43
All,68.0,1105.68,139.22,19.06,206.23
HBW,68.0,220.47,14.59,5.4,19.99
HBO,68.0,711.87,115.6,12.77,128.37
NHB,68.0,115.09,8.55,0.74,9.29
HBC,68.0,0.0,0.0,0.0,0.0
HBSch,68.0,58.25,0.48,0.15,48.59
All,69.0,273.38,33.0,3.9,53.54
HBW,69.0,38.55,2.66,0.83,3.49
HBO,69.0,184.55,28.41,2.87,31.28
NHB,69.0,21.58,1.77,0.14,1.91
HBC,69.0,0.0,0.0,0.0,0.0
HBSch,69.0,28.7,0.17,0.05,16.86
All,70.0,943.31,94.18,14.56,185.63
HBW,70.0,141.97,6.29,3.12,9.42
HBO,70.0,650.69,83.95,10.86,94.81
NHB,70.0,54.04,3.15,0.35,3.51
HBC,70.0,0.0,0.0,0.0,0.0
HBSch,70.0,96.61,0.78,0.23,77.9
All,71.0,0.0,0.0,0.0,0.0
HBW,71.0,0.0,0.0,0.0,0.0
HBO,71.0,0.0,0.0,0.0,0.0
NHB,71.0,0.0,0.0,0.0,0.0
HBC,71.0,0.0,0.0,0.0,0.0
HBSch,71.0,0.0,0.0,0.0,0.0
All,72.0,869.15,89.89,13.15,144.79
HBW,72.0,124.41,7.73,2.81,10.54
HBO,72.0,577.3,77.12,9.72,86.84
NHB,72.0,75.73,4.62,0.49,5.11
HBC,72.0,0.0,0.0,0.0,0.0
HBSch,72.0,91.72,0.42,0.14,42.31
All,73.0,34.86,1.78,0.44,4.67
HBW,73.0,6.22,0.06,0.08,0.14
HBO,73.0,23.42,1.64,0.34,1.98
NHB,73.0,2.11,0.05,0.01,0.06
HBC,73.0,0.0,0.0,0.0,0.0
HBSch,73.0,3.11,0.02,0.01,2.49
All,74.0,0.0,0.0,0.0,0.0
HBW,74.0,0.0,0.0,0.0,0.0
HBO,74.0,0.0,0.0,0.0,0.0
NHB,74.0,0.0,0.0,0.0,0.0
HBC,74.0,0.0,0.0,0.0,0.0
HBSch,74.0,0.0,0.0,0.0,0.0
All,75.0,1051.63,114.65,14.18,128.83
HBW,75.0,170.23,11.77,3.4,15.17
HBO,75.0,591.02,88.94,9.46,98.39
NHB,75.0,207.53,13.95,1.32,15.27
HBC,75.0,9.0,0.0,0.0,0.0
HBSch,75.0,73.85,0.0,0.0,0.0
All,76.0,601.65,60.75,9.41,108.48
HBW,76.0,106.93,5.32,2.27,7.59
HBO,76.0,403.3,52.59,6.73,59.32
NHB,76.0,43.96,2.45,0.3,2.75
HBC,76.0,0.0,0.0,0.0,0.0
HBSch,76.0,47.45,0.39,0.11,38.82
All,77.0,1211.24,155.71,16.03,214.94
HBW,77.0,173.39,22.92,4.01,26.94
HBO,77.0,562.57,99.42,9.21,108.64
NHB,77.0,426.29,32.93,2.67,35.61
HBC,77.0,0.0,0.0,0.0,0.0
HBSch,77.0,48.98,0.44,0.13,43.76
All,78.0,3699.43,498.61,54.76,745.92
HBW,78.0,610.87,51.07,13.3,64.37
HBO,78.0,2275.27,401.0,37.49,438.48
NHB,78.0,543.25,44.59,3.39,47.98
HBC,78.0,21.0,0.0,0.0,0.0
HBSch,78.0,249.03,1.94,0.59,195.09
All,79.0,990.9,111.37,9.83,134.62
HBW,79.0,69.56,8.03,1.6,9.63
HBO,79.0,236.56,44.33,4.05,48.38
NHB,79.0,667.44,58.87,4.14,63.01
HBC,79.0,0.0,0.0,0.0,0.0
HBSch,79.0,17.34,0.14,0.04,13.6
All,80.0,1221.82,148.22,16.32,191.97
HBW,80.0,161.44,17.0,3.97,20.97
HBO,80.0,492.23,89.1,9.0,98.1
NHB,80.0,528.75,41.85,3.26,45.1
HBC,80.0,9.0,0.0,0.0,0.0
HBSch,80.0,30.4,0.28,0.08,27.79
All,81.0,436.15,37.42,7.53,57.07
HBW,81.0,76.64,5.19,1.99,7.18
HBO,81.0,231.79,28.08,4.81,32.88
NHB,81.0,111.24,4.04,0.7,4.74
HBC,81.0,0.0,0.0,0.0,0.0
HBSch,81.0,16.47,0.12,0.04,12.28
All,82.0,2570.5,313.73,39.95,424.06
HBW,82.0,436.76,41.98,10.93,52.91
HBO,82.0,1308.79,219.43,24.32,243.75
NHB,82.0,726.6,51.61,4.48,56.09
HBC,82.0,0.0,0.0,0.0,0.0
HBSch,82.0,98.36,0.71,0.22,71.31
All,83.0,653.77,49.72,4.03,53.75
HBW,83.0,0.0,0.0,0.0,0.0
HBO,83.0,0.0,0.0,0.0,0.0
NHB,83.0,653.77,49.72,4.03,53.75
HBC,83.0,0.0,0.0,0.0,0.0
HBSch,83.0,0.0,0.0,0.0,0.0
All,84.0,385.26,32.93,2.38,35.31
HBW,84.0,0.0,0.0,0.0,0.0
HBO,84.0,0.0,0.0,0.0,0.0
NHB,84.0,385.26,32.93,2.38,35.31
HBC,84.0,0.0,0.0,0.0,0.0
HBSch,84.0,0.0,0.0,0.0,0.0
All,85.0,426.73,39.84,5.2,62.91
HBW,85.0,66.86,3.12,1.02,4.14
HBO,85.0,262.09,32.99,3.76,36.75
NHB,85.0,58.3,3.55,0.37,3.92
HBC,85.0,0.0,0.0,0.0,0.0
HBSch,85.0,39.48,0.18,0.05,18.11
All,86.0,76.42,1.02,0.4,1.42
HBW,86.0,0.0,0.0,0.0,0.0
HBO,86.0,0.0,0.0,0.0,0.0
NHB,86.0,76.42,1.02,0.4,1.42
HBC,86.0,0.0,0.0,0.0,0.0
HBSch,86.0,0.0,0.0,0.0,0.0
All,87.0,0.0,0.0,0.0,0.0
HBW,87.0,0.0,0.0,0.0,0.0
HBO,87.0,0.0,0.0,0.0,0.0
NHB,87.0,0.0,0.0,0.0,0.0
HBC,87.0,0.0,0.0,0.0,0.0
HBSch,87.0,0.0,0.0,0.0,0.0
All,88.0,1.32,0.06,0.01,0.07
HBW,88.0,0.0,0.0,0.0,0.0
HBO,88.0,0.0,0.0,0.0,0.0
NHB,88.0,1.32,0.06,0.01,0.07
HBC,88.0,0.0,0.0,0.0,0.0
HBSch,88.0,0.0,0.0,0.0,0.0
All,89.0,1297.06,88.48,8.93,104.15
HBW,89.0,45.62,2.4,0.61,3.02
HBO,89.0,153.75,14.48,2.05,16.53
NHB,89.0,1081.44,71.53,6.25,77.78
HBC,89.0,0.0,0.0,0.0,0.0
HBSch,89.0,16.26,0.07,0.02,6.83
All,90.0,2376.26,197.0,17.81,241.95
HBW,90.0,84.4,7.03,1.41,8.44
HBO,90.0,333.75,38.43,4.67,43.1
NHB,90.0,1908.45,151.26,11.65,162.91
HBC,90.0,0.0,0.0,0.0,0.0
HBSch,90.0,49.65,0.27,0.08,27.49
All,91.0,1653.26,134.0,20.07,208.96
HBW,91.0,313.4,11.61,4.12,15.74
HBO,91.0,1047.58,115.18,15.01,130.2
NHB,91.0,132.55,6.65,0.79,7.43
HBC,91.0,25.0,0.0,0.0,0.0
HBSch,91.0,134.73,0.55,0.15,55.59
All,92.0,1771.99,151.23,22.39,205.35
HBW,92.0,308.25,12.38,4.65,17.03
HBO,92.0,1153.74,131.64,16.89,148.53
NHB,92.0,123.01,6.89,0.77,7.66
HBC,92.0,3.0,0.0,0.0,0.0
HBSch,92.0,184.0,0.32,0.09,32.14
All,93.0,0.0,0.0,0.0,0.0
HBW,93.0,0.0,0.0,0.0,0.0
HBO,93.0,0.0,0.0,0.0,0.0
NHB,93.0,0.0,0.0,0.0,0.0
HBC,93.0,0.0,0.0,0.0,0.0
HBSch,93.0,0.0,0.0,0.0,0.0
All,94.0,181.82,7.53,2.02,9.55
HBW,94.0,32.69,0.24,0.32,0.57
HBO,94.0,119.48,6.92,1.62,8.54
NHB,94.0,11.3,0.38,0.07,0.44
HBC,94.0,0.0,0.0,0.0,0.0
HBSch,94.0,18.36,0.0,0.0,0.0
All,95.0,2645.88,199.72,30.15,344.23
HBW,95.0,413.69,11.59,4.8,16.39
HBO,95.0,1648.89,170.1,23.25,193.35
NHB,95.0,321.59,16.88,1.79,18.67
HBC,95.0,6.0,0.0,0.0,0.0
HBSch,95.0,255.71,1.16,0.31,115.82
All,96.0,1713.45,140.3,21.99,201.19
HBW,96.0,392.84,8.24,4.85,13.09
HBO,96.0,1069.39,123.1,16.1,139.21
NHB,96.0,160.7,8.57,0.94,9.5
HBC,96.0,0.0,0.0,0.0,0.0
HBSch,96.0,90.51,0.39,0.11,39.4
All,97.0,0.0,0.0,0.0,0.0
HBW,97.0,0.0,0.0,0.0,0.0
HBO,97.0,0.0,0.0,0.0,0.0
NHB,97.0,0.0,0.0,0.0,0.0
HBC,97.0,0.0,0.0,0.0,0.0
HBSch,97.0,0.0,0.0,0.0,0.0
All,98.0,0.0,0.0,0.0,0.0
