TAZID,TOTHH,HHPOP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
416,425,1014.22802,6,0,1,1,2,1,2,9,0,0,17,18
417,360,927.0619276,50,24,7,10,34,56,62,129,0,0,92,16
418,411,1215.780272,2,0,0,1,1,34,10,85,0,0,20,17
419,521,1134.957394,0,0,0,0,9,1,13,6,0,0,20,22
420,149,384.5082439,0,0,0,0,0,157,0,0,0,0,11,6
421,106.25,273.2893707,0,0,1,0,8,36,5,11,0,0,6,5
422,0,0,1,0,3257,70,478,48,47,22,0,0,143,0
423,36.25,88.61460738,123,1,24,111,51,8,38,182,0,0,22,2
424,0,0,160,2,108,13,23,10,52,98,0,0,17,0
425,142,406.354796,191,16,17,26,54,13,56,260,0,0,30,6
426,179,514.9659337,78,0,15,31,78,5,170,144,0,0,29,8
427,75.25,201.7600097,35,38,10,17,51,61,61,125,0,0,19,5
428,58,157.9689624,28,0,12,23,43,6,34,128,0,0,13,2
429,120,325.006379,65,0,17,25,57,16,55,183,0,0,22,6
430,384,1139.3318,0,0,0,0,0,0,0,0,0,0,17,16
431,241,748.9436219,0,0,0,4,3,6,3,26,0,0,11,10
432,786,1551.65674,21,47,19,14,41,65,32,171,0,0,43,35
433,367.9999999,943.4502361,5.999999998,0,7.999999997,4.999999998,15.99999999,167.9999999,52.99999998,89.99999996,0,0,27,16
434,0,0,476,271,17,122,110,43,62,301,0,0,52,0
435,77,208.2876568,11,0,7,12,32,8,38,170,0,0,14,3
436,478,1010.245803,36,27,18,19,63,53,58,234,0,0,38,21
437,221.0000001,727.5798658,1,44.00000001,1,15,16,3271.000001,22.00000001,61.00000002,0,0,139,10
438,178,451.0038684,0,0,0,0,0,0,0,0,0,0,7,8
439,262.25,641.9457586,12,1,23,19,206,48,388,970,0,0,72,12
440,163.25,396.5202305,174,66,8,16,29,15,3568,416,0,0,168,7
441,247.25,600.4456581,33,134,3,14,8,103,9,69,0,0,45,12
442,254.5,622.5646439,2,31,0,49,1,0,1,522,0,0,32,11
443,422.5,1047.400497,11,105,20,3,11,180,253,114,0,0,60,18
444,459,1345.583002,0,0,0,0,0,0,0,0,0,0,17,19
445,178.75,510.964716,0,0,0,0,0,0,0,0,0,0,7,8
446,239.25,679.4721374,3,53,10,3,9,20,9,86,0,0,16,10
447,408.75,1265.692835,77,7,19,3,17,1,8,99,2,0,24,18
448,591.25,1835.926038,78,14,28,114,51.25,74,49,203,1,0,46,26
449,274,767.5585145,0,0,0,0,0,0,0,0,4,0,10,12
450,209,648.4209492,0,0,0,116,0,53,0,0,5,0,15,9
451,0,0,56,91,19,56,54,86,53,167,0,0,22,0
452,66,181.1014135,0,0,0,0,0,0,0,0,12,0,2,3
453,351.25,1090.748484,128,64,163,44,40,12,11,153,4,0,36,15
454,178,552.9129385,2,13,215,14,1,30,9,42,1,0,19,8
455,527.5,1635.884872,62,88,30,48.5,70,67,64,284,0,0,56,23
456,153,542.4438692,0,0,0,0,0,0,0,0,7,0,6,6
457,139.25,431.7795025,93,36,30,13,37,56,29,145,11,0,22,6
458,184,653.9376163,1,0,1,0,8,119,15,14,7,0,13,8
459,432.25,1338.327555,52,132,87,189,25,3,9,175,6,16,41,19
460,365.5,1137.479364,0,50,0,5,0,170,0,47,1,0,24,15
461,252.5,786.8798378,0,0,0,0,0,0,0,0,11,0,9,11
462,309,959.0574215,0,0,0,0,0,1,0,35,7,0,13,13
463,93,288.5222491,0,0,0,1,6,0,0,22,7,0,21,5
464,414.5,1287.533244,6,9,4,15,13,9,10,43,3,0,20,18
465,785,2093.154444,6,44,8,3,5,0,1,9,2,0,32,33
466,292,904.7805316,1,0,0,1,2,3,1,10,3,0,12,12
467,718,2255.727246,2,0,1,0,7,1,4,12,1,0,28,30
468,261,814.2680636,0,0,0,1,1,0,1,2,1,0,108,14
469,311,900.1482569,0,0,0,0,0,0,0,0,2,0,11,13
470,217,631.5890591,0,0,1,5,0,188,0,3,0,0,15,9
471,148,465.4169154,0,0,0,0,0,96,0,0,1,0,9,6
472,306,959.9991719,1,0,1,13,5,14,3,19,1,0,13,13
473,332,1042.423193,8,30,7,6,34,19,18,129,4,0,104,18
474,146,456.3866999,0,0,0,0,0,0,0,0,0,0,5,6
475,281.25,1033.95957,0,0,0,0,0,0,0,0,22,0,10,12
476,45,165.7132789,0,0,0,0,0,0,0,0,24,0,2,2
477,109.25,401.7321194,0,0,0,0,0,0,0,0,14,0,4,5
478,29,107.4590743,0,0,0,0,0,0,0,0,11,0,6,1
479,111,406.7612042,4,0,0,0,6,21,1,6,4,0,6,5
480,126,460.9998553,2,3,1,11,7,5,17,26,3,0,7,5
481,93.5,340.4854628,0,0,7,0,1,0,0,1,4,0,4,4
482,60,216.9546044,0,0,0,0,0,0,0,0,4,0,2,3
483,109.25,398.9846543,0,0,0,0,0,0,0,0,3,0,4,5
484,215,834.369852,0,0,0,0,0,0,0,0,5,0,9,9
485,239,929.7440271,1,0,0,1,2,1,1,17,4,0,10,10
486,81,239.3364988,0,0,0,0,0,0,0,0,24,0,3,3
487,111,328.8307388,0,0,0,0,0,0,0,0,13,0,4,5
488,99,292.6333994,0,0,0,0,0,0,0,0,14,0,4,4
489,162.25,531.1308364,12,10,0,5,0,0,0,3,1,0,7,7
490,101,330.6377623,5,3,26,7,4,97,1,16,1,0,10,4
491,56,181.9093284,17,0,0,0,0,1,0,1,5,0,3,2
492,165,489.7205494,0,0,0,0,0,0,0,0,3,0,6,7
493,82,242.3529437,0,0,0,16,3,5,3,14,10,0,5,3
494,65,193.0715965,0,0,0,0,0,0,0,0,9,0,133,6
495,49,188.7692525,0,0,0,0,0,0,0,0,3,0,2,2
496,426,1656.673924,0,0,0,0,5,95,0,0,1,0,20,18
497,630.75,1724.281783,22,0,1,28,5,2,4,33,0,0,28,28
498,725,1646.404878,10,6,2,2,2,3,2,23,0,0,29,31
499,483,1421.974115,83,71,2,1,5,87,2,23,2,0,28,20
500,632,1659.613404,42,80,2,5,21,11,9,75,0,0,32,27
501,363,916.1290918,0,0,0,0,0,51,0,0,1,0,15,15
502,434,1355.096103,41,49,48,71,46,129,19,298,0,0,42,18
503,660,1805.269461,36,0,6,3,17,9,12,96,0,0,33,30
504,482,1302.061972,5,0,3,4,19,312,8,57,0,0,33,20
505,650,1684.435816,24,27,19,8,24,27,19,91,0,0,34,28
506,623,2467.720156,1,2,0,2,0,0,0,4,0,0,24,27
507,86,320.3598865,11,7,1,0,4,94,3,42,0,0,13,4
508,407.5,1301.636632,0,0,1,0,2,1,1,50,0,0,17,17
509,418.5,1314.835515,13,0,10,3,6,4,6,41,0,0,19,18
510,477,1278.986879,0,0,0,0,0,0,0,0,0,0,18,20
511,392.25,1073.048835,9,0,0,5,0,193,26,60,0,0,25,17
512,387.2500001,1057.217252,11,25,7.000000001,8.000000002,26,18,39.00000001,173,0,0,27,17
513,550,1449.481797,0,0,0,0,0,0,0,0,0,0,21,24
514,208,770.2930706,16,108,5,3,24,24,20,124,0,0,20,9
515,304.25,974.2030096,2,0,1,2,6,11,36,32,1,0,15,13
516,413,1177.852386,13,0,9,7,34,169,107,292,0,0,39,17
517,605,1778.990205,0,0,0,1,3,117,2,11,0,0,29,26
518,204,477.4777937,40,137,8,16,29,17,30,236,0,0,35,9
519,2,8.031106971,310,76,21,69,105,32,63,247,0,0,81,1
520,680,1761.441096,0,0,0,0,0,0,0,0,0,0,25,29
521,435,1127.318478,143,23,3,2,13,14,60,101,0,0,29,18
522,302,1121.778276,152,20,11,8,46,29,82,193,1,0,31,13
523,611,1610.25558,7,0,3,0,4,0,5,20,0,0,24,26
524,477,1542.75153,1,0,0,1,0,0,0,1,0,0,18,20
525,339,1021.575731,0,0,0,0,0,57,0,0,0,0,15,14
526,352,1009.834981,161,114,22,32,92,29,244,504,0,0,70,15
527,0,0,0,0,69,0,61,10,0,0,0,0,13,0
528,348,963.7995108,0,0,0,0,0,0,0,0,0,0,13,15
529,306,752.1845976,0,0,2,30,5,26,4,21,0,0,15,13
530,662,1829.036327,5,0,2,7,14,106,5,26,0,0,31,28
531,308,762.2139216,22,0,1,1.25,3,7,5,18,0,0,14,13
532,0,0,568,538,42,53,141,200,133,590,0,0,86,0
533,123,327.0619542,159,311,34,30,70,42,64,208,0,0,39,5
534,3,6.052009274,23,16,0,0,51,0,92,1990,0,0,164,0
535,302.25,828.7944662,489,119,40,175,139,206,132,526,0,0,80,13
536,0,0,631,250,15,38,64,97,53,206,2,0,50,0
537,618,1438.542748,189,0,9,36.25,34,88,135,284,0,0,63,26
538,234,623.9212201,860,302,37,117,129,122,116,500,1,0,96,16
539,225,523.8382927,0,0,0,0,0,0,1,43,7,0,10,10
540,0,0,0,0,2,0,0,87,0,1,0,0,3,0
541,0,0,0,0,1048,0,210,1642,0,0,0,0,130,0
542,328.25,899.7288035,9,28,1,4,7,12,4,24,1,0,16,14
543,851,2652.917991,7,0,4,5,15,113,15,82,0,0,40,36
544,523,1389.768308,0,0,0,0,0,0,0,0,0,0,19,22
545,393,856.7561609,0,0,0,0,1,167,1,28,0,0,22,17
546,439,1321.22201,0,0,1,0,0,2,2,5,0,0,17,19
547,426,1277.012683,0,0,0,0,0,125,0,0,0,0,20,18
548,331,813.608202,32,1,11,11,76,12,87,329,0,0,33,14
549,2,7.031998441,7,6,3,7,15,7,1964,103,0,0,78,0
550,108,279.8170628,16,0,26,26,54,340,81,257,0,0,34,5
551,357,911.0188329,0,0,0,0,0,16,0,0,4,0,14,15
552,14.5,34.49681862,2,0,2,27,7,15,12,26,4,0,4,1
553,0,0,377,51,21,45.25,85,12,80,284,0,0,37,0
554,268,736.4714338,349,162,32,51,121,22,139,469,0,0,69,12
555,133,302.2754345,19,39,10,11,36,7,40,133,0,0,21,6
556,313,714.352309,1,8,1,1,4,37,7,24,0,0,15,13
557,326,618.6864418,0,0,1,0,10,1,5,5,0,0,13,14
558,157,429.6210826,0,0,0,0,0,1,0,152,0,0,16,7
559,0,0,31,24,3,5,10,5,61,55,0,0,7,0
560,459,1219.695327,0,0,0,0,0,0,0,9,0,0,17,19
561,552,1418.297808,6,0,6,13,24,104,25,106,0,0,31,23
562,148,372.4998222,5,0,4,7,15,5,15,88,0,0,11,6
563,494,1272.318148,1,0,1,2,12,24,5,30,0,0,21,21
564,367,1020.112856,0,0,0,0,2,0,1,5,0,0,14,16
565,288,741.8493637,0,0,2,0,1,169,2,21,0,0,18,12
566,366,1014.099086,33,20,131,2,3,1,105,122,0,0,29,15
567,167,478.7685942,0,0,0,0,0,0,0,0,0,0,6,7
568,938.25,2605.879542,16,66,8,10,24,69,54,271,0,80,54,40
569,207,575.4477878,117,92,14,17,134,39,306,372,0,0,48,9
570,1175,2837.953092,51,25,21,12,167,31,332,370,0,0,83,50
571,377,1212.132888,5,0,7,30,21,148,33,130,1,0,28,16
572,850.75,1952.288581,193,112,7,58,28,31,366,465,0,0,80,38
573,300.25,802.7794057,0,0,0,0,0,0,0,0,0,0,11,13
574,97,294.5933777,0,0,0,0,0,0,0,0,6,0,20,5
575,306,938.0187843,44,30,76,17,39,31,18,131,4,0,25,13
576,8,20.13512552,8,23,90,25,27,37,24,161,0,0,15,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3.25,6.806154993,0,0,0,0,0,0,0,0,0,0,0,0
579,32.7,64.25018014,0,0,0,0,0,0,0,0,0,0,1,1
580,1,2.017336425,0,0,0,0,1,6,1,4,0,0,1,0
581,8,20.13512552,0,0,0,0,0,0,0,0,0,0,0,0
582,12,29.3950217,0,0,0,0,0,0,0,0,36,0,11,1
583,63,163.1690465,0,0,0,0,0,0,0,0,38,0,72,6
584,31,115.4456213,0,0,0,0,0,0,0,0,13,0,72,4
585,34,125.5742912,0,0,0,0,0,0,0,0,9,0,107,5
586,74,193.5683162,0,0,0,0,0,0,0,0,14,0,25,4
587,136,510.3841887,0,0,0,0,3,0,0,1,11,0,5,6
588,184,689.6278336,0,0,0,31,37,0,0,4,5,0,9,9
589,55,204.5620047,0,0,0,0,0,0,0,0,10,0,6,3
590,145,530.6614185,0,0,0,0,0,0,0,0,8,0,5,7
591,193,707.8833074,0,0,0,0,0,0,0,0,4,0,7,9
592,151,395.2435462,0,0,0,0,0,0,0,0,4,0,6,8
593,163,547.9656841,0,0,0,0,0,101,0,0,5,0,73,9
594,310,1046.292266,8,2,1,19,52,79,69,228,1,0,27,14
595,526,1743.208406,0,0,0,6,1,176,1,7,2,0,25,25
596,400,1219.749102,9,0,0,1,1,1,3,19,1,0,18,19
597,219,572.5980346,0,0,0,0,0,0,0,0,5,0,56,12
598,196,507.7493532,0,0,0,0,4,0,0,2,14,0,44,23
599,260,801.3282916,1,0,0,6,7,3,10,79,9,0,305,21
600,346,1069.78114,241,147,10,37,43,11,24,176,10,0,37,16
601,398,1255.116572,0,0,0,0,0,0,0,0,1,0,14,19
602,404,1777.780278,0,0,0,0,0,0,0,0,6,0,50,20
603,377,1416.717823,0,0,0,0,44,1,1,5,1,0,15,18
604,349.25,881.5266345,0,0,3,2,2,0,0,1,2,0,136,20
605,18,61.78289756,4,1,1,11,15,4,5,161,5,0,121,7
606,323.75,1115.62853,0,0,0,0,0,0,0,0,0,0,20,16
607,307,918.9017485,1,0,0,5,0,0,0,3,0,0,11,14
608,257,964.0597598,0,0,0,0,0,0,0,0,4,0,9,12
609,897,4339.581075,96,101,15,37,62,111,18,406,0,0,61,42
610,184,635.0404215,381,204,3,64,126,270,89,696,0,0,71,9
611,376.75,1301.728782,27,0,0,6,16,66,5,58,0,0,19,18
612,468,1513.354561,5,0,0,7,7,4,2,47,0,0,19,22
613,174,635.9849998,0,0,0,0,0,0,0,0,0,0,14,8
614,862,3101.023475,33,75,4,6,17,5,127,78,0,0,42,40
615,180,611.7637076,673,169,2,55,117,36,95,695,0,0,71,8
616,396,1346.082333,1,0,0,2,4,57,2,13,0,0,17,18
617,504,1565.148017,1,0,0,7,0,0,1,9,0,0,18,24
618,400,1439.109628,4,3,23,32,49,40,20,294,2,0,31,19
619,1,1,0,15,0,2,20,0,0,12,8,0,6,6
620,367,1115.409879,0,0,0,0,0,0,0,0,1,0,13,17
621,551,1669.58006,0,0,3,1,0,0,2,3,0,0,23,27
622,514,1513.65954,177,4,1,45,95,70,57,308,0,0,55,24
623,0,0,0,3,46,0,49,152,0,0,0,0,34,0
624,542,1693.781463,37,1,1,21,16,61,43,112,0,0,29,26
625,510,1561.144285,1,0,0,17,6,112,9,58,0,0,25,24
626,0,0,0,0,0,0,329,464,0,37,0,0,28,0
627,389,1168.121395,16,6,20,21,28,45,14,220,0,0,27,18
628,0,0,0,0,0,1,1453,2353,262,131,0,0,144,0
629,0,0,0,0,450.0000013,0,0,1081.000003,0,49.00000015,0,0,54,0
630,0,0,0,0,0,0,338,3044,2,76,0,0,147,0
631,0,0,0,0,0,0,1229,5920,0,191,0,0,275,0
632,393,1072.114504,0,0,0,0,0,1,0,44,0,0,15,18
633,0,0,0,0,0,0,374.999995,20.99999972,0,53.99999929,0,0,15,0
634,46.00000143,174.1760003,217.0000067,46.00000143,0,1.000000031,806.000025,12600.00039,240.0000074,290.000009,0,0,491,2
635,251,919.541348,6,1,0,12,25,6,5,221,9,0,18,12
636,500,1833.004168,4,3,4,18,53,125,53,292,16,0,37,24
637,580,1820.393152,0,0,0,5,6,49,2,31,4,0,23,27
638,681,2102.086863,37,1,1,11,32,76,15,185,2,0,36,32
639,4,11.1461779,0,46,0,0,4,1,9,36,0,109,3,0
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,57.00000076,195.4773652,0,1.000000013,0,6.00000008,8.000000106,1.000000013,1.000000013,20.00000027,2,0,3,3
642,437,1487.877081,0,0,0,0,10,0,1,7,0,0,16,20
643,625,1907.627008,75,21,5,36,22,72,9,154,0,0,51,29
644,440,1274.601713,0,0,0,0,0,0,0,0,0,0,15,21
645,830,3014.886686,38,88,9,13,53,11,23,210,0,0,83,39
646,870,2029.545834,103,56,3,144,201,208,160,1018,0,0,115,40
647,0,0,30,0,0,0,167,2,0,31,0,0,8,0
648,539,1349.052175,0,0,0,0,0,0,0,0,1,0,19,25
649,224.5,613.0696016,16,0,1,0,0,0,0,6,3,0,9,11
650,390.25,1068.052718,0,0,0,3,0,0,0,2,0,0,19,18
651,0,0,8,0,26,157,3,0,5,105,0,0,11,0
652,36,99.30472311,6,0,163,102,11,13,189,86,0,0,21,2
653,799,1744.00751,107,3,2,42,85,6,85,389,0,0,92,38
654,590.7499995,1500.77428,82.99999992,90.99999992,1.999999998,26.99999997,102.9999999,10.99999999,93.99999991,234.9999998,0,0,103,28
655,678.499999,2453.09818,0,0,0,0,0,58.99999992,3.999999994,16.99999998,0,0,27,32
656,410,1680.775771,0,0,0,0,0,0,0,0,1,0,16,19
657,0,0,38,3,2698,374,210,63,61,497,0,0,137,0
658,541,1179.23793,21,17,0,5,21,1,3,40,0,0,69,27
659,220.25,498.0540695,13,27,9.000000001,8.000000001,46,153,21,255,0,0,47,11
660,347.25,779.9201603,43,6,6,42,155,479,439,862,0,0,89,17
661,1026.25,2513.528415,244,94,5,54,957,47,297,1095,1,0,135,50
662,850.75,2037.757499,113,2,1,75,76,22,36,946,0,0,76,43
663,148,430.351649,21,50,3504,346,62,368,50,349,2,0,230,9
664,751.0000003,1636.536204,33.00000001,84.00000003,3.000000001,45.00000002,38.00000001,48.00000002,60.00000002,392.0000002,0,0,274,43
665,792,2648.696911,40,2,4,28,22,76,19,131,2,0,92,37
666,1131,4186.468155,76,26,1,20,38,58,151,144,1,0,57,53
667,265,816.5246115,0,0,0,0,0,0,0,0,6,0,24,25
668,94,291.7560817,0,0,0,0,2,1,0,1,11,0,94,8
669,195,614.8957912,18,42,55,177,43,340,13,140,2,0,42,9
670,911,3194.34912,0,0,0,1,2,0,0,29,2,0,33,43
671,348,1074.848789,3,44,1,27,15,2,116,52,6,0,22,16
672,374,1532.948903,4,50,0,4,14,1,18,24,1,0,17,17
673,274,1204.761434,0,0,0,0,5,0,0,7,4,0,10,13
674,398,1390.574224,450,190,3,73,67,148,23,313,2,0,69,19
675,766,2619.209069,37,9,0,5,27,264,95,56,0,0,51,36
676,4,13.1679339,2,1,0,45,10,5,4,46,13,0,4,0
677,432,1517.159394,0,1,4,3,0,62,0,6,25,0,20,24
678,360,1223.527416,3.25,1,1,3,36,255,84,205,8,0,34,18
679,684,2533.751659,20,19,0,19,35,6,111,145,1,0,47,32
680,1317,4228.13645,111,61,2,72,140,175,71,377,0,0,83,61
681,721,2466.268142,216,169,3,63,23,99,4,161,1,7,51,34
682,692,2220.432519,0,0,0,10,3,0,0,4,2,0,30,32
683,29,103.3018253,0,0,0,0,0,0,0,0,20,0,251,13
684,751,2555.424306,0,0,0,1,4,4,0,3,12,0,60,39
685,407,1382.54687,0,0,0,0,1,0,0,0,2,0,35,20
686,407,1659.527443,0,0,0,0,4,0,7,0,0,0,14,19
687,587.25,2299.850111,0,0,4,0,8,0,0,1,5,0,21,27
688,511,1738.054566,0,0,0,0,0,0,0,0,0,0,20,25
689,0,0,0,0,0,0,0,0,0,0,42,0,0,0
690,630,1708.517193,48,1,1,18,153,157,263,314,13,0,56,30
691,521,1410.596393,50,2,300,93,115,12,113,272,12,0,52,25
692,616,1907.567339,6,3,1,20,205,22,39,442,0,0,47,29
693,1362,3966.617397,42,18,24,48,273,391,304,845,3,0,117,63
694,597.9999905,1496.02063,64.99999897,37.9999994,2.999999953,88.99999859,97.99999845,160.9999975,22.99999964,409.9999935,2,0,53,28
695,30,103.3084553,2,0,49.00000001,18,0,0,0,139,12,0,8,1
696,557,1874.828074,177,141,7,49,101,33,19,295,2,0,48,26
697,666,1968.551517,1,1,16,11,59,10,208,189,2,0,49,32
698,941,3039.883685,0,0,0,0,0,52,0,0,0,0,35,45
699,223.2499982,615.3359297,0,9.999999919,0,0.999999992,10.99999991,2.999999976,4.999999959,41.99999966,2,0,122,15
700,544.5,1338.979903,184,374,34,27,21,103,18,220,0,0,54,26
701,751.7500065,1987.31565,35.0000003,22.00000019,3.000000026,47.00000041,39.00000034,162.0000014,262.0000023,187.0000016,1,0,54,36
702,996,2291.187735,106,26,8,107,40,60,13,357,0,0,99,46
703,987.5,2810.975364,383,126,33,95,79,15,2289,404,0,0,176,49
704,1071,2173.412257,752,1077,120,31,379,105,506,1040,0,0,176,50
705,1669.5,5103.366383,194,70,12,113,248,30,253,835,2,0,122,80
706,113,344.4477072,9,1,0,14,11,7,4,78,5,0,8,5
707,984,2993.668386,0,0,0,0,4,0,12,0,2,0,35,47
708,1106,3687.939551,0,0,0,0,4,0,4,0,0,0,39,52
709,143,395.1905065,5,1,46,93,66,14,11,123,4,0,17,7
710,505.25,1443.598175,448,213,1,141,55,21,87,430,0,0,81,24
711,0,0,483,629,2,52,15,6,7,201,0,0,49,0
712,77.75,236.0501003,47,25,5,108,184,149,204,615,3,0,49,4
713,806,2434.483595,3,0,0,1,3,0,16,23,1,0,30,38
714,643,2316.141061,22,0,1,1,9,58,22,9,2,0,74,41
715,340,939.3380976,0,0,0,0,4,0,0,10,0,0,94,19
716,221.25,864.7566525,14,6,0,2,5,0,105,11,2,0,13,10
717,315.25,1160.556246,3,0,7,11,3,1,1,21,7,0,228,16
718,256,1000.444738,2,0,1,4,17,73,3,40,3,0,14,12
719,0,0,23,0,270,529,96,7,4,151,0,23,37,0
720,467,1301.568979,1734,426,36,93,102,45,96,404,0,0,175,24
721,563.75,1560.995197,24,6,3,27,39,140,26,193,0,0,42,27
722,146,278.9594262,54.99999999,73.99999999,1,33.99999999,139,385.9999999,79.99999998,434.9999999,2,0,52,8
723,1284,2886.482554,1,81.00000001,0,0,12,69.00000001,9.000000001,95.00000001,0,0,56,60
724,1368,3319.695256,106,71,1,30,58,20,74,294,3,0,75,70
725,212,827.2928809,0,0,0,0,0,112,0,0,1,0,11,10
726,192,706.8657994,0,0,0,0,0,91,0,0,3,0,10,9
727,42,150.899281,0,0,0,0,0,0,0,0,1,0,1,2
728,233,907.2914724,4,15,5,19,29,150,11,112,10,0,20,11
729,349.9999995,959.6219561,78.9999999,0,504.9999993,929.9999988,126.9999998,4.999999993,69.99999991,190.9999997,2,0,77,16
730,923,2766.827285,111,6,1,17,8,6,4,85,4,0,116,45
731,221,771.7542607,0,0,0,0,12,0,0,0,8,0,67,15
732,286,998.6218811,3,0,0,2,30,64,0,39,7,0,15,14
733,141,549.8415806,30,3,2,40,29,23,9,175,11,0,16,7
734,276,1079.425821,39,3,4,52,47,28,15,239,6,0,34,13
735,431.25,1730.702399,0,0,0,0,0,0,0,0,1,0,15,20
736,266.9999973,731.6241119,0,0,0,2.999999969,4.999999949,0,0,1.99999998,4,0,10,12
737,640,1760.13827,31,28,72,36,62,98,89,371,0,0,75,31
738,166,313.4618778,222,160,2,60,81,15,72,463,0,0,67,8
739,1528.25,4283.619012,83,52,12,39,99,45,128,390,1,0,93,71
740,2,7.089405952,0,0,0,0,0,0,0,0,26,0,0,0
741,175,623.8610938,0,0,0,0,0,0,0,0,0,0,6,8
742,353,1161.817448,8,2,1,9,27,3,814,68,0,0,46,16
743,669,2612.500694,9,0,0,15,20,146,7,77,3,3,37,31
744,938,2777.035515,0,0,0,0,3,58,6,0,3,0,42,44
745,161,503.4737921,2,0,0,3,2,0,0,1,1,0,8,8
746,138,553.8652027,4,1,2,11,35,22,13,128,2,0,12,6
747,813.25,2164.37453,368.25,78,12,76,204,215,281,703,0,0,106,38
748,431,1544.44647,0,0,0,0,11,0,3,0,2,0,25,20
749,213,804.0493169,0,0,0,0,0,0,0,0,1,0,46,11
750,469,1668.025525,252,123,1,28,26,15,8,194,0,0,39,22
751,17,63.79802359,284,11,318,361,653,2,173,261,0,0,82,1
752,59,157.0772586,186,180,91,147,237,81,779,1024,2,0,107,3
753,1,3.039263976,0,0,0,0,0,0,0,0,12,0,0,0
754,460,2051.088617,7,0,0,7,18,47,2,34,5,0,21,22
755,512,2191.945418,0,0,0,0,0,0,0,0,3,0,18,24
756,452.25,1720.985554,28,3,2,94,37,116,105,483,0,0,46,21
757,662.25,1465.614714,57,183,10,32,55,17,78,258,0,0,56,32
758,612,1634.856624,60,49,6,54,122,326,83,583,0,0,132,31
759,276,1230.046643,0,0,1,1,13,0,0,0,8,0,20,13
760,601,2359.330356,1,0,0,2,16,129,3,50,8,0,31,28
761,316,1272.768719,3,1,1,5,50,1072,60,135,3,0,61,15
762,393,1683.695695,3,1,1,6,41,235,11,90,5,0,37,19
763,395,1693.817735,0,0,0,0,0,0,0,0,1,0,14,18
764,1099.5,3553.955134,4,0,1,9,20,76,4,26,3,0,43,52
765,338,1446.785594,2,1,1,45,15,80,7,74,1,0,20,16
766,189.75,468.5363863,0,0,0,42,4,2,7,12,6,0,10,10
767,221,688.8622646,41,0,0,7,14,1,4,54,3,0,12,10
768,514,1628.899632,0,0,11,0,2,0,3,3,0,0,19,24
769,589.25,1628.135003,2,20,0,9,8,1,3,383,0,0,36,28
770,658,2057.455742,0,0,8,0,20,90,2,0,0,0,30,31
771,543,1882.822279,88,20,5,74,230,42,169,920,0,0,74,25
772,292.25,1060.074074,0,0,0,0,0,0,0,0,0,0,17,14
773,453,1572.896914,12,0,1,0,0,2,6,13,0,0,32,21
774,255,926.6440139,185,52,2,43,83,15,143,447,1,0,43,12
775,814,2025.383719,126,246,6,31,121,100,200,487,13,0,648,89
776,873.75,2180.696926,23,0,0,3,40,40,53,104,0,0,40,41
777,74,254.2209962,102,95,23,47,85,88,156,409,3,0,51,20
778,813.5,3983.198367,0,0,10,4,1,0,0,0,2,0,29,38
779,261.25,905.9624592,0,0,0,1,12,0,0,0,0,0,28,13
780,300.25,1149.084312,1338.25,678,7,79,138,80,485,1196,0,0,150,15
781,6.25,18.7426873,13,0,0,1,19,42,2,2299,1,0,82,0
782,278.25,941.2031722,0,0,15,1,2,6,1,24,1,0,32,14
783,6.5,27.58950246,6,1,1,7,5,8,1,59,20,0,3,0
784,313.25,1532.798851,21,2,2,24,18,73,8,200,8,0,23,15
785,473.75,1813.118399,0,0,0,0,0,18,0,0,4,0,26,23
786,279.2499999,1068.580387,1.999999999,0,1.999999999,30.99999999,39.99999998,763.9999997,8.999999996,59.99999998,5,0,45,14
787,312.25,915.3984688,28,13,83.99999999,27,148,820.9999999,211,789.9999999,0,0,103,15
788,231,713.1896363,3,1,0,25,4,125,63,30,0,0,21,11
789,499,1473.12497,0,0,0,0,0,3,0,0,0,0,18,24
790,351,1078.912191,0,0,0,4,3,4,1,19,0,0,13,16
791,0,0,6,1,2,43,3,0,3,69,6,0,5,0
792,40.75,115.0048384,1,0,0,9,0,0,0,11,1,0,15,2
793,619,1975.316055,0,0,0,0,0,0,2,0,1,0,84,32
794,0,0,3,2,38,19,12,28,3,79,26,0,6,0
795,377,1393.467629,0,0,0,0,0,46,0,0,2,0,18,18
796,306,1019.982919,0,0,0,0,0,0,0,0,2,0,11,14
797,442,1154.320491,0,0,0,0,0,0,0,0,0,0,15,21
798,393,1024.603238,0,0,0,0,0,58,0,0,0,0,16,18
799,488,1428.573408,11,0,3,3,1,3,3,15,0,0,25,23
800,0,0,0,0,0,0,1,2,0,5,6,0,0,0
801,0,0,50,3,195,171,61,17,0,100,0,0,21,0
802,254,631.4610077,21,252,2,13,262,19,143,626,0,0,55,12
803,559,1388.609016,252,148,2,17,31,3,3,143,0,0,36,27
804,261,647.6814655,0,0,0,0,0,0,0,0,0,0,9,12
805,731,2407.956174,0,0,0,0,0,0,0,0,0,0,25,34
806,366.25,1043.379912,105,22,176,73,400,20,58,772,1,0,87,18
807,58.75,162.1299105,794,237,19,111,263,101,72,1212,0,0,102,3
808,547.25,1502.507345,494,229,7,57,81,41,72,438,0,0,80,28
