SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,       2.0,       0.9,Principal Arterial,       998,    3098.8,    5160.6,    3775.7,    4451.4,   16486.5,      44.5,      38.9,      43.3,      37.5,      44.5,      41.3,     0.636,     0.731,     0.654,     0.758,     0.636,     0.688,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.82,      0.23,      0.82,    1462.4,    2435.3,    1781.8,    2100.7,    7780.2,    1313.8,    2062.3,    1621.1,    1921.5,    6918.7,      18.4,     100.1,      31.7,      26.5,     176.7,      95.1,     165.8,      98.5,      97.9,     457.3,      34.9,     107.1,      30.5,      54.7,     227.2,    174.65,     37.62,     56.22,     47.51,     47.20,    188.55,     4.937,     1.554,     7.683,     0.049,    14.223
0006_158.9,     0.381,       2.0,       0.8,Principal Arterial,       997,    3171.0,    5312.5,    3864.8,    4578.9,   16927.2,      46.0,      41.4,      45.0,      40.2,      45.9,      43.3,     0.497,     0.554,     0.508,     0.570,     0.498,     0.529,      5984,     11969,      5984,     23937,     47874,      0.78,      0.48,      0.84,      0.23,      0.84,    1207.9,    2023.7,    1472.2,    1744.1,    6447.9,    1082.8,    1708.2,    1338.1,    1591.0,    5720.1,      16.7,      84.8,      26.4,      23.4,     151.3,      79.3,     139.2,      82.0,      82.8,     383.3,      29.1,      91.4,      25.6,      47.0,     193.1,    140.27,     29.19,     45.02,     36.64,     37.97,    148.82,     3.017,     0.993,     4.707,     0.032,     8.749
0006_159.3,     0.278,       4.0,       1.1,Principal Arterial,       929,    3483.4,    5889.0,    4270.3,    5058.7,   18701.4,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.426,     0.419,     0.428,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.46,      0.29,      0.49,      0.14,      0.49,     969.3,    1638.7,    1188.3,    1407.7,    5204.0,     863.7,    1369.1,    1072.9,    1279.7,    4585.4,      15.2,      74.2,      23.0,      19.0,     131.4,      66.3,     118.4,      70.4,      69.0,     324.1,      24.1,      76.9,      22.0,      39.9,     162.9,    130.18,     24.69,     41.16,     30.43,     35.22,    131.50,     0.467,     0.169,     0.723,         0,     1.359
0006_159.6,     0.226,       4.0,       0.9,Principal Arterial,       929,    3901.8,    6941.4,    4940.5,    5929.9,   21713.6,      40.0,      39.2,      39.7,      38.6,      40.0,      39.4,     0.339,     0.346,     0.342,     0.351,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.47,      0.34,      0.54,      0.16,      0.54,     882.3,    1569.6,    1117.2,    1340.9,    4910.0,     773.2,    1285.5,     990.6,    1202.9,    4252.2,      13.8,      73.5,      25.1,      21.1,     133.5,      68.6,     127.7,      75.9,      74.9,     347.1,      26.7,      82.9,      25.5,      42.0,     177.1,    122.75,     22.50,     39.56,     28.93,     33.52,    124.51,     0.446,     0.320,     1.007,         0,     1.773
0006_159.8,     0.445,       4.0,       1.8,Principal Arterial,       929,    4200.8,    7542.9,    5291.8,    6613.8,   23649.3,      40.0,      38.6,      39.5,      38.0,      39.9,      39.1,     0.669,     0.693,     0.676,     0.705,     0.669,     0.684,     11148,     22296,     11148,     44592,     89184,      0.54,      0.38,      0.59,      0.18,      0.59,    1870.6,    3359.0,    2356.5,    2945.2,   10531.3,    1639.1,    2764.2,    2094.2,    2652.0,    9149.5,      28.5,     145.0,      46.1,      42.8,     262.4,     145.7,     268.5,     159.0,     152.6,     725.8,      57.5,     181.4,      57.3,      97.9,     394.1,    263.51,     48.50,     85.01,     62.06,     73.73,    269.30,     1.746,     0.956,     3.175,     0.041,     5.918
0006_160.3,     0.249,       4.0,       1.0,Principal Arterial,       929,    5001.0,    9171.5,    6418.7,    7888.3,   28479.5,      40.0,      37.5,      39.1,      36.1,      40.0,      38.3,     0.373,     0.400,     0.383,     0.414,     0.374,     0.390,     11148,     22296,     11148,     44592,     89184,      0.64,      0.47,      0.71,      0.21,      0.71,    1245.6,    2284.5,    1598.8,    1964.9,    7093.8,    1087.2,    1869.0,    1408.3,    1755.2,    6119.7,      18.1,      97.4,      30.4,      28.6,     174.5,      97.5,     185.4,     114.3,     105.7,     502.9,      42.8,     132.8,      45.9,      75.3,     296.8,    177.13,     33.23,     58.48,     44.25,     49.12,    185.08,     2.202,     1.445,     4.410,     0.058,     8.115
0006_173.4,     0.446,       6.0,       2.7,Expressway,       919,    9329.8,   17810.9,   11932.5,   13985.8,   53059.0,      44.9,      41.3,      43.2,      37.3,      44.9,      41.8,     0.596,     0.650,     0.619,     0.721,     0.596,     0.642,     16542,     33084,     16542,     66168,    132336,      0.78,      0.64,      0.88,      0.25,      0.88,    4162.9,    7947.1,    5324.2,    6240.4,   23674.6,    3246.1,    5687.9,    4167.7,    4921.8,   18023.5,      77.2,     360.4,     118.8,     107.5,     663.9,     498.6,     938.8,     628.4,     572.9,    2638.7,     341.0,     960.0,     409.2,     638.0,    2348.2,    526.97,    100.80,    183.85,    142.87,    138.91,    566.43,     8.469,     6.962,    24.823,         0,    40.254
0006_173.7,     0.270,       6.0,       1.6,Expressway,       919,    8094.9,   15437.2,   10629.3,   12978.5,   47139.9,      45.0,      42.2,      44.4,      39.7,      45.0,      43.0,     0.360,     0.386,     0.366,     0.411,     0.360,     0.378,     16542,     33084,     16542,     66168,    132336,      0.74,      0.55,      0.84,      0.24,      0.84,    2189.3,    4175.2,    2874.8,    3510.2,   12749.5,    1781.4,    3109.5,    2326.0,    2872.1,   10089.0,      36.2,     166.8,      54.6,      53.3,     310.9,     217.9,     432.7,     288.9,     261.0,    1200.5,     153.9,     466.1,     205.2,     323.8,    1149.0,    283.06,     51.87,     94.12,     72.48,     77.93,    296.40,     3.442,     1.429,     9.010,         0,    13.881
0006_174.0,     0.438,       4.0,       1.8,Expressway,       948,    6450.2,   12904.7,    8438.5,   11071.2,   38864.6,      45.0,      39.4,      42.8,      35.1,      45.0,      40.8,     0.584,     0.671,     0.614,     0.754,     0.585,     0.646,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2825.2,    5652.2,    3696.0,    4849.1,   17022.5,    2297.6,    4274.9,    2981.0,    3977.1,   13530.6,      39.0,     186.9,      56.6,      52.6,     335.1,     273.1,     526.3,     361.0,     336.4,    1496.8,     215.5,     664.1,     297.4,     483.1,    1660.1,    378.52,     71.66,    131.96,    105.29,    107.86,    416.77,     9.307,     6.281,    23.906,     0.040,    39.534
0006_174.4,     0.435,       4.0,       1.7,Expressway,       948,    6450.2,   12904.7,    8438.5,   11071.2,   38864.6,      45.0,      39.4,      42.8,      35.1,      44.9,      40.8,     0.580,     0.666,     0.609,     0.749,     0.580,     0.641,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2802.6,    5607.1,    3666.5,    4810.4,   16886.6,    2279.3,    4240.8,    2957.2,    3945.4,   13422.7,      38.7,     185.3,      56.1,      52.1,     332.2,     270.9,     522.1,     358.1,     333.7,    1484.8,     213.7,     658.8,     295.0,     479.2,    1646.7,    375.63,     71.11,    130.95,    104.50,    107.03,    413.59,     9.246,     6.223,    23.741,     0.023,    39.233
0006_174.9,     0.700,       4.0,       2.8,Expressway,      1021,    4645.0,    9757.4,    6392.6,    8011.5,   28806.5,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.770,     0.768,     0.790,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3250.7,    6828.6,    4473.8,    5606.8,   20159.9,    2625.5,    5151.1,    3551.6,    4472.9,   15801.1,      42.0,     183.2,      52.5,      49.7,     327.4,     291.4,     607.2,     446.9,     398.2,    1743.7,     291.9,     887.1,     422.7,     685.8,    2287.5,    366.39,     59.63,    124.91,     84.12,    101.90,    370.56,     0.561,     0.810,     2.899,         0,     4.270
0006_175.6,     0.551,       4.0,       2.2,Expressway,      1021,    4040.2,    8706.8,    5580.1,    6994.3,   25321.4,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.610,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.45,      0.44,      0.57,      0.17,      0.57,    2226.9,    4799.1,    3075.8,    3855.2,   13957.0,    1767.6,    3569.5,    2387.4,    3017.4,   10741.9,      27.6,     123.9,      35.8,      25.9,     213.2,     210.2,     434.7,     326.8,     286.1,    1257.8,     221.6,     671.1,     325.8,     525.9,    1744.4,    253.70,     40.62,     87.54,     56.75,     70.08,    254.99,     0.137,     0.303,     0.867,         0,     1.307
0006_176.1,     0.900,       4.0,       3.6,Expressway,      1021,    2988.2,    6658.0,    4201.4,    5209.8,   19057.4,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.985,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2690.4,    5994.6,    3782.8,    4690.7,   17158.5,    2084.4,    4338.8,    2825.4,    3498.5,   12747.1,      18.0,      96.8,      24.3,      19.8,     158.9,     258.5,     545.5,     430.8,     370.1,    1604.9,     329.6,    1013.5,     502.3,     802.2,    2647.6,    312.11,     48.96,    109.13,     69.01,     85.32,    312.42,     0.019,     0.094,     0.199,         0,     0.312
0006_177.0,     0.194,       4.0,       0.8,Expressway,      1021,    3007.2,    6760.8,    4341.1,    5234.3,   19343.4,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     583.3,    1311.4,     842.0,    1015.3,    3752.0,     448.1,     947.3,     630.9,     756.8,    2783.1,       4.1,      23.3,       5.4,       6.6,      39.4,      58.6,     122.6,      97.8,      80.3,     359.3,      72.5,     218.3,     107.8,     171.7,     570.3,     68.23,     10.61,     23.87,     15.36,     18.46,     68.30,     0.003,     0.019,     0.049,         0,     0.071
0006_177.2,     0.317,       4.0,       1.3,Expressway,      1021,    2818.3,    6393.8,    4087.6,    4932.6,   18232.3,      55.0,      55.0,      55.0,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.345,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     892.3,    2024.4,    1294.3,    1561.8,    5772.8,     680.8,    1448.3,     953.2,    1145.1,    4227.4,       4.8,      28.7,       9.8,       6.6,      49.9,      89.9,     190.1,     155.3,     128.0,     563.3,     116.9,     357.3,     176.0,     282.1,     932.3,    104.98,     16.23,     36.84,     23.60,     28.40,    105.07,         0,     0.029,     0.062,         0,     0.091
0006_177.5,     0.433,       2.0,       0.9,Expressway,      1064,    2505.6,    5735.8,    3593.9,    4386.2,   16221.5,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,     0.483,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1084.5,    2482.5,    1555.4,    1898.4,    7020.8,     809.7,    1751.7,    1102.2,    1344.4,    5008.0,       3.1,      23.3,       8.7,       6.5,      41.6,     112.9,     238.2,     199.2,     168.8,     719.1,     158.9,     469.3,     245.4,     378.7,    1252.3,    127.65,     19.87,     46.00,     30.08,     34.52,    130.47,     0.145,     0.894,     1.806,         0,     2.845
0006_177.9,     0.901,       2.0,       1.8,Expressway,      1064,    2536.8,    5745.9,    3627.6,    4326.5,   16236.8,      55.0,      54.5,      53.9,      51.3,      55.0,      53.7,     0.984,     0.992,     1.004,     1.053,     0.984,     1.008,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2286.2,    5178.3,    3269.2,    3899.1,   14632.8,    1693.2,    3623.8,    2285.9,    2732.1,   10335.0,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.18,     41.96,     96.11,     63.71,     70.93,    272.71,     0.366,     1.973,     4.215,     0.001,     6.555
0006_178.8,     2.759,       2.0,       5.5,Expressway,      1064,    2489.8,    5641.9,    3555.5,    4235.0,   15922.2,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.012,     3.141,     2.956,     3.020,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6869.2,   15565.6,    9809.3,   11684.1,   43928.2,    5075.3,   10861.1,    6826.7,    8138.8,   30901.9,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    784.37,    123.61,    283.01,    186.24,    208.64,    801.50,     0.928,     5.241,    10.984,     0.006,    17.159
0006_181.6,     2.513,       2.0,       5.0,Expressway,      1064,    2382.6,    5419.1,    3410.5,    4071.7,   15283.9,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.829,     2.692,     2.740,      6384,     12768,      6384,     25536,     51072,      0.50,      0.56,      0.68,      0.23,      0.68,    5986.7,   13616.4,    8569.5,   10230.9,   38403.5,    4380.9,    9425.0,    5895.7,    7042.3,   26743.9,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    685.81,    107.56,    246.79,    160.91,    182.71,    697.97,     0.624,     3.737,     7.766,         0,    12.127
0006_184.1,     3.358,       2.0,       6.7,Expressway,      1064,    2306.6,    5271.1,    3311.8,    3949.1,   14838.6,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.647,     3.757,     3.599,     3.654,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7746.4,   17702.1,   11122.1,   13262.4,   49833.0,    5603.4,   12113.5,    7552.2,    9000.6,   34269.7,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.01,    139.07,    320.23,    207.57,    236.88,    903.75,     0.684,     4.215,     8.760,     0.014,    13.673
0006_187.5,     7.315,       2.0,      14.6,Expressway,      1064,    1657.6,    3925.7,    2382.3,    2916.1,   10881.7,      56.0,      55.9,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12125.4,   28716.8,   17426.7,   21331.5,   79600.4,    7919.3,   17905.1,   10535.9,   12897.2,   49257.5,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.51,    216.72,    514.33,    314.26,    380.94,   1426.25,     0.179,     1.572,     2.927,     0.002,     4.680
0006_194.8,     8.833,       2.0,      17.7,Expressway,      1064,    1634.4,    3870.0,    2349.4,    2876.7,   10730.5,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.34,      0.42,      0.53,      0.17,      0.53,   14436.1,   34182.4,   20751.4,   25408.9,   94778.8,    9419.1,   21244.3,   12503.5,   15313.2,   58480.1,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.55,    257.99,    612.09,    373.98,    453.75,   1697.81,     0.190,     1.740,     3.259,         0,     5.189
0006_203.6,     7.548,       2.0,      15.1,Expressway,      1064,    1611.0,    3806.1,    2307.8,    2826.3,   10551.2,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12159.7,   28728.4,   17419.2,   21332.8,   79640.1,    7910.3,   17791.3,   10444.9,   12781.0,   48927.5,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.15,    217.29,    514.28,    313.69,    380.95,   1426.21,     0.146,     1.353,     2.508,     0.014,     4.021
0006_211.2,     5.022,       2.0,      10.0,Expressway,      1064,    1611.0,    3806.1,    2307.8,    2826.3,   10551.2,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8090.1,   19113.4,   11589.3,   14193.1,   52985.9,    5262.8,   11836.9,    6949.1,    8503.4,   32552.2,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.23,    144.58,    342.18,    208.71,    253.46,    948.93,     0.101,     0.898,     1.670,     0.009,     2.678
0006_216.2,     4.891,       2.0,       9.8,Expressway,      1064,    1530.5,    3574.7,    2180.9,    2677.7,    9963.8,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.269,     5.241,     5.250,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7485.9,   17484.3,   10667.0,   13097.0,   48734.2,    4854.4,   11067.1,    6514.5,    7990.6,   30426.6,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.27,    133.75,    312.75,    191.54,    233.88,    871.92,     0.079,     0.549,     1.027,         0,     1.655
0013_000.0,     0.652,       4.0,       2.6,Principal Arterial,       929,    2331.8,    5355.4,    3507.7,    3804.7,   14999.6,      40.0,      39.9,      39.9,      39.6,      40.0,      39.9,     0.978,     0.980,     0.981,     0.986,     0.978,     0.981,     11148,     22296,     11148,     44592,     89184,      0.25,      0.26,      0.37,      0.09,      0.37,    1519.4,    3489.6,    2285.7,    2479.2,    9773.9,    1168.8,    2466.5,    1809.2,    2051.1,    7495.6,     121.7,     585.9,     203.2,     179.5,    1090.3,     171.2,     308.0,     217.7,     179.5,     876.4,      57.7,     129.1,      55.5,      69.0,     311.3,    244.45,     38.07,     87.52,     57.66,     62.00,    245.25,     0.073,     0.242,     0.494,         0,     0.809
