Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings,scenario_id
4.0,O640,pk,35.1,110.69,19.03,30.0,2.0,421.2,556.69,556.68,136.42,420.27,136.4,420.28,Shorten01
4.0,O667,pk,2.75,9.46,17.44,30.0,2.0,33.0,0.78,0.78,0.0,0.78,0.0,0.78,Shorten01
4.0,OF605,pk,14.18,48.56,17.52,60.0,1.0,85.08,131.41,131.36,3.27,128.14,3.25,128.11,Shorten01
4.0,OF618,pk,14.04,42.0,20.06,30.0,2.0,168.48,72.4,72.4,5.87,66.53,5.87,66.53,Shorten01
4.0,OF620,pk,16.66,44.97,22.23,30.0,2.0,199.92,85.8,85.76,6.72,79.08,6.7,79.06,Shorten01
4.0,OF638,pk,13.4,34.23,23.49,60.0,1.0,80.4,13.87,13.86,0.1,13.77,0.1,13.76,Shorten01
4.0,S002,pk,8.42,39.15,12.9,15.0,4.0,202.08,984.24,984.26,107.73,876.51,107.72,876.54,Shorten01
4.0,S004,pk,23.85,79.47,18.01,30.0,2.0,286.2,799.54,799.55,35.26,764.28,35.23,764.32,Shorten01
4.0,S009,pk,19.62,72.49,16.24,15.0,4.0,470.88,1178.68,1178.69,31.28,1147.4,31.3,1147.39,Shorten01
4.0,S017,pk,15.42,61.53,15.04,30.0,2.0,185.04,536.87,536.85,70.42,466.45,70.42,466.43,Shorten01
4.0,S021,pk,15.7,58.29,16.16,15.0,4.0,376.8,1304.96,1304.89,187.58,1117.38,187.57,1117.32,Shorten01
4.0,S033,pk,12.54,36.51,20.61,15.0,4.0,300.96,351.91,351.94,15.02,336.89,15.07,336.87,Shorten01
4.0,S035,pk,28.18,87.08,19.42,15.0,4.0,676.32,559.5,559.49,36.61,522.89,36.57,522.92,Shorten01
4.0,S039,pk,22.92,73.59,18.69,15.0,4.0,550.08,797.08,797.1,44.4,752.68,44.44,752.66,Shorten01
4.0,S045,pk,16.22,49.81,19.54,15.0,4.0,389.28,355.37,355.27,19.2,336.17,19.16,336.11,Shorten01
4.0,S047,pk,25.68,79.32,19.43,30.0,2.0,308.16,255.9,255.78,10.27,245.63,10.25,245.53,Shorten01
4.0,S054,pk,17.78,54.0,19.76,15.0,4.0,426.72,334.46,334.55,24.29,310.17,24.28,310.27,Shorten01
4.0,S062,pk,20.26,61.47,19.78,60.0,1.0,121.56,52.25,52.23,1.12,51.13,1.11,51.12,Shorten01
4.0,S072,pk,11.06,38.76,17.12,30.0,2.0,132.72,153.51,153.52,9.27,144.24,9.29,144.23,Shorten01
4.0,S1,pk,21.44,85.28,15.08,15.0,4.0,514.56,1287.52,1287.49,4.53,1282.99,4.48,1283.01,Shorten01
4.0,S200,pk,22.56,85.6,15.81,15.0,4.0,541.44,1422.37,1422.33,38.23,1384.14,38.21,1384.12,Shorten01
4.0,S201,pk,19.42,66.63,17.49,30.0,2.0,233.04,120.83,120.79,11.55,109.28,11.53,109.26,Shorten01
4.0,S205,pk,28.62,102.19,16.8,15.0,4.0,686.88,1733.31,1733.22,25.12,1708.19,25.08,1708.14,Shorten01
4.0,S209,pk,28.98,99.67,17.45,15.0,4.0,695.52,1673.12,1672.95,59.57,1613.55,59.51,1613.44,Shorten01
4.0,S213,pk,31.02,111.56,16.68,30.0,2.0,372.24,997.94,997.94,29.16,968.78,29.17,968.77,Shorten01
4.0,S217,pk,24.42,76.68,19.11,15.0,4.0,586.08,666.18,666.17,60.24,605.94,60.29,605.88,Shorten01
4.0,S218,pk,13.84,49.15,16.9,30.0,2.0,166.08,167.38,167.32,4.71,162.67,4.68,162.64,Shorten01
4.0,S220,pk,33.42,110.92,18.08,30.0,2.0,401.04,1035.18,1035.14,133.5,901.68,133.48,901.66,Shorten01
4.0,S223,pk,33.17,119.27,16.69,30.0,2.0,398.04,956.43,956.33,60.57,895.86,60.51,895.82,Shorten01
4.0,S227,pk,33.9,112.41,18.09,30.0,2.0,406.8,338.1,338.11,29.77,308.33,29.78,308.33,Shorten01
4.0,S236,pk,15.93,46.3,20.64,30.0,2.0,191.16,62.19,62.22,4.45,57.74,4.46,57.76,Shorten01
4.0,S240,pk,24.3,82.38,17.7,15.0,4.0,583.2,282.59,282.6,11.13,271.46,11.12,271.48,Shorten01
4.0,S248,pk,45.08,153.14,17.66,30.0,2.0,540.96,286.91,286.95,15.43,271.48,15.46,271.49,Shorten01
4.0,S31,pk,26.5,94.99,16.74,30.0,2.0,318.0,238.11,238.19,12.15,225.96,12.16,226.03,Shorten01
4.0,S455,pk,46.84,152.49,18.43,30.0,2.0,562.08,1332.03,1331.97,201.73,1130.3,201.66,1130.31,Shorten01
4.0,S470,pk,39.74,125.08,19.06,30.0,2.0,476.88,743.07,743.02,71.39,671.68,71.36,671.66,Shorten01
4.0,S509,pk,10.34,36.91,16.81,30.0,2.0,124.08,98.73,98.68,8.2,90.53,8.18,90.5,Shorten01
4.0,SF11,pk,7.8,30.12,15.54,60.0,1.0,46.8,49.39,49.39,0.0,49.39,0.0,49.39,Shorten01
4.0,SF202,pk,10.44,37.38,16.76,30.0,2.0,125.28,43.41,43.43,0.9,42.51,0.89,42.54,Shorten01
4.0,SF232,pk,15.34,50.74,18.14,30.0,2.0,184.08,53.29,53.19,0.89,52.4,0.85,52.34,Shorten01
4.0,SF453,pk,39.47,75.68,31.29,30.0,2.0,473.64,20.68,20.67,4.24,16.44,4.24,16.43,Shorten01
4.0,SF514,pk,12.18,44.22,16.53,30.0,2.0,146.16,85.37,85.36,13.14,72.23,13.14,72.22,Shorten01
4.0,SF525,pk,8.9,31.3,17.06,30.0,2.0,106.8,36.06,36.04,6.98,29.08,6.99,29.05,Shorten01
4.0,SF570,pk,14.72,43.52,20.29,30.0,2.0,176.64,80.93,80.94,0.34,80.59,0.35,80.59,Shorten01
4.0,SF578,pk,13.44,40.42,19.95,30.0,2.0,161.28,37.31,37.3,0.13,37.18,0.13,37.17,Shorten01
4.0,SF590,pk,11.44,39.39,17.43,30.0,2.0,137.28,70.76,70.74,5.02,65.74,5.03,65.71,Shorten01
4.0,SF94,pk,7.22,21.94,19.74,30.0,2.0,86.64,61.07,61.07,4.71,56.36,4.71,56.36,Shorten01
4.0,M805_Santaquin,pk,61.64,110.05,33.61,40.0,1.5,554.76,460.53,460.53,238.34,222.19,238.34,222.19,Shorten01
4.0,M806_EglMtn,pk,27.94,67.73,24.75,45.0,1.33,223.52,312.22,312.22,107.54,204.68,107.54,204.68,Shorten01
4.0,M807_NoCnty,pk,22.21,65.02,20.5,40.0,1.5,199.89,585.4,585.41,213.91,371.49,213.92,371.49,Shorten01
4.0,M822_Psn,pk,54.34,148.09,22.02,60.0,1.0,326.04,466.94,466.91,116.53,350.41,116.5,350.41,Shorten01
4.0,MF809,pk,21.39,64.92,19.77,30.0,2.0,256.68,60.18,60.19,7.54,52.64,7.54,52.65,Shorten01
4.0,O606,pk,4.96,13.82,21.53,360.0,0.17,4.96,0.01,0.01,0.0,0.01,0.0,0.01,Shorten01
4.0,S513,pk,32.36,110.76,17.53,30.0,2.0,388.32,205.03,204.94,20.4,184.63,20.37,184.57,Shorten01
4.0,S551,pk,15.23,44.32,20.62,30.0,2.0,182.76,27.96,27.97,6.37,21.59,6.36,21.61,Shorten01
4.0,M821_5YR2023,ok,37.33,95.77,23.39,30.0,2.0,746.6,174.63,174.65,21.41,153.22,21.42,153.23,Shorten01
4.0,M823_5RY2023,ok,19.12,60.44,18.98,30.0,2.0,382.4,174.12,174.12,11.74,162.38,11.73,162.39,Shorten01
4.0,M831_WPr,ok,23.68,84.57,16.8,30.0,2.0,473.6,309.43,309.38,10.82,298.61,10.77,298.61,Shorten01
4.0,M833_CntPr,ok,9.75,30.24,19.35,60.0,1.0,97.5,36.1,36.11,1.37,34.73,1.37,34.74,Shorten01
4.0,M834_EstPr,ok,25.64,84.76,18.15,30.0,2.0,512.8,223.39,223.43,7.78,215.61,7.78,215.65,Shorten01
4.0,M841_UVU,ok,5.32,20.63,15.47,30.0,2.0,106.4,30.84,30.85,0.9,29.94,0.89,29.96,Shorten01
4.0,M850_StateStree,ok,45.58,161.87,16.9,15.0,4.0,1823.2,1266.13,1266.03,97.51,1168.62,97.52,1168.51,Shorten01
4.0,M862_Orem,ok,28.28,100.6,16.87,30.0,2.0,565.6,177.16,177.22,9.45,167.71,9.47,167.75,Shorten01
4.0,M864_Thanksgivi,ok,7.25,26.25,16.57,30.0,2.0,145.0,49.57,49.52,3.44,46.13,3.43,46.09,Shorten01
4.0,M871_SLtoUtahCn,ok,26.46,80.12,19.82,60.0,1.0,264.6,26.92,26.9,1.78,25.14,1.77,25.13,Shorten01
4.0,O600,ok,46.04,159.75,17.29,15.0,4.0,1841.6,671.17,671.17,39.79,631.38,39.81,631.36,Shorten01
4.0,O601,ok,3.7,17.95,12.37,20.0,3.0,111.0,12.65,12.61,0.3,12.35,0.29,12.32,Shorten01
4.0,O604,ok,14.0,47.43,17.71,30.0,2.0,280.0,53.09,53.06,8.59,44.5,8.58,44.48,Shorten01
4.0,O607,ok,20.92,67.09,18.71,30.0,2.0,418.4,155.36,155.31,12.97,142.39,12.98,142.33,Shorten01
4.0,O609,ok,42.5,135.11,18.87,30.0,2.0,850.0,149.92,149.94,19.66,130.26,19.7,130.24,Shorten01
4.0,O612,ok,26.2,84.23,18.66,15.0,4.0,1048.0,602.71,602.71,20.22,582.49,20.21,582.5,Shorten01
4.0,O614,ok,17.94,56.13,19.18,30.0,2.0,358.8,76.79,76.82,0.99,75.8,0.99,75.83,Shorten01
4.0,O615,ok,15.08,45.88,19.72,30.0,2.0,301.6,80.52,80.53,5.66,74.86,5.66,74.87,Shorten01
4.0,O626,ok,28.38,82.98,20.52,30.0,2.0,567.6,107.98,107.93,8.25,99.73,8.23,99.7,Shorten01
4.0,O627,ok,18.58,60.02,18.57,30.0,2.0,371.6,80.91,80.9,4.69,76.22,4.69,76.21,Shorten01
4.0,O628,ok,12.92,47.58,16.29,30.0,2.0,258.4,81.22,81.21,8.85,72.37,8.84,72.37,Shorten01
4.0,O630,ok,48.72,108.36,26.98,60.0,1.0,487.2,168.39,168.35,9.26,159.13,9.25,159.1,Shorten01
4.0,O640,ok,35.1,118.95,17.7,30.0,2.0,702.0,170.15,170.18,11.92,158.23,11.93,158.25,Shorten01
4.0,O667,ok,2.75,9.93,16.62,30.0,2.0,55.0,1.49,1.49,0.01,1.48,0.01,1.48,Shorten01
4.0,OF605,ok,14.18,52.37,16.25,60.0,1.0,141.8,58.29,58.28,2.59,55.7,2.58,55.7,Shorten01
4.0,OF618,ok,14.04,45.02,18.71,30.0,2.0,280.8,78.51,78.43,4.62,73.89,4.59,73.84,Shorten01
4.0,OF620,ok,16.66,48.56,20.58,30.0,2.0,333.2,73.83,73.79,6.44,67.39,6.4,67.39,Shorten01
4.0,OF638,ok,13.4,37.45,21.47,60.0,1.0,134.0,24.79,24.75,0.16,24.63,0.16,24.59,Shorten01
4.0,S002,ok,8.42,39.19,12.89,15.0,4.0,336.8,1041.71,1041.64,50.28,991.43,50.25,991.39,Shorten01
4.0,S004,ok,23.85,85.2,16.8,30.0,2.0,477.0,691.55,691.56,12.43,679.12,12.44,679.12,Shorten01
4.0,S009,ok,19.62,73.38,16.04,15.0,4.0,784.8,838.82,838.8,6.26,832.56,6.26,832.54,Shorten01
4.0,S017,ok,15.42,61.75,14.98,30.0,2.0,308.4,285.81,285.84,20.14,265.67,20.14,265.7,Shorten01
4.0,S021,ok,15.7,57.33,16.43,15.0,4.0,628.0,1023.85,1023.77,73.52,950.33,73.46,950.31,Shorten01
4.0,S033,ok,12.54,39.88,18.87,15.0,4.0,501.6,423.83,423.79,18.62,405.21,18.6,405.19,Shorten01
4.0,S035,ok,28.18,93.59,18.07,15.0,4.0,1127.2,536.28,536.23,27.36,508.92,27.32,508.91,Shorten01
4.0,S039,ok,22.92,79.53,17.29,15.0,4.0,916.8,687.05,687.01,20.39,666.66,20.34,666.67,Shorten01
4.0,S045,ok,16.22,53.68,18.13,15.0,4.0,648.8,320.05,320.04,18.02,302.03,18.03,302.01,Shorten01
4.0,S047,ok,25.68,85.13,18.1,30.0,2.0,513.6,183.24,183.15,1.97,181.27,1.94,181.21,Shorten01
4.0,S054,ok,17.78,57.2,18.65,15.0,4.0,711.2,290.82,290.79,16.48,274.34,16.49,274.3,Shorten01
4.0,S062,ok,20.26,64.19,18.94,60.0,1.0,202.6,55.49,55.54,1.64,53.85,1.67,53.87,Shorten01
4.0,S072,ok,11.06,42.16,15.74,30.0,2.0,221.2,163.99,164.0,8.55,155.44,8.58,155.42,Shorten01
4.0,S1,ok,21.44,89.1,14.44,15.0,4.0,857.6,1469.78,1469.73,3.99,1465.79,3.93,1465.8,Shorten01
4.0,S200,ok,22.56,93.54,14.47,15.0,4.0,902.4,1753.7,1753.61,20.92,1732.78,20.91,1732.7,Shorten01
4.0,S201,ok,19.42,70.92,16.43,60.0,1.0,194.2,53.52,53.55,4.51,49.01,4.48,49.07,Shorten01
4.0,S205,ok,28.62,108.68,15.8,15.0,4.0,1144.8,2186.79,2186.77,17.46,2169.33,17.41,2169.36,Shorten01
4.0,S209,ok,28.98,105.13,16.54,15.0,4.0,1159.2,2037.42,2037.36,40.22,1997.2,40.2,1997.16,Shorten01
4.0,S213,ok,31.02,114.95,16.19,30.0,2.0,620.4,572.54,572.54,6.69,565.85,6.67,565.87,Shorten01
4.0,S217,ok,24.42,81.41,18.0,15.0,4.0,976.8,514.58,514.54,23.07,491.51,23.0,491.54,Shorten01
4.0,S218,ok,13.84,51.58,16.1,30.0,2.0,276.8,86.07,86.1,5.1,80.97,5.1,81.0,Shorten01
4.0,S220,ok,33.42,118.02,16.99,30.0,2.0,668.4,863.15,863.07,60.92,802.23,60.89,802.18,Shorten01
4.0,S223,ok,33.17,117.68,16.91,30.0,2.0,663.4,678.77,678.72,28.0,650.77,27.96,650.76,Shorten01
4.0,S227,ok,33.9,119.34,17.04,30.0,2.0,678.0,213.94,214.0,9.17,204.77,9.19,204.81,Shorten01
4.0,S236,ok,15.93,45.15,21.17,30.0,2.0,318.6,72.22,72.18,6.14,66.08,6.1,66.08,Shorten01
4.0,S240,ok,24.3,85.81,16.99,15.0,4.0,972.0,243.15,243.12,9.15,234.0,9.14,233.98,Shorten01
4.0,S248,ok,45.08,154.94,17.46,30.0,2.0,901.6,251.89,251.99,12.35,239.54,12.34,239.65,Shorten01
4.0,S31,ok,26.5,98.53,16.14,30.0,2.0,530.0,250.61,250.71,7.85,242.76,7.84,242.87,Shorten01
4.0,S455,ok,46.84,158.47,17.73,30.0,2.0,936.8,931.93,931.93,80.68,851.25,80.64,851.29,Shorten01
4.0,S470,ok,39.74,134.55,17.72,30.0,2.0,794.8,778.36,778.38,35.88,742.48,35.89,742.49,Shorten01
4.0,S509,ok,10.34,39.31,15.78,30.0,2.0,206.8,149.47,149.42,8.3,141.17,8.28,141.14,Shorten01
4.0,SF11,ok,7.8,28.63,16.35,60.0,1.0,78.0,40.35,40.35,0.0,40.35,0.0,40.35,Shorten01
4.0,SF202,ok,10.44,39.22,15.97,30.0,2.0,208.8,58.15,58.15,1.67,56.48,1.66,56.49,Shorten01
4.0,SF232,ok,15.34,50.79,18.12,30.0,2.0,306.8,68.95,68.96,1.67,67.28,1.68,67.28,Shorten01
4.0,SF453,ok,39.47,91.29,25.94,60.0,1.0,394.7,5.73,5.74,2.97,2.76,2.97,2.77,Shorten01
4.0,SF514,ok,12.18,48.13,15.18,30.0,2.0,243.6,90.0,89.97,13.42,76.58,13.39,76.58,Shorten01
4.0,SF525,ok,8.9,32.8,16.28,30.0,2.0,178.0,52.38,52.41,7.15,45.23,7.15,45.26,Shorten01
4.0,SF570,ok,14.72,46.97,18.8,30.0,2.0,294.4,76.96,77.0,0.5,76.46,0.48,76.52,Shorten01
4.0,SF578,ok,13.44,43.76,18.43,30.0,2.0,268.8,31.52,31.49,0.24,31.28,0.22,31.27,Shorten01
4.0,SF590,ok,11.44,42.49,16.15,30.0,2.0,228.8,63.86,63.86,4.32,59.54,4.35,59.51,Shorten01
4.0,SF94,ok,7.22,24.12,17.96,30.0,2.0,144.4,50.22,50.25,2.9,47.32,2.9,47.35,Shorten01
5.0,BRT56_R,pk,52.52,155.1,20.32,15.0,4.0,1260.48,2461.62,2461.68,483.48,1978.14,483.5,1978.18,Shorten01
5.0,MidValCon,pk,13.36,38.41,20.87,15.0,4.0,320.64,1007.97,1007.99,186.37,821.6,186.36,821.63,Shorten01
5.0,BRT56_R,ok,52.52,163.52,19.27,15.0,4.0,2100.8,2659.0,2659.01,354.96,2304.04,354.93,2304.08,Shorten01
5.0,MidValCon,ok,13.36,40.65,19.72,15.0,4.0,534.4,534.42,534.41,22.95,511.47,22.92,511.49,Shorten01
6.0,S451X,pk,21.64,38.2,33.99,30.0,2.0,259.68,0.75,0.75,0.0,0.75,0.0,0.75,Shorten01
6.0,S472X,pk,34.39,66.87,30.86,30.0,2.0,412.68,59.07,59.08,0.0,59.07,0.0,59.08,Shorten01
6.0,S473X,pk,42.74,109.25,23.47,30.0,2.0,512.88,430.54,430.54,282.52,148.02,282.53,148.01,Shorten01
7.0,Blue,pk,38.08,103.36,22.11,15.0,4.0,913.92,5411.4,5411.4,1087.42,4323.98,1087.41,4323.99,Shorten01
7.0,Green,pk,28.64,93.54,18.37,15.0,4.0,687.36,4685.11,4685.11,377.15,4307.96,377.18,4307.93,Shorten01
7.0,Red,pk,47.22,120.72,23.47,15.0,4.0,1133.28,12792.13,12792.2,3101.9,9690.23,3101.93,9690.27,Shorten01
7.0,Sline,pk,4.02,20.58,11.72,15.0,4.0,96.48,316.39,316.37,8.07,308.32,8.08,308.29,Shorten01
7.0,Blue,ok,38.08,103.36,22.11,15.0,4.0,1523.2,6222.25,6222.27,954.52,5267.73,954.51,5267.76,Shorten01
7.0,Green,ok,28.64,93.54,18.37,15.0,4.0,1145.6,6785.9,6785.96,474.25,6311.65,474.26,6311.7,Shorten01
7.0,Red,ok,47.22,120.72,23.47,15.0,4.0,1888.8,9063.89,9063.92,1094.92,7968.97,1094.94,7968.98,Shorten01
7.0,Sline,ok,4.02,20.58,11.72,15.0,4.0,160.8,448.52,448.51,6.88,441.64,6.88,441.63,Shorten01
8.0,RCRT_OGPN,pk,162.16,245.34,39.66,30.0,2.0,1945.92,8092.09,8092.05,4744.15,3347.94,4744.11,3347.94,Shorten01
8.0,RCRT_OGPN,ok,162.16,245.34,39.66,60.0,1.0,1621.6,3975.52,3975.49,1788.37,2187.15,1788.36,2187.13,Shorten01
9.0,630X,pk,9.86,40.51,14.6,10.0,6.0,354.96,1303.37,1303.36,517.36,786.01,517.36,786.0,Shorten01
9.0,M830X_ARPT,pk,11.28,27.28,24.81,30.0,2.0,135.36,14.73,14.71,2.28,12.45,2.27,12.44,Shorten01
9.0,UVX,pk,22.92,79.21,17.36,6.0,10.0,1375.2,7076.31,7076.3,1115.89,5960.42,1115.89,5960.41,Shorten01
9.0,630X,ok,9.86,43.11,13.72,10.0,6.0,591.6,609.17,609.23,27.27,581.9,27.29,581.94,Shorten01
9.0,M830X_ARPT,ok,11.28,29.37,23.04,30.0,2.0,225.6,29.67,29.65,1.5,28.17,1.5,28.15,Shorten01
9.0,UVX,ok,22.92,83.73,16.42,10.0,6.0,1375.2,3281.81,3281.82,91.77,3190.04,91.77,3190.05,Shorten01
