Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBO,Pk,P,3,48.82,45.45,0.28,45.68,3.14,2.87,0.22,Shorten02
HBO,Pk,A,3,24.83,22.14,0.17,22.14,2.69,2.53,0.0,Shorten02
NHB,Pk,P,3,5.12,4.99,0.01,4.99,0.13,0.12,0.0,Shorten02
NHB,Pk,A,3,4.9,4.77,0.01,4.77,0.13,0.12,0.0,Shorten02
HBC,Pk,P,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,3,4.27,3.7,0.0,3.7,0.56,0.01,0.0,Shorten02
HBSch,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,4,2.37,2.29,0.02,2.29,0.08,0.04,0.0,Shorten02
All,Pk,A,4,1.01,0.97,0.01,0.97,0.04,0.04,0.0,Shorten02
HBW,Pk,P,4,0.62,0.61,0.0,0.61,0.01,0.0,0.0,Shorten02
HBW,Pk,A,4,0.12,0.12,0.0,0.12,0.0,0.0,0.0,Shorten02
HBO,Pk,P,4,1.56,1.51,0.01,1.51,0.05,0.04,0.0,Shorten02
HBO,Pk,A,4,0.86,0.82,0.01,0.82,0.04,0.04,0.0,Shorten02
NHB,Pk,P,4,0.02,0.02,0.0,0.02,0.0,0.0,0.0,Shorten02
NHB,Pk,A,4,0.03,0.03,0.0,0.03,0.0,0.0,0.0,Shorten02
HBC,Pk,P,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,4,0.17,0.15,0.0,0.15,0.02,0.0,0.0,Shorten02
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,5,233.83,222.38,1.47,222.38,11.45,7.52,0.0,Shorten02
All,Pk,A,5,101.53,93.61,0.64,93.61,7.92,7.28,0.0,Shorten02
HBW,Pk,P,5,52.96,52.21,0.57,52.21,0.75,0.18,0.0,Shorten02
HBW,Pk,A,5,14.18,14.01,0.05,14.01,0.17,0.12,0.0,Shorten02
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,Shorten02
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,Shorten02
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,Shorten02
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,Shorten02
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,Shorten02
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,6,8.61,8.14,0.07,8.14,0.47,0.33,0.01,Shorten02
All,Pk,A,6,33.66,32.96,0.23,32.96,0.7,0.47,0.0,Shorten02
HBW,Pk,P,6,1.97,1.92,0.03,1.92,0.05,0.03,0.0,Shorten02
HBW,Pk,A,6,26.53,26.33,0.18,26.33,0.21,0.03,0.0,Shorten02
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,Shorten02
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,Shorten02
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,Shorten02
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,Shorten02
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,Shorten02
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,7,130.76,121.1,0.84,121.43,9.33,7.42,0.33,Shorten02
All,Pk,A,7,168.86,160.89,1.0,160.89,7.97,6.98,0.0,Shorten02
HBW,Pk,P,7,28.27,27.44,0.3,27.44,0.83,0.53,0.0,Shorten02
HBW,Pk,A,7,96.98,95.93,0.55,95.93,1.05,0.5,0.0,Shorten02
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,Shorten02
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,Shorten02
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,Shorten02
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,Shorten02
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Shorten02
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,8,251.11,243.08,1.72,243.23,7.87,4.17,0.16,Shorten02
All,Pk,A,8,158.57,152.76,1.29,152.76,5.81,4.51,0.0,Shorten02
HBW,Pk,P,8,41.99,41.05,0.62,41.05,0.94,0.32,0.0,Shorten02
HBW,Pk,A,8,37.34,36.65,0.34,36.65,0.69,0.35,0.0,Shorten02
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Shorten02
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Shorten02
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Shorten02
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Shorten02
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Shorten02
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,9,52.42,48.87,0.37,48.91,3.51,2.77,0.04,Shorten02
All,Pk,A,9,204.73,200.22,1.16,200.22,4.51,3.35,0.0,Shorten02
HBW,Pk,P,9,10.93,10.32,0.15,10.32,0.61,0.46,0.0,Shorten02
HBW,Pk,A,9,136.44,135.17,0.76,135.17,1.27,0.51,0.0,Shorten02
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Shorten02
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Shorten02
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Shorten02
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Shorten02
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Shorten02
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,10,76.14,72.03,0.58,72.08,4.06,2.89,0.05,Shorten02
All,Pk,A,10,207.1,203.02,1.29,203.02,4.08,2.79,0.0,Shorten02
HBW,Pk,P,10,16.05,15.37,0.23,15.37,0.68,0.46,0.0,Shorten02
HBW,Pk,A,10,126.21,125.02,0.77,125.02,1.2,0.43,0.0,Shorten02
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Shorten02
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Shorten02
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Shorten02
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Shorten02
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Shorten02
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,11,26.31,25.7,0.18,25.7,0.61,0.19,0.01,Shorten02
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Shorten02
HBW,Pk,P,11,7.11,7.03,0.07,7.03,0.08,0.0,0.0,Shorten02
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Shorten02
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Shorten02
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Shorten02
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Shorten02
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Shorten02
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Shorten02
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,12,59.33,57.16,0.46,57.2,2.13,1.1,0.04,Shorten02
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Shorten02
HBW,Pk,P,12,15.41,15.2,0.19,15.2,0.21,0.02,0.0,Shorten02
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Shorten02
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Shorten02
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Shorten02
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Shorten02
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Shorten02
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Shorten02
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,15,25.5,25.24,0.07,25.25,0.24,0.14,0.02,Shorten02
All,Pk,A,15,507.25,503.29,3.5,503.29,3.97,0.46,0.0,Shorten02
HBW,Pk,P,15,0.78,0.76,0.01,0.76,0.02,0.01,0.0,Shorten02
HBW,Pk,A,15,408.23,405.2,2.93,405.2,3.03,0.1,0.0,Shorten02
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Shorten02
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Shorten02
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Shorten02
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Shorten02
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Shorten02
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,16,8.66,8.39,0.06,8.39,0.27,0.18,0.0,Shorten02
All,Pk,A,16,134.8,131.3,1.37,131.3,3.51,2.13,0.0,Shorten02
HBW,Pk,P,16,0.8,0.76,0.01,0.76,0.04,0.02,0.0,Shorten02
HBW,Pk,A,16,75.55,74.42,0.82,74.42,1.14,0.31,0.0,Shorten02
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Shorten02
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Shorten02
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Shorten02
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Shorten02
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Shorten02
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,17,10.39,10.0,0.09,10.0,0.39,0.18,0.0,Shorten02
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Shorten02
HBW,Pk,P,17,2.69,2.62,0.03,2.62,0.07,0.03,0.0,Shorten02
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Shorten02
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Shorten02
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Shorten02
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Shorten02
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Shorten02
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Shorten02
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Shorten02
All,Pk,A,18,961.13,949.05,8.95,949.05,12.08,3.13,0.0,Shorten02
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,A,18,793.96,785.91,7.68,785.91,8.05,0.37,0.0,Shorten02
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Shorten02
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Shorten02
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Shorten02
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,19,919.78,840.08,8.99,840.92,78.86,44.91,0.84,Shorten02
All,Pk,A,19,462.16,422.23,3.63,422.38,39.78,36.16,0.15,Shorten02
HBW,Pk,P,19,207.25,200.63,3.42,201.1,6.15,2.72,0.47,Shorten02
HBW,Pk,A,19,58.19,56.91,0.24,56.93,1.26,1.02,0.02,Shorten02
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Shorten02
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Shorten02
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Shorten02
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Shorten02
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Shorten02
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,20,503.0,460.88,5.22,461.46,41.54,28.87,0.58,Shorten02
All,Pk,A,20,326.81,294.58,2.62,294.65,32.16,29.54,0.07,Shorten02
HBW,Pk,P,20,122.72,118.77,2.14,119.04,3.68,1.54,0.27,Shorten02
HBW,Pk,A,20,35.49,34.67,0.16,34.68,0.82,0.66,0.01,Shorten02
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Shorten02
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Shorten02
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Shorten02
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Shorten02
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Shorten02
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Shorten02
All,Pk,A,21,548.09,538.03,6.37,538.03,10.06,3.69,0.0,Shorten02
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBW,Pk,A,21,490.01,482.22,5.97,482.22,7.79,1.82,0.0,Shorten02
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Shorten02
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Shorten02
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Shorten02
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,22,6.98,6.53,0.07,6.53,0.45,0.31,0.0,Shorten02
All,Pk,A,22,15.09,14.64,0.17,14.64,0.45,0.28,0.0,Shorten02
HBW,Pk,P,22,1.47,1.38,0.03,1.38,0.09,0.07,0.0,Shorten02
HBW,Pk,A,22,11.69,11.44,0.14,11.44,0.26,0.11,0.0,Shorten02
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Shorten02
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Shorten02
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Shorten02
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Shorten02
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Shorten02
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,23,14.65,13.33,0.14,13.33,1.32,0.79,0.0,Shorten02
All,Pk,A,23,66.98,63.35,0.86,63.36,3.63,2.77,0.01,Shorten02
HBW,Pk,P,23,2.58,2.4,0.05,2.4,0.18,0.13,0.0,Shorten02
HBW,Pk,A,23,45.91,44.24,0.68,44.25,1.67,0.99,0.01,Shorten02
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Shorten02
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Shorten02
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Shorten02
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Shorten02
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Shorten02
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,24,529.3,464.8,5.35,465.4,63.9,37.57,0.6,Shorten02
All,Pk,A,24,234.28,207.95,1.83,208.03,26.25,24.42,0.08,Shorten02
HBW,Pk,P,24,122.19,116.62,2.11,116.93,5.26,3.15,0.32,Shorten02
HBW,Pk,A,24,26.86,26.59,0.05,26.59,0.27,0.21,0.0,Shorten02
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Shorten02
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Shorten02
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Shorten02
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Shorten02
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Shorten02
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Shorten02
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
All,Pk,P,25,1226.23,1053.2,12.34,1057.95,168.28,105.95,4.74,Shorten02
All,Pk,A,25,891.18,674.71,6.53,675.43,215.75,84.25,0.72,Shorten02
HBW,Pk,P,25,261.41,244.51,4.72,245.93,15.48,10.76,1.41,Shorten02
HBW,Pk,A,25,153.64,143.4,1.53,143.68,9.96,8.43,0.29,Shorten02
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Shorten02
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Shorten02
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Shorten02
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Shorten02
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Shorten02
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten02
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Shorten02
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Shorten02
All,Pk,P,26,753.02,651.8,7.53,653.9,99.11,71.63,2.1,Shorten02
All,Pk,A,26,680.04,595.6,6.22,596.68,83.36,77.14,1.08,Shorten02
HBW,Pk,P,26,158.65,145.72,2.86,146.84,11.81,8.95,1.12,Shorten02
