SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3065.2,    5117.7,    3788.9,    4418.1,   16389.9,      44.5,      38.9,      43.3,      37.5,      44.5,      41.2,     0.636,     0.732,     0.653,     0.758,     0.636,     0.688,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.82,      0.22,      0.82,    1446.5,    2415.0,    1788.0,    2084.9,    7734.4,    1298.1,    2042.0,    1626.3,    1905.9,    6872.3,      18.4,     100.1,      31.7,      26.5,     176.7,      95.0,     165.8,      99.1,      97.9,     457.8,      35.0,     107.1,      31.0,      54.7,     227.8,    173.62,     37.22,     55.71,     47.74,     46.85,    187.52,     4.904,     1.503,     7.752,     0.052,    14.211
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3137.2,    5269.9,    3887.0,    4541.5,   16835.6,      46.0,      41.4,      45.0,      40.1,      45.9,      43.3,     0.497,     0.554,     0.508,     0.572,     0.497,     0.529,      5984,     11969,      5984,     23937,     47874,      0.77,      0.48,      0.84,      0.23,      0.84,    1195.1,    2007.4,    1480.6,    1730.0,    6413.1,    1070.0,    1692.0,    1345.8,    1576.7,    5684.5,      16.7,      84.8,      26.4,      23.4,     151.3,      79.2,     139.2,      82.4,      82.8,     383.6,      29.2,      91.4,      26.0,      47.0,     193.6,    139.51,     28.89,     44.63,     36.93,     37.66,    148.11,     2.985,     0.950,     4.820,     0.020,     8.775
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3431.0,    5847.3,    4290.7,    5018.6,   18587.6,      40.0,      39.3,      39.8,      39.0,      40.0,      39.6,     0.418,     0.425,     0.419,     0.428,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.49,      0.13,      0.49,     954.7,    1627.1,    1194.0,    1396.5,    5172.3,     849.7,    1357.5,    1078.0,    1268.6,    4553.8,      15.2,      74.2,      22.9,      19.0,     131.3,      65.9,     118.4,      70.7,      69.0,     324.0,      23.7,      76.9,      22.3,      39.9,     162.8,    129.38,     24.31,     40.86,     30.59,     34.94,    130.70,     0.442,     0.158,     0.735,     0.008,     1.343
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3856.8,    6867.1,    4931.4,    5845.0,   21500.3,      40.0,      39.3,      39.7,      38.7,      40.0,      39.5,     0.339,     0.346,     0.342,     0.351,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.46,      0.34,      0.53,      0.15,      0.53,     872.1,    1552.9,    1115.2,    1321.8,    4862.0,     763.0,    1268.7,     988.2,    1183.7,    4203.6,      13.8,      73.5,      25.1,      21.1,     133.5,      68.6,     127.7,      76.2,      74.9,     347.4,      26.7,      83.0,      25.7,      42.0,     177.4,    121.55,     22.21,     39.12,     28.84,     33.05,    123.22,     0.416,     0.298,     0.965,     0.008,     1.687
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4083.9,    7428.0,    5232.6,    6409.7,   23154.2,      40.0,      38.7,      39.5,      38.1,      39.9,      39.2,     0.669,     0.692,     0.676,     0.703,     0.669,     0.683,     11148,     22296,     11148,     44592,     89184,      0.53,      0.38,      0.59,      0.17,      0.59,    1818.7,    3307.8,    2330.2,    2854.4,   10311.1,    1586.9,    2712.7,    2062.6,    2561.1,    8923.3,      28.5,     145.0,      46.1,      42.8,     262.4,     145.6,     268.6,     163.9,     152.6,     730.7,      57.7,     181.5,      57.8,      97.9,     394.9,    257.99,     47.03,     83.66,     61.21,     71.45,    263.35,     1.587,     0.908,     2.964,     0.024,     5.483
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4868.1,    9013.6,    6330.5,    7647.8,   27860.0,      40.0,      37.7,      39.1,      36.4,      40.0,      38.4,     0.373,     0.397,     0.382,     0.412,     0.373,     0.389,     11148,     22296,     11148,     44592,     89184,      0.62,      0.46,      0.70,      0.20,      0.70,    1212.5,    2245.1,    1576.8,    1904.9,    6939.3,    1054.0,    1829.4,    1383.1,    1695.4,    5961.9,      18.2,      97.5,      30.4,      28.6,     174.7,      97.4,     185.5,     117.0,     105.7,     505.6,      42.9,     132.8,      46.3,      75.3,     297.3,    173.28,     32.17,     57.39,     43.36,     47.60,    180.52,     1.956,     1.323,     4.063,     0.031,     7.373
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    9096.9,   17548.7,   11759.4,   13744.2,   52149.2,      44.9,      41.8,      43.3,      37.7,      44.9,      42.0,     0.596,     0.643,     0.618,     0.712,     0.596,     0.638,     16542,     33084,     16542,     66168,    132336,      0.76,      0.63,      0.87,      0.24,      0.87,    4059.0,    7830.2,    5247.0,    6132.6,   23268.8,    3142.9,    5570.2,    4084.0,    4814.0,   17611.1,      77.3,     360.5,     120.5,     107.5,     665.8,     500.7,     939.3,     629.0,     572.9,    2641.9,     338.1,     960.2,     413.5,     638.0,    2349.8,    517.93,     97.14,    180.67,    139.11,    136.51,    553.43,     7.068,     6.373,    22.747,         0,    36.188
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    8062.1,   15358.6,   10575.8,   12907.1,   46903.6,      45.0,      42.3,      44.4,      39.8,      45.0,      43.1,     0.360,     0.385,     0.366,     0.410,     0.360,     0.378,     16542,     33084,     16542,     66168,    132336,      0.73,      0.54,      0.83,      0.24,      0.83,    2180.4,    4153.9,    2860.3,    3490.8,   12685.4,    1772.1,    3088.3,    2311.5,    2852.8,   10024.7,      36.2,     166.9,      54.6,      53.3,     311.0,     218.2,     432.9,     289.0,     261.0,    1201.1,     153.9,     465.8,     205.2,     323.8,    1148.7,    281.64,     51.54,     93.61,     71.85,     77.50,    294.50,     3.305,     1.390,     8.678,         0,    13.373
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6452.0,   12857.5,    8434.6,   11018.0,   38762.1,      45.0,      39.5,      42.9,      35.1,      45.0,      40.9,     0.584,     0.670,     0.613,     0.753,     0.585,     0.645,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2825.9,    5631.5,    3694.3,    4825.8,   16977.5,    2298.3,    4253.1,    2979.9,    3953.8,   13485.1,      39.0,     187.2,      56.6,      52.6,     335.4,     273.1,     526.9,     361.0,     336.4,    1497.4,     215.5,     664.4,     296.8,     483.1,    1659.8,    377.52,     71.56,    131.37,    105.12,    107.35,    415.40,     9.177,     6.152,    23.775,     0.026,    39.130
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6452.0,   12857.5,    8434.6,   11018.0,   38762.1,      45.0,      39.5,      42.9,      35.1,      44.9,      40.9,     0.580,     0.665,     0.608,     0.748,     0.580,     0.640,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2803.4,    5586.6,    3664.9,    4787.4,   16842.3,    2280.0,    4219.2,    2956.1,    3922.2,   13377.5,      38.7,     185.7,      56.1,      52.1,     332.6,     271.0,     522.7,     358.1,     333.7,    1485.5,     213.7,     659.1,     294.4,     479.2,    1646.4,    374.64,     71.03,    130.35,    104.33,    106.51,    412.22,     9.129,     6.089,    23.584,     0.028,    38.830
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4689.3,    9729.4,    6412.7,    7999.5,   28830.9,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.771,     0.768,     0.791,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3281.7,    6809.1,    4487.8,    5598.4,   20177.0,    2656.1,    5131.0,    3566.1,    4464.5,   15817.7,      42.0,     183.2,      52.6,      49.7,     327.5,     291.9,     607.4,     446.5,     398.2,    1744.0,     291.8,     887.3,     422.7,     685.8,    2287.6,    366.70,     60.23,    124.53,     84.43,    101.75,    370.94,     0.602,     0.779,     2.955,         0,     4.336
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4078.9,    8656.6,    5600.0,    6979.1,   25314.6,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.57,      0.17,      0.57,    2248.2,    4771.5,    3086.7,    3846.8,   13953.2,    1788.7,    3541.3,    2398.7,    3009.0,   10737.7,      27.6,     124.0,      35.8,      25.9,     213.3,     210.5,     434.8,     326.4,     286.1,    1257.8,     221.6,     671.3,     325.8,     525.9,    1744.6,    253.64,     41.01,     87.03,     56.97,     69.92,    254.93,     0.146,     0.292,     0.884,     0.005,     1.327
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2997.7,    6658.0,    4228.1,    5213.7,   19097.5,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.986,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2699.0,    5994.6,    3806.8,    4694.2,   17194.6,    2092.5,    4338.3,    2849.0,    3502.0,   12781.8,      18.0,      96.8,      24.3,      19.8,     158.9,     259.0,     545.8,     431.2,     370.1,    1606.1,     329.5,    1013.7,     502.3,     802.2,    2647.7,    312.76,     49.11,    109.14,     69.46,     85.38,    313.09,     0.023,     0.094,     0.211,     0.012,     0.340
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3001.7,    6748.2,    4334.9,    5244.7,   19329.5,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     582.3,    1308.9,     840.8,    1017.3,    3749.3,     446.9,     944.8,     630.8,     758.7,    2781.2,       4.1,      23.3,       5.2,       6.6,      39.2,      58.7,     122.6,      97.0,      80.3,     358.6,      72.5,     218.3,     107.8,     171.7,     570.3,     68.18,     10.59,     23.82,     15.34,     18.50,     68.25,     0.005,     0.014,     0.053,         0,     0.072
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2817.2,    6395.7,    4065.5,    4940.0,   18218.4,      55.0,      55.0,      55.0,      54.8,      55.0,      54.9,     0.345,     0.346,     0.346,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     892.0,    2025.1,    1287.3,    1564.2,    5768.6,     680.3,    1448.7,     948.0,    1147.5,    4224.5,       4.8,      28.7,       9.4,       6.6,      49.5,      90.1,     190.2,     153.9,     128.0,     562.2,     116.9,     357.4,     176.0,     282.1,     932.4,    104.90,     16.23,     36.85,     23.47,     28.45,    105.00,     0.010,     0.019,     0.056,     0.003,     0.088
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2508.7,    5732.5,    3587.4,    4382.7,   16211.3,      55.0,      54.6,      54.0,      51.8,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,     0.482,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1085.7,    2481.0,    1552.7,    1896.9,    7016.3,     810.9,    1750.0,    1099.2,    1342.8,    5002.9,       3.1,      23.3,       8.7,       6.5,      41.6,     113.1,     238.3,     199.4,     168.8,     719.6,     158.9,     469.5,     245.4,     378.7,    1252.5,    127.57,     19.90,     45.98,     30.00,     34.49,    130.37,     0.144,     0.895,     1.772,         0,     2.811
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2545.1,    5741.2,    3615.4,    4341.6,   16243.3,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.992,     1.004,     1.052,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2293.7,    5174.0,    3258.2,    3912.7,   14638.6,    1700.6,    3619.6,    2274.9,    2745.7,   10340.8,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.29,     42.10,     96.02,     63.43,     71.18,    272.73,     0.371,     1.969,     4.135,     0.004,     6.479
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2498.1,    5636.6,    3544.0,    4252.5,   15931.2,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.011,     3.138,     2.956,     3.019,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6892.1,   15551.0,    9777.6,   11732.4,   43953.1,    5098.2,   10846.4,    6794.9,    8187.1,   30926.6,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    784.82,    124.03,    282.71,    185.48,    209.51,    801.73,     0.942,     5.201,    10.778,     0.018,    16.939
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2390.9,    5414.3,    3403.1,    4084.3,   15292.6,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.733,     2.827,     2.692,     2.739,      6384,     12768,      6384,     25536,     51072,      0.50,      0.56,      0.68,      0.23,      0.68,    6007.6,   13604.3,    8550.9,   10262.6,   38425.4,    4401.7,    9412.9,    5877.1,    7073.9,   26765.6,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    686.20,    107.94,    246.55,    160.49,    183.27,    698.25,     0.633,     3.717,     7.661,     0.004,    12.015
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2313.9,    5266.3,    3304.4,    3960.2,   14844.8,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.646,     3.756,     3.599,     3.653,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7770.9,   17686.0,   11097.3,   13299.7,   49853.9,    5627.9,   12097.4,    7527.4,    9037.9,   34290.6,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.38,    139.51,    319.92,    207.03,    237.54,    904.00,     0.686,     4.185,     8.657,     0.005,    13.533
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1657.6,    3925.1,    2380.4,    2919.7,   10882.8,      56.0,      55.9,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.863,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12125.4,   28712.4,   17412.8,   21357.9,   79608.5,    7919.3,   17900.7,   10522.0,   12923.5,   49265.5,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.65,    216.72,    514.25,    314.00,    381.41,   1426.38,     0.179,     1.570,     2.926,     0.002,     4.677
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1634.4,    3869.6,    2347.7,    2880.0,   10731.7,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.34,      0.42,      0.53,      0.17,      0.53,   14436.1,   34178.8,   20736.4,   25438.1,   94789.4,    9419.1,   21240.7,   12488.5,   15342.3,   58490.6,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.74,    257.99,    612.02,    373.71,    454.27,   1697.99,     0.190,     1.745,     3.241,         0,     5.176
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1611.0,    3807.0,    2308.3,    2827.9,   10554.2,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12159.7,   28735.1,   17423.0,   21344.9,   79662.7,    7910.3,   17798.1,   10448.7,   12793.0,   48950.1,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.55,    217.29,    514.40,    313.76,    381.17,   1426.62,     0.146,     1.350,     2.512,     0.004,     4.012
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1611.0,    3807.0,    2308.3,    2827.9,   10554.2,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8090.1,   19117.9,   11591.8,   14201.1,   53000.9,    5262.8,   11841.4,    6951.6,    8511.5,   32567.3,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.50,    144.58,    342.26,    208.76,    253.60,    949.20,     0.101,     0.897,     1.678,     0.003,     2.679
