SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3158.8,    5316.7,    3889.5,    4616.4,   16981.4,      46.0,      41.4,      45.0,      40.2,      45.9,      43.3,     0.497,     0.554,     0.508,     0.570,     0.498,     0.528,      5984,     11969,      5984,     23937,     47874,      0.77,      0.48,      0.84,      0.23,      0.84,    1203.3,    2025.2,    1481.6,    1758.4,    6468.5,    1078.2,    1709.8,    1347.5,    1605.3,    5740.8,      16.7,      84.8,      26.4,      23.4,     151.3,      79.3,     139.2,      82.0,      82.8,     383.3,      29.1,      91.4,      25.6,      47.0,     193.1,    140.72,     29.05,     45.05,     36.87,     38.29,    149.26,     2.973,     0.999,     4.743,     0.031,     8.746
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3468.9,    5893.4,    4302.1,    5098.8,   18763.2,      40.0,      39.3,      39.8,      39.0,      40.0,      39.6,     0.418,     0.426,     0.419,     0.428,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.49,      0.14,      0.49,     965.3,    1639.9,    1197.1,    1418.8,    5221.1,     859.7,    1370.3,    1081.7,    1290.9,    4602.6,      15.2,      74.2,      22.9,      19.0,     131.3,      66.2,     118.4,      70.4,      69.0,     324.0,      24.1,      76.9,      22.0,      39.9,     162.9,    130.61,     24.58,     41.19,     30.67,     35.49,    131.93,     0.456,     0.156,     0.731,         0,     1.343
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3909.8,    6945.1,    4959.5,    5961.0,   21775.4,      40.0,      39.2,      39.7,      38.6,      40.0,      39.4,     0.339,     0.346,     0.342,     0.352,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.47,      0.34,      0.54,      0.16,      0.54,     884.2,    1570.5,    1121.5,    1347.9,    4924.1,     775.0,    1286.1,     995.0,    1209.9,    4266.0,      13.8,      73.6,      25.1,      21.1,     133.6,      68.6,     127.7,      75.9,      74.9,     347.1,      26.7,      83.0,      25.5,      42.0,     177.2,    123.10,     22.56,     39.58,     29.04,     33.71,    124.89,     0.473,     0.324,     1.020,     0.002,     1.819
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4160.7,    7550.5,    5254.7,    6619.0,   23584.9,      40.0,      38.6,      39.5,      38.0,      39.9,      39.1,     0.669,     0.694,     0.676,     0.703,     0.669,     0.683,     11148,     22296,     11148,     44592,     89184,      0.54,      0.38,      0.59,      0.18,      0.59,    1852.9,    3362.4,    2340.0,    2947.6,   10502.9,    1621.2,    2766.8,    2077.4,    2654.2,    9119.6,      28.5,     145.1,      46.1,      42.8,     262.5,     145.7,     268.9,     159.3,     152.6,     726.5,      57.5,     181.6,      57.3,      97.9,     394.3,    262.79,     48.03,     85.11,     61.50,     73.79,    268.43,     1.734,     0.975,     3.009,     0.043,     5.761
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4948.4,    9179.0,    6370.3,    7883.1,   28380.8,      40.0,      37.5,      39.1,      36.3,      40.0,      38.4,     0.373,     0.399,     0.383,     0.413,     0.374,     0.390,     11148,     22296,     11148,     44592,     89184,      0.63,      0.47,      0.70,      0.21,      0.70,    1232.5,    2286.3,    1586.8,    1963.6,    7069.2,    1074.1,    1870.3,    1395.9,    1753.9,    6094.2,      18.1,      97.5,      30.4,      28.6,     174.6,      97.5,     185.7,     114.5,     105.7,     503.4,      42.8,     132.9,      46.0,      75.3,     297.0,    176.52,     32.86,     58.54,     43.72,     49.08,    184.20,     2.156,     1.439,     4.176,     0.061,     7.832
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    9247.3,   17657.8,   11885.2,   13895.0,   52685.3,      44.9,      41.6,      43.3,      37.4,      44.9,      41.9,     0.596,     0.645,     0.618,     0.719,     0.596,     0.640,     16542,     33084,     16542,     66168,    132336,      0.77,      0.63,      0.88,      0.25,      0.88,    4126.1,    7878.8,    5303.1,    6199.8,   23507.8,    3210.5,    5618.2,    4142.3,    4881.4,   17852.4,      77.3,     360.7,     120.4,     107.5,     665.9,     500.5,     939.5,     629.6,     572.9,    2642.5,     337.8,     960.4,     410.9,     638.0,    2347.1,    523.26,     99.18,    181.97,    141.94,    138.00,    561.09,     7.630,     6.614,    24.372,         0,    38.616
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    8090.2,   15354.0,   10603.6,   12948.5,   46996.3,      45.0,      42.3,      44.4,      39.7,      45.0,      43.1,     0.360,     0.385,     0.366,     0.410,     0.360,     0.378,     16542,     33084,     16542,     66168,    132336,      0.73,      0.54,      0.84,      0.24,      0.84,    2188.1,    4152.7,    2867.8,    3502.0,   12710.6,    1779.7,    3086.3,    2318.6,    2864.0,   10048.6,      36.2,     167.0,      54.6,      53.3,     311.1,     218.3,     433.0,     289.3,     261.0,    1201.6,     153.9,     466.3,     205.2,     323.8,    1149.2,    282.20,     51.72,     93.57,     72.18,     77.75,    295.22,     3.305,     1.384,     8.847,         0,    13.536
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6471.9,   12860.6,    8450.3,   11025.3,   38808.1,      45.0,      39.5,      42.9,      35.0,      45.0,      40.8,     0.584,     0.670,     0.613,     0.756,     0.585,     0.646,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2834.6,    5632.8,    3701.1,    4829.0,   16997.5,    2305.2,    4254.0,    2985.7,    3956.9,   13501.8,      39.2,     187.1,      56.6,      52.6,     335.5,     274.8,     526.9,     361.4,     336.4,    1499.5,     215.5,     664.9,     297.4,     483.1,    1660.9,    377.97,     71.80,    131.42,    105.61,    107.42,    416.25,     9.222,     6.164,    24.108,     0.037,    39.531
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6471.9,   12860.6,    8450.3,   11025.3,   38808.1,      45.0,      39.5,      42.9,      35.0,      44.9,      40.8,     0.580,     0.665,     0.608,     0.750,     0.580,     0.641,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.29,      0.94,    2812.0,    5588.0,    3671.6,    4790.5,   16862.1,    2286.8,    4220.1,    2961.9,    3925.5,   13394.3,      38.9,     185.6,      56.1,      52.1,     332.7,     272.6,     522.7,     358.6,     333.7,    1487.6,     213.8,     659.5,     295.0,     479.2,    1647.5,    375.08,     71.25,    130.40,    104.79,    106.59,    413.03,     9.138,     6.114,    23.918,     0.027,    39.197
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4662.8,    9706.1,    6389.0,    8023.5,   28781.4,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.770,     0.768,     0.790,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3263.2,    6792.7,    4471.3,    5615.2,   20142.4,    2637.4,    5114.0,    3549.3,    4481.3,   15782.0,      42.0,     183.2,      52.6,      49.7,     327.5,     291.9,     607.7,     446.6,     398.2,    1744.4,     291.9,     887.7,     422.7,     685.8,    2288.1,    366.08,     59.86,    124.22,     84.06,    102.05,    370.19,     0.565,     0.778,     2.875,         0,     4.218
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4051.8,    8642.3,    5590.9,    7009.3,   25294.3,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.45,      0.44,      0.57,      0.17,      0.57,    2233.3,    4763.5,    3081.7,    3863.5,   13942.0,    1773.6,    3532.9,    2393.7,    3025.6,   10725.8,      27.6,     124.0,      35.8,      25.9,     213.3,     210.6,     435.1,     326.4,     286.1,    1258.2,     221.6,     671.5,     325.8,     525.9,    1744.8,    253.43,     40.73,     86.88,     56.88,     70.23,    254.72,     0.138,     0.296,     0.887,     0.002,     1.323
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2992.5,    6649.1,    4210.3,    5215.4,   19067.3,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.986,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2694.3,    5986.6,    3790.8,    4695.7,   17167.4,    2087.7,    4329.3,    2832.9,    3503.6,   12753.5,      18.0,      97.0,      24.3,      19.8,     159.1,     259.1,     546.1,     431.3,     370.1,    1606.6,     329.6,    1014.2,     502.3,     802.2,    2648.3,    312.27,     49.03,    108.99,     69.15,     85.42,    312.59,     0.021,     0.085,     0.215,     0.002,     0.323
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3036.0,    6758.3,    4362.1,    5267.4,   19423.8,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     588.9,    1310.9,     846.1,    1021.7,    3767.6,     453.5,     946.5,     635.1,     763.1,    2798.2,       4.1,      23.3,       5.4,       6.6,      39.4,      58.7,     122.7,      97.7,      80.3,     359.4,      72.5,     218.4,     107.8,     171.7,     570.4,     68.51,     10.71,     23.86,     15.43,     18.58,     68.58,     0.003,     0.026,     0.055,         0,     0.084
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2842.7,    6403.4,    4091.7,    4953.2,   18291.0,      55.0,      54.9,      54.9,      54.8,      55.0,      54.9,     0.345,     0.346,     0.346,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     900.0,    2027.5,    1295.5,    1568.3,    5791.3,     688.4,    1450.8,     954.7,    1151.6,    4245.5,       4.8,      28.8,       9.8,       6.6,      50.0,      90.1,     190.3,     155.0,     128.0,     563.4,     116.9,     357.6,     176.0,     282.1,     932.6,    105.32,     16.38,     36.90,     23.62,     28.52,    105.42,     0.002,     0.036,     0.052,     0.009,     0.099
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2517.5,    5738.2,    3598.4,    4396.4,   16250.5,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,     0.483,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1089.6,    2483.6,    1557.4,    1902.8,    7033.4,     814.5,    1752.0,    1103.9,    1348.8,    5019.2,       3.1,      23.3,       8.7,       6.5,      41.6,     113.2,     238.5,     199.5,     168.8,     720.0,     158.9,     469.7,     245.4,     378.7,    1252.7,    127.88,     19.97,     46.02,     30.13,     34.60,    130.72,     0.146,     0.900,     1.804,         0,     2.850
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2540.3,    5746.8,    3616.3,    4341.1,   16244.5,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.992,     1.004,     1.052,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2289.3,    5179.1,    3259.0,    3912.3,   14639.7,    1696.3,    3624.6,    2275.8,    2745.2,   10341.9,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.31,     42.02,     96.12,     63.45,     71.17,    272.76,     0.369,     1.980,     4.142,     0.002,     6.493
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2492.8,    5644.0,    3543.3,    4251.0,   15931.1,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.012,     3.138,     2.956,     3.019,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6877.5,   15571.4,    9775.7,   11728.3,   43952.9,    5083.6,   10866.9,    6793.0,    8182.9,   30926.4,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    784.81,    123.77,    283.13,    185.43,    209.43,    801.76,     0.931,     5.249,    10.757,     0.009,    16.946
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2384.6,    5423.7,    3396.6,    4088.3,   15293.2,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.826,     2.692,     2.739,      6384,     12768,      6384,     25536,     51072,      0.50,      0.56,      0.68,      0.23,      0.68,    5991.7,   13628.0,    8534.6,   10272.6,   38426.9,    4385.9,    9436.6,    5860.8,    7084.0,   26767.3,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    686.23,    107.66,    247.02,    160.12,    183.45,    698.25,     0.624,     3.770,     7.582,     0.005,    11.981
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2308.6,    5274.7,    3296.4,    3964.7,   14844.4,      56.0,      55.7,      55.3,      53.6,      56.0,      55.2,     3.599,     3.617,     3.647,     3.754,     3.599,     3.653,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7753.1,   17714.2,   11070.4,   13314.8,   49852.5,    5610.1,   12125.6,    7500.5,    9053.0,   34289.2,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.36,    139.19,    320.47,    206.45,    237.81,    903.92,     0.683,     4.249,     8.549,     0.005,    13.486
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1656.6,    3929.7,    2379.1,    2920.2,   10885.6,      56.0,      55.9,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.911,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12118.1,   28746.1,   17403.2,   21361.5,   79628.9,    7912.0,   17934.4,   10512.5,   12927.2,   49286.1,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1422.02,    216.59,    514.86,    313.83,    381.48,   1426.76,     0.180,     1.583,     2.910,     0.010,     4.683
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1633.4,    3874.4,    2346.0,    2880.6,   10734.4,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.53,      0.17,      0.53,   14427.3,   34221.2,   20721.4,   25443.4,   94813.3,    9410.3,   21283.1,   12473.5,   15347.6,   58514.5,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1693.17,    257.83,    612.79,    373.43,    454.37,   1698.42,     0.202,     1.764,     3.239,     0.006,     5.211
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1610.0,    3812.6,    2304.5,    2829.4,   10556.5,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.092,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12152.2,   28777.4,   17394.3,   21356.2,   79680.1,    7902.7,   17840.4,   10420.0,   12804.4,   48967.5,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.86,    217.15,    515.17,    313.23,    381.37,   1426.92,     0.138,     1.357,     2.502,     0.017,     4.014
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1610.0,    3812.6,    2304.5,    2829.4,   10556.5,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8085.0,   19146.0,   11572.7,   14208.7,   53012.4,    5257.8,   11869.5,    6932.5,    8519.0,   32578.8,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.70,    144.49,    342.77,    208.41,    253.74,    949.41,     0.101,     0.909,     1.665,     0.013,     2.688
