SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3130.0,    5148.1,    3779.0,    4426.8,   16483.9,      44.5,      38.9,      43.3,      37.8,      44.5,      41.3,     0.636,     0.730,     0.653,     0.752,     0.636,     0.686,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.81,      0.22,      0.81,    1477.1,    2429.4,    1783.3,    2089.0,    7778.8,    1328.7,    2056.4,    1621.8,    1909.9,    6916.8,      18.4,     100.1,      31.7,      26.5,     176.7,      95.0,     165.8,      99.0,      97.9,     457.7,      34.9,     107.1,      31.0,      54.7,     227.7,    174.62,     37.93,     56.08,     47.22,     46.94,    188.17,     4.917,     1.534,     7.329,     0.050,    13.830
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3206.5,    5303.4,    3869.9,    4552.1,   16931.9,      46.0,      41.4,      45.0,      40.4,      45.9,      43.4,     0.497,     0.554,     0.508,     0.567,     0.498,     0.528,      5984,     11969,      5984,     23937,     47874,      0.78,      0.48,      0.83,      0.23,      0.83,    1221.4,    2020.1,    1474.1,    1734.0,    6449.6,    1096.4,    1704.8,    1339.4,    1580.7,    5721.3,      16.7,      84.8,      26.4,      23.4,     151.3,      79.2,     139.2,      82.4,      82.8,     383.6,      29.1,      91.4,      26.0,      47.0,     193.5,    140.31,     29.50,     44.94,     36.49,     37.75,    148.68,     3.017,     0.988,     4.515,     0.023,     8.543
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3497.0,    5874.2,    4271.6,    5035.1,   18677.9,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.425,     0.419,     0.427,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.49,      0.13,      0.49,     973.1,    1634.6,    1188.6,    1401.1,    5197.4,     868.1,    1365.0,    1072.8,    1273.1,    4579.0,      15.2,      74.2,      22.9,      19.0,     131.3,      66.0,     118.4,      70.7,      69.0,     324.1,      23.7,      76.9,      22.3,      39.9,     162.8,    130.01,     24.78,     41.05,     30.41,     35.05,    131.29,     0.451,     0.161,     0.694,     0.002,     1.308
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3963.6,    6937.3,    4954.5,    5900.1,   21755.5,      40.0,      39.2,      39.7,      38.7,      40.0,      39.4,     0.339,     0.346,     0.342,     0.351,     0.339,     0.344,     11148,     22296,     11148,     44592,     89184,      0.47,      0.34,      0.53,      0.16,      0.53,     896.2,    1568.7,    1120.3,    1334.2,    4919.4,     787.3,    1284.3,     993.5,    1196.2,    4261.3,      13.8,      73.6,      25.1,      21.1,     133.6,      68.6,     127.7,      76.1,      74.9,     347.3,      26.7,      83.1,      25.7,      42.0,     177.5,    122.99,     22.85,     39.53,     28.97,     33.36,    124.71,     0.455,     0.320,     0.975,     0.007,     1.757
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4210.5,    7508.2,    5268.3,    6517.0,   23504.0,      40.0,      38.6,      39.5,      38.1,      39.9,      39.1,     0.669,     0.693,     0.676,     0.703,     0.669,     0.683,     11148,     22296,     11148,     44592,     89184,      0.54,      0.38,      0.59,      0.17,      0.59,    1875.0,    3343.5,    2346.1,    2902.2,   10466.8,    1643.4,    2747.5,    2078.5,    2608.8,    9078.2,      28.5,     145.2,      46.1,      42.8,     262.6,     145.5,     269.2,     163.9,     152.6,     731.2,      57.5,     181.7,      57.7,      97.9,     394.8,    261.89,     48.56,     84.60,     61.64,     72.65,    267.45,     1.698,     0.943,     2.985,     0.040,     5.666
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    5003.3,    9141.1,    6396.8,    7794.0,   28335.2,      40.0,      37.6,      39.1,      36.3,      40.0,      38.4,     0.373,     0.399,     0.383,     0.413,     0.374,     0.390,     11148,     22296,     11148,     44592,     89184,      0.63,      0.47,      0.70,      0.21,      0.70,    1246.2,    2276.9,    1593.3,    1941.3,    7057.7,    1087.9,    1860.7,    1399.7,    1731.8,    6080.1,      18.1,      97.6,      30.4,      28.6,     174.7,      97.4,     185.8,     117.0,     105.7,     505.9,      42.8,     132.9,      46.3,      75.3,     297.3,    176.23,     33.16,     58.28,     43.92,     48.52,    183.88,     2.115,     1.430,     4.201,     0.054,     7.800
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    8931.8,   17499.0,   11723.9,   13480.1,   51634.8,      44.9,      42.3,      43.4,      37.8,      44.9,      42.2,     0.596,     0.634,     0.617,     0.710,     0.596,     0.636,     16542,     33084,     16542,     66168,    132336,      0.74,      0.63,      0.87,      0.24,      0.87,    3985.3,    7807.9,    5231.1,    6014.7,   23039.0,    3065.8,    5546.2,    4051.9,    4696.2,   17360.1,      77.2,     361.0,     121.1,     107.5,     666.8,     502.9,     939.8,     642.3,     572.9,    2657.9,     339.3,     960.7,     415.9,     638.0,    2353.9,    512.83,     94.20,    180.08,    138.40,    133.88,    546.56,     5.691,     6.287,    22.334,         0,    34.312
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    7935.7,   15244.4,   10506.9,   12652.1,   46339.1,      45.0,      42.6,      44.4,      40.0,      45.0,      43.2,     0.360,     0.382,     0.366,     0.407,     0.360,     0.377,     16542,     33084,     16542,     66168,    132336,      0.72,      0.54,      0.83,      0.23,      0.83,    2146.3,    4123.0,    2841.7,    3421.9,   12532.9,    1736.1,    3055.5,    2287.3,    2783.8,    9862.7,      36.2,     167.2,      55.0,      53.3,     311.7,     219.8,     433.2,     292.7,     261.0,    1206.7,     154.2,     467.1,     206.6,     323.8,    1151.7,    278.25,     50.37,     92.85,     70.96,     75.97,    290.15,     2.877,     1.328,     8.172,         0,    12.377
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6388.8,   12817.8,    8411.9,   10879.0,   38497.5,      45.0,      39.9,      42.9,      35.3,      45.0,      41.0,     0.584,     0.663,     0.613,     0.750,     0.585,     0.643,     11376,     22752,     11376,     45504,     91008,      0.83,      0.67,      0.94,      0.29,      0.94,    2798.3,    5614.1,    3684.3,    4764.9,   16861.6,    2264.4,    4230.8,    2963.4,    3892.8,   13351.4,      39.8,     189.7,      57.2,      52.6,     339.3,     278.6,     528.3,     365.5,     336.4,    1508.8,     215.5,     665.4,     298.3,     483.1,    1662.3,    374.95,     70.18,    130.86,    104.38,    105.99,    411.41,     8.351,     6.026,    23.204,     0.031,    37.612
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6388.8,   12817.8,    8411.9,   10879.0,   38497.5,      45.0,      39.9,      42.9,      35.3,      44.9,      41.0,     0.580,     0.658,     0.608,     0.744,     0.580,     0.639,     11376,     22752,     11376,     45504,     91008,      0.83,      0.67,      0.94,      0.29,      0.94,    2776.0,    5569.4,    3655.0,    4726.9,   16727.3,    2246.4,    4197.1,    2939.8,    3861.9,   13245.2,      39.5,     188.2,      56.7,      52.1,     336.5,     276.3,     524.1,     362.6,     333.7,    1496.7,     213.8,     660.1,     295.9,     479.2,    1649.0,    372.08,     69.65,    129.88,    103.59,    105.17,    408.29,     8.307,     6.011,    23.034,     0.020,    37.372
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4658.4,    9704.7,    6395.2,    7945.3,   28703.6,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.770,     0.768,     0.790,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3260.1,    6791.7,    4475.6,    5560.4,   20087.8,    2630.4,    5111.8,    3550.3,    4426.6,   15719.1,      42.0,     183.6,      53.2,      49.7,     328.5,     295.9,     608.1,     448.1,     398.2,    1750.3,     291.9,     888.2,     424.1,     685.8,    2290.0,    365.09,     59.80,    124.21,     84.15,    101.05,    369.21,     0.562,     0.793,     2.894,         0,     4.249
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4053.9,    8655.5,    5619.6,    6945.5,   25274.5,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.58,      0.17,      0.58,    2234.5,    4770.8,    3097.4,    3828.3,   13931.0,    1771.6,    3539.2,    2406.8,    2990.5,   10708.1,      27.6,     124.2,      36.4,      25.9,     214.1,     213.7,     435.4,     327.6,     286.1,    1262.8,     221.6,     672.0,     326.8,     525.9,    1746.3,    253.23,     40.76,     87.02,     57.20,     69.59,    254.57,     0.133,     0.291,     0.916,     0.001,     1.341
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2999.5,    6653.0,    4235.0,    5197.5,   19085.0,      55.0,      54.9,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.984,     0.986,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2700.6,    5990.1,    3813.0,    4679.6,   17183.3,    2089.7,    4331.4,    2854.9,    3487.5,   12763.5,      18.0,      97.2,      24.3,      19.8,     159.3,     263.3,     546.6,     431.5,     370.1,    1611.5,     329.6,    1014.9,     502.4,     802.2,    2649.1,    312.56,     49.15,    109.05,     69.57,     85.12,    312.89,     0.024,     0.100,     0.215,         0,     0.339
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3041.8,    6769.9,    4369.2,    5262.7,   19443.6,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.32,      0.36,      0.44,      0.14,      0.44,     590.0,    1313.2,     847.5,    1020.8,    3771.5,     454.1,     948.6,     637.2,     762.2,    2802.1,       4.1,      23.3,       5.4,       6.6,      39.4,      59.3,     122.8,      97.0,      80.3,     359.4,      72.5,     218.5,     107.9,     171.7,     570.6,     68.58,     10.73,     23.90,     15.46,     18.56,     68.65,     0.003,     0.030,     0.058,         0,     0.091
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2846.9,    6404.1,    4098.9,    4961.0,   18310.9,      55.0,      55.0,      55.0,      54.9,      55.0,      54.9,     0.345,     0.346,     0.346,     0.346,     0.345,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     901.4,    2027.7,    1297.8,    1570.8,    5797.7,     688.8,    1450.7,     958.0,    1154.1,    4251.6,       4.8,      28.8,       9.8,       6.6,      50.0,      91.0,     190.5,     154.0,     128.0,     563.5,     116.9,     357.7,     176.1,     282.1,     932.8,    105.44,     16.40,     36.90,     23.66,     28.56,    105.52,     0.004,     0.025,     0.064,         0,     0.093
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2525.0,    5739.7,    3606.2,    4380.8,   16251.7,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.503,     0.472,     0.483,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1092.8,    2484.2,    1560.8,    1896.1,    7033.9,     816.6,    1752.2,    1107.1,    1342.0,    5017.9,       3.1,      23.3,       8.7,       6.5,      41.6,     114.4,     238.7,     199.5,     168.8,     721.4,     158.9,     469.9,     245.4,     378.7,    1252.9,    127.89,     20.03,     46.04,     30.21,     34.47,    130.75,     0.150,     0.895,     1.832,         0,     2.877
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2540.6,    5740.2,    3620.0,    4334.8,   16235.6,      55.0,      54.5,      53.9,      51.3,      55.0,      53.7,     0.984,     0.992,     1.004,     1.053,     0.984,     1.007,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2289.6,    5173.2,    3262.3,    3906.6,   14631.7,    1696.5,    3618.6,    2279.1,    2739.5,   10333.7,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.16,     42.02,     96.00,     63.54,     71.07,    272.63,     0.363,     1.950,     4.168,     0.007,     6.488
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2492.8,    5635.3,    3546.6,    4245.7,   15920.4,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.011,     3.139,     2.956,     3.019,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6877.5,   15547.4,    9784.8,   11713.6,   43923.3,    5083.6,   10842.9,    6802.2,    8168.4,   30897.1,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    784.28,    123.77,    282.64,    185.64,    209.17,    801.22,     0.931,     5.193,    10.806,     0.011,    16.941
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2386.6,    5417.2,    3405.4,    4080.6,   15289.8,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.828,     2.692,     2.739,      6384,     12768,      6384,     25536,     51072,      0.50,      0.56,      0.68,      0.23,      0.68,    5996.8,   13611.6,    8556.7,   10253.2,   38418.3,    4390.9,    9420.2,    5882.9,    7064.6,   26758.6,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    686.08,    107.75,    246.69,    160.62,    183.11,    698.17,     0.624,     3.731,     7.683,     0.013,    12.051
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2310.6,    5269.2,    3305.7,    3955.0,   14840.5,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.647,     3.756,     3.599,     3.653,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7759.8,   17695.7,   11101.7,   13282.2,   49839.4,    5616.8,   12107.1,    7531.7,    9020.5,   34276.1,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.12,    139.31,    320.11,    207.11,    237.23,    903.76,     0.683,     4.207,     8.673,     0.008,    13.571
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1656.6,    3925.6,    2381.1,    2912.7,   10876.0,      56.0,      55.9,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12118.1,   28716.1,   17417.9,   21306.7,   79558.8,    7912.0,   17904.4,   10527.1,   12872.3,   49215.8,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1420.76,    216.59,    514.32,    314.10,    380.50,   1425.51,     0.180,     1.577,     2.923,     0.009,     4.689
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1633.4,    3870.3,    2348.0,    2873.3,   10725.0,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.34,      0.42,      0.53,      0.17,      0.53,   14427.3,   34185.0,   20739.0,   25378.9,   94730.2,    9410.3,   21246.9,   12491.2,   15283.2,   58431.6,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1691.68,    257.83,    612.13,    373.76,    453.21,   1696.93,     0.202,     1.744,     3.245,     0.009,     5.200
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1610.0,    3808.5,    2305.5,    2822.9,   10546.9,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.092,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12152.2,   28746.5,   17401.9,   21307.2,   79607.8,    7902.7,   17809.4,   10427.5,   12755.3,   48894.9,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1421.57,    217.15,    514.61,    313.37,    380.49,   1425.62,     0.138,     1.346,     2.510,     0.011,     4.005
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1610.0,    3808.5,    2305.5,    2822.9,   10546.9,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.425,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8085.0,   19125.4,   11577.7,   14176.0,   52964.1,    5257.8,   11848.9,    6937.6,    8486.4,   32530.7,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    945.84,    144.49,    342.39,    208.50,    253.16,    948.54,     0.101,     0.889,     1.682,     0.001,     2.673
