STOPID,SegID,Direction
440460_4461780,2965_001.6,EB
413000_4547560,1464_002.5,EB
431640_4425740,0006_158.9,EB
436360_4469720,2897_002.3,EB
414260_4470000,0073_031.3,EB
262580_4113240,Dixie_5014,EB
426160_4488540,2049_001.0,EB
431060_4626540,Cache_4014,EB
419100_4510380,2290_003.6,EB
405780_4564820,WFRC_8455,EB
412760_4588640,1085_000.4,EB
604720_4222380,2444_000.0,EB
410080_4469300,MAG_6719,EB
430920_4468500,MAG_6203,EB
477160_4238200,0024_079.3,EB
420980_4538700,WFRC_8264,EB
417020_4635000,0023_018.1,EB
415020_4503940,2156_010.6,EB
420560_4493400,0209_009.7,EB
418140_4468400,2881_010.3,EB
419040_4503920,2040_014.6,EB
423640_4482540,WFRC_8424,EB
389540_4488360,2690_000.5,EB
444160_4461000,2960_004.1,EB
321660_4181640,1784_010.2,EB
434720_4471540,2894_000.9,EB
417280_4471620,MAG_6162,EB
425380_4317800,2514_000.0,EB
414080_4458100,MAG_6223,EB
418820_4468380,2881_010.8,EB
408960_4467220,0073_027.7,EB
512660_4384620,1314_002.0,EB
424560_4513300,2326_000.0,EB
518300_4372280,1318_000.0,EB
623760_4095600,0191_000.0,EB
415620_4463340,MAG_6608,EB
423960_4490180,2078_000.0,EB
462640_4497180,0319_000.0,EB
438180_4435260,MAG_6867,EB
420600_4471640,MAG_6661,EB
411540_4559820,0108_010.8,EB
431100_4627820,1267_004.3,EB
335540_4189620,0015_075.2,EB
410440_4460560,MAG_6335,EB
405800_4601000,0013_009.2,EB
426300_4476140,2945_003.0,EB
425520_4513280,2264_005.5,EB
389580_4485960,0036_053.3,EB
414920_4492360,2156_003.1,EB
447320_4464460,0189_009.9,EB
412680_4628600,1136_000.0,EB
431520_4469500,2935_001.4,EB
391880_4228000,2006_000.0,EB
294860_4114240,Dixie_5146,EB
418360_4561180,3356_000.3,EB
278260_4102340,Dixie_5126,EB
410300_4515280,WFRC_8179,EB
587060_4453760,1550_003.2,EB
441200_4460140,0089_338.5,EB
276580_4106060,3221_000.5,EB
424760_4471120,2878_003.6,EB
423280_4512780,UTA_1001,EB
283740_4115440,0009_001.1,EB
429340_4489840,2216_000.0,EB
478860_4393060,0264_005.3,EB
430780_4601500,1164_000.0,EB
430780_4628880,0091_032.0,EB
431960_4473680,2995_001.1,EB
647160_4297160,1700_000.0,EB
566100_4456540,1544_005.3,EB
411800_4506400,2154_003.7,EB
444520_4451140,2999_000.3,EB
596940_4461880,2762_000.0,EB
645740_4192980,0491_000.0,EB
409620_4463820,MAG_6326,EB
437560_4434940,0115_001.2,EB
429980_4469920,MAG_6298,EB
444200_4440000,0156_000.2,EB
435540_4430520,MAG_6469,EB
425400_4504400,2264_000.0,EB
419100_4509580,2254_000.0,EB
377880_4315420,0100_002.6,EB
425400_4527360,1422_000.7,EB
262760_4103180,Dixie_5016,EB
416800_4549140,0015_331.6,EB
425040_4513060,2322_003.3,EB
393280_4504560,UDOT_7047,EB
410100_4495140,WFRC_8302,EB
423120_4483720,2149_001.7,EB
422840_4512580,0015_307.5,EB
430460_4554440,0084_092.3,EB
418120_4490600,2094_000.5,EB
420580_4546020,0109_001.1,EB
432840_4332100,0137_002.3,EB
442880_4445580,0077_005.8,EB
511260_4394700,0006_230.0,EB
432700_4630540,1266_001.1,EB
405780_4293020,0120_003.2,EB
426280_4457860,MAG_6239,EB
412600_4491300,0085_012.5,EB
420640_4500680,0068_051.3,EB
486400_4392480,0096_002.7,EB
444280_4246780,1666_044.2,EB
277820_4106860,3167_001.4,EB
411620_4115900,1860_000.0,EB
432840_4436700,0147_001.0,EB
426220_4485820,2183_000.6,EB
423860_4482700,UTA_7591,EB
418800_4481340,2040_001.0,EB
442520_4458280,2976_001.0,EB
420680_4573200,3453_000.0,EB
410840_4465700,MAG_6536,EB
418620_4562540,0079_003.8,EB
627260_4477020,2807_000.0,EB
410440_4458140,MAG_6734,EB
416740_4517440,2374_000.0,EB
428340_4610220,1177_000.0,EB
446020_4239100,3253_000.0,EB
420260_4543420,0015_325.6,EB
436880_4431500,2843_000.2,EB
393100_4505060,UDOT_7063,EB
393600_4505780,UDOT_7063,EB
393240_4233700,0089_164.8,EB
633540_4206440,2432_000.0,EB
438320_4462620,0052_000.5,EB
498540_4390500,1304_012.2,EB
414040_4569080,0015_346.7,EB
422540_4470580,2933_002.0,EB
437260_4469000,2994_000.0,EB
420460_4483760,0068_040.8,EB
362000_4272100,0070_001.4,EB
420620_4468380,2881_011.9,EB
424840_4526280,0068_069.2,EB
518160_4408540,0191_260.2,EB
411780_4502380,2154_000.0,EB
426440_4513520,2346_000.0,EB
442600_4431000,3039_001.7,EB
282120_4110380,Dixie_5184,EB
387420_4486120,2683_000.4,EB
457100_4500920,0224_005.7,EB
425580_4472360,2929_001.5,EB
451300_4467480,2826_000.0,EB
404500_4626540,0013_024.2,EB
418580_4622560,0030_102.4,EB
488320_4489720,0035_009.6,EB
425400_4317100,0256_000.0,EB
411780_4503980,2154_002.2,EB
472320_4262000,3252_005.3,EB
423340_4512840,WFRC_8224,EB
415720_4495580,2161_003.2,EB
435480_4468020,2978_000.5,EB
465900_4518080,0032_028.9,EB
622340_4479300,2788_000.2,EB
426960_4511580,2292_005.0,EB
431000_4426160,0006_158.5,EB
463960_4489740,0032_000.0,EB
415400_4461040,MAG_6817,EB
277020_4108480,Dixie_5005,EB
410780_4562100,3358_001.9,EB
440780_4464240,2946_004.1,EB
433440_4396020,0132_036.5,EB
438640_4467100,MAG_6016,EB
442700_4437440,MAG_6128,EB
328840_4287200,1892_000.0,EB
422960_4512220,0269_001.7,EB
470640_4217960,0012_106.6,EB
419800_4497460,2104_002.7,EB
419640_4482520,2038_000.5,EB
442860_4456480,2962_000.0,EB
430800_4619120,Cache_4032,EB
269580_4109840,3162_000.0,EB
412800_4495920,2036_001.3,EB
315560_4259440,1030_000.0,EB
426760_4497180,2116_001.3,EB
425320_4487740,2055_000.5,EB
426640_4614300,1180_000.0,EB
413400_4503980,0172_003.0,EB
410460_4494360,0111_001.3,EB
447020_4435880,2866_002.3,EB
417100_4507200,0154_019.5,EB
447360_4511580,0080_138.9,EB
416380_4486200,2030_010.8,EB
430960_4619680,1197_004.2,EB
425900_4504380,2172_011.3,EB
423040_4500720,2118_002.3,EB
414680_4466620,MAG_6621,EB
473320_4385340,2494_020.6,EB
426300_4476140,0092_001.4,EB
418260_4437480,0068_009.1,EB
400800_4618380,0015_379.3,EB
474820_4303200,0010_008.6,EB
262560_4111480,Dixie_5015,EB
424180_4504380,2172_010.2,EB
272340_4110120,0034_001.7,EB
276640_4109300,3159_003.2,EB
518520_4449960,1557_000.0,EB
438440_4460180,2964_000.5,EB
431020_4621120,0089_459.2,EB
412160_4546280,1500_000.0,EB
407760_4505640,0111_009.1,EB
420420_4482520,2066_000.0,EB
268820_4102040,Dixie_5043,EB
420620_4499760,0215_011.5,EB
426800_4619180,1184_005.7,EB
261400_4135760,0018_017.3,EB
423060_4509580,2254_002.5,EB
267740_4144340,3210_000.4,EB
406340_4463060,0073_023.8,EB
413280_4486580,2159_003.6,EB
438180_4435260,UTA_0987,EB
587960_4105140,2459_004.2,EB
413880_4553980,0126_006.7,EB
308640_4173740,UDOT_7068,EB
419840_4503560,2047_000.0,EB
295540_4128820,0015_027.5,EB
303640_4150600,0015_042.2,EB
407600_4560520,0037_009.6,EB
418140_4492560,2094_003.0,EB
415440_4549800,0126_003.3,EB
411080_4598740,0013_004.9,EB
267500_4118200,0018_003.8,EB
410640_4552420,0108_006.0,EB
437200_4469700,2899_000.8,EB
416560_4495880,2161_003.8,EB
253180_4120040,3186_016.3,EB
457620_4502380,2601_000.0,EB
441520_4452240,3014_000.0,EB
418980_4495860,0048_001.0,EB
461860_4376420,2477_000.6,EB
434400_4476000,0092_006.4,EB
423900_4488560,2093_000.0,EB
431140_4504340,2172_014.5,EB
428000_4583120,3300_005.3,EB
412400_4469260,MAG_6715,EB
461900_4352580,2494_000.0,EB
269520_4106520,3166_000.9,EB
410280_4513860,WFRC_8182,EB
516700_4384120,1348_000.4,EB
403420_4611960,1114_001.0,EB
295700_4114640,Dixie_5083,EB
421100_4543060,1444_000.4,EB
430220_4496140,2226_000.0,EB
434720_4470560,2900_002.2,EB
419160_4472120,MAG_6063,EB
355740_4252920,1016_004.9,EB
411680_4499160,0085_015.5,EB
437640_4436660,0115_002.3,EB
477740_4308160,0010_012.2,EB
440200_4445580,0077_004.2,EB
412420_4563680,3364_002.5,EB
647560_4142800,2416_019.7,EB
385320_4313680,0099_002.2,EB
433120_4621700,1212_003.2,EB
521460_4374880,1318_003.0,EB
261160_4161960,0018_040.3,EB
424700_4504400,2172_010.5,EB
439380_4441540,MAG_6365,EB
413240_4491700,2034_003.2,EB
568340_4445360,0040_097.7,EB
442600_4431000,2872_002.5,EB
428440_4618320,0252_001.1,EB
664000_4190100,2440_004.6,EB
409640_4460580,MAG_6342,EB
488420_4407320,0096_013.6,EB
295640_4113500,3188_012.6,EB
431860_4507320,0080_127.8,EB
426180_4491760,2080_005.7,EB
270140_4104700,3144_000.0,EB
430760_4627820,1267_004.6,EB
432440_4470140,2890_001.0,EB
441920_4454200,2975_000.0,EB
437760_4441540,0077_000.5,EB
429060_4502000,2144_001.3,EB
425900_4394960,1816_001.1,EB
418240_4503920,2172_006.5,EB
406020_4572240,3374_003.3,EB
442620_4456720,0089_336.5,EB
425000_4531260,1428_001.1,EB
419060_4557920,0089_409.6,EB
389960_4263400,0089_184.0,EB
426800_4486400,2072_000.5,EB
414080_4551580,1480_000.0,EB
584800_4460180,0040_113.2,EB
464960_4483740,0040_017.0,EB
426200_4486400,2045_000.5,EB
438420_4468980,2994_000.7,EB
427720_4484880,2068_000.6,EB
421900_4514280,2365_000.4,EB
417760_4547300,0126_000.8,EB
420860_4469900,MAG_6685,EB
431960_4624800,1255_000.8,EB
324820_4120820,3206_000.0,EB
262900_4186460,1738_000.0,EB
444020_4459360,2974_003.5,EB
423800_4413620,1828_004.5,EB
412080_4455680,MAG_6552,EB
266040_4183140,1732_003.9,EB
262760_4414760,1918_059.6,EB
426940_4511340,2306_001.5,EB
430800_4620700,1224_000.6,EB
390020_4487460,2688_001.5,EB
626240_4270600,0191_125.7,EB
425120_4475200,2878_006.2,EB
385600_4491440,UDOT_7057,EB
422300_4521620,WFRC_8249,EB
418920_4465940,MAG_6757,EB
620780_4476840,2792_000.0,EB
550980_4446060,0040_086.5,EB
414160_4593280,1086_000.0,EB
422600_4511380,2258_003.5,EB
460700_4641640,0089_492.1,EB
415420_4512020,2250_001.2,EB
391160_4486500,2671_000.0,EB
419780_4572100,WFRC_8078,EB
337040_4174500,0143_014.6,EB
426220_4496380,2091_000.0,EB
417440_4570480,0089_417.9,EB
510240_4385320,1314_000.0,EB
407440_4486060,WFRC_8037,EB
444200_4439720,0198_012.3,EB
623980_4270260,1697_003.0,EB
438740_4444780,MAG_6194,EB
437100_4468120,2990_000.3,EB
430980_4625440,1251_000.2,EB
441960_4441620,2831_003.3,EB
627180_4505560,0191_372.3,EB
425280_4483700,2052_000.0,EB
422500_4448600,MAG_6106,EB
581880_4448840,1552_002.4,EB
662540_4179640,2440_000.0,EB
440880_4437460,MAG_6093,EB
426940_4488520,2032_001.2,EB
296560_4117880,3193_005.0,EB
512560_4389960,1307_000.1,EB
419340_4470880,MAG_6693,EB
412260_4569600,3440_002.7,EB
353380_4454920,2672_000.0,EB
413240_4487260,2153_005.4,EB
420540_4490600,0151_002.0,EB
431120_4620280,1192_002.8,EB
624700_4481820,0191_353.1,EB
441280_4442800,MAG_6087,EB
425580_4470280,2882_000.5,EB
425920_4627360,1250_005.4,EB
473280_4279040,2568_014.0,EB
410160_4504000,2172_001.5,EB
441260_4393620,0132_042.3,EB
663880_4125980,2414_004.3,EB
360720_4112140,0089_068.4,EB
464840_4239060,0024_069.5,EB
444260_4250060,0024_052.7,EB
415380_4483780,WFRC_8125,EB
411240_4457300,MAG_6061,EB
431000_4620700,1228_000.3,EB
441200_4439980,MAG_6274,EB
419600_4563920,3404_001.8,EB
390240_4329520,0050_116.5,EB
508180_4449940,0040_058.3,EB
416320_4568940,3440_005.3,EB
439360_4439920,MAG_6300,EB
404500_4626540,0013_025.2,EB
592180_4455380,2730_004.3,EB
433300_4467480,MAG_6356,EB
425000_4510460,0089_377.3,EB
437540_4433840,0115_000.5,EB
464860_4480100,3118_001.3,EB
261240_4115640,3184_003.8,EB
416520_4493780,2107_004.7,EB
426200_4493400,0071_010.2,EB
380760_4619960,1068_000.0,EB
430240_4624040,Cache_4003,EB
437260_4465040,0114_008.6,EB
464140_4483760,3101_000.0,EB
425280_4512560,2308_000.3,EB
433600_4430920,MAG_6292,EB
446280_4448780,2848_001.3,EB
463820_4642280,0089_494.7,EB
298380_4120680,0009_012.5,EB
414080_4551580,0126_004.6,EB
371020_4610240,1076_000.7,EB
455600_4495200,3132_006.6,EB
321700_4633860,0030_064.7,EB
418280_4507220,2162_001.1,EB
612900_4437940,2763_000.0,EB
423820_4511860,UTA_7121,EB
409060_4555660,1506_002.1,EB
466920_4645140,0089_498.5,EB
403460_4284420,2536_000.0,EB
407280_4487980,WFRC_8114,EB
435540_4430520,MAG_6471,EB
436040_4437480,MAG_6188,EB
418100_4568840,3434_000.0,EB
446640_4438300,3063_000.8,EB
418440_4564420,3412_000.3,EB
272660_4110120,0034_001.9,EB
435360_4466120,2943_001.2,EB
411280_4460580,MAG_6778,EB
424740_4497840,2119_000.0,EB
432460_4466660,2939_000.2,EB
423380_4502220,2142_001.7,EB
518420_4385300,1347_000.0,EB
425140_4513780,2330_003.8,EB
421700_4473960,0194_000.0,EB
424220_4505920,UTA_7134,EB
412260_4554000,1504_003.5,EB
413380_4584460,0089_427.1,EB
278260_4102340,Dixie_5127,EB
395280_4618320,0102_011.5,EB
427880_4400160,1814_007.6,EB
457460_4500740,2582_000.0,EB
408740_4390620,0132_020.0,EB
326660_4271220,0257_012.3,EB
406580_4563640,WFRC_8432,EB
459420_4473480,3106_000.0,EB
414780_4507320,2156_012.1,EB
243140_4513920,2712_000.0,EB
428580_4492540,0209_015.0,EB
423840_4513540,2328_000.0,EB
392500_4251080,0089_175.5,EB
433140_4624760,1242_001.5,EB
445580_4447320,MAG_6084,EB
432540_4472360,0074_001.6,EB
419040_4494680,UTA_7316,EB
424060_4512580,0089_379.2,EB
441680_4440800,MAG_6403,EB
413180_4545960,1458_000.4,EB
432620_4619140,1192_001.3,EB
413380_4578320,0089_423.4,EB
433140_4625400,1251_001.5,EB
440980_4431000,2872_001.5,EB
432200_4427740,MAG_6447,EB
425120_4475200,0015_282.2,EB
422320_4482940,UTA_0996,EB
421440_4562700,3394_000.0,EB
425480_4312420,0089_227.1,EB
420580_4469600,2883_008.3,EB
416380_4486200,WFRC_8262,EB
406460_4462240,0073_023.2,EB
409980_4465280,MAG_6050,EB
580880_4459380,1581_000.0,EB
409220_4565360,3366_000.5,EB
408620_4513940,2251_001.1,EB
418800_4545880,0126_000.4,EB
423320_4540420,0089_396.8,EB
465620_4517580,0032_028.4,EB
422540_4538100,1427_000.1,EB
430640_4613980,Cache_4057,EB
428120_4505800,2266_003.3,EB
426640_4618240,1180_001.1,EB
438440_4461800,3015_001.9,EB
665300_4132540,2422_000.0,EB
414120_4576360,3458_000.0,EB
423180_4526300,0068_068.2,EB
409280_4470140,MAG_6231,EB
442500_4463420,2946_003.2,EB
316080_4169600,0130_000.0,EB
293220_4113080,Dixie_5113,EB
424020_4496860,UTA_2008,EB
437680_4461820,2954_000.0,EB
634460_4262420,1692_000.0,EB
440900_4459340,2974_001.5,EB
436360_4468620,2991_000.0,EB
414060_4565160,0126_013.7,EB
412540_4495120,2097_001.2,EB
417060_4548000,WFRC_8240,EB
393100_4505060,0036_065.8,EB
422500_4478380,2057_001.9,EB
420700_4508760,0068_056.3,EB
466160_4649940,0089_499.4,EB
262840_4114040,3240_000.0,EB
418880_4563460,3410_001.4,EB
439240_4465040,2966_005.1,EB
365260_4357040,0006_089.4,EB
626240_4270420,1699_000.1,EB
432240_4502880,2103_000.0,EB
418240_4549120,0232_001.3,EB
624020_4273520,0191_127.0,EB
399420_4282200,0070_031.7,EB
431760_4618260,1197_003.1,EB
441460_4451620,MAG_6008,EB
429860_4510400,2290_010.2,EB
592020_4468320,2752_000.0,EB
570280_4316040,0070_160.4,EB
426160_4500960,2130_000.8,EB
668860_4188440,0491_014.7,EB
406620_4554080,1504_000.0,EB
427580_4572980,3476_002.3,EB
426960_4512540,2180_006.6,EB
401760_4600480,1104_004.1,EB
628500_4268600,1695_001.0,EB
412500_4469160,0073_030.2,EB
444200_4435040,2872_006.0,EB
446740_4442100,0051_001.0,EB
420420_4559880,0203_002.3,EB
419540_4545880,0109_000.4,EB
458940_4502060,0248_001.4,EB
425280_4476060,0092_000.8,EB
352920_4117060,0089_077.5,EB
428680_4408240,0015_233.2,EB
602240_4483680,2728_000.0,EB
423880_4478060,2947_000.6,EB
458780_4540640,0084_115.4,EB
444220_4442360,MAG_6245,EB
308600_4172620,UDOT_7072,EB
422000_4481260,WFRC_8475,EB
647780_4126540,0162_012.8,EB
436020_4436680,MAG_6285,EB
378820_4263380,1990_000.0,EB
401780_4602180,1110_000.0,EB
449440_4446420,3088_000.0,EB
425420_4529480,1436_000.0,EB
406560_4490980,0209_000.6,EB
451720_4243920,0024_060.0,EB
431980_4470160,2890_000.8,EB
418620_4562320,WFRC_8031,EB
457600_4501060,2582_000.2,EB
576420_4445540,1534_028.4,EB
511600_4365800,1626_000.0,EB
426740_4496960,2230_000.0,EB
433140_4624080,1264_002.3,EB
438560_4545760,1976_000.0,EB
481860_4432700,2863_000.0,EB
480900_4431960,2863_000.0,EB
479680_4432060,2863_000.0,EB
422660_4497140,0048_003.3,EB
359360_4362020,1936_003.3,EB
416180_4545920,1458_002.3,EB
291440_4110700,Dixie_5177,EB
425500_4313060,0089_227.5,EB
423640_4478160,UTA_7516,EB
418800_4568800,0235_000.5,EB
416480_4487820,2107_001.0,EB
293160_4110660,Dixie_5148,EB
517820_4384880,1344_001.5,EB
328380_4185740,1788_007.8,EB
432980_4424220,MAG_6458,EB
417400_4562180,0079_003.0,EB
451740_4511660,2605_002.0,EB
437340_4396760,1822_000.0,EB
446740_4626000,0089_470.6,EB
425040_4482000,2082_000.8,EB
412060_4458940,MAG_6353,EB
424180_4493420,0209_011.9,EB
419080_4507260,2040_016.7,EB
628060_4477060,2805_000.6,EB
414880_4549780,1469_000.0,EB
403300_4623300,1138_000.0,EB
409140_4560500,0037_010.5,EB
409320_4330600,0050_140.2,EB
420540_4539560,1438_001.9,EB
460860_4486540,3130_001.4,EB
407000_4284560,2536_002.2,EB
391880_4228000,0089_161.1,EB
415060_4508780,WFRC_8259,EB
410580_4495140,0111_001.8,EB
404740_4344540,0050_130.5,EB
418920_4466540,MAG_6054,EB
463060_4289900,0070_086.8,EB
421780_4464300,2913_000.0,EB
420040_4544220,1450_000.0,EB
434400_4434280,MAG_6180,EB
423140_4521600,1392_002.3,EB
421300_4486140,0071_002.9,EB
431060_4622360,1232_001.3,EB
505940_4349400,1620_000.0,EB
387280_4495380,2698_003.8,EB
386940_4488140,UDOT_7022,EB
281560_4113480,3229_000.0,EB
425580_4472360,2929_002.3,EB
427500_4508240,2266_005.8,EB
451700_4511540,0080_141.8,EB
421300_4486140,2066_002.7,EB
335400_4189720,0143_000.0,EB
525080_4417580,0191_270.1,EB
397880_4619560,1127_000.0,EB
645740_4192340,0191_070.1,EB
421360_4493420,0209_010.2,EB
413420_4507200,0172_005.0,EB
419920_4466940,MAG_6835,EB
424580_4502160,2146_000.2,EB
430340_4509520,2254_007.0,EB
305280_4232680,1000_030.1,EB
291860_4110700,Dixie_5178,EB
273660_4111100,3159_000.0,EB
413200_4466540,MAG_6820,EB
418360_4545080,1438_004.6,EB
434380_4473560,0129_005.8,EB
587240_4465020,1550_010.4,EB
638020_4311120,0070_204.7,EB
407160_4292100,0119_000.0,EB
425980_4510440,2290_007.8,EB
390260_4487460,2667_000.3,EB
424020_4476000,2941_000.7,EB
605180_4121580,0163_029.0,EB
420580_4567400,3438_000.9,EB
433620_4431560,MAG_6110,EB
366620_4357060,0050_090.2,EB
435660_4431520,0178_000.2,EB
422540_4538220,1427_000.8,EB
624920_4270160,UDOT_7073,EB
274220_4101180,Dixie_5042,EB
334740_4122640,0009_044.8,EB
317740_4392860,1810_044.1,EB
440720_4455140,0114_002.2,EB
418140_4562320,0079_003.4,EB
636740_4540040,1364_000.0,EB
379560_4494480,0112_000.6,EB
405920_4292060,0118_014.8,EB
418940_4492560,2040_007.6,EB
381920_4310480,1902_003.0,EB
272100_4108620,3172_001.2,EB
550020_4446060,0040_085.9,EB
579500_4486960,1590_000.0,EB
410380_4499240,0111_003.3,EB
418660_4563940,3380_000.0,EB
407720_4503420,0111_007.7,EB
441400_4434740,MAG_6002,EB
411360_4290620,2542_000.0,EB
423040_4472420,2933_003.3,EB
424920_4319580,2513_000.0,EB
423640_4542180,1446_002.7,EB
311800_4170580,1743_002.4,EB
537680_4208720,0095_026.1,EB
429940_4512220,WFRC_8466,EB
416480_4559440,3316_001.6,EB
282860_4171040,0056_036.6,EB
430860_4470600,0089_348.8,EB
456960_4495160,0224_000.0,EB
410560_4567980,WFRC_8444,EB
439080_4456940,0114_003.4,EB
464960_4483360,3122_001.3,EB
385980_4488940,2715_000.0,EB
423960_4502220,2142_002.1,EB
389400_4272040,0070_022.1,EB
365700_4100460,0089_062.4,EB
269520_4110220,3176_000.0,EB
431080_4627380,Cache_4055,EB
423560_4522320,0089_385.7,EB
420740_4513800,2330_001.0,EB
415580_4502300,2240_001.4,EB
416040_4596680,1096_000.0,EB
426180_4491760,0071_009.2,EB
441940_4440280,UTA_0988,EB
405760_4290820,2552_000.0,EB
419160_4541600,1445_000.6,EB
425520_4512560,0186_003.0,EB
410760_4487240,WFRC_8384,EB
387640_4502160,0080_094.5,EB
444200_4455780,2983_000.0,EB
268520_4100860,0007_000.3,EB
425360_4502980,2111_000.0,EB
600000_4473220,2750_006.4,EB
413920_4557840,0126_009.1,EB
317720_4172020,1772_000.0,EB
546960_4448280,0311_000.0,EB
438280_4454040,3004_000.4,EB
435420_4550820,1972_004.0,EB
418080_4568000,3432_000.6,EB
417460_4507160,2164_004.0,EB
412760_4574920,3371_002.3,EB
441200_4460140,2964_002.2,EB
259680_4118560,Dixie_5022,EB
458860_4507540,0040_001.3,EB
457960_4499620,2580_000.1,EB
291820_4116660,0009_006.6,EB
426480_4513520,2328_001.6,EB
414900_4486240,2030_010.0,EB
435860_4433440,2839_000.0,EB
418280_4507220,2094_012.1,EB
426200_4494160,0071_010.7,EB
425920_4527340,1400_007.5,EB
412100_4593220,0091_000.1,EB
417300_4574640,3466_000.3,EB
447080_4439460,0006_175.6,EB
429260_4471180,0015_278.5,EB
422640_4467540,2878_000.3,EB
391280_4487440,2671_000.6,EB
579320_4455540,1546_000.0,EB
467320_4642600,0030_110.8,EB
448020_4448540,3084_001.7,EB
267240_4154860,3216_000.0,EB
363900_4143340,1854_035.2,EB
428940_4490820,WFRC_8103,EB
415720_4470400,MAG_6644,EB
298780_4632620,0030_050.1,EB
572920_4316620,0019_001.8,EB
385340_4315140,0099_003.1,EB
431480_4428480,MAG_6418,EB
478920_4308300,0010_012.9,EB
425940_4513920,2174_000.2,EB
424340_4483720,0287_000.9,EB
425500_4474540,2879_000.0,EB
422220_4470260,0068_032.2,EB
423480_4547740,0089_402.2,EB
418900_4545520,UTA_9528,EB
423000_4471160,2933_002.5,EB
429340_4486480,2082_005.0,EB
423020_4505820,0171_009.5,EB
637200_4282840,1704_025.8,EB
415500_4596180,1094_000.6,EB
411720_4470080,MAG_6788,EB
423500_4498760,0015_297.9,EB
431460_4495720,2218_001.4,EB
418720_4566320,0089_415.4,EB
392100_4492820,2692_003.5,EB
424960_4505820,0089_374.5,EB
419920_4465980,MAG_6839,EB
415620_4565580,3368_000.0,EB
438760_4442340,MAG_6153,EB
425960_4508640,2178_003.5,EB
413800_4503960,2172_003.8,EB
410260_4512120,WFRC_8164,EB
393240_4232800,0089_163.7,EB
408580_4507020,2236_001.5,EB
424720_4468660,2878_002.0,EB
430240_4471020,2888_000.0,EB
426480_4513040,2356_000.3,EB
409100_4618760,0038_014.0,EB
656360_4461580,0040_168.7,EB
413180_4483120,2153_002.1,EB
416980_4544600,1435_002.5,EB
415380_4484600,2167_000.0,EB
438420_4465040,2936_000.5,EB
420540_4564360,0203_005.1,EB
417200_4558780,WFRC_8045,EB
422940_4490200,0151_003.5,EB
550840_4446060,0040_086.4,EB
566500_4451860,1542_000.0,EB
267820_4109720,3164_002.6,EB
465800_4484900,3118_006.0,EB
412840_4560220,UTA_9516,EB
486420_4596960,2012_000.0,EB
652700_4437840,0045_004.6,EB
583940_4463060,0121_000.6,EB
414960_4501100,2156_008.4,EB
526000_4343580,1618_000.0,EB
400220_4482200,2688_009.7,EB
422980_4494580,2093_004.5,EB
443960_4453460,0089_333.5,EB
407240_4464800,MAG_6514,EB
642580_4223300,2448_000.0,EB
413440_4508520,WFRC_8257,EB
436960_4471540,2899_001.7,EB
438760_4442340,MAG_6088,EB
375140_4294340,1894_006.6,EB
368080_4099080,0089_054.6,EB
263880_4115720,Dixie_5028,EB
426440_4513900,2388_000.0,EB
430820_4613980,Cache_4038,EB
293980_4111440,3188_010.5,EB
468100_4482520,3136_000.0,EB
289740_4112300,3183_001.4,EB
411720_4495120,2097_000.7,EB
495940_4336340,0010_034.7,EB
409780_4485680,WFRC_8398,EB
437860_4467060,0089_343.3,EB
433140_4626500,1268_002.0,EB
405960_4569520,WFRC_8448,EB
415780_4501900,2141_000.7,EB
430320_4619280,Cache_4035,EB
