Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
All,Pk,A,4,1.01,0.97,0.01,0.97,0.04,0.04,0.0,ShiftM10
HBW,Pk,P,4,0.55,0.54,0.0,0.54,0.0,0.0,0.0,ShiftM10
HBW,Pk,A,4,0.12,0.12,0.0,0.12,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,4,1.56,1.51,0.01,1.51,0.05,0.04,0.0,ShiftM10
HBO,Pk,A,4,0.86,0.82,0.01,0.82,0.04,0.04,0.0,ShiftM10
NHB,Pk,P,4,0.02,0.02,0.0,0.02,0.0,0.0,0.0,ShiftM10
NHB,Pk,A,4,0.03,0.03,0.0,0.03,0.0,0.0,0.0,ShiftM10
HBC,Pk,P,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,4,0.17,0.15,0.0,0.15,0.02,0.0,0.0,ShiftM10
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,5,232.71,221.38,1.36,221.38,11.33,7.52,0.0,ShiftM10
All,Pk,A,5,99.18,91.25,0.63,91.25,7.93,7.3,0.0,ShiftM10
HBW,Pk,P,5,51.84,51.21,0.45,51.21,0.63,0.18,0.0,ShiftM10
HBW,Pk,A,5,11.83,11.65,0.04,11.65,0.18,0.14,0.0,ShiftM10
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,ShiftM10
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,ShiftM10
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,ShiftM10
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,ShiftM10
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,ShiftM10
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,6,8.48,8.01,0.06,8.02,0.46,0.33,0.01,ShiftM10
All,Pk,A,6,13.22,12.67,0.08,12.67,0.55,0.47,0.0,ShiftM10
HBW,Pk,P,6,1.84,1.79,0.02,1.79,0.05,0.03,0.0,ShiftM10
HBW,Pk,A,6,6.09,6.03,0.03,6.03,0.06,0.03,0.0,ShiftM10
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,ShiftM10
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,ShiftM10
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,ShiftM10
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,ShiftM10
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,ShiftM10
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,7,129.64,119.94,0.82,120.3,9.35,7.46,0.36,ShiftM10
All,Pk,A,7,102.91,95.3,0.59,95.3,7.61,7.02,0.0,ShiftM10
HBW,Pk,P,7,27.15,26.28,0.27,26.31,0.85,0.57,0.03,ShiftM10
HBW,Pk,A,7,31.03,30.35,0.15,30.35,0.69,0.54,0.0,ShiftM10
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,ShiftM10
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,ShiftM10
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,ShiftM10
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,ShiftM10
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,ShiftM10
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,8,249.79,241.76,1.67,241.96,7.84,4.19,0.19,ShiftM10
All,Pk,A,8,155.97,150.14,1.29,150.14,5.83,4.54,0.0,ShiftM10
HBW,Pk,P,8,40.67,39.73,0.56,39.77,0.91,0.34,0.04,ShiftM10
HBW,Pk,A,8,34.74,34.03,0.34,34.03,0.72,0.38,0.0,ShiftM10
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,ShiftM10
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,ShiftM10
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,ShiftM10
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,ShiftM10
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,ShiftM10
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,9,51.72,48.16,0.36,48.19,3.53,2.79,0.04,ShiftM10
All,Pk,A,9,150.17,146.06,0.73,146.06,4.11,3.38,0.0,ShiftM10
HBW,Pk,P,9,10.23,9.6,0.14,9.6,0.63,0.49,0.0,ShiftM10
HBW,Pk,A,9,81.88,81.01,0.33,81.01,0.86,0.54,0.0,ShiftM10
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,ShiftM10
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,ShiftM10
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,ShiftM10
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,ShiftM10
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,ShiftM10
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,10,75.31,71.19,0.57,71.24,4.07,2.91,0.06,ShiftM10
All,Pk,A,10,168.12,164.35,0.95,164.35,3.77,2.81,0.0,ShiftM10
HBW,Pk,P,10,15.22,14.52,0.22,14.53,0.69,0.48,0.0,ShiftM10
HBW,Pk,A,10,87.23,86.35,0.43,86.35,0.88,0.45,0.0,ShiftM10
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,ShiftM10
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,ShiftM10
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,ShiftM10
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,ShiftM10
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,ShiftM10
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,11,25.64,25.03,0.17,25.03,0.6,0.19,0.01,ShiftM10
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,ShiftM10
HBW,Pk,P,11,6.43,6.36,0.06,6.36,0.07,0.0,0.0,ShiftM10
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,ShiftM10
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,ShiftM10
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,ShiftM10
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,ShiftM10
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,ShiftM10
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,12,58.12,55.98,0.43,56.02,2.1,1.09,0.04,ShiftM10
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,ShiftM10
HBW,Pk,P,12,14.2,14.01,0.17,14.02,0.19,0.02,0.0,ShiftM10
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,ShiftM10
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,ShiftM10
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,ShiftM10
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,ShiftM10
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,ShiftM10
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,15,25.41,25.15,0.07,25.16,0.24,0.14,0.02,ShiftM10
All,Pk,A,15,330.96,328.65,1.87,328.65,2.31,0.44,0.0,ShiftM10
HBW,Pk,P,15,0.69,0.67,0.01,0.67,0.02,0.01,0.0,ShiftM10
HBW,Pk,A,15,231.94,230.56,1.29,230.56,1.37,0.08,0.0,ShiftM10
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,ShiftM10
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,ShiftM10
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,ShiftM10
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,ShiftM10
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,ShiftM10
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,16,8.62,8.35,0.06,8.35,0.27,0.18,0.0,ShiftM10
All,Pk,A,16,129.98,126.59,1.26,126.59,3.39,2.14,0.0,ShiftM10
HBW,Pk,P,16,0.76,0.72,0.01,0.72,0.04,0.02,0.0,ShiftM10
HBW,Pk,A,16,70.73,69.71,0.71,69.71,1.02,0.31,0.0,ShiftM10
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,ShiftM10
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,ShiftM10
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,ShiftM10
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,ShiftM10
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,ShiftM10
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,17,10.18,9.79,0.09,9.79,0.39,0.18,0.0,ShiftM10
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,ShiftM10
HBW,Pk,P,17,2.48,2.42,0.03,2.42,0.06,0.03,0.0,ShiftM10
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,ShiftM10
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,ShiftM10
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,ShiftM10
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,ShiftM10
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,ShiftM10
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,ShiftM10
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,ShiftM10
All,Pk,A,18,897.74,886.95,7.66,886.95,10.79,3.13,0.0,ShiftM10
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,A,18,730.57,723.81,6.39,723.81,6.76,0.37,0.0,ShiftM10
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,ShiftM10
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,ShiftM10
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,ShiftM10
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,19,917.39,837.61,8.9,838.53,78.86,45.0,0.92,ShiftM10
All,Pk,A,19,461.3,421.33,3.63,421.48,39.82,36.19,0.15,ShiftM10
HBW,Pk,P,19,204.86,198.16,3.34,198.71,6.15,2.81,0.54,ShiftM10
HBW,Pk,A,19,57.33,56.01,0.24,56.03,1.3,1.05,0.02,ShiftM10
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,ShiftM10
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,ShiftM10
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,ShiftM10
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,ShiftM10
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,ShiftM10
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,20,500.94,458.7,5.17,459.4,41.54,28.92,0.7,ShiftM10
All,Pk,A,20,325.97,293.73,2.62,293.79,32.18,29.55,0.07,ShiftM10
HBW,Pk,P,20,120.67,116.59,2.09,116.98,3.69,1.59,0.39,ShiftM10
HBW,Pk,A,20,34.65,33.81,0.16,33.82,0.84,0.68,0.0,ShiftM10
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,ShiftM10
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,ShiftM10
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,ShiftM10
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,ShiftM10
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,ShiftM10
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,ShiftM10
All,Pk,A,21,523.64,514.13,5.78,514.13,9.51,3.73,0.0,ShiftM10
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBW,Pk,A,21,465.55,458.31,5.38,458.31,7.24,1.86,0.0,ShiftM10
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,ShiftM10
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,ShiftM10
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,ShiftM10
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,22,6.84,6.39,0.07,6.39,0.45,0.31,0.0,ShiftM10
All,Pk,A,22,13.16,12.72,0.16,12.72,0.44,0.28,0.0,ShiftM10
HBW,Pk,P,22,1.33,1.24,0.02,1.24,0.09,0.07,0.0,ShiftM10
HBW,Pk,A,22,9.76,9.51,0.13,9.51,0.25,0.12,0.0,ShiftM10
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,ShiftM10
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,ShiftM10
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,ShiftM10
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,ShiftM10
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,ShiftM10
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,23,14.48,13.17,0.14,13.17,1.3,0.78,0.0,ShiftM10
All,Pk,A,23,66.34,62.68,0.85,62.69,3.64,2.79,0.01,ShiftM10
HBW,Pk,P,23,2.41,2.24,0.04,2.24,0.17,0.12,0.0,ShiftM10
HBW,Pk,A,23,45.27,43.57,0.66,43.58,1.68,1.02,0.01,ShiftM10
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,ShiftM10
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,ShiftM10
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,ShiftM10
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,ShiftM10
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,ShiftM10
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,24,527.14,462.62,5.29,463.22,63.92,37.65,0.61,ShiftM10
All,Pk,A,24,233.88,207.54,1.83,207.62,26.25,24.42,0.08,ShiftM10
HBW,Pk,P,24,120.03,114.43,2.05,114.76,5.27,3.22,0.32,ShiftM10
HBW,Pk,A,24,26.46,26.19,0.05,26.19,0.27,0.22,0.0,ShiftM10
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,ShiftM10
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,ShiftM10
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,ShiftM10
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,ShiftM10
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,ShiftM10
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,ShiftM10
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftM10
All,Pk,P,25,1223.78,1050.24,12.28,1055.27,168.51,106.24,5.03,ShiftM10
All,Pk,A,25,894.15,677.38,6.56,678.11,216.04,84.51,0.73,ShiftM10
HBW,Pk,P,25,258.97,241.56,4.66,243.25,15.71,11.05,1.69,ShiftM10
HBW,Pk,A,25,156.61,146.07,1.56,146.37,10.25,8.69,0.29,ShiftM10
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,ShiftM10
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,ShiftM10
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,ShiftM10
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,ShiftM10
