Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBC,27.0,0.0,0.0,0.0,0.0,2
HBSch,27.0,0.0,0.0,0.0,0.0,2
All,28.0,37.69,2.07,0.45,2.82,2
HBW,28.0,4.11,0.3,0.11,0.41,2
HBO,28.0,11.4,0.95,0.2,1.15,2
NHB,28.0,21.19,0.82,0.14,0.96,2
HBC,28.0,0.0,0.0,0.0,0.0,2
HBSch,28.0,0.99,0.0,0.0,0.3,2
All,29.0,1178.39,123.35,18.61,217.46,2
HBW,29.0,219.28,15.61,5.42,21.04,2
HBO,29.0,745.71,99.2,12.22,111.42,2
NHB,29.0,117.2,7.77,0.74,8.51,2
HBC,29.0,15.0,0.0,0.0,0.0,2
HBSch,29.0,81.2,0.76,0.23,76.49,2
All,30.0,2435.59,320.09,40.59,492.09,2
HBW,30.0,438.57,41.77,11.99,53.76,2
HBO,30.0,1494.13,246.83,25.98,272.82,2
NHB,30.0,357.93,30.16,2.22,32.38,2
HBC,30.0,3.0,0.0,0.0,0.0,2
HBSch,30.0,141.95,1.33,0.4,133.14,2
All,31.0,1736.99,223.21,25.88,319.95,2
HBW,31.0,258.87,27.6,7.11,34.7,2
HBO,31.0,872.43,147.88,15.34,163.22,2
NHB,31.0,529.04,47.02,3.22,50.24,2
HBC,31.0,0.0,0.0,0.0,0.0,2
HBSch,31.0,76.65,0.72,0.21,71.78,2
All,32.0,965.27,103.43,15.27,178.37,2
HBW,32.0,162.49,6.74,4.1,10.84,2
HBO,32.0,633.73,89.64,10.45,100.1,2
NHB,32.0,87.72,6.44,0.54,6.98,2
HBC,32.0,0.0,0.0,0.0,0.0,2
HBSch,32.0,81.34,0.6,0.17,60.44,2
All,33.0,1379.19,172.07,22.04,307.06,2
HBW,33.0,216.21,13.77,5.66,19.43,2
HBO,33.0,925.34,147.09,15.32,162.41,2
NHB,33.0,116.02,10.07,0.72,10.79,2
HBC,33.0,0.0,0.0,0.0,0.0,2
HBSch,33.0,121.61,1.14,0.34,114.43,2
All,34.0,1497.28,156.53,23.38,255.15,2
HBW,34.0,274.05,10.69,6.56,17.25,2
HBO,34.0,953.34,133.85,15.62,149.47,2
NHB,34.0,157.01,11.23,0.98,12.2,2
HBC,34.0,0.0,0.0,0.0,0.0,2
HBSch,34.0,112.88,0.76,0.22,76.23,2
All,35.0,2140.46,230.55,34.29,382.78,2
HBW,35.0,402.57,15.63,10.13,25.76,2
HBO,35.0,1361.14,197.86,22.47,220.33,2
NHB,35.0,215.83,15.87,1.34,17.21,2
HBC,35.0,13.01,0.0,0.0,0.0,2
HBSch,35.0,147.9,1.19,0.35,119.49,2
All,36.0,485.42,42.86,8.64,62.75,2
HBW,36.0,104.58,2.29,2.82,5.11,2
HBO,36.0,293.39,36.55,5.37,41.92,2
NHB,36.0,67.34,3.9,0.42,4.32,2
HBC,36.0,0.0,0.0,0.0,0.0,2
HBSch,36.0,20.1,0.11,0.03,11.4,2
All,37.0,7.38,0.22,0.08,0.3,2
HBW,37.0,0.76,0.02,0.01,0.04,2
HBO,37.0,3.65,0.13,0.04,0.18,2
NHB,37.0,2.72,0.07,0.02,0.08,2
HBC,37.0,0.0,0.0,0.0,0.0,2
HBSch,37.0,0.25,0.0,0.0,0.0,2
All,38.0,379.54,19.15,2.34,21.69,2
HBW,38.0,1.76,0.26,0.03,0.3,2
HBO,38.0,6.23,0.49,0.08,0.57,2
NHB,38.0,370.85,18.39,2.23,20.62,2
HBC,38.0,0.0,0.0,0.0,0.0,2
HBSch,38.0,0.7,0.0,0.0,0.2,2
All,39.0,578.97,74.21,8.11,107.87,2
HBW,39.0,81.59,11.89,2.14,14.03,2
HBO,39.0,283.07,46.45,4.66,51.11,2
NHB,39.0,184.34,15.62,1.23,16.85,2
HBC,39.0,0.0,0.0,0.0,0.0,2
HBSch,39.0,29.96,0.26,0.08,25.89,2
All,40.0,2512.78,406.08,42.22,540.9,2
HBW,40.0,424.84,71.15,12.53,83.68,2
HBO,40.0,1364.39,275.27,25.58,300.85,2
NHB,40.0,585.14,58.72,3.82,62.55,2
HBC,40.0,35.01,0.0,0.0,0.0,2
HBSch,40.0,103.4,0.94,0.28,93.82,2
All,41.0,1731.85,235.84,20.09,288.05,2
HBW,41.0,128.4,21.16,3.98,25.14,2
HBO,41.0,464.4,92.76,8.89,101.64,2
NHB,41.0,1102.41,121.59,7.13,128.73,2
HBC,41.0,1.0,0.0,0.0,0.0,2
HBSch,41.0,35.64,0.32,0.1,32.54,2
All,42.0,652.49,90.69,10.37,149.69,2
HBW,42.0,90.23,9.21,2.59,11.79,2
HBO,42.0,412.65,72.65,7.07,79.72,2
NHB,42.0,89.57,8.34,0.56,8.91,2
HBC,42.0,4.0,0.0,0.0,0.0,2
HBSch,42.0,56.03,0.49,0.15,49.27,2
All,43.0,1859.12,212.4,28.05,381.29,2
HBW,43.0,298.55,19.36,7.3,26.67,2
HBO,43.0,1189.96,176.24,19.04,195.28,2
NHB,43.0,205.24,15.37,1.29,16.65,2
HBC,43.0,7.0,0.0,0.0,0.0,2
HBSch,43.0,158.37,1.42,0.43,142.69,2
All,44.0,1037.86,94.92,15.42,136.22,2
HBW,44.0,186.67,5.43,4.18,9.61,2
HBO,44.0,666.42,83.42,10.55,93.97,2
NHB,44.0,95.65,5.81,0.6,6.41,2
HBC,44.0,0.0,0.0,0.0,0.0,2
HBSch,44.0,89.11,0.26,0.09,26.23,2
All,45.0,463.58,34.58,6.58,52.47,2
HBW,45.0,77.85,2.27,1.59,3.86,2
HBO,45.0,297.17,30.06,4.66,34.72,2
NHB,45.0,46.01,2.14,0.29,2.43,2
HBC,45.0,0.0,0.0,0.0,0.0,2
HBSch,45.0,42.55,0.11,0.04,11.46,2
All,46.0,0.0,0.0,0.0,0.0,2
HBW,46.0,0.0,0.0,0.0,0.0,2
HBO,46.0,0.0,0.0,0.0,0.0,2
NHB,46.0,0.0,0.0,0.0,0.0,2
HBC,46.0,0.0,0.0,0.0,0.0,2
HBSch,46.0,0.0,0.0,0.0,0.0,2
All,47.0,0.0,0.0,0.0,0.0,2
HBW,47.0,0.0,0.0,0.0,0.0,2
HBO,47.0,0.0,0.0,0.0,0.0,2
NHB,47.0,0.0,0.0,0.0,0.0,2
HBC,47.0,0.0,0.0,0.0,0.0,2
HBSch,47.0,0.0,0.0,0.0,0.0,2
All,48.0,41.24,0.55,0.29,0.84,2
HBW,48.0,6.04,0.0,0.05,0.05,2
HBO,48.0,27.52,0.54,0.24,0.77,2
NHB,48.0,2.57,0.01,0.01,0.01,2
HBC,48.0,0.0,0.0,0.0,0.0,2
HBSch,48.0,5.12,0.0,0.0,0.0,2
All,49.0,458.3,14.94,2.74,17.68,2
HBW,49.0,0.0,0.0,0.0,0.0,2
HBO,49.0,0.0,0.0,0.0,0.0,2
NHB,49.0,458.3,14.94,2.74,17.68,2
HBC,49.0,0.0,0.0,0.0,0.0,2
HBSch,49.0,0.0,0.0,0.0,0.0,2
All,50.0,161.4,8.42,1.21,10.33,2
HBW,50.0,4.52,0.41,0.09,0.5,2
HBO,50.0,16.94,1.74,0.24,1.98,2
NHB,50.0,137.78,6.27,0.88,7.15,2
HBC,50.0,0.0,0.0,0.0,0.0,2
HBSch,50.0,2.16,0.01,0.0,0.7,2
All,51.0,89.28,9.86,1.03,16.28,2
HBW,51.0,8.02,0.89,0.16,1.05,2
HBO,51.0,44.07,6.73,0.66,7.38,2
NHB,51.0,30.34,2.18,0.2,2.38,2
HBC,51.0,0.0,0.0,0.0,0.0,2
HBSch,51.0,6.85,0.05,0.02,5.46,2
All,52.0,1213.99,136.37,10.63,156.64,2
HBW,52.0,52.95,13.27,1.37,14.64,2
HBO,52.0,186.29,37.45,3.31,40.76,2
NHB,52.0,959.27,85.55,5.93,91.47,2
HBC,52.0,0.0,0.0,0.0,0.0,2
HBSch,52.0,15.48,0.1,0.03,9.77,2
All,53.0,3676.86,556.55,41.24,689.25,2
HBW,53.0,277.3,66.6,7.82,74.43,2
HBO,53.0,1026.2,229.1,18.42,247.52,2
NHB,53.0,2272.85,259.93,14.72,274.65,2
HBC,53.0,0.0,0.0,0.0,0.0,2
HBSch,53.0,100.5,0.92,0.28,92.66,2
All,54.0,1728.89,262.48,23.85,337.8,2
HBW,54.0,202.35,38.98,5.96,44.93,2
HBO,54.0,693.41,141.51,12.68,154.19,2
NHB,54.0,777.11,81.48,5.06,86.54,2
HBC,54.0,0.0,0.0,0.0,0.0,2
HBSch,54.0,56.02,0.52,0.15,52.13,2
All,55.0,1312.33,177.27,20.69,237.62,2
HBW,55.0,201.61,25.22,5.63,30.85,2
HBO,55.0,735.64,126.68,13.08,139.76,2
NHB,55.0,296.9,24.96,1.86,26.82,2
HBC,55.0,1.0,0.0,0.0,0.0,2
HBSch,55.0,77.18,0.4,0.13,40.2,2
All,56.0,216.28,23.47,3.34,31.86,2
HBW,56.0,43.39,2.68,1.0,3.67,2
HBO,56.0,135.15,19.02,2.16,21.18,2
NHB,56.0,24.01,1.73,0.16,1.89,2
HBC,56.0,0.0,0.0,0.0,0.0,2
HBSch,56.0,13.73,0.05,0.02,5.12,2
All,57.0,432.17,49.64,7.37,69.42,2
HBW,57.0,92.19,5.55,2.5,8.05,2
HBO,57.0,262.68,39.61,4.46,44.07,2
NHB,57.0,57.45,4.36,0.37,4.73,2
HBC,57.0,0.0,0.0,0.0,0.0,2
HBSch,57.0,19.85,0.13,0.04,12.58,2
All,58.0,0.0,0.0,0.0,0.0,2
HBW,58.0,0.0,0.0,0.0,0.0,2
HBO,58.0,0.0,0.0,0.0,0.0,2
NHB,58.0,0.0,0.0,0.0,0.0,2
HBC,58.0,0.0,0.0,0.0,0.0,2
HBSch,58.0,0.0,0.0,0.0,0.0,2
All,59.0,0.0,0.0,0.0,0.0,2
HBW,59.0,0.0,0.0,0.0,0.0,2
HBO,59.0,0.0,0.0,0.0,0.0,2
NHB,59.0,0.0,0.0,0.0,0.0,2
HBC,59.0,0.0,0.0,0.0,0.0,2
HBSch,59.0,0.0,0.0,0.0,0.0,2
All,60.0,0.0,0.0,0.0,0.0,2
HBW,60.0,0.0,0.0,0.0,0.0,2
HBO,60.0,0.0,0.0,0.0,0.0,2
NHB,60.0,0.0,0.0,0.0,0.0,2
HBC,60.0,0.0,0.0,0.0,0.0,2
HBSch,60.0,0.0,0.0,0.0,0.0,2
All,61.0,1589.79,191.98,26.61,316.66,2
HBW,61.0,287.13,22.76,7.77,30.53,2
HBO,61.0,1028.1,157.95,17.49,175.43,2
NHB,61.0,162.21,10.29,1.06,11.35,2
HBC,61.0,0.0,0.0,0.0,0.0,2
HBSch,61.0,112.35,0.99,0.29,99.35,2
All,62.0,1824.17,247.01,28.03,406.16,2
HBW,62.0,293.9,28.68,7.46,36.14,2
HBO,62.0,1184.51,203.82,19.08,222.9,2
NHB,62.0,168.78,13.18,1.08,14.27,2
HBC,62.0,24.0,0.0,0.0,0.0,2
HBSch,62.0,152.97,1.32,0.4,132.85,2
All,63.0,351.35,42.83,3.9,61.31,2
HBW,63.0,28.44,4.51,0.7,5.21,2
HBO,63.0,127.58,22.91,1.97,24.88,2
NHB,63.0,176.9,15.26,1.19,16.45,2
HBC,63.0,0.0,0.0,0.0,0.0,2
HBSch,63.0,18.43,0.15,0.04,14.77,2
All,64.0,2242.48,288.44,31.5,439.03,2
HBW,64.0,309.63,32.89,7.99,40.88,2
HBO,64.0,1190.61,204.09,19.42,223.51,2
NHB,64.0,596.66,50.26,3.73,53.99,2
HBC,64.0,0.0,0.0,0.0,0.0,2
HBSch,64.0,145.58,1.2,0.36,120.65,2
All,65.0,2323.41,349.14,37.32,511.49,2
HBW,65.0,389.04,53.69,10.65,64.34,2
HBO,65.0,1354.97,253.1,23.45,276.55,2
NHB,65.0,427.18,41.09,2.84,43.93,2
HBC,65.0,0.0,0.0,0.0,0.0,2
HBSch,65.0,152.21,1.26,0.38,126.67,2
All,66.0,1285.26,162.89,19.32,212.11,2
HBW,66.0,179.68,20.84,5.54,26.38,2
HBO,66.0,549.54,99.71,10.47,110.18,2
NHB,66.0,516.46,42.03,3.22,45.26,2
HBC,66.0,1.0,0.0,0.0,0.0,2
HBSch,66.0,38.57,0.3,0.09,30.3,2
All,67.0,1445.71,197.57,21.32,271.69,2
HBW,67.0,187.84,25.19,5.51,30.7,2
HBO,67.0,675.8,123.36,12.27,135.63,2
NHB,67.0,513.41,48.49,3.38,51.87,2
HBC,67.0,0.0,0.0,0.0,0.0,2
HBSch,67.0,68.66,0.53,0.16,53.49,2
All,68.0,1160.74,148.08,20.59,216.67,2
HBW,68.0,219.83,17.75,6.42,24.17,2
HBO,68.0,712.44,117.34,12.94,130.28,2
NHB,68.0,170.22,12.51,1.08,13.59,2
HBC,68.0,0.0,0.0,0.0,0.0,2
HBSch,68.0,58.25,0.48,0.15,48.64,2
All,69.0,284.93,34.81,4.15,55.61,2
HBW,69.0,38.33,3.22,0.98,4.2,2
HBO,69.0,184.99,28.83,2.9,31.73,2
NHB,69.0,31.92,2.59,0.21,2.8,2
HBC,69.0,1.0,0.0,0.0,0.0,2
HBSch,69.0,28.69,0.17,0.05,16.87,2
All,70.0,967.22,98.34,15.44,190.73,2
HBW,70.0,141.05,7.64,3.67,11.31,2
HBO,70.0,649.36,85.3,11.02,96.32,2
NHB,70.0,80.22,4.62,0.52,5.13,2
HBC,70.0,0.0,0.0,0.0,0.0,2
HBSch,70.0,96.6,0.78,0.23,77.96,2
All,71.0,0.0,0.0,0.0,0.0,2
HBW,71.0,0.0,0.0,0.0,0.0,2
HBO,71.0,0.0,0.0,0.0,0.0,2
NHB,71.0,0.0,0.0,0.0,0.0,2
HBC,71.0,0.0,0.0,0.0,0.0,2
HBSch,71.0,0.0,0.0,0.0,0.0,2
All,72.0,905.49,94.68,13.95,150.38,2
HBW,72.0,123.76,9.24,3.26,12.5,2
HBO,72.0,577.63,78.24,9.84,88.08,2
NHB,72.0,112.38,6.77,0.72,7.49,2
HBC,72.0,0.0,0.0,0.0,0.0,2
HBSch,72.0,91.72,0.42,0.14,42.32,2
All,73.0,36.08,1.86,0.47,4.78,2
HBW,73.0,6.05,0.08,0.1,0.18,2
HBO,73.0,23.74,1.68,0.35,2.02,2
NHB,73.0,3.18,0.07,0.02,0.09,2
HBC,73.0,0.0,0.0,0.0,0.0,2
HBSch,73.0,3.1,0.02,0.01,2.49,2
All,74.0,0.0,0.0,0.0,0.0,2
HBW,74.0,0.0,0.0,0.0,0.0,2
HBO,74.0,0.0,0.0,0.0,0.0,2
NHB,74.0,0.0,0.0,0.0,0.0,2
HBC,74.0,0.0,0.0,0.0,0.0,2
HBSch,74.0,0.0,0.0,0.0,0.0,2
All,75.0,1149.72,125.31,15.77,141.08,2
HBW,75.0,169.41,13.89,4.15,18.04,2
HBO,75.0,591.34,90.97,9.68,100.65,2
NHB,75.0,306.14,20.45,1.94,22.39,2
HBC,75.0,9.0,0.0,0.0,0.0,2
HBSch,75.0,73.83,0.0,0.0,0.0,2
All,76.0,622.27,64.34,10.22,112.96,2
HBW,76.0,106.24,6.43,2.77,9.21,2
HBO,76.0,403.39,53.93,6.89,60.82,2
NHB,76.0,65.24,3.59,0.43,4.03,2
HBC,76.0,0.0,0.0,0.0,0.0,2
HBSch,76.0,47.41,0.39,0.11,38.9,2
All,77.0,1411.94,175.25,17.95,236.44,2
HBW,77.0,172.73,25.8,4.57,30.36,2
HBO,77.0,563.7,100.75,9.32,110.08,2
NHB,77.0,626.53,48.26,3.93,52.19,2
HBC,77.0,0.0,0.0,0.0,0.0,2
HBSch,77.0,48.98,0.44,0.13,43.81,2
All,78.0,3953.1,533.88,59.09,785.94,2
HBW,78.0,610.97,60.09,15.59,75.67,2
HBO,78.0,2274.99,406.61,37.94,444.55,2
NHB,78.0,797.25,65.23,4.97,70.2,2
HBC,78.0,21.0,0.0,0.0,0.0,2
HBSch,78.0,248.89,1.95,0.59,195.52,2
All,79.0,1304.01,140.43,12.07,165.94,2
HBW,79.0,68.94,9.28,1.86,11.14,2
HBO,79.0,236.91,44.83,4.09,48.91,2
NHB,79.0,980.83,86.18,6.08,92.26,2
HBC,79.0,0.0,0.0,0.0,0.0,2
HBSch,79.0,17.33,0.14,0.04,13.62,2
All,80.0,1470.31,171.59,18.61,217.69,2
HBW,80.0,160.37,19.76,4.64,24.4,2
HBO,80.0,492.93,90.26,9.1,99.36,2
NHB,80.0,777.64,61.29,4.79,66.08,2
HBC,80.0,9.0,0.0,0.0,0.0,2
HBSch,80.0,30.37,0.28,0.08,27.85,2
All,81.0,490.44,40.9,8.37,61.44,2
HBW,81.0,76.02,6.07,2.38,8.45,2
HBO,81.0,232.72,28.78,4.92,33.7,2
NHB,81.0,165.25,5.93,1.03,6.96,2
HBC,81.0,0.0,0.0,0.0,0.0,2
HBSch,81.0,16.45,0.12,0.04,12.33,2
All,82.0,2912.5,348.2,44.05,462.79,2
HBW,82.0,436.95,49.4,12.64,62.04,2
HBO,82.0,1309.93,222.57,24.61,247.18,2
NHB,82.0,1067.35,75.52,6.59,82.1,2
HBC,82.0,0.0,0.0,0.0,0.0,2
HBSch,82.0,98.27,0.71,0.22,71.48,2
All,83.0,960.09,72.85,5.92,78.77,2
HBW,83.0,0.0,0.0,0.0,0.0,2
HBO,83.0,0.0,0.0,0.0,0.0,2
NHB,83.0,960.09,72.85,5.92,78.77,2
HBC,83.0,0.0,0.0,0.0,0.0,2
HBSch,83.0,0.0,0.0,0.0,0.0,2
All,84.0,565.31,48.17,3.49,51.66,2
HBW,84.0,0.0,0.0,0.0,0.0,2
HBO,84.0,0.0,0.0,0.0,0.0,2
NHB,84.0,565.31,48.17,3.49,51.66,2
HBC,84.0,0.0,0.0,0.0,0.0,2
HBSch,84.0,0.0,0.0,0.0,0.0,2
All,85.0,455.56,42.69,5.66,66.24,2
HBW,85.0,66.54,3.76,1.26,5.02,2
HBO,85.0,262.81,33.53,3.81,37.34,2
NHB,85.0,86.77,5.22,0.54,5.76,2
HBC,85.0,0.0,0.0,0.0,0.0,2
HBSch,85.0,39.45,0.18,0.05,18.12,2
All,86.0,112.92,1.52,0.59,2.11,2
HBW,86.0,0.0,0.0,0.0,0.0,2
HBO,86.0,0.0,0.0,0.0,0.0,2
NHB,86.0,112.92,1.52,0.59,2.11,2
HBC,86.0,0.0,0.0,0.0,0.0,2
HBSch,86.0,0.0,0.0,0.0,0.0,2
All,87.0,0.0,0.0,0.0,0.0,2
HBW,87.0,0.0,0.0,0.0,0.0,2
HBO,87.0,0.0,0.0,0.0,0.0,2
NHB,87.0,0.0,0.0,0.0,0.0,2
HBC,87.0,0.0,0.0,0.0,0.0,2
HBSch,87.0,0.0,0.0,0.0,0.0,2
All,88.0,1.98,0.09,0.01,0.1,2
HBW,88.0,0.0,0.0,0.0,0.0,2
HBO,88.0,0.0,0.0,0.0,0.0,2
NHB,88.0,1.98,0.09,0.01,0.1,2
HBC,88.0,0.0,0.0,0.0,0.0,2
HBSch,88.0,0.0,0.0,0.0,0.0,2
All,89.0,1801.51,122.99,12.1,141.85,2
HBW,89.0,45.42,2.83,0.78,3.61,2
HBO,89.0,154.43,14.86,2.12,16.98,2
NHB,89.0,1585.39,105.23,9.18,114.41,2
HBC,89.0,0.0,0.0,0.0,0.0,2
HBSch,89.0,16.27,0.07,0.02,6.85,2
All,90.0,3261.81,268.71,23.57,319.47,2
HBW,90.0,84.2,7.91,1.64,9.54,2
HBO,90.0,334.24,39.15,4.77,43.92,2
