Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBO,15.0,4.39,0.03,0.02,0.05,6
NHB,15.0,34.91,0.13,0.1,0.22,6
HBC,15.0,0.0,0.0,0.0,0.0,6
HBSch,15.0,0.74,0.0,0.0,0.0,6
All,16.0,21.83,0.34,0.15,0.49,6
HBW,16.0,1.47,0.03,0.02,0.05,6
HBO,16.0,4.6,0.11,0.05,0.16,6
NHB,16.0,14.97,0.2,0.08,0.29,6
HBC,16.0,0.0,0.0,0.0,0.0,6
HBSch,16.0,0.78,0.0,0.0,0.0,6
All,17.0,53.4,0.54,0.33,0.87,6
HBW,17.0,6.91,0.03,0.04,0.08,6
HBO,17.0,37.73,0.5,0.28,0.78,6
NHB,17.0,0.96,0.01,0.0,0.01,6
HBC,17.0,0.0,0.0,0.0,0.0,6
HBSch,17.0,7.8,0.0,0.0,0.0,6
All,18.0,77.09,1.76,0.38,2.14,6
HBW,18.0,0.0,0.0,0.0,0.0,6
HBO,18.0,0.0,0.0,0.0,0.0,6
NHB,18.0,77.09,1.76,0.38,2.14,6
HBC,18.0,0.0,0.0,0.0,0.0,6
HBSch,18.0,0.0,0.0,0.0,0.0,6
All,19.0,1608.75,84.21,19.25,179.34,6
HBW,19.0,272.49,2.89,3.12,6.01,6
HBO,19.0,1085.23,77.62,15.41,93.03,6
NHB,19.0,85.92,2.94,0.51,3.44,6
HBC,19.0,0.0,0.0,0.0,0.0,6
HBSch,19.0,165.1,0.77,0.21,76.85,6
All,20.0,1025.9,64.67,12.71,109.33,6
HBW,20.0,205.53,2.81,2.36,5.18,6
HBO,20.0,674.26,58.1,9.8,67.9,6
NHB,20.0,76.52,3.43,0.46,3.89,6
HBC,20.0,0.0,0.0,0.0,0.0,6
HBSch,20.0,69.59,0.32,0.09,32.36,6
All,21.0,43.5,1.11,0.24,1.35,6
HBW,21.0,0.0,0.0,0.0,0.0,6
HBO,21.0,0.0,0.0,0.0,0.0,6
NHB,21.0,43.5,1.11,0.24,1.35,6
HBC,21.0,0.0,0.0,0.0,0.0,6
HBSch,21.0,0.0,0.0,0.0,0.0,6
All,22.0,15.62,0.49,0.17,0.67,6
HBW,22.0,2.37,0.06,0.03,0.08,6
HBO,22.0,10.32,0.4,0.14,0.53,6
NHB,22.0,1.31,0.04,0.01,0.05,6
HBC,22.0,0.0,0.0,0.0,0.0,6
HBSch,22.0,1.61,0.0,0.0,0.0,6
All,23.0,51.95,2.52,0.58,7.43,6
HBW,23.0,6.26,0.14,0.07,0.2,6
HBO,23.0,33.72,2.11,0.46,2.57,6
NHB,23.0,6.68,0.22,0.04,0.26,6
HBC,23.0,0.0,0.0,0.0,0.0,6
HBSch,23.0,5.29,0.04,0.01,4.39,6
All,24.0,1015.64,76.77,13.04,188.87,6
HBW,24.0,161.62,3.21,2.11,5.32,6
HBO,24.0,712.96,70.94,10.43,81.37,6
NHB,24.0,31.46,1.62,0.2,1.82,6
HBC,24.0,4.0,0.0,0.0,0.0,6
HBSch,24.0,105.61,1.0,0.3,100.36,6
All,25.0,2334.39,222.6,31.99,415.09,6
HBW,25.0,444.05,15.82,6.65,22.47,6
HBO,25.0,1559.67,195.13,23.92,219.05,6
NHB,25.0,153.46,10.03,0.94,10.97,6
HBC,25.0,6.0,0.0,0.0,0.0,6
HBSch,25.0,171.21,1.62,0.48,162.61,6
All,26.0,999.3,108.49,15.26,153.61,6
HBW,26.0,209.44,10.18,3.62,13.81,6
HBO,26.0,602.92,87.53,10.68,98.21,6
NHB,26.0,143.97,10.48,0.87,11.35,6
HBC,26.0,2.0,0.0,0.0,0.0,6
HBSch,26.0,40.97,0.3,0.09,30.25,6
All,27.0,0.0,0.0,0.0,0.0,6
HBW,27.0,0.0,0.0,0.0,0.0,6
HBO,27.0,0.0,0.0,0.0,0.0,6
NHB,27.0,0.0,0.0,0.0,0.0,6
HBC,27.0,0.0,0.0,0.0,0.0,6
HBSch,27.0,0.0,0.0,0.0,0.0,6
All,28.0,24.48,1.32,0.28,1.9,6
HBW,28.0,3.82,0.16,0.05,0.21,6
HBO,28.0,11.02,0.83,0.18,1.0,6
NHB,28.0,8.66,0.34,0.06,0.4,6
HBC,28.0,0.0,0.0,0.0,0.0,6
HBSch,28.0,0.99,0.0,0.0,0.3,6
All,29.0,1109.87,105.19,15.07,195.7,6
HBW,29.0,218.81,8.73,3.15,11.89,6
HBO,29.0,745.91,92.33,11.37,103.7,6
NHB,29.0,49.87,3.36,0.32,3.68,6
HBC,29.0,14.0,0.0,0.0,0.0,6
HBSch,29.0,81.28,0.76,0.23,76.43,6
All,30.0,2230.31,269.9,33.32,434.51,6
HBW,30.0,437.57,24.27,7.57,31.84,6
HBO,30.0,1494.48,231.24,24.4,255.64,6
NHB,30.0,153.29,13.06,0.96,14.02,6
HBC,30.0,3.0,0.0,0.0,0.0,6
HBSch,30.0,141.96,1.33,0.39,133.0,6
All,31.0,1434.12,176.36,20.51,267.69,6
HBW,31.0,258.54,15.82,4.4,20.22,6
HBO,31.0,873.07,139.55,14.52,154.07,6
NHB,31.0,225.86,20.27,1.38,21.65,6
HBC,31.0,0.0,0.0,0.0,0.0,6
HBSch,31.0,76.65,0.72,0.21,71.74,6
All,32.0,916.25,90.31,12.55,162.47,6
HBW,32.0,162.88,3.52,2.44,5.96,6
HBO,32.0,634.68,83.4,9.71,93.11,6
NHB,32.0,37.33,2.79,0.23,3.02,6
HBC,32.0,0.0,0.0,0.0,0.0,6
HBSch,32.0,81.37,0.6,0.17,60.38,6
All,33.0,1312.85,150.66,18.42,281.95,6
HBW,33.0,216.32,7.48,3.42,10.9,6
HBO,33.0,925.55,137.67,14.35,152.03,6
NHB,33.0,49.33,4.36,0.31,4.67,6
HBC,33.0,0.0,0.0,0.0,0.0,6
HBSch,33.0,121.64,1.14,0.34,114.35,6
All,34.0,1407.04,132.03,18.24,225.41,6
HBW,34.0,273.5,5.17,3.58,8.75,6
HBO,34.0,953.97,121.24,14.03,135.27,6
NHB,34.0,66.64,4.85,0.42,5.27,6
HBC,34.0,0.0,0.0,0.0,0.0,6
HBSch,34.0,112.92,0.76,0.22,76.12,6
All,35.0,2015.13,199.15,27.33,344.36,6
HBW,35.0,401.19,7.82,5.67,13.49,6
HBO,35.0,1360.79,183.27,20.73,204.0,6
NHB,35.0,92.18,6.87,0.58,7.44,6
HBC,35.0,13.01,0.0,0.0,0.0,6
HBSch,35.0,147.96,1.19,0.35,119.42,6
All,36.0,447.05,35.49,6.44,53.18,6
HBW,36.0,104.84,1.09,1.51,2.6,6
HBO,36.0,293.57,32.6,4.71,37.31,6
NHB,36.0,28.5,1.69,0.18,1.87,6
HBC,36.0,0.0,0.0,0.0,0.0,6
HBSch,36.0,20.13,0.11,0.03,11.39,6
All,37.0,5.41,0.16,0.05,0.21,6
HBW,37.0,0.57,0.01,0.01,0.02,6
HBO,37.0,3.43,0.12,0.04,0.15,6
NHB,37.0,1.16,0.03,0.01,0.04,6
HBC,37.0,0.0,0.0,0.0,0.0,6
HBSch,37.0,0.25,0.0,0.0,0.0,6
All,38.0,161.22,8.19,1.01,9.4,6
HBW,38.0,1.54,0.21,0.03,0.23,6
HBO,38.0,6.01,0.45,0.07,0.52,6
NHB,38.0,152.97,7.53,0.92,8.45,6
HBC,38.0,0.0,0.0,0.0,0.0,6
HBSch,38.0,0.7,0.0,0.0,0.2,6
All,39.0,471.15,57.15,6.26,88.95,6
HBW,39.0,81.82,7.3,1.34,8.65,6
HBO,39.0,281.03,42.87,4.31,47.18,6
NHB,39.0,78.31,6.72,0.53,7.25,6
HBC,39.0,0.0,0.0,0.0,0.0,6
HBSch,39.0,29.99,0.26,0.08,25.87,6
All,40.0,2176.75,325.53,33.94,452.02,6
HBW,40.0,423.56,43.41,8.14,51.54,6
HBO,40.0,1365.84,255.84,23.88,279.72,6
NHB,40.0,250.9,25.35,1.64,26.99,6
HBC,40.0,33.0,0.0,0.0,0.0,6
HBSch,40.0,103.45,0.93,0.28,93.76,6
All,41.0,1102.86,152.34,14.07,198.51,6
HBW,41.0,129.58,13.03,2.6,15.63,6
HBO,41.0,462.22,86.31,8.31,94.62,6
NHB,41.0,474.44,52.67,3.07,55.74,6
HBC,41.0,1.0,0.0,0.0,0.0,6
HBSch,41.0,35.63,0.32,0.1,32.52,6
All,42.0,601.77,78.13,8.73,135.48,6
HBW,42.0,91.67,5.45,1.66,7.11,6
HBO,42.0,411.12,68.59,6.69,75.28,6
NHB,42.0,37.93,3.59,0.24,3.83,6
HBC,42.0,5.0,0.0,0.0,0.0,6
HBSch,42.0,56.04,0.49,0.15,49.26,6
All,43.0,1739.77,182.19,22.97,345.99,6
HBW,43.0,297.54,10.5,4.33,14.83,6
HBO,43.0,1190.4,163.61,17.66,181.27,6
NHB,43.0,87.47,6.65,0.55,7.21,6
HBC,43.0,6.0,0.0,0.0,0.0,6
HBSch,43.0,158.36,1.42,0.43,142.68,6
All,44.0,983.75,82.48,12.33,120.65,6
HBW,44.0,186.33,2.71,2.29,5.0,6
HBO,44.0,667.56,77.0,9.69,86.69,6
NHB,44.0,40.73,2.51,0.26,2.78,6
HBC,44.0,0.0,0.0,0.0,0.0,6
HBSch,44.0,89.12,0.26,0.09,26.19,6
All,45.0,435.84,29.63,5.24,46.15,6
HBW,45.0,78.29,1.15,0.84,1.99,6
HBO,45.0,295.37,27.44,4.24,31.67,6
NHB,45.0,19.58,0.93,0.13,1.05,6
HBC,45.0,0.0,0.0,0.0,0.0,6
HBSch,45.0,42.6,0.11,0.04,11.44,6
All,46.0,0.0,0.0,0.0,0.0,6
HBW,46.0,0.0,0.0,0.0,0.0,6
HBO,46.0,0.0,0.0,0.0,0.0,6
NHB,46.0,0.0,0.0,0.0,0.0,6
HBC,46.0,0.0,0.0,0.0,0.0,6
HBSch,46.0,0.0,0.0,0.0,0.0,6
All,47.0,0.0,0.0,0.0,0.0,6
HBW,47.0,0.0,0.0,0.0,0.0,6
HBO,47.0,0.0,0.0,0.0,0.0,6
NHB,47.0,0.0,0.0,0.0,0.0,6
HBC,47.0,0.0,0.0,0.0,0.0,6
HBSch,47.0,0.0,0.0,0.0,0.0,6
All,48.0,39.96,0.4,0.18,0.58,6
HBW,48.0,6.19,0.0,0.02,0.02,6
HBO,48.0,27.73,0.4,0.16,0.56,6
NHB,48.0,0.91,0.0,0.0,0.0,6
HBC,48.0,0.0,0.0,0.0,0.0,6
HBSch,48.0,5.14,0.0,0.0,0.0,6
All,49.0,197.03,6.36,1.18,7.54,6
HBW,49.0,0.0,0.0,0.0,0.0,6
HBO,49.0,0.0,0.0,0.0,0.0,6
NHB,49.0,197.03,6.36,1.18,7.54,6
HBC,49.0,0.0,0.0,0.0,0.0,6
HBSch,49.0,0.0,0.0,0.0,0.0,6
All,50.0,81.04,4.53,0.65,5.86,6
HBW,50.0,4.32,0.26,0.05,0.32,6
HBO,50.0,16.58,1.59,0.22,1.8,6
NHB,50.0,57.99,2.67,0.38,3.05,6
HBC,50.0,0.0,0.0,0.0,0.0,6
HBSch,50.0,2.15,0.01,0.0,0.69,6
All,51.0,70.89,7.76,0.81,13.97,6
HBW,51.0,7.87,0.54,0.1,0.64,6
HBO,51.0,43.49,6.25,0.61,6.86,6
NHB,51.0,12.68,0.92,0.08,1.0,6
HBC,51.0,0.0,0.0,0.0,0.0,6
HBSch,51.0,6.85,0.05,0.02,5.47,6
All,52.0,659.67,82.23,6.74,98.61,6
HBW,52.0,52.91,10.12,1.04,11.16,6
HBO,52.0,184.22,35.59,3.16,38.75,6
NHB,52.0,407.05,36.42,2.51,38.93,6
HBC,52.0,0.0,0.0,0.0,0.0,6
HBSch,52.0,15.48,0.1,0.03,9.77,6
All,53.0,2379.08,376.4,29.85,497.67,6
HBW,53.0,277.85,47.67,5.82,53.5,6
HBO,53.0,1024.28,215.67,17.43,233.09,6
NHB,53.0,976.41,112.13,6.32,118.45,6
HBC,53.0,0.0,0.0,0.0,0.0,6
HBSch,53.0,100.54,0.92,0.28,92.63,6
All,54.0,1286.17,193.2,18.31,262.95,6
HBW,54.0,202.7,25.43,4.08,29.5,6
HBO,54.0,695.12,132.19,11.91,144.1,6
NHB,54.0,332.29,35.06,2.17,37.23,6
HBC,54.0,0.0,0.0,0.0,0.0,6
HBSch,54.0,56.06,0.52,0.15,52.11,6
All,55.0,1142.84,145.47,16.84,201.99,6
HBW,55.0,202.32,14.94,3.55,18.49,6
HBO,55.0,735.72,119.35,12.36,131.71,6
NHB,55.0,126.62,10.78,0.8,11.58,6
HBC,55.0,1.0,0.0,0.0,0.0,6
HBSch,55.0,77.18,0.4,0.13,40.21,6
All,56.0,201.86,19.94,2.63,27.61,6
HBW,56.0,43.66,1.34,0.52,1.86,6
HBO,56.0,134.33,17.8,2.02,19.83,6
NHB,56.0,10.15,0.75,0.07,0.82,6
HBC,56.0,0.0,0.0,0.0,0.0,6
HBSch,56.0,13.72,0.05,0.02,5.11,6
All,57.0,398.37,41.86,5.78,60.03,6
HBW,57.0,92.53,2.87,1.41,4.28,6
HBO,57.0,261.45,36.98,4.17,41.14,6
NHB,57.0,24.54,1.89,0.16,2.05,6
HBC,57.0,0.0,0.0,0.0,0.0,6
HBSch,57.0,19.85,0.13,0.04,12.56,6
All,58.0,0.0,0.0,0.0,0.0,6
HBW,58.0,0.0,0.0,0.0,0.0,6
HBO,58.0,0.0,0.0,0.0,0.0,6
NHB,58.0,0.0,0.0,0.0,0.0,6
HBC,58.0,0.0,0.0,0.0,0.0,6
HBSch,58.0,0.0,0.0,0.0,0.0,6
All,59.0,0.0,0.0,0.0,0.0,6
HBW,59.0,0.0,0.0,0.0,0.0,6
HBO,59.0,0.0,0.0,0.0,0.0,6
NHB,59.0,0.0,0.0,0.0,0.0,6
HBC,59.0,0.0,0.0,0.0,0.0,6
HBSch,59.0,0.0,0.0,0.0,0.0,6
All,60.0,0.0,0.0,0.0,0.0,6
HBW,60.0,0.0,0.0,0.0,0.0,6
HBO,60.0,0.0,0.0,0.0,0.0,6
NHB,60.0,0.0,0.0,0.0,0.0,6
HBC,60.0,0.0,0.0,0.0,0.0,6
HBSch,60.0,0.0,0.0,0.0,0.0,6
All,61.0,1496.52,165.05,21.56,284.63,6
HBW,61.0,286.54,13.0,4.54,17.54,6
HBO,61.0,1028.54,146.6,16.27,162.87,6
NHB,61.0,69.07,4.46,0.46,4.91,6
HBC,61.0,0.0,0.0,0.0,0.0,6
HBSch,61.0,112.37,0.99,0.29,99.3,6
All,62.0,1727.25,217.52,23.51,373.2,6
HBW,62.0,293.74,16.64,4.46,21.1,6
HBO,62.0,1184.87,193.84,18.19,212.03,6
NHB,62.0,72.04,5.71,0.47,6.17,6
HBC,62.0,24.0,0.0,0.0,0.0,6
HBSch,62.0,152.6,1.34,0.4,133.91,6
All,63.0,247.25,30.64,2.81,48.05,6
HBW,63.0,28.24,2.75,0.43,3.18,6
HBO,63.0,125.73,21.19,1.83,23.01,6
NHB,63.0,74.87,6.55,0.51,7.06,6
HBC,63.0,0.0,0.0,0.0,0.0,6
HBSch,63.0,18.41,0.15,0.04,14.79,6
All,64.0,1900.43,236.62,25.38,380.96,6
HBW,64.0,309.02,19.26,4.84,24.1,6
HBO,64.0,1190.55,194.45,18.58,213.03,6
NHB,64.0,255.23,21.71,1.6,23.31,6
HBC,64.0,0.0,0.0,0.0,0.0,6
HBSch,64.0,145.62,1.2,0.36,120.52,6
All,65.0,2079.06,284.61,29.98,439.4,6
HBW,65.0,387.71,31.34,6.58,37.92,6
HBO,65.0,1355.71,234.21,21.81,256.01,6
NHB,65.0,183.35,17.8,1.22,19.02,6
HBC,65.0,0.0,0.0,0.0,0.0,6
HBSch,65.0,152.28,1.26,0.38,126.45,6
All,66.0,990.18,125.13,14.76,169.77,6
HBW,66.0,179.9,11.9,3.28,15.18,6
HBO,66.0,549.43,94.72,10.0,104.72,6
NHB,66.0,221.25,18.2,1.39,19.59,6
HBC,66.0,1.0,0.0,0.0,0.0,6
HBSch,66.0,38.61,0.3,0.09,30.28,6
All,67.0,1154.01,151.04,16.5,220.27,6
HBW,67.0,188.65,14.65,3.39,18.04,6
HBO,67.0,676.25,114.84,11.49,126.33,6
NHB,67.0,220.45,21.01,1.46,22.46,6
HBC,67.0,0.0,0.0,0.0,0.0,6
HBSch,67.0,68.66,0.53,0.16,53.43,6
All,68.0,1063.27,125.41,16.42,189.79,6
HBW,68.0,219.94,9.62,3.64,13.27,6
HBO,68.0,712.59,109.87,12.17,122.03,6
NHB,68.0,72.46,5.43,0.47,5.9,6
HBC,68.0,0.0,0.0,0.0,0.0,6
HBSch,68.0,58.27,0.48,0.15,48.6,6
All,69.0,266.09,30.19,3.45,50.29,6
HBW,69.0,38.76,1.76,0.57,2.33,6
HBO,69.0,184.95,27.14,2.74,29.88,6
NHB,69.0,13.67,1.13,0.09,1.22,6
HBC,69.0,0.0,0.0,0.0,0.0,6
HBSch,69.0,28.7,0.17,0.05,16.86,6
All,70.0,923.4,86.43,12.87,176.23,6
HBW,70.0,141.8,4.23,2.13,6.36,6
HBO,70.0,650.85,79.43,10.28,89.71,6
NHB,70.0,34.15,2.0,0.22,2.22,6
HBC,70.0,0.0,0.0,0.0,0.0,6
HBSch,70.0,96.6,0.78,0.23,77.93,6
All,71.0,0.0,0.0,0.0,0.0,6
HBW,71.0,0.0,0.0,0.0,0.0,6
HBO,71.0,0.0,0.0,0.0,0.0,6
NHB,71.0,0.0,0.0,0.0,0.0,6
HBC,71.0,0.0,0.0,0.0,0.0,6
HBSch,71.0,0.0,0.0,0.0,0.0,6
All,72.0,840.65,82.18,11.72,135.65,6
HBW,72.0,124.59,5.41,2.01,7.42,6
HBO,72.0,576.67,73.43,9.26,82.69,6
NHB,72.0,47.66,2.93,0.31,3.23,6
HBC,72.0,0.0,0.0,0.0,0.0,6
HBSch,72.0,91.72,0.42,0.14,42.31,6
All,73.0,34.34,1.62,0.38,4.46,6
HBW,73.0,6.35,0.04,0.05,0.09,6
HBO,73.0,23.7,1.53,0.31,1.85,6
NHB,73.0,1.17,0.03,0.01,0.04,6
HBC,73.0,0.0,0.0,0.0,0.0,6
HBSch,73.0,3.11,0.02,0.01,2.49,6
All,74.0,0.0,0.0,0.0,0.0,6
HBW,74.0,0.0,0.0,0.0,0.0,6
HBO,74.0,0.0,0.0,0.0,0.0,6
NHB,74.0,0.0,0.0,0.0,0.0,6
HBC,74.0,0.0,0.0,0.0,0.0,6
HBSch,74.0,0.0,0.0,0.0,0.0,6
All,75.0,975.19,99.45,11.85,111.31,6
HBW,75.0,170.13,7.88,2.21,10.09,6
HBO,75.0,592.54,82.75,8.81,91.57,6
NHB,75.0,130.68,8.82,0.83,9.65,6
HBC,75.0,8.0,0.0,0.0,0.0,6
HBSch,75.0,73.84,0.0,0.0,0.0,6
All,76.0,585.07,53.89,7.98,100.22,6
HBW,76.0,107.09,3.46,1.46,4.92,6
HBO,76.0,402.81,48.49,6.21,54.7,6
NHB,76.0,27.71,1.55,0.19,1.74,6
HBC,76.0,0.0,0.0,0.0,0.0,6
HBSch,76.0,47.46,0.39,0.11,38.85,6
All,77.0,1054.11,133.57,13.59,190.37,6
HBW,77.0,172.98,16.99,2.92,19.91,6
HBO,77.0,564.01,95.32,8.85,104.18,6
NHB,77.0,268.14,20.81,1.68,22.5,6
HBC,77.0,0.0,0.0,0.0,0.0,6
HBSch,77.0,48.98,0.44,0.13,43.78,6
All,78.0,3496.48,449.46,47.86,689.99,6
HBW,78.0,608.65,35.22,9.15,44.38,6
HBO,78.0,2275.48,384.06,35.98,420.05,6
NHB,78.0,342.37,28.22,2.14,30.36,6
HBC,78.0,21.0,0.0,0.0,0.0,6
HBSch,78.0,248.98,1.95,0.59,195.2,6
All,79.0,743.4,85.76,7.67,106.85,6
HBW,79.0,69.55,5.65,1.11,6.76,6
HBO,79.0,236.38,42.74,3.92,46.66,6
NHB,79.0,420.15,37.24,2.61,39.84,6
HBC,79.0,0.0,0.0,0.0,0.0,6
HBSch,79.0,17.33,0.14,0.04,13.59,6
All,80.0,1025.33,123.83,13.48,164.74,6
HBW,80.0,160.82,11.72,2.7,14.41,6
HBO,80.0,491.2,85.35,8.65,94.0,6
NHB,80.0,332.92,26.48,2.05,28.54,6
HBC,80.0,10.0,0.0,0.0,0.0,6
HBSch,80.0,30.38,0.28,0.08,27.79,6
All,81.0,396.78,32.14,6.22,50.48,6
HBW,81.0,76.85,3.57,1.33,4.9,6
HBO,81.0,233.55,25.9,4.41,30.31,6
NHB,81.0,69.91,2.55,0.44,2.99,6
HBC,81.0,0.0,0.0,0.0,0.0,6
HBSch,81.0,16.47,0.12,0.04,12.29,6
All,82.0,2299.83,272.08,33.94,376.42,6
HBW,82.0,435.41,29.24,7.59,36.83,6
HBO,82.0,1308.53,209.46,23.3,232.76,6
NHB,82.0,457.54,32.67,2.83,35.5,6
HBC,82.0,0.0,0.0,0.0,0.0,6
HBSch,82.0,98.36,0.71,0.22,71.34,6
All,83.0,411.63,31.39,2.54,33.93,6
HBW,83.0,0.0,0.0,0.0,0.0,6
HBO,83.0,0.0,0.0,0.0,0.0,6
NHB,83.0,411.63,31.39,2.54,33.93,6
HBC,83.0,0.0,0.0,0.0,0.0,6
HBSch,83.0,0.0,0.0,0.0,0.0,6
All,84.0,242.46,20.83,1.5,22.33,6
HBW,84.0,0.0,0.0,0.0,0.0,6
HBO,84.0,0.0,0.0,0.0,0.0,6
NHB,84.0,242.46,20.83,1.5,22.33,6
HBC,84.0,0.0,0.0,0.0,0.0,6
HBSch,84.0,0.0,0.0,0.0,0.0,6
All,85.0,406.03,35.91,4.52,58.3,6
HBW,85.0,66.79,2.07,0.65,2.72,6
HBO,85.0,263.15,31.41,3.58,34.99,6
NHB,85.0,36.6,2.25,0.23,2.48,6
HBC,85.0,0.0,0.0,0.0,0.0,6
HBSch,85.0,39.49,0.18,0.05,18.11,6
All,86.0,47.8,0.63,0.26,0.89,6
HBW,86.0,0.0,0.0,0.0,0.0,6
HBO,86.0,0.0,0.0,0.0,0.0,6
NHB,86.0,47.8,0.63,0.26,0.89,6
HBC,86.0,0.0,0.0,0.0,0.0,6
HBSch,86.0,0.0,0.0,0.0,0.0,6
All,87.0,0.0,0.0,0.0,0.0,6
HBW,87.0,0.0,0.0,0.0,0.0,6
HBO,87.0,0.0,0.0,0.0,0.0,6
NHB,87.0,0.0,0.0,0.0,0.0,6
HBC,87.0,0.0,0.0,0.0,0.0,6
HBSch,87.0,0.0,0.0,0.0,0.0,6
All,88.0,0.74,0.03,0.01,0.04,6
HBW,88.0,0.0,0.0,0.0,0.0,6
HBO,88.0,0.0,0.0,0.0,0.0,6
NHB,88.0,0.74,0.03,0.01,0.04,6
HBC,88.0,0.0,0.0,0.0,0.0,6
HBSch,88.0,0.0,0.0,0.0,0.0,6
All,89.0,897.6,59.99,6.2,72.94,6
HBW,89.0,45.72,1.59,0.38,1.97,6
HBO,89.0,154.15,13.32,1.87,15.19,6
NHB,89.0,681.48,45.02,3.94,48.96,6
HBC,89.0,0.0,0.0,0.0,0.0,6
HBSch,89.0,16.25,0.07,0.02,6.83,6
All,90.0,1670.28,137.16,12.8,177.13,6
HBW,90.0,84.27,5.12,0.99,6.11,6
HBO,90.0,332.98,36.18,4.37,40.55,6
NHB,90.0,1203.41,95.59,7.35,102.94,6
