Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBC,36.0,0.0,0.0,0.0,0.0,4
HBSch,36.0,20.13,0.11,0.03,11.37,4
All,37.0,6.67,0.2,0.07,0.27,4
HBW,37.0,0.74,0.02,0.01,0.04,4
HBO,37.0,3.59,0.13,0.04,0.17,4
NHB,37.0,2.09,0.05,0.01,0.07,4
HBC,37.0,0.0,0.0,0.0,0.0,4
HBSch,37.0,0.25,0.0,0.0,0.0,4
All,38.0,299.16,15.15,1.86,17.21,4
HBW,38.0,1.72,0.25,0.03,0.29,4
HBO,38.0,6.18,0.49,0.08,0.57,4
NHB,38.0,290.56,14.41,1.75,16.15,4
HBC,38.0,0.0,0.0,0.0,0.0,4
HBSch,38.0,0.7,0.0,0.0,0.2,4
All,39.0,539.4,69.88,7.71,103.12,4
HBW,39.0,82.09,11.14,2.03,13.18,4
HBO,39.0,281.29,46.03,4.62,50.65,4
NHB,39.0,146.04,12.45,0.98,13.43,4
HBC,39.0,0.0,0.0,0.0,0.0,4
HBSch,39.0,29.97,0.26,0.08,25.87,4
All,40.0,2394.1,387.15,40.75,520.42,4
HBW,40.0,424.92,66.39,12.01,78.39,4
HBO,40.0,1365.01,272.97,25.42,298.38,4
NHB,40.0,466.73,46.86,3.05,49.91,4
HBC,40.0,34.01,0.0,0.0,0.0,4
HBSch,40.0,103.43,0.93,0.28,93.74,4
All,41.0,1511.08,209.25,18.43,259.78,4
HBW,41.0,129.21,19.72,3.81,23.53,4
HBO,41.0,463.65,92.03,8.83,100.86,4
NHB,41.0,881.59,97.18,5.69,102.87,4
HBC,41.0,1.0,0.0,0.0,0.0,4
HBSch,41.0,35.63,0.32,0.1,32.52,4
All,42.0,631.97,87.8,10.09,146.5,4
HBW,42.0,90.88,8.46,2.45,10.91,4
HBO,42.0,410.42,72.19,7.04,79.23,4
NHB,42.0,70.64,6.66,0.45,7.11,4
HBC,42.0,4.0,0.0,0.0,0.0,4
HBSch,42.0,56.03,0.49,0.15,49.25,4
All,43.0,1817.1,205.96,27.21,374.02,4
HBW,43.0,298.85,17.4,6.86,24.26,4
HBO,43.0,1189.9,174.86,18.9,193.77,4
NHB,43.0,162.97,12.28,1.03,13.3,4
HBC,43.0,7.0,0.0,0.0,0.0,4
HBSch,43.0,158.37,1.42,0.43,142.7,4
All,44.0,1019.06,92.45,14.92,133.18,4
HBW,44.0,187.3,4.83,3.88,8.71,4
HBO,44.0,667.24,82.73,10.47,93.19,4
NHB,44.0,75.39,4.63,0.48,5.11,4
HBC,44.0,0.0,0.0,0.0,0.0,4
HBSch,44.0,89.13,0.26,0.09,26.16,4
All,45.0,452.08,33.61,6.35,51.22,4
HBW,45.0,78.07,2.02,1.46,3.48,4
HBO,45.0,295.2,29.77,4.62,34.39,4
NHB,45.0,36.25,1.7,0.23,1.94,4
HBC,45.0,0.0,0.0,0.0,0.0,4
HBSch,45.0,42.56,0.11,0.04,11.42,4
All,46.0,0.0,0.0,0.0,0.0,4
HBW,46.0,0.0,0.0,0.0,0.0,4
HBO,46.0,0.0,0.0,0.0,0.0,4
NHB,46.0,0.0,0.0,0.0,0.0,4
HBC,46.0,0.0,0.0,0.0,0.0,4
HBSch,46.0,0.0,0.0,0.0,0.0,4
All,47.0,0.0,0.0,0.0,0.0,4
HBW,47.0,0.0,0.0,0.0,0.0,4
HBO,47.0,0.0,0.0,0.0,0.0,4
NHB,47.0,0.0,0.0,0.0,0.0,4
HBC,47.0,0.0,0.0,0.0,0.0,4
HBSch,47.0,0.0,0.0,0.0,0.0,4
All,48.0,40.06,0.53,0.27,0.8,4
HBW,48.0,6.15,0.0,0.04,0.04,4
HBO,48.0,26.77,0.52,0.22,0.74,4
NHB,48.0,1.97,0.01,0.01,0.01,4
HBC,48.0,0.0,0.0,0.0,0.0,4
HBSch,48.0,5.17,0.0,0.0,0.0,4
All,49.0,366.38,11.89,2.18,14.07,4
HBW,49.0,0.0,0.0,0.0,0.0,4
HBO,49.0,0.0,0.0,0.0,0.0,4
NHB,49.0,366.38,11.89,2.18,14.07,4
HBC,49.0,0.0,0.0,0.0,0.0,4
HBSch,49.0,0.0,0.0,0.0,0.0,4
All,50.0,132.0,7.09,1.02,8.8,4
HBW,50.0,4.33,0.38,0.08,0.47,4
HBO,50.0,16.8,1.72,0.23,1.96,4
NHB,50.0,108.71,4.98,0.7,5.68,4
HBC,50.0,0.0,0.0,0.0,0.0,4
HBSch,50.0,2.16,0.01,0.0,0.7,4
All,51.0,82.41,9.27,0.97,15.63,4
HBW,51.0,7.98,0.83,0.15,0.98,4
HBO,51.0,43.84,6.67,0.65,7.32,4
NHB,51.0,23.74,1.72,0.16,1.88,4
HBC,51.0,0.0,0.0,0.0,0.0,4
HBSch,51.0,6.85,0.05,0.02,5.46,4
All,52.0,1016.04,118.14,9.36,137.14,4
HBW,52.0,53.05,12.89,1.33,14.23,4
HBO,52.0,185.76,37.23,3.3,40.53,4
NHB,52.0,761.75,67.93,4.7,72.63,4
HBC,52.0,0.0,0.0,0.0,0.0,4
HBSch,52.0,15.47,0.1,0.03,9.76,4
All,53.0,3218.18,499.61,37.97,629.01,4
HBW,53.0,278.09,63.7,7.62,71.32,4
HBO,53.0,1024.44,227.53,18.34,245.88,4
NHB,53.0,1815.1,207.46,11.74,219.19,4
HBC,53.0,0.0,0.0,0.0,0.0,4
HBSch,53.0,100.55,0.92,0.28,92.63,4
All,54.0,1571.57,242.61,22.55,316.59,4
HBW,54.0,203.23,36.74,5.75,42.5,4
HBO,54.0,693.15,140.4,12.61,153.02,4
NHB,54.0,619.13,64.95,4.03,68.97,4
HBC,54.0,0.0,0.0,0.0,0.0,4
HBSch,54.0,56.06,0.52,0.15,52.1,4
All,55.0,1251.95,169.45,19.97,229.07,4
HBW,55.0,202.64,23.28,5.35,28.64,4
HBO,55.0,735.26,125.84,13.01,138.85,4
NHB,55.0,235.87,19.93,1.48,21.41,4
HBC,55.0,1.0,0.0,0.0,0.0,4
HBSch,55.0,77.18,0.4,0.13,40.18,4
All,56.0,211.11,22.74,3.21,30.99,4
HBW,56.0,43.68,2.42,0.92,3.35,4
HBO,56.0,134.76,18.89,2.15,21.04,4
NHB,56.0,18.95,1.38,0.13,1.5,4
HBC,56.0,0.0,0.0,0.0,0.0,4
HBSch,56.0,13.72,0.05,0.02,5.11,4
All,57.0,420.76,47.98,7.11,67.5,4
HBW,57.0,92.42,5.03,2.34,7.38,4
HBO,57.0,263.04,39.34,4.43,43.78,4
NHB,57.0,45.44,3.47,0.3,3.77,4
HBC,57.0,0.0,0.0,0.0,0.0,4
HBSch,57.0,19.86,0.13,0.04,12.58,4
All,58.0,0.0,0.0,0.0,0.0,4
HBW,58.0,0.0,0.0,0.0,0.0,4
HBO,58.0,0.0,0.0,0.0,0.0,4
NHB,58.0,0.0,0.0,0.0,0.0,4
HBC,58.0,0.0,0.0,0.0,0.0,4
HBSch,58.0,0.0,0.0,0.0,0.0,4
All,59.0,0.0,0.0,0.0,0.0,4
HBW,59.0,0.0,0.0,0.0,0.0,4
HBO,59.0,0.0,0.0,0.0,0.0,4
NHB,59.0,0.0,0.0,0.0,0.0,4
HBC,59.0,0.0,0.0,0.0,0.0,4
HBSch,59.0,0.0,0.0,0.0,0.0,4
All,60.0,0.0,0.0,0.0,0.0,4
HBW,60.0,0.0,0.0,0.0,0.0,4
HBO,60.0,0.0,0.0,0.0,0.0,4
NHB,60.0,0.0,0.0,0.0,0.0,4
HBC,60.0,0.0,0.0,0.0,0.0,4
HBSch,60.0,0.0,0.0,0.0,0.0,4
All,61.0,1555.89,187.01,25.74,310.76,4
HBW,61.0,287.69,21.14,7.24,28.38,4
HBO,61.0,1027.33,156.67,17.36,174.03,4
NHB,61.0,128.48,8.21,0.85,9.06,4
HBC,61.0,0.0,0.0,0.0,0.0,4
HBSch,61.0,112.38,0.99,0.29,99.29,4
All,62.0,1790.63,241.15,27.25,400.65,4
HBW,62.0,294.74,26.63,6.99,33.61,4
HBO,62.0,1184.35,202.65,18.99,221.65,4
NHB,62.0,133.97,10.54,0.87,11.4,4
HBC,62.0,25.0,0.0,0.0,0.0,4
HBSch,62.0,152.57,1.34,0.4,133.99,4
All,63.0,312.87,39.23,3.6,57.44,4
HBW,63.0,28.33,4.22,0.66,4.88,4
HBO,63.0,126.25,22.7,1.96,24.66,4
NHB,63.0,139.85,12.16,0.95,13.1,4
HBC,63.0,0.0,0.0,0.0,0.0,4
HBSch,63.0,18.43,0.15,0.04,14.79,4
All,64.0,2121.57,274.78,30.19,423.96,4
HBW,64.0,310.54,30.55,7.52,38.06,4
HBO,64.0,1190.2,202.9,19.34,222.23,4
NHB,64.0,475.21,40.13,2.98,43.11,4
HBC,64.0,0.0,0.0,0.0,0.0,4
HBSch,64.0,145.61,1.2,0.36,120.55,4
All,65.0,2237.42,334.78,36.01,495.63,4
HBW,65.0,389.37,49.77,10.08,59.84,4
HBO,65.0,1355.09,250.93,23.29,274.22,4
NHB,65.0,340.68,32.82,2.27,35.08,4
HBC,65.0,0.0,0.0,0.0,0.0,4
HBSch,65.0,152.28,1.26,0.38,126.48,4
All,66.0,1181.82,152.39,18.3,200.56,4
HBW,66.0,180.75,19.39,5.22,24.61,4
HBO,66.0,549.9,99.11,10.42,109.52,4
NHB,66.0,411.59,33.59,2.57,36.16,4
HBC,66.0,1.0,0.0,0.0,0.0,4
HBSch,66.0,38.57,0.3,0.09,30.26,4
All,67.0,1341.71,184.95,20.26,257.94,4
HBW,67.0,188.89,23.3,5.21,28.5,4
HBO,67.0,674.67,122.38,12.19,134.57,4
NHB,67.0,409.5,38.74,2.7,41.44,4
HBC,67.0,0.0,0.0,0.0,0.0,4
HBSch,67.0,68.66,0.53,0.16,53.43,4
All,68.0,1125.42,143.26,19.87,211.09,4
HBW,68.0,220.49,16.29,5.99,22.29,4
HBO,68.0,711.97,116.49,12.87,129.35,4
NHB,68.0,134.68,9.99,0.86,10.86,4
HBC,68.0,0.0,0.0,0.0,0.0,4
HBSch,68.0,58.28,0.48,0.15,48.6,4
All,69.0,278.09,33.81,4.02,54.48,4
HBW,69.0,38.56,2.95,0.92,3.87,4
HBO,69.0,184.58,28.63,2.89,31.52,4
NHB,69.0,25.25,2.06,0.17,2.23,4
HBC,69.0,1.0,0.0,0.0,0.0,4
HBSch,69.0,28.71,0.17,0.05,16.86,4
All,70.0,952.21,96.04,15.0,187.94,4
HBW,70.0,142.19,6.96,3.42,10.38,4
HBO,70.0,650.09,84.61,10.94,95.55,4
NHB,70.0,63.34,3.69,0.41,4.1,4
HBC,70.0,0.0,0.0,0.0,0.0,4
HBSch,70.0,96.6,0.78,0.23,77.91,4
All,71.0,0.0,0.0,0.0,0.0,4
HBW,71.0,0.0,0.0,0.0,0.0,4
HBO,71.0,0.0,0.0,0.0,0.0,4
NHB,71.0,0.0,0.0,0.0,0.0,4
HBC,71.0,0.0,0.0,0.0,0.0,4
HBSch,71.0,0.0,0.0,0.0,0.0,4
All,72.0,881.89,91.98,13.54,147.27,4
HBW,72.0,124.27,8.47,3.06,11.53,4
HBO,72.0,577.12,77.69,9.78,87.47,4
NHB,72.0,88.77,5.4,0.57,5.97,4
HBC,72.0,0.0,0.0,0.0,0.0,4
HBSch,72.0,91.73,0.42,0.14,42.31,4
All,73.0,35.31,1.81,0.45,4.72,4
HBW,73.0,6.26,0.07,0.09,0.15,4
HBO,73.0,23.51,1.66,0.34,2.0,4
NHB,73.0,2.43,0.06,0.02,0.07,4
HBC,73.0,0.0,0.0,0.0,0.0,4
HBSch,73.0,3.11,0.02,0.01,2.49,4
All,74.0,0.0,0.0,0.0,0.0,4
HBW,74.0,0.0,0.0,0.0,0.0,4
HBO,74.0,0.0,0.0,0.0,0.0,4
NHB,74.0,0.0,0.0,0.0,0.0,4
HBC,74.0,0.0,0.0,0.0,0.0,4
HBSch,74.0,0.0,0.0,0.0,0.0,4
All,75.0,1086.8,119.33,14.94,134.26,4
HBW,75.0,170.41,13.03,3.82,16.85,4
HBO,75.0,591.1,89.98,9.57,99.54,4
NHB,75.0,243.46,16.32,1.55,17.86,4
HBC,75.0,8.0,0.0,0.0,0.0,4
HBSch,75.0,73.83,0.0,0.0,0.0,4
All,76.0,608.79,62.51,9.82,110.65,4
HBW,76.0,107.09,5.95,2.54,8.49,4
HBO,76.0,402.96,53.31,6.82,60.12,4
NHB,76.0,51.29,2.87,0.35,3.21,4
HBC,76.0,0.0,0.0,0.0,0.0,4
HBSch,76.0,47.45,0.39,0.11,38.82,4
All,77.0,1284.42,163.73,16.87,223.79,4
HBW,77.0,173.5,24.68,4.34,29.03,4
HBO,77.0,562.66,100.09,9.27,109.35,4
NHB,77.0,499.29,38.53,3.13,41.66,4
HBC,77.0,0.0,0.0,0.0,0.0,4
HBSch,77.0,48.98,0.44,0.13,43.75,4
All,78.0,3792.73,514.05,56.89,763.53,4
HBW,78.0,611.07,56.09,14.61,70.7,4
HBO,78.0,2275.57,403.88,37.72,441.6,4
NHB,78.0,636.07,52.13,3.97,56.1,4
HBC,78.0,21.0,0.0,0.0,0.0,4
HBSch,78.0,249.02,1.95,0.59,195.13,4
All,79.0,1105.71,122.32,10.71,146.45,4
HBW,79.0,69.6,8.77,1.76,10.53,4
HBO,79.0,236.69,44.57,4.07,48.64,4
NHB,79.0,782.1,68.85,4.84,73.69,4
HBC,79.0,0.0,0.0,0.0,0.0,4
HBSch,79.0,17.32,0.14,0.04,13.59,4
All,80.0,1312.72,157.53,17.32,202.29,4
HBW,80.0,161.47,18.63,4.37,23.0,4
HBO,80.0,492.23,89.68,9.05,98.73,4
NHB,80.0,619.62,48.95,3.81,52.77,4
HBC,80.0,9.0,0.0,0.0,0.0,4
HBSch,80.0,30.4,0.28,0.08,27.79,4
All,81.0,455.62,38.96,7.94,59.01,4
HBW,81.0,76.73,5.7,2.22,7.92,4
HBO,81.0,231.87,28.41,4.86,33.27,4
NHB,81.0,130.55,4.72,0.82,5.55,4
HBC,81.0,0.0,0.0,0.0,0.0,4
HBSch,81.0,16.46,0.12,0.04,12.28,4
All,82.0,2696.65,328.17,41.9,440.45,4
HBW,82.0,437.24,46.07,11.96,58.03,4
HBO,82.0,1309.55,221.06,24.48,245.53,4
NHB,82.0,851.53,60.33,5.25,65.59,4
HBC,82.0,0.0,0.0,0.0,0.0,4
HBSch,82.0,98.34,0.71,0.22,71.3,4
All,83.0,766.13,58.17,4.72,62.89,4
HBW,83.0,0.0,0.0,0.0,0.0,4
HBO,83.0,0.0,0.0,0.0,0.0,4
NHB,83.0,766.13,58.17,4.72,62.89,4
HBC,83.0,0.0,0.0,0.0,0.0,4
HBSch,83.0,0.0,0.0,0.0,0.0,4
All,84.0,450.69,38.5,2.79,41.29,4
HBW,84.0,0.0,0.0,0.0,0.0,4
HBO,84.0,0.0,0.0,0.0,0.0,4
NHB,84.0,450.69,38.5,2.79,41.29,4
HBC,84.0,0.0,0.0,0.0,0.0,4
HBSch,84.0,0.0,0.0,0.0,0.0,4
All,85.0,436.64,41.08,5.41,64.37,4
HBW,85.0,66.82,3.48,1.15,4.63,4
HBO,85.0,262.06,33.27,3.78,37.05,4
NHB,85.0,68.29,4.15,0.43,4.58,4
HBC,85.0,0.0,0.0,0.0,0.0,4
HBSch,85.0,39.47,0.18,0.05,18.11,4
All,86.0,89.34,1.2,0.47,1.68,4
HBW,86.0,0.0,0.0,0.0,0.0,4
HBO,86.0,0.0,0.0,0.0,0.0,4
NHB,86.0,89.34,1.2,0.47,1.68,4
HBC,86.0,0.0,0.0,0.0,0.0,4
HBSch,86.0,0.0,0.0,0.0,0.0,4
All,87.0,0.0,0.0,0.0,0.0,4
HBW,87.0,0.0,0.0,0.0,0.0,4
HBO,87.0,0.0,0.0,0.0,0.0,4
NHB,87.0,0.0,0.0,0.0,0.0,4
HBC,87.0,0.0,0.0,0.0,0.0,4
HBSch,87.0,0.0,0.0,0.0,0.0,4
All,88.0,1.6,0.07,0.01,0.08,4
HBW,88.0,0.0,0.0,0.0,0.0,4
HBO,88.0,0.0,0.0,0.0,0.0,4
NHB,88.0,1.6,0.07,0.01,0.08,4
HBC,88.0,0.0,0.0,0.0,0.0,4
HBSch,88.0,0.0,0.0,0.0,0.0,4
All,89.0,1481.88,101.22,10.12,118.08,4
HBW,89.0,45.75,2.68,0.7,3.38,4
HBO,89.0,153.85,14.67,2.08,16.75,4
NHB,89.0,1266.02,83.81,7.32,91.12,4
HBC,89.0,0.0,0.0,0.0,0.0,4
HBSch,89.0,16.26,0.07,0.02,6.83,4
All,90.0,2701.43,223.57,19.98,270.62,4
HBW,90.0,84.36,7.57,1.53,9.11,4
HBO,90.0,333.88,38.8,4.72,43.52,4
