Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBW,20.0,206.52,5.28,4.07,9.35,11
HBO,20.0,672.35,61.98,10.59,72.56,11
NHB,20.0,159.26,6.9,0.93,7.83,11
HBC,20.0,0.0,0.0,0.0,0.0,11
HBSch,20.0,69.57,0.32,0.09,32.36,11
All,21.0,99.57,2.53,0.54,3.07,11
HBW,21.0,0.0,0.0,0.0,0.0,11
HBO,21.0,0.0,0.0,0.0,0.0,11
NHB,21.0,99.57,2.53,0.54,3.07,11
HBC,21.0,0.0,0.0,0.0,0.0,11
HBSch,21.0,0.0,0.0,0.0,0.0,11
All,22.0,17.51,0.62,0.22,0.84,11
HBW,22.0,2.54,0.1,0.05,0.14,11
HBO,22.0,10.44,0.44,0.15,0.6,11
NHB,22.0,2.92,0.08,0.02,0.1,11
HBC,22.0,0.0,0.0,0.0,0.0,11
HBSch,22.0,1.61,0.0,0.0,0.0,11
All,23.0,60.28,3.01,0.71,8.06,11
HBW,23.0,6.18,0.22,0.11,0.33,11
HBO,23.0,33.8,2.26,0.49,2.75,11
NHB,23.0,15.0,0.48,0.09,0.58,11
HBC,23.0,0.0,0.0,0.0,0.0,11
HBSch,23.0,5.29,0.04,0.01,4.4,11
All,24.0,1046.01,83.65,14.98,197.89,11
HBW,24.0,161.46,5.25,3.31,8.56,11
HBO,24.0,711.03,74.15,10.97,85.12,11
NHB,24.0,65.0,3.26,0.4,3.66,11
HBC,24.0,3.0,0.0,0.0,0.0,11
HBSch,24.0,105.53,1.0,0.3,100.55,11
All,25.0,2497.96,252.22,37.69,450.7,11
HBW,25.0,445.78,26.7,10.17,36.88,11
HBO,25.0,1556.16,203.63,25.12,228.75,11
NHB,25.0,317.91,20.25,1.91,22.16,11
HBC,25.0,7.0,0.0,0.0,0.0,11
HBSch,25.0,171.11,1.62,0.48,162.9,11
All,26.0,1153.3,129.62,18.59,178.14,11
HBW,26.0,209.73,16.9,5.54,22.44,11
HBO,26.0,601.92,91.2,11.18,102.38,11
NHB,26.0,298.69,21.21,1.78,22.99,11
HBC,26.0,2.0,0.0,0.0,0.0,11
HBSch,26.0,40.96,0.3,0.09,30.33,11
All,27.0,0.0,0.0,0.0,0.0,11
HBW,27.0,0.0,0.0,0.0,0.0,11
HBO,27.0,0.0,0.0,0.0,0.0,11
NHB,27.0,0.0,0.0,0.0,0.0,11
HBC,27.0,0.0,0.0,0.0,0.0,11
HBSch,27.0,0.0,0.0,0.0,0.0,11
All,28.0,35.87,1.93,0.41,2.64,11
HBW,28.0,4.06,0.28,0.1,0.38,11
HBO,28.0,11.11,0.89,0.19,1.08,11
NHB,28.0,19.7,0.75,0.13,0.88,11
HBC,28.0,0.0,0.0,0.0,0.0,11
HBSch,28.0,1.0,0.0,0.0,0.3,11
All,29.0,1163.29,118.55,17.85,211.95,11
HBW,29.0,219.52,14.43,5.04,19.47,11
HBO,29.0,744.1,96.56,11.94,108.49,11
NHB,29.0,103.44,6.8,0.65,7.45,11
HBC,29.0,15.0,0.0,0.0,0.0,11
HBSch,29.0,81.23,0.76,0.23,76.54,11
All,30.0,2393.2,307.53,39.0,478.01,11
HBW,30.0,438.84,38.7,11.19,49.9,11
HBO,30.0,1492.21,241.07,25.47,266.54,11
NHB,30.0,317.24,26.42,1.95,28.37,11
HBC,30.0,3.0,0.0,0.0,0.0,11
HBSch,30.0,141.91,1.33,0.4,133.21,11
All,31.0,1678.45,212.49,24.75,308.13,11
HBW,31.0,259.49,25.53,6.61,32.13,11
HBO,31.0,870.25,144.87,15.09,159.96,11
NHB,31.0,472.07,41.38,2.84,44.22,11
HBC,31.0,0.0,0.0,0.0,0.0,11
HBSch,31.0,76.65,0.72,0.21,71.81,11
All,32.0,954.7,99.61,14.67,174.05,11
HBW,32.0,163.18,6.16,3.8,9.96,11
HBO,32.0,632.89,87.23,10.22,97.45,11
NHB,32.0,77.36,5.62,0.47,6.09,11
HBC,32.0,0.0,0.0,0.0,0.0,11
HBSch,32.0,81.28,0.6,0.18,60.55,11
All,33.0,1363.26,166.17,21.24,300.41,11
HBW,33.0,216.95,12.68,5.26,17.94,11
HBO,33.0,922.26,143.54,15.0,158.54,11
NHB,33.0,102.45,8.82,0.63,9.45,11
HBC,33.0,0.0,0.0,0.0,0.0,11
HBSch,33.0,121.6,1.14,0.34,114.48,11
All,34.0,1477.68,149.34,22.24,247.01,11
HBW,34.0,274.19,9.7,6.01,15.71,11
HBO,34.0,951.48,129.12,15.16,144.28,11
NHB,34.0,139.12,9.76,0.85,10.61,11
HBC,34.0,0.0,0.0,0.0,0.0,11
HBSch,34.0,112.88,0.76,0.22,76.41,11
All,35.0,2112.84,221.58,32.83,372.54,11
HBW,35.0,402.75,14.25,9.35,23.59,11
HBO,35.0,1358.27,192.31,21.96,214.27,11
NHB,35.0,190.96,13.83,1.17,15.0,11
HBC,35.0,13.01,0.0,0.0,0.0,11
HBSch,35.0,147.85,1.19,0.35,119.68,11
All,36.0,476.11,40.61,8.15,60.06,11
HBW,36.0,105.04,2.07,2.56,4.63,11
HBO,36.0,291.8,35.05,5.19,40.24,11
NHB,36.0,59.16,3.38,0.37,3.75,11
HBC,36.0,0.0,0.0,0.0,0.0,11
HBSch,36.0,20.1,0.11,0.03,11.44,11
All,37.0,6.85,0.21,0.07,0.28,11
HBW,37.0,0.73,0.02,0.01,0.04,11
HBO,37.0,3.54,0.13,0.04,0.17,11
NHB,37.0,2.34,0.06,0.02,0.07,11
HBC,37.0,0.0,0.0,0.0,0.0,11
HBSch,37.0,0.24,0.0,0.0,0.0,11
All,38.0,355.2,17.59,2.15,19.93,11
HBW,38.0,1.71,0.25,0.03,0.29,11
HBO,38.0,6.08,0.47,0.08,0.55,11
NHB,38.0,346.7,16.86,2.04,18.9,11
HBC,38.0,0.0,0.0,0.0,0.0,11
HBSch,38.0,0.7,0.0,0.0,0.2,11
All,39.0,557.22,70.18,7.7,103.45,11
HBW,39.0,81.82,11.16,2.01,13.17,11
HBO,39.0,281.4,45.03,4.53,49.56,11
NHB,39.0,164.03,13.73,1.08,14.82,11
HBC,39.0,0.0,0.0,0.0,0.0,11
HBSch,39.0,29.96,0.26,0.08,25.91,11
All,40.0,2445.52,387.04,40.41,520.1,11
HBW,40.0,425.21,66.41,11.76,78.17,11
HBO,40.0,1362.75,268.18,25.01,293.19,11
NHB,40.0,520.15,51.51,3.36,54.87,11
HBC,40.0,34.01,0.0,0.0,0.0,11
HBSch,40.0,103.4,0.94,0.28,93.87,11
All,41.0,1603.91,216.91,18.75,267.8,11
HBW,41.0,129.13,19.76,3.72,23.47,11
HBO,41.0,460.94,90.44,8.69,99.13,11
NHB,41.0,977.21,106.39,6.25,112.64,11
HBC,41.0,1.0,0.0,0.0,0.0,11
HBSch,41.0,35.64,0.32,0.1,32.56,11
All,42.0,639.84,87.51,10.01,146.18,11
HBW,42.0,91.1,8.56,2.42,10.98,11
HBO,42.0,409.1,71.11,6.94,78.05,11
NHB,42.0,79.62,7.35,0.5,7.85,11
HBC,42.0,4.0,0.0,0.0,0.0,11
HBSch,42.0,56.02,0.49,0.15,49.3,11
All,43.0,1834.14,204.03,26.95,371.95,11
HBW,43.0,298.81,17.89,6.81,24.7,11
HBO,43.0,1188.19,171.3,18.59,189.89,11
NHB,43.0,181.81,13.42,1.13,14.55,11
HBC,43.0,7.0,0.0,0.0,0.0,11
HBSch,43.0,158.33,1.42,0.43,142.82,11
All,44.0,1026.13,91.08,14.75,131.76,11
HBW,44.0,186.91,4.94,3.85,8.79,11
HBO,44.0,665.9,80.83,10.28,91.11,11
NHB,44.0,84.22,5.05,0.53,5.58,11
HBC,44.0,0.0,0.0,0.0,0.0,11
HBSch,44.0,89.09,0.26,0.09,26.29,11
All,45.0,456.28,33.05,6.28,50.68,11
HBW,45.0,78.38,2.1,1.46,3.56,11
HBO,45.0,294.64,28.97,4.52,33.5,11
NHB,45.0,40.71,1.87,0.26,2.13,11
HBC,45.0,0.0,0.0,0.0,0.0,11
HBSch,45.0,42.54,0.11,0.04,11.5,11
All,46.0,0.0,0.0,0.0,0.0,11
HBW,46.0,0.0,0.0,0.0,0.0,11
HBO,46.0,0.0,0.0,0.0,0.0,11
NHB,46.0,0.0,0.0,0.0,0.0,11
HBC,46.0,0.0,0.0,0.0,0.0,11
HBSch,46.0,0.0,0.0,0.0,0.0,11
All,47.0,0.0,0.0,0.0,0.0,11
HBW,47.0,0.0,0.0,0.0,0.0,11
HBO,47.0,0.0,0.0,0.0,0.0,11
NHB,47.0,0.0,0.0,0.0,0.0,11
HBC,47.0,0.0,0.0,0.0,0.0,11
HBSch,47.0,0.0,0.0,0.0,0.0,11
All,48.0,40.66,0.47,0.25,0.72,11
HBW,48.0,6.21,0.0,0.04,0.04,11
HBO,48.0,27.22,0.46,0.2,0.66,11
NHB,48.0,2.12,0.01,0.01,0.01,11
HBC,48.0,0.0,0.0,0.0,0.0,11
HBSch,48.0,5.11,0.0,0.0,0.0,11
All,49.0,407.21,12.84,2.38,15.22,11
HBW,49.0,0.0,0.0,0.0,0.0,11
HBO,49.0,0.0,0.0,0.0,0.0,11
NHB,49.0,407.21,12.84,2.38,15.22,11
HBC,49.0,0.0,0.0,0.0,0.0,11
HBSch,49.0,0.0,0.0,0.0,0.0,11
All,50.0,146.9,7.61,1.1,9.4,11
HBW,50.0,4.4,0.39,0.08,0.47,11
HBO,50.0,16.69,1.67,0.23,1.9,11
NHB,50.0,123.65,5.54,0.78,6.32,11
HBC,50.0,0.0,0.0,0.0,0.0,11
HBSch,50.0,2.16,0.01,0.0,0.7,11
All,51.0,86.22,9.4,0.99,15.8,11
HBW,51.0,7.91,0.85,0.15,1.0,11
HBO,51.0,43.77,6.54,0.64,7.18,11
NHB,51.0,27.67,1.97,0.18,2.15,11
HBC,51.0,0.0,0.0,0.0,0.0,11
HBSch,51.0,6.87,0.05,0.02,5.48,11
All,52.0,1118.69,125.93,9.89,145.46,11
HBW,52.0,53.0,12.78,1.31,14.1,11
HBO,52.0,184.42,36.75,3.26,40.01,11
NHB,52.0,865.79,76.3,5.28,81.58,11
HBC,52.0,0.0,0.0,0.0,0.0,11
HBSch,52.0,15.48,0.1,0.03,9.77,11
All,53.0,3423.7,517.22,38.8,647.56,11
HBW,53.0,278.02,63.78,7.51,71.29,11
HBO,53.0,1022.49,224.02,18.06,242.08,11
NHB,53.0,2022.68,228.49,12.95,241.44,11
HBC,53.0,0.0,0.0,0.0,0.0,11
HBSch,53.0,100.5,0.92,0.28,92.75,11
All,54.0,1645.15,247.14,22.66,321.29,11
HBW,54.0,203.03,36.77,5.63,42.4,11
HBO,54.0,692.19,138.06,12.41,150.47,11
NHB,54.0,693.94,71.79,4.46,76.25,11
HBC,54.0,0.0,0.0,0.0,0.0,11
HBSch,54.0,55.99,0.52,0.15,52.16,11
All,55.0,1278.86,169.68,19.84,229.25,11
HBW,55.0,202.41,23.42,5.25,28.67,11
HBO,55.0,734.2,123.88,12.82,136.7,11
NHB,55.0,264.06,21.97,1.64,23.61,11
HBC,55.0,1.0,0.0,0.0,0.0,11
HBSch,55.0,77.19,0.4,0.13,40.26,11
All,56.0,213.15,22.59,3.19,30.81,11
HBW,56.0,43.49,2.44,0.91,3.35,11
HBO,56.0,134.67,18.57,2.12,20.68,11
NHB,56.0,21.27,1.53,0.14,1.67,11
HBC,56.0,0.0,0.0,0.0,0.0,11
HBSch,56.0,13.72,0.05,0.02,5.11,11
All,57.0,424.38,47.62,7.02,67.05,11
HBW,57.0,92.52,5.07,2.3,7.37,11
HBO,57.0,261.47,38.61,4.36,42.97,11
NHB,57.0,50.55,3.81,0.33,4.14,11
HBC,57.0,0.0,0.0,0.0,0.0,11
HBSch,57.0,19.84,0.13,0.04,12.58,11
All,58.0,0.0,0.0,0.0,0.0,11
HBW,58.0,0.0,0.0,0.0,0.0,11
HBO,58.0,0.0,0.0,0.0,0.0,11
NHB,58.0,0.0,0.0,0.0,0.0,11
HBC,58.0,0.0,0.0,0.0,0.0,11
HBSch,58.0,0.0,0.0,0.0,0.0,11
All,59.0,0.0,0.0,0.0,0.0,11
HBW,59.0,0.0,0.0,0.0,0.0,11
HBO,59.0,0.0,0.0,0.0,0.0,11
NHB,59.0,0.0,0.0,0.0,0.0,11
HBC,59.0,0.0,0.0,0.0,0.0,11
HBSch,59.0,0.0,0.0,0.0,0.0,11
All,60.0,0.0,0.0,0.0,0.0,11
HBW,60.0,0.0,0.0,0.0,0.0,11
HBO,60.0,0.0,0.0,0.0,0.0,11
NHB,60.0,0.0,0.0,0.0,0.0,11
HBC,60.0,0.0,0.0,0.0,0.0,11
HBSch,60.0,0.0,0.0,0.0,0.0,11
All,61.0,1568.6,184.08,25.43,307.64,11
HBW,61.0,287.5,21.04,7.19,28.23,11
HBO,61.0,1025.68,153.06,17.01,170.07,11
NHB,61.0,143.09,8.99,0.93,9.92,11
HBC,61.0,0.0,0.0,0.0,0.0,11
HBSch,61.0,112.33,0.99,0.3,99.43,11
All,62.0,1803.84,239.16,27.02,398.62,11
HBW,62.0,294.41,26.63,6.93,33.56,11
HBO,62.0,1182.77,199.63,18.73,218.36,11
NHB,62.0,149.12,11.57,0.95,12.52,11
HBC,62.0,25.0,0.0,0.0,0.0,11
HBSch,62.0,152.54,1.34,0.4,134.18,11
All,63.0,330.67,39.98,3.66,58.24,11
HBW,63.0,28.61,4.24,0.65,4.89,11
HBO,63.0,125.85,22.15,1.91,24.07,11
NHB,63.0,157.8,13.44,1.05,14.49,11
HBC,63.0,0.0,0.0,0.0,0.0,11
HBSch,63.0,18.4,0.15,0.04,14.79,11
All,64.0,2176.09,276.22,30.17,425.6,11
HBW,64.0,310.33,30.63,7.44,38.06,11
HBO,64.0,1188.82,200.12,19.08,219.2,11
NHB,64.0,531.36,44.27,3.29,47.56,11
HBC,64.0,0.0,0.0,0.0,0.0,11
HBSch,64.0,145.58,1.2,0.36,120.77,11
All,65.0,2272.34,332.47,35.61,493.27,11
HBW,65.0,389.15,49.91,9.94,59.85,11
HBO,65.0,1352.71,245.35,22.8,268.15,11
NHB,65.0,378.3,35.94,2.48,38.43,11
HBC,65.0,0.0,0.0,0.0,0.0,11
HBSch,65.0,152.18,1.26,0.38,126.84,11
All,66.0,1226.62,154.21,18.3,202.44,11
HBW,66.0,180.42,19.18,5.09,24.27,11
HBO,66.0,548.52,97.79,10.29,108.08,11
NHB,66.0,458.12,36.93,2.83,39.77,11
HBC,66.0,1.0,0.0,0.0,0.0,11
HBSch,66.0,38.56,0.3,0.09,30.33,11
All,67.0,1386.34,186.22,20.21,259.26,11
HBW,67.0,188.48,23.38,5.13,28.5,11
HBO,67.0,674.31,119.86,11.96,131.81,11
NHB,67.0,454.91,42.45,2.96,45.41,11
HBC,67.0,0.0,0.0,0.0,0.0,11
HBSch,67.0,68.63,0.53,0.16,53.53,11
All,68.0,1138.99,142.05,19.62,209.74,11
HBW,68.0,220.43,16.24,5.87,22.12,11
HBO,68.0,709.7,114.36,12.65,127.0,11
NHB,68.0,150.59,10.97,0.95,11.92,11
HBC,68.0,0.0,0.0,0.0,0.0,11
HBSch,68.0,58.27,0.49,0.15,48.71,11
All,69.0,282.25,33.56,3.98,54.22,11
HBW,69.0,38.69,2.95,0.9,3.86,11
HBO,69.0,185.55,28.16,2.84,31.0,11
NHB,69.0,28.34,2.28,0.19,2.47,11
HBC,69.0,1.0,0.0,0.0,0.0,11
HBSch,69.0,28.67,0.17,0.05,16.89,11
All,70.0,957.78,94.68,14.81,186.54,11
HBW,70.0,141.95,7.02,3.41,10.43,11
HBO,70.0,648.19,82.83,10.72,93.54,11
NHB,70.0,71.07,4.05,0.45,4.51,11
HBC,70.0,0.0,0.0,0.0,0.0,11
HBSch,70.0,96.58,0.78,0.23,78.06,11
All,71.0,0.0,0.0,0.0,0.0,11
HBW,71.0,0.0,0.0,0.0,0.0,11
HBO,71.0,0.0,0.0,0.0,0.0,11
NHB,71.0,0.0,0.0,0.0,0.0,11
HBC,71.0,0.0,0.0,0.0,0.0,11
HBSch,71.0,0.0,0.0,0.0,0.0,11
All,72.0,891.41,91.23,13.42,146.46,11
HBW,72.0,124.49,8.59,3.03,11.62,11
HBO,72.0,575.41,76.26,9.62,85.88,11
NHB,72.0,99.79,5.96,0.63,6.6,11
HBC,72.0,0.0,0.0,0.0,0.0,11
HBSch,72.0,91.72,0.42,0.14,42.36,11
All,73.0,35.52,1.77,0.45,4.67,11
HBW,73.0,6.16,0.07,0.09,0.16,11
HBO,73.0,23.51,1.61,0.33,1.94,11
NHB,73.0,2.76,0.06,0.02,0.08,11
HBC,73.0,0.0,0.0,0.0,0.0,11
HBSch,73.0,3.09,0.02,0.01,2.49,11
All,74.0,0.0,0.0,0.0,0.0,11
HBW,74.0,0.0,0.0,0.0,0.0,11
HBO,74.0,0.0,0.0,0.0,0.0,11
NHB,74.0,0.0,0.0,0.0,0.0,11
HBC,74.0,0.0,0.0,0.0,0.0,11
HBSch,74.0,0.0,0.0,0.0,0.0,11
All,75.0,1116.12,117.79,14.73,132.52,11
HBW,75.0,170.16,12.77,3.76,16.54,11
HBO,75.0,590.74,87.17,9.27,96.44,11
NHB,75.0,272.36,17.85,1.7,19.54,11
HBC,75.0,9.0,0.0,0.0,0.0,11
HBSch,75.0,73.86,0.0,0.0,0.0,11
All,76.0,612.92,60.8,9.59,108.86,11
HBW,76.0,106.99,5.87,2.52,8.38,11
HBO,76.0,401.04,51.41,6.58,57.99,11
NHB,76.0,57.5,3.14,0.38,3.52,11
HBC,76.0,0.0,0.0,0.0,0.0,11
HBSch,76.0,47.39,0.39,0.11,38.96,11
All,77.0,1343.58,165.68,17.0,225.98,11
HBW,77.0,173.42,24.41,4.28,28.69,11
HBO,77.0,563.15,98.41,9.13,107.53,11
NHB,77.0,558.06,42.43,3.46,45.88,11
HBC,77.0,0.0,0.0,0.0,0.0,11
HBSch,77.0,48.95,0.44,0.13,43.87,11
All,78.0,3860.78,511.94,56.44,761.67,11
HBW,78.0,610.72,55.82,14.41,70.23,11
HBO,78.0,2272.87,396.97,37.07,434.05,11
NHB,78.0,707.35,57.19,4.36,61.55,11
HBC,78.0,21.0,0.0,0.0,0.0,11
HBSch,78.0,248.83,1.95,0.59,195.84,11
All,79.0,1195.94,128.71,11.13,153.3,11
HBW,79.0,69.31,8.65,1.72,10.36,11
HBO,79.0,236.54,44.06,4.03,48.09,11
NHB,79.0,872.79,75.87,5.35,81.22,11
HBC,79.0,0.0,0.0,0.0,0.0,11
HBSch,79.0,17.3,0.14,0.04,13.63,11
All,80.0,1384.79,160.8,17.48,205.81,11
HBW,80.0,161.51,18.33,4.27,22.6,11
HBO,80.0,491.37,88.22,8.91,97.13,11
NHB,80.0,692.54,53.98,4.22,58.2,11
HBC,80.0,9.0,0.0,0.0,0.0,11
HBSch,80.0,30.38,0.28,0.08,27.89,11
All,81.0,471.92,38.4,7.82,58.43,11
HBW,81.0,76.72,5.57,2.16,7.73,11
HBO,81.0,231.36,27.52,4.72,32.24,11
NHB,81.0,147.37,5.2,0.91,6.1,11
HBC,81.0,0.0,0.0,0.0,0.0,11
HBSch,81.0,16.46,0.12,0.04,12.36,11
All,82.0,2790.75,329.99,41.75,442.48,11
HBW,82.0,436.88,45.81,11.68,57.49,11
HBO,82.0,1306.61,217.09,24.07,241.16,11
NHB,82.0,948.98,66.37,5.79,72.16,11
HBC,82.0,0.0,0.0,0.0,0.0,11
HBSch,82.0,98.29,0.71,0.22,71.67,11
All,83.0,853.56,63.79,5.2,68.99,11
HBW,83.0,0.0,0.0,0.0,0.0,11
HBO,83.0,0.0,0.0,0.0,0.0,11
NHB,83.0,853.56,63.79,5.2,68.99,11
HBC,83.0,0.0,0.0,0.0,0.0,11
HBSch,83.0,0.0,0.0,0.0,0.0,11
All,84.0,502.17,42.25,3.07,45.31,11
HBW,84.0,0.0,0.0,0.0,0.0,11
HBO,84.0,0.0,0.0,0.0,0.0,11
NHB,84.0,502.17,42.25,3.07,45.31,11
HBC,84.0,0.0,0.0,0.0,0.0,11
HBSch,84.0,0.0,0.0,0.0,0.0,11
All,85.0,445.83,40.85,5.39,64.16,11
HBW,85.0,67.07,3.48,1.16,4.64,11
HBO,85.0,262.02,32.58,3.71,36.29,11
NHB,85.0,77.29,4.61,0.48,5.09,11
HBC,85.0,0.0,0.0,0.0,0.0,11
HBSch,85.0,39.45,0.18,0.05,18.14,11
All,86.0,100.35,1.28,0.51,1.79,11
HBW,86.0,0.0,0.0,0.0,0.0,11
HBO,86.0,0.0,0.0,0.0,0.0,11
NHB,86.0,100.35,1.28,0.51,1.79,11
HBC,86.0,0.0,0.0,0.0,0.0,11
HBSch,86.0,0.0,0.0,0.0,0.0,11
All,87.0,0.0,0.0,0.0,0.0,11
HBW,87.0,0.0,0.0,0.0,0.0,11
HBO,87.0,0.0,0.0,0.0,0.0,11
NHB,87.0,0.0,0.0,0.0,0.0,11
HBC,87.0,0.0,0.0,0.0,0.0,11
HBSch,87.0,0.0,0.0,0.0,0.0,11
All,88.0,1.86,0.08,0.01,0.09,11
HBW,88.0,0.0,0.0,0.0,0.0,11
HBO,88.0,0.0,0.0,0.0,0.0,11
NHB,88.0,1.86,0.08,0.01,0.09,11
HBC,88.0,0.0,0.0,0.0,0.0,11
HBSch,88.0,0.0,0.0,0.0,0.0,11
All,89.0,1633.39,108.79,10.76,126.31,11
HBW,89.0,45.75,2.61,0.7,3.3,11
HBO,89.0,154.0,14.24,2.0,16.24,11
NHB,89.0,1417.38,91.87,8.05,99.92,11
HBC,89.0,0.0,0.0,0.0,0.0,11
HBSch,89.0,16.26,0.07,0.02,6.85,11
All,90.0,2945.78,239.06,21.15,287.46,11
HBW,90.0,84.44,7.53,1.53,9.06,11
HBO,90.0,333.3,37.83,4.57,42.4,11
