Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBW,75.0,170.07,13.28,3.9,17.18,7
HBO,75.0,591.06,90.31,9.61,99.92,7
NHB,75.0,256.49,17.15,1.62,18.77,7
HBC,75.0,9.0,0.0,0.0,0.0,7
HBSch,75.0,73.85,0.0,0.0,0.0,7
All,76.0,611.53,62.97,9.93,111.25,7
HBW,76.0,106.81,6.1,2.61,8.71,7
HBO,76.0,403.18,53.48,6.84,60.32,7
NHB,76.0,54.11,3.01,0.36,3.37,7
HBC,76.0,0.0,0.0,0.0,0.0,7
HBSch,76.0,47.43,0.39,0.11,38.85,7
All,77.0,1310.63,166.21,17.11,226.54,7
HBW,77.0,173.39,24.98,4.4,29.38,7
HBO,77.0,562.88,100.3,9.29,109.59,7
NHB,77.0,525.36,40.49,3.29,43.78,7
HBC,77.0,0.0,0.0,0.0,0.0,7
HBSch,77.0,48.99,0.44,0.13,43.79,7
All,78.0,3825.27,518.63,57.42,768.81,7
HBW,78.0,610.78,57.16,14.86,72.02,7
HBO,78.0,2275.34,404.75,37.8,442.55,7
NHB,78.0,669.2,54.77,4.17,58.94,7
HBC,78.0,21.0,0.0,0.0,0.0,7
HBSch,78.0,248.95,1.95,0.59,195.3,7
All,79.0,1146.08,126.05,10.99,150.47,7
HBW,79.0,69.31,8.91,1.78,10.69,7
HBO,79.0,236.73,44.67,4.08,48.74,7
NHB,79.0,822.71,72.35,5.09,77.44,7
HBC,79.0,0.0,0.0,0.0,0.0,7
HBSch,79.0,17.33,0.14,0.04,13.6,7
All,80.0,1342.87,160.51,17.6,205.57,7
HBW,80.0,161.34,18.93,4.44,23.37,7
HBO,80.0,491.42,89.86,9.07,98.93,7
NHB,80.0,651.74,51.44,4.01,55.45,7
HBC,80.0,8.0,0.0,0.0,0.0,7
HBSch,80.0,30.38,0.28,0.08,27.81,7
All,81.0,463.77,39.38,8.04,59.57,7
HBW,81.0,76.48,5.79,2.26,8.05,7
HBO,81.0,233.16,28.51,4.88,33.39,7
NHB,81.0,137.66,4.96,0.86,5.82,7
HBC,81.0,0.0,0.0,0.0,0.0,7
HBSch,81.0,16.46,0.12,0.04,12.31,7
All,82.0,2740.01,332.56,42.37,445.39,7
HBW,82.0,437.16,46.93,12.11,59.04,7
HBO,82.0,1308.69,221.52,24.52,246.04,7
NHB,82.0,895.84,63.4,5.52,68.92,7
HBC,82.0,0.0,0.0,0.0,0.0,7
HBSch,82.0,98.33,0.71,0.22,71.39,7
All,83.0,805.97,61.13,4.96,66.09,7
HBW,83.0,0.0,0.0,0.0,0.0,7
HBO,83.0,0.0,0.0,0.0,0.0,7
NHB,83.0,805.97,61.13,4.96,66.09,7
HBC,83.0,0.0,0.0,0.0,0.0,7
HBSch,83.0,0.0,0.0,0.0,0.0,7
All,84.0,474.27,40.45,2.93,43.38,7
HBW,84.0,0.0,0.0,0.0,0.0,7
HBO,84.0,0.0,0.0,0.0,0.0,7
NHB,84.0,474.27,40.45,2.93,43.38,7
HBC,84.0,0.0,0.0,0.0,0.0,7
HBSch,84.0,0.0,0.0,0.0,0.0,7
All,85.0,440.33,41.45,5.47,64.8,7
HBW,85.0,66.55,3.56,1.18,4.74,7
HBO,85.0,262.3,33.34,3.79,37.13,7
NHB,85.0,72.04,4.37,0.45,4.82,7
HBC,85.0,0.0,0.0,0.0,0.0,7
HBSch,85.0,39.44,0.18,0.05,18.11,7
All,86.0,94.22,1.26,0.5,1.76,7
HBW,86.0,0.0,0.0,0.0,0.0,7
HBO,86.0,0.0,0.0,0.0,0.0,7
NHB,86.0,94.22,1.26,0.5,1.76,7
HBC,86.0,0.0,0.0,0.0,0.0,7
HBSch,86.0,0.0,0.0,0.0,0.0,7
All,87.0,0.0,0.0,0.0,0.0,7
HBW,87.0,0.0,0.0,0.0,0.0,7
HBO,87.0,0.0,0.0,0.0,0.0,7
NHB,87.0,0.0,0.0,0.0,0.0,7
HBC,87.0,0.0,0.0,0.0,0.0,7
HBSch,87.0,0.0,0.0,0.0,0.0,7
All,88.0,1.71,0.07,0.01,0.09,7
HBW,88.0,0.0,0.0,0.0,0.0,7
HBO,88.0,0.0,0.0,0.0,0.0,7
NHB,88.0,1.71,0.07,0.01,0.09,7
HBC,88.0,0.0,0.0,0.0,0.0,7
HBSch,88.0,0.0,0.0,0.0,0.0,7
All,89.0,1548.2,105.6,10.52,122.86,7
HBW,89.0,45.52,2.71,0.72,3.44,7
HBO,89.0,155.08,14.73,2.09,16.82,7
NHB,89.0,1331.36,88.08,7.69,95.77,7
HBC,89.0,0.0,0.0,0.0,0.0,7
HBSch,89.0,16.25,0.07,0.02,6.83,7
All,90.0,2815.95,232.72,20.71,280.56,7
HBW,90.0,84.07,7.68,1.56,9.24,7
HBO,90.0,333.95,38.91,4.74,43.65,7
