"TAZID","CityIdx","CITY_UGRC"
1,82,"[Unincorporated]"
2,82,"[Unincorporated]"
3,82,"[Unincorporated]"
4,82,"[Unincorporated]"
5,82,"[Unincorporated]"
6,82,"[Unincorporated]"
7,82,"[Unincorporated]"
8,82,"[Unincorporated]"
9,82,"[Unincorporated]"
10,82,"[Unincorporated]"
11,82,"[Unincorporated]"
12,82,"[Unincorporated]"
13,82,"[Unincorporated]"
14,82,"[Unincorporated]"
15,6,"BGM"
16,6,"BGM"
17,6,"BGM"
18,6,"BGM"
19,6,"BGM"
20,6,"BGM"
21,6,"BGM"
22,6,"BGM"
23,6,"BGM"
24,6,"BGM"
25,6,"BGM"
26,6,"BGM"
27,6,"BGM"
28,6,"BGM"
29,6,"BGM"
30,6,"BGM"
31,6,"BGM"
32,6,"BGM"
33,6,"BGM"
34,6,"BGM"
35,6,"BGM"
36,6,"BGM"
37,6,"BGM"
38,6,"BGM"
39,6,"BGM"
40,6,"BGM"
41,6,"BGM"
42,6,"BGM"
43,6,"BGM"
44,6,"BGM"
45,6,"BGM"
46,6,"BGM"
47,6,"BGM"
48,6,"BGM"
49,6,"BGM"
50,6,"BGM"
51,6,"BGM"
52,6,"BGM"
53,6,"BGM"
54,6,"BGM"
55,6,"BGM"
56,6,"BGM"
57,6,"BGM"
58,6,"BGM"
59,6,"BGM"
60,6,"BGM"
61,6,"BGM"
62,6,"BGM"
63,6,"BGM"
64,6,"BGM"
65,6,"BGM"
66,6,"BGM"
67,6,"BGM"
68,6,"BGM"
69,6,"BGM"
70,6,"BGM"
71,6,"BGM"
72,6,"BGM"
73,82,"[Unincorporated]"
74,6,"BGM"
75,6,"BGM"
76,6,"BGM"
77,6,"BGM"
78,6,"BGM"
79,6,"BGM"
80,6,"BGM"
81,6,"BGM"
82,6,"BGM"
83,6,"BGM"
84,6,"BGM"
85,6,"BGM"
86,48,"PER"
87,48,"PER"
88,48,"PER"
89,48,"PER"
90,48,"PER"
91,48,"PER"
92,48,"PER"
93,48,"PER"
94,48,"PER"
95,48,"PER"
96,48,"PER"
97,48,"PER"
98,48,"PER"
99,48,"PER"
100,48,"PER"
101,48,"PER"
102,48,"PER"
103,48,"PER"
104,48,"PER"
105,48,"PER"
106,48,"PER"
107,48,"PER"
108,48,"PER"
109,76,"WIL"
110,76,"WIL"
111,76,"WIL"
112,76,"WIL"
113,76,"WIL"
114,76,"WIL"
115,76,"WIL"
116,76,"WIL"
117,76,"WIL"
118,76,"WIL"
119,76,"WIL"
120,76,"WIL"
121,76,"WIL"
122,76,"WIL"
123,76,"WIL"
124,76,"WIL"
125,76,"WIL"
126,76,"WIL"
127,76,"WIL"
128,76,"WIL"
129,76,"WIL"
130,76,"WIL"
131,76,"WIL"
132,82,"[Unincorporated]"
133,82,"[Unincorporated]"
134,82,"[Unincorporated]"
135,82,"[Unincorporated]"
136,82,"[Unincorporated]"
137,82,"[Unincorporated]"
138,82,"[Unincorporated]"
139,82,"[Unincorporated]"
140,82,"[Unincorporated]"
141,82,"[Unincorporated]"
142,82,"[Unincorporated]"
143,82,"[Unincorporated]"
144,82,"[Unincorporated]"
145,82,"[Unincorporated]"
146,82,"[Unincorporated]"
147,82,"[Unincorporated]"
148,82,"[Unincorporated]"
149,82,"[Unincorporated]"
150,37,"MAU"
151,82,"[Unincorporated]"
152,82,"[Unincorporated]"
153,82,"[Unincorporated]"
154,82,"[Unincorporated]"
155,82,"[Unincorporated]"
156,82,"[Unincorporated]"
157,82,"[Unincorporated]"
158,82,"[Unincorporated]"
159,82,"[Unincorporated]"
160,82,"[Unincorporated]"
161,82,"[Unincorporated]"
162,82,"[Unincorporated]"
163,82,"[Unincorporated]"
164,82,"[Unincorporated]"
165,82,"[Unincorporated]"
166,82,"[Unincorporated]"
167,82,"[Unincorporated]"
168,82,"[Unincorporated]"
169,82,"[Unincorporated]"
170,82,"[Unincorporated]"
171,82,"[Unincorporated]"
172,82,"[Unincorporated]"
173,82,"[Unincorporated]"
174,82,"[Unincorporated]"
175,82,"[Unincorporated]"
176,82,"[Unincorporated]"
177,82,"[Unincorporated]"
178,82,"[Unincorporated]"
179,82,"[Unincorporated]"
180,82,"[Unincorporated]"
181,82,"[Unincorporated]"
182,82,"[Unincorporated]"
183,82,"[Unincorporated]"
184,82,"[Unincorporated]"
185,82,"[Unincorporated]"
186,82,"[Unincorporated]"
187,82,"[Unincorporated]"
188,82,"[Unincorporated]"
189,82,"[Unincorporated]"
190,82,"[Unincorporated]"
191,82,"[Unincorporated]"
192,82,"[Unincorporated]"
193,82,"[Unincorporated]"
194,82,"[Unincorporated]"
195,82,"[Unincorporated]"
196,82,"[Unincorporated]"
197,82,"[Unincorporated]"
198,82,"[Unincorporated]"
199,50,"PLN"
200,50,"PLN"
201,50,"PLN"
202,50,"PLN"
203,50,"PLN"
204,50,"PLN"
205,50,"PLN"
206,50,"PLN"
207,50,"PLN"
208,50,"PLN"
209,50,"PLN"
210,50,"PLN"
211,50,"PLN"
212,50,"PLN"
213,50,"PLN"
214,50,"PLN"
215,50,"PLN"
216,50,"PLN"
217,50,"PLN"
218,50,"PLN"
219,50,"PLN"
220,50,"PLN"
221,50,"PLN"
222,50,"PLN"
223,50,"PLN"
224,22,"FRR"
225,22,"FRR"
226,22,"FRR"
227,22,"FRR"
228,22,"FRR"
229,22,"FRR"
230,22,"FRR"
231,22,"FRR"
232,22,"FRR"
233,22,"FRR"
234,22,"FRR"
235,22,"FRR"
236,22,"FRR"
237,22,"FRR"
238,22,"FRR"
239,52,"PVW"
240,52,"PVW"
241,52,"PVW"
242,52,"PVW"
243,52,"PVW"
244,52,"PVW"
245,52,"PVW"
246,52,"PVW"
247,52,"PVW"
248,52,"PVW"
249,52,"PVW"
250,52,"PVW"
251,52,"PVW"
252,52,"PVW"
253,52,"PVW"
254,52,"PVW"
255,52,"PVW"
256,52,"PVW"
257,52,"PVW"
258,52,"PVW"
259,52,"PVW"
260,43,"NOG"
261,43,"NOG"
262,43,"NOG"
263,43,"NOG"
264,43,"NOG"
265,43,"NOG"
266,43,"NOG"
267,43,"NOG"
268,43,"NOG"
269,43,"NOG"
270,43,"NOG"
271,43,"NOG"
272,43,"NOG"
273,43,"NOG"
274,43,"NOG"
275,43,"NOG"
276,43,"NOG"
277,43,"NOG"
278,43,"NOG"
279,43,"NOG"
280,43,"NOG"
281,43,"NOG"
282,43,"NOG"
283,43,"NOG"
284,43,"NOG"
285,43,"NOG"
286,43,"NOG"
287,43,"NOG"
288,26,"HAR"
289,26,"HAR"
290,26,"HAR"
291,26,"HAR"
292,26,"HAR"
293,26,"HAR"
294,26,"HAR"
295,41,"MSL"
296,41,"MSL"
297,41,"MSL"
298,41,"MSL"
299,41,"MSL"
300,41,"MSL"
301,41,"MSL"
302,41,"MSL"
303,41,"MSL"
304,41,"MSL"
305,41,"MSL"
306,41,"MSL"
307,41,"MSL"
308,41,"MSL"
309,41,"MSL"
310,41,"MSL"
311,41,"MSL"
312,45,"OGD"
313,45,"OGD"
314,45,"OGD"
315,45,"OGD"
316,45,"OGD"
317,45,"OGD"
318,45,"OGD"
319,45,"OGD"
320,45,"OGD"
321,45,"OGD"
322,45,"OGD"
323,45,"OGD"
324,45,"OGD"
325,45,"OGD"
326,45,"OGD"
327,45,"OGD"
328,45,"OGD"
329,45,"OGD"
330,45,"OGD"
331,45,"OGD"
332,45,"OGD"
333,45,"OGD"
334,45,"OGD"
335,45,"OGD"
336,45,"OGD"
337,45,"OGD"
338,45,"OGD"
339,45,"OGD"
340,45,"OGD"
341,45,"OGD"
342,45,"OGD"
343,45,"OGD"
344,45,"OGD"
345,45,"OGD"
346,45,"OGD"
347,45,"OGD"
348,45,"OGD"
349,45,"OGD"
350,45,"OGD"
351,45,"OGD"
352,45,"OGD"
353,45,"OGD"
354,45,"OGD"
355,45,"OGD"
356,45,"OGD"
357,45,"OGD"
358,45,"OGD"
359,45,"OGD"
360,45,"OGD"
361,45,"OGD"
362,45,"OGD"
363,45,"OGD"
364,45,"OGD"
365,45,"OGD"
366,45,"OGD"
367,45,"OGD"
368,45,"OGD"
369,45,"OGD"
370,45,"OGD"
371,45,"OGD"
372,45,"OGD"
373,45,"OGD"
374,45,"OGD"
375,45,"OGD"
376,45,"OGD"
377,45,"OGD"
378,45,"OGD"
379,45,"OGD"
380,45,"OGD"
381,45,"OGD"
382,45,"OGD"
383,45,"OGD"
384,45,"OGD"
385,45,"OGD"
386,45,"OGD"
387,45,"OGD"
388,45,"OGD"
389,45,"OGD"
390,45,"OGD"
391,45,"OGD"
392,45,"OGD"
393,45,"OGD"
394,45,"OGD"
395,45,"OGD"
396,45,"OGD"
397,45,"OGD"
398,45,"OGD"
399,45,"OGD"
400,45,"OGD"
401,45,"OGD"
402,45,"OGD"
403,45,"OGD"
404,45,"OGD"
405,45,"OGD"
406,45,"OGD"
407,45,"OGD"
408,45,"OGD"
409,45,"OGD"
410,45,"OGD"
411,45,"OGD"
412,45,"OGD"
413,45,"OGD"
414,45,"OGD"
415,45,"OGD"
416,45,"OGD"
417,45,"OGD"
418,45,"OGD"
419,45,"OGD"
420,45,"OGD"
421,45,"OGD"
422,45,"OGD"
423,45,"OGD"
424,45,"OGD"
425,45,"OGD"
426,45,"OGD"
427,45,"OGD"
428,45,"OGD"
429,45,"OGD"
430,45,"OGD"
431,45,"OGD"
432,45,"OGD"
433,45,"OGD"
434,45,"OGD"
435,45,"OGD"
436,45,"OGD"
437,45,"OGD"
438,45,"OGD"
439,45,"OGD"
440,45,"OGD"
441,45,"OGD"
442,45,"OGD"
443,45,"OGD"
444,45,"OGD"
445,45,"OGD"
446,45,"OGD"
447,75,"WHV"
448,75,"WHV"
449,75,"WHV"
450,75,"WHV"
451,75,"WHV"
452,75,"WHV"
453,75,"WHV"
454,75,"WHV"
455,75,"WHV"
456,75,"WHV"
457,75,"WHV"
458,75,"WHV"
459,75,"WHV"
460,75,"WHV"
461,75,"WHV"
462,75,"WHV"
463,75,"WHV"
464,75,"WHV"
465,75,"WHV"
466,75,"WHV"
467,75,"WHV"
468,75,"WHV"
469,75,"WHV"
470,75,"WHV"
471,75,"WHV"
472,75,"WHV"
473,75,"WHV"
474,75,"WHV"
475,30,"HOO"
476,30,"HOO"
477,30,"HOO"
478,30,"HOO"
479,30,"HOO"
480,30,"HOO"
481,30,"HOO"
482,30,"HOO"
483,30,"HOO"
484,30,"HOO"
485,30,"HOO"
486,30,"HOO"
487,30,"HOO"
488,30,"HOO"
489,30,"HOO"
490,30,"HOO"
491,30,"HOO"
492,30,"HOO"
493,30,"HOO"
494,30,"HOO"
495,30,"HOO"
496,30,"HOO"
497,53,"ROY"
498,53,"ROY"
499,53,"ROY"
500,53,"ROY"
501,53,"ROY"
502,53,"ROY"
503,53,"ROY"
504,53,"ROY"
505,53,"ROY"
506,53,"ROY"
507,53,"ROY"
508,53,"ROY"
509,53,"ROY"
510,53,"ROY"
511,53,"ROY"
512,53,"ROY"
513,53,"ROY"
514,53,"ROY"
515,53,"ROY"
516,53,"ROY"
517,53,"ROY"
518,53,"ROY"
519,53,"ROY"
520,53,"ROY"
521,53,"ROY"
522,53,"ROY"
523,53,"ROY"
524,53,"ROY"
525,53,"ROY"
526,53,"ROY"
527,53,"ROY"
528,54,"RVD"
529,54,"RVD"
530,54,"RVD"
531,54,"RVD"
532,54,"RVD"
533,54,"RVD"
534,54,"RVD"
535,54,"RVD"
536,54,"RVD"
537,54,"RVD"
538,54,"RVD"
539,54,"RVD"
540,54,"RVD"
541,54,"RVD"
542,80,"WTR"
543,80,"WTR"
544,80,"WTR"
545,80,"WTR"
546,80,"WTR"
547,80,"WTR"
548,80,"WTR"
549,80,"WTR"
550,80,"WTR"
551,80,"WTR"
552,80,"WTR"
553,63,"SOG"
554,63,"SOG"
555,63,"SOG"
556,63,"SOG"
557,63,"SOG"
558,63,"SOG"
559,63,"SOG"
560,63,"SOG"
561,63,"SOG"
562,63,"SOG"
563,63,"SOG"
564,63,"SOG"
565,63,"SOG"
566,63,"SOG"
567,63,"SOG"
568,63,"SOG"
569,63,"SOG"
570,63,"SOG"
571,63,"SOG"
572,63,"SOG"
573,63,"SOG"
574,70,"UIN"
575,70,"UIN"
576,70,"UIN"
577,82,"[Unincorporated]"
578,82,"[Unincorporated]"
579,82,"[Unincorporated]"
580,82,"[Unincorporated]"
581,82,"[Unincorporated]"
582,79,"WPT"
583,79,"WPT"
584,79,"WPT"
585,79,"WPT"
586,79,"WPT"
587,79,"WPT"
588,79,"WPT"
589,79,"WPT"
590,79,"WPT"
591,79,"WPT"
592,79,"WPT"
593,79,"WPT"
594,79,"WPT"
595,79,"WPT"
596,79,"WPT"
597,79,"WPT"
598,79,"WPT"
599,79,"WPT"
600,79,"WPT"
601,79,"WPT"
602,79,"WPT"
603,12,"CLI"
604,12,"CLI"
605,12,"CLI"
606,12,"CLI"
607,12,"CLI"
608,12,"CLI"
609,12,"CLI"
610,12,"CLI"
611,12,"CLI"
612,12,"CLI"
613,12,"CLI"
614,12,"CLI"
615,12,"CLI"
616,12,"CLI"
617,12,"CLI"
618,12,"CLI"
619,12,"CLI"
620,12,"CLI"
621,12,"CLI"
622,66,"SUN"
623,66,"SUN"
624,66,"SUN"
625,66,"SUN"
626,66,"SUN"
627,66,"SUN"
628,66,"SUN"
629,1,"AFB"
630,1,"AFB"
631,1,"AFB"
632,1,"AFB"
633,1,"AFB"
634,1,"AFB"
635,67,"SWE"
636,67,"SWE"
637,67,"SWE"
638,67,"SWE"
639,67,"SWE"
640,67,"SWE"
641,67,"SWE"
642,67,"SWE"
643,13,"CLR"
644,13,"CLR"
645,13,"CLR"
646,13,"CLR"
647,13,"CLR"
648,13,"CLR"
649,13,"CLR"
650,13,"CLR"
651,13,"CLR"
652,13,"CLR"
653,13,"CLR"
654,13,"CLR"
655,13,"CLR"
656,13,"CLR"
657,13,"CLR"
658,13,"CLR"
659,13,"CLR"
660,13,"CLR"
661,13,"CLR"
662,13,"CLR"
663,13,"CLR"
664,13,"CLR"
665,13,"CLR"
666,13,"CLR"
667,68,"SYR"
668,68,"SYR"
669,68,"SYR"
670,68,"SYR"
671,68,"SYR"
672,68,"SYR"
673,68,"SYR"
674,68,"SYR"
675,68,"SYR"
676,68,"SYR"
677,68,"SYR"
678,68,"SYR"
679,68,"SYR"
680,68,"SYR"
681,68,"SYR"
682,68,"SYR"
683,68,"SYR"
684,68,"SYR"
685,68,"SYR"
686,68,"SYR"
687,68,"SYR"
688,68,"SYR"
689,68,"SYR"
690,33,"LAY"
691,33,"LAY"
692,33,"LAY"
693,33,"LAY"
694,33,"LAY"
695,33,"LAY"
696,33,"LAY"
697,33,"LAY"
698,33,"LAY"
699,33,"LAY"
700,33,"LAY"
701,33,"LAY"
702,33,"LAY"
703,33,"LAY"
704,33,"LAY"
705,33,"LAY"
706,33,"LAY"
707,33,"LAY"
708,33,"LAY"
709,33,"LAY"
710,33,"LAY"
711,33,"LAY"
712,33,"LAY"
713,33,"LAY"
714,33,"LAY"
715,33,"LAY"
716,33,"LAY"
717,33,"LAY"
718,33,"LAY"
719,33,"LAY"
720,33,"LAY"
721,33,"LAY"
722,33,"LAY"
723,33,"LAY"
724,33,"LAY"
725,33,"LAY"
726,33,"LAY"
727,33,"LAY"
728,33,"LAY"
729,33,"LAY"
730,33,"LAY"
731,33,"LAY"
732,33,"LAY"
733,33,"LAY"
734,33,"LAY"
735,33,"LAY"
736,33,"LAY"
737,33,"LAY"
738,33,"LAY"
739,33,"LAY"
740,33,"LAY"
741,33,"LAY"
742,33,"LAY"
743,33,"LAY"
744,31,"KAY"
745,31,"KAY"
746,31,"KAY"
747,31,"KAY"
748,31,"KAY"
749,31,"KAY"
750,31,"KAY"
751,31,"KAY"
752,31,"KAY"
753,31,"KAY"
754,31,"KAY"
755,31,"KAY"
756,31,"KAY"
757,31,"KAY"
758,31,"KAY"
759,31,"KAY"
760,31,"KAY"
761,31,"KAY"
762,31,"KAY"
763,31,"KAY"
764,31,"KAY"
765,31,"KAY"
766,31,"KAY"
767,23,"FRU"
768,23,"FRU"
769,23,"FRU"
770,23,"FRU"
771,21,"FRM"
772,21,"FRM"
773,21,"FRM"
774,21,"FRM"
775,21,"FRM"
776,21,"FRM"
777,21,"FRM"
778,21,"FRM"
779,21,"FRM"
780,21,"FRM"
781,21,"FRM"
782,21,"FRM"
783,21,"FRM"
784,21,"FRM"
785,21,"FRM"
786,21,"FRM"
787,21,"FRM"
788,21,"FRM"
789,21,"FRM"
790,21,"FRM"
791,21,"FRM"
792,21,"FRM"
793,21,"FRM"
794,10,"CEN"
795,10,"CEN"
796,10,"CEN"
797,10,"CEN"
798,10,"CEN"
799,10,"CEN"
800,10,"CEN"
801,10,"CEN"
802,10,"CEN"
803,10,"CEN"
804,10,"CEN"
805,10,"CEN"
806,10,"CEN"
807,10,"CEN"
808,10,"CEN"
809,10,"CEN"
810,10,"CEN"
811,10,"CEN"
812,10,"CEN"
813,72,"WBO"
814,72,"WBO"
815,72,"WBO"
816,72,"WBO"
817,72,"WBO"
818,72,"WBO"
819,72,"WBO"
820,72,"WBO"
821,72,"WBO"
822,72,"WBO"
823,72,"WBO"
824,72,"WBO"
825,8,"BTF"
826,8,"BTF"
827,8,"BTF"
828,8,"BTF"
829,8,"BTF"
830,8,"BTF"
831,8,"BTF"
832,8,"BTF"
833,8,"BTF"
834,8,"BTF"
835,8,"BTF"
836,8,"BTF"
837,8,"BTF"
838,8,"BTF"
839,8,"BTF"
840,8,"BTF"
841,8,"BTF"
842,8,"BTF"
843,8,"BTF"
844,8,"BTF"
845,8,"BTF"
846,8,"BTF"
847,8,"BTF"
848,8,"BTF"
849,8,"BTF"
850,8,"BTF"
851,8,"BTF"
852,8,"BTF"
853,8,"BTF"
854,8,"BTF"
855,8,"BTF"
856,8,"BTF"
857,8,"BTF"
858,8,"BTF"
859,73,"WCR"
860,73,"WCR"
861,73,"WCR"
862,73,"WCR"
863,73,"WCR"
864,73,"WCR"
865,73,"WCR"
866,73,"WCR"
867,73,"WCR"
868,73,"WCR"
869,73,"WCR"
870,73,"WCR"
871,73,"WCR"
872,73,"WCR"
873,73,"WCR"
874,44,"NSL"
875,44,"NSL"
876,44,"NSL"
877,44,"NSL"
878,44,"NSL"
879,44,"NSL"
880,44,"NSL"
881,44,"NSL"
882,44,"NSL"
883,44,"NSL"
884,44,"NSL"
885,44,"NSL"
886,44,"NSL"
887,44,"NSL"
888,44,"NSL"
889,44,"NSL"
890,44,"NSL"
891,44,"NSL"
892,44,"NSL"
893,44,"NSL"
894,44,"NSL"
895,44,"NSL"
896,44,"NSL"
897,44,"NSL"
898,82,"[Unincorporated]"
899,82,"[Unincorporated]"
900,82,"[Unincorporated]"
901,82,"[Unincorporated]"
902,82,"[Unincorporated]"
903,82,"[Unincorporated]"
904,82,"[Unincorporated]"
905,82,"[Unincorporated]"
906,82,"[Unincorporated]"
907,82,"[Unincorporated]"
908,82,"[Unincorporated]"
909,82,"[Unincorporated]"
910,82,"[Unincorporated]"
911,82,"[Unincorporated]"
912,82,"[Unincorporated]"
913,82,"[Unincorporated]"
914,82,"[Unincorporated]"
915,82,"[Unincorporated]"
916,82,"[Unincorporated]"
917,82,"[Unincorporated]"
918,82,"[Unincorporated]"
919,82,"[Unincorporated]"
920,82,"[Unincorporated]"
921,82,"[Unincorporated]"
922,82,"[Unincorporated]"
923,82,"[Unincorporated]"
924,82,"[Unincorporated]"
925,82,"[Unincorporated]"
926,14,"CMT"
927,82,"[Unincorporated]"
928,82,"[Unincorporated]"
929,82,"[Unincorporated]"
930,82,"[Unincorporated]"
931,82,"[Unincorporated]"
932,82,"[Unincorporated]"
933,82,"[Unincorporated]"
934,82,"[Unincorporated]"
935,82,"[Unincorporated]"
936,82,"[Unincorporated]"
937,82,"[Unincorporated]"
938,82,"[Unincorporated]"
939,61,"SLC"
940,61,"SLC"
941,61,"SLC"
942,61,"SLC"
943,61,"SLC"
944,61,"SLC"
945,61,"SLC"
946,61,"SLC"
947,61,"SLC"
948,61,"SLC"
949,61,"SLC"
950,61,"SLC"
951,61,"SLC"
952,61,"SLC"
953,61,"SLC"
954,61,"SLC"
955,61,"SLC"
956,61,"SLC"
957,61,"SLC"
958,61,"SLC"
959,61,"SLC"
960,61,"SLC"
961,61,"SLC"
962,61,"SLC"
963,61,"SLC"
964,61,"SLC"
965,61,"SLC"
966,61,"SLC"
967,61,"SLC"
968,61,"SLC"
969,61,"SLC"
970,61,"SLC"
971,61,"SLC"
972,61,"SLC"
973,61,"SLC"
974,61,"SLC"
975,61,"SLC"
976,61,"SLC"
977,61,"SLC"
978,61,"SLC"
979,61,"SLC"
980,61,"SLC"
981,61,"SLC"
982,61,"SLC"
983,61,"SLC"
984,61,"SLC"
985,61,"SLC"
986,61,"SLC"
987,61,"SLC"
988,61,"SLC"
989,61,"SLC"
990,61,"SLC"
991,61,"SLC"
992,61,"SLC"
993,61,"SLC"
994,61,"SLC"
995,61,"SLC"
996,61,"SLC"
997,61,"SLC"
998,61,"SLC"
999,61,"SLC"
1000,61,"SLC"
1001,61,"SLC"
1002,61,"SLC"
1003,61,"SLC"
1004,61,"SLC"
1005,61,"SLC"
1006,61,"SLC"
1007,61,"SLC"
1008,61,"SLC"
1009,61,"SLC"
1010,61,"SLC"
1011,61,"SLC"
1012,61,"SLC"
1013,61,"SLC"
1014,61,"SLC"
1015,61,"SLC"
1016,61,"SLC"
1017,61,"SLC"
1018,61,"SLC"
1019,61,"SLC"
1020,61,"SLC"
1021,61,"SLC"
1022,61,"SLC"
1023,61,"SLC"
1024,61,"SLC"
1025,61,"SLC"
1026,61,"SLC"
1027,61,"SLC"
1028,61,"SLC"
1029,61,"SLC"
1030,61,"SLC"
1031,61,"SLC"
1032,61,"SLC"
1033,61,"SLC"
1034,61,"SLC"
1035,61,"SLC"
1036,61,"SLC"
1037,61,"SLC"
1038,61,"SLC"
1039,61,"SLC"
1040,61,"SLC"
1041,61,"SLC"
1042,61,"SLC"
1043,61,"SLC"
1044,61,"SLC"
1045,61,"SLC"
1046,61,"SLC"
1047,61,"SLC"
1048,61,"SLC"
1049,61,"SLC"
1050,61,"SLC"
1051,61,"SLC"
1052,61,"SLC"
1053,61,"SLC"
1054,61,"SLC"
1055,61,"SLC"
1056,61,"SLC"
1057,61,"SLC"
1058,61,"SLC"
1059,61,"SLC"
1060,61,"SLC"
1061,61,"SLC"
1062,61,"SLC"
1063,61,"SLC"
1064,61,"SLC"
1065,61,"SLC"
1066,61,"SLC"
1067,61,"SLC"
1068,61,"SLC"
1069,61,"SLC"
1070,61,"SLC"
1071,61,"SLC"
1072,61,"SLC"
1073,61,"SLC"
1074,61,"SLC"
1075,61,"SLC"
1076,61,"SLC"
1077,61,"SLC"
1078,61,"SLC"
1079,61,"SLC"
1080,61,"SLC"
1081,61,"SLC"
1082,61,"SLC"
1083,61,"SLC"
1084,61,"SLC"
1085,61,"SLC"
1086,61,"SLC"
1087,61,"SLC"
1088,61,"SLC"
1089,61,"SLC"
1090,61,"SLC"
1091,61,"SLC"
1092,61,"SLC"
1093,61,"SLC"
1094,61,"SLC"
1095,61,"SLC"
1096,61,"SLC"
1097,61,"SLC"
1098,61,"SLC"
1099,61,"SLC"
1100,61,"SLC"
1101,61,"SLC"
1102,61,"SLC"
1103,61,"SLC"
1104,61,"SLC"
1105,61,"SLC"
1106,61,"SLC"
1107,61,"SLC"
1108,61,"SLC"
1109,61,"SLC"
1110,61,"SLC"
1111,61,"SLC"
1112,61,"SLC"
1113,61,"SLC"
1114,61,"SLC"
1115,61,"SLC"
1116,61,"SLC"
1117,61,"SLC"
1118,61,"SLC"
1119,61,"SLC"
1120,61,"SLC"
1121,61,"SLC"
1122,61,"SLC"
1123,61,"SLC"
1124,61,"SLC"
1125,61,"SLC"
1126,61,"SLC"
1127,61,"SLC"
1128,61,"SLC"
1129,61,"SLC"
1130,61,"SLC"
1131,61,"SLC"
1132,61,"SLC"
1133,61,"SLC"
1134,61,"SLC"
1135,61,"SLC"
1136,61,"SLC"
1137,61,"SLC"
1138,61,"SLC"
1139,61,"SLC"
1140,61,"SLC"
1141,61,"SLC"
1142,61,"SLC"
1143,61,"SLC"
1144,61,"SLC"
1145,61,"SLC"
1146,61,"SLC"
1147,61,"SLC"
1148,61,"SLC"
1149,61,"SLC"
1150,61,"SLC"
1151,61,"SLC"
1152,61,"SLC"
1153,61,"SLC"
1154,61,"SLC"
1155,61,"SLC"
1156,61,"SLC"
1157,61,"SLC"
1158,61,"SLC"
1159,61,"SLC"
1160,61,"SLC"
1161,61,"SLC"
1162,61,"SLC"
1163,61,"SLC"
1164,61,"SLC"
1165,61,"SLC"
1166,61,"SLC"
1167,61,"SLC"
1168,61,"SLC"
1169,61,"SLC"
1170,61,"SLC"
1171,61,"SLC"
1172,61,"SLC"
1173,61,"SLC"
1174,61,"SLC"
1175,61,"SLC"
1176,61,"SLC"
1177,61,"SLC"
1178,61,"SLC"
1179,61,"SLC"
1180,61,"SLC"
1181,61,"SLC"
1182,61,"SLC"
1183,61,"SLC"
1184,61,"SLC"
1185,61,"SLC"
1186,61,"SLC"
1187,61,"SLC"
1188,61,"SLC"
1189,61,"SLC"
1190,61,"SLC"
1191,61,"SLC"
1192,61,"SLC"
1193,61,"SLC"
1194,61,"SLC"
1195,61,"SLC"
1196,61,"SLC"
1197,61,"SLC"
1198,61,"SLC"
1199,61,"SLC"
1200,61,"SLC"
1201,61,"SLC"
1202,61,"SLC"
1203,61,"SLC"
1204,61,"SLC"
1205,61,"SLC"
1206,61,"SLC"
1207,61,"SLC"
1208,61,"SLC"
1209,61,"SLC"
1210,61,"SLC"
1211,61,"SLC"
1212,61,"SLC"
1213,61,"SLC"
1214,61,"SLC"
1215,61,"SLC"
1216,61,"SLC"
1217,61,"SLC"
1218,61,"SLC"
1219,61,"SLC"
1220,61,"SLC"
1221,61,"SLC"
1222,61,"SLC"
1223,61,"SLC"
1224,61,"SLC"
1225,61,"SLC"
1226,61,"SLC"
1227,61,"SLC"
1228,61,"SLC"
1229,61,"SLC"
1230,61,"SLC"
1231,61,"SLC"
1232,61,"SLC"
1233,61,"SLC"
1234,61,"SLC"
1235,61,"SLC"
1236,61,"SLC"
1237,61,"SLC"
1238,61,"SLC"
1239,61,"SLC"
1240,61,"SLC"
1241,61,"SLC"
1242,61,"SLC"
1243,61,"SLC"
1244,61,"SLC"
1245,61,"SLC"
1246,61,"SLC"
1247,61,"SLC"
1248,61,"SLC"
1249,61,"SLC"
1250,61,"SLC"
1251,61,"SLC"
1252,61,"SLC"
1253,61,"SLC"
1254,61,"SLC"
1255,61,"SLC"
1256,61,"SLC"
1257,61,"SLC"
1258,61,"SLC"
1259,61,"SLC"
1260,61,"SLC"
1261,61,"SLC"
1262,61,"SLC"
1263,61,"SLC"
1264,61,"SLC"
1265,61,"SLC"
1266,61,"SLC"
1267,61,"SLC"
1268,61,"SLC"
1269,61,"SLC"
1270,61,"SLC"
1271,61,"SLC"
1272,61,"SLC"
1273,61,"SLC"
1274,61,"SLC"
1275,61,"SLC"
1276,61,"SLC"
1277,61,"SLC"
1278,61,"SLC"
1279,61,"SLC"
1280,61,"SLC"
1281,61,"SLC"
1282,61,"SLC"
1283,61,"SLC"
1284,61,"SLC"
1285,61,"SLC"
1286,61,"SLC"
1287,61,"SLC"
1288,61,"SLC"
1289,61,"SLC"
1290,61,"SLC"
1291,61,"SLC"
1292,61,"SLC"
1293,61,"SLC"
1294,61,"SLC"
1295,61,"SLC"
1296,61,"SLC"
1297,61,"SLC"
1298,61,"SLC"
1299,61,"SLC"
1300,61,"SLC"
1301,61,"SLC"
1302,40,"MMT"
1303,40,"MMT"
1304,40,"MMT"
1305,40,"MMT"
1306,40,"MMT"
