SEGID,DIRECTION,DIRECTION_NAME,DY_VOL_GR1,DY_VOL_GR2,DY_VOL_GR3,DY_VOL_GR4,DY_VOL_TOTAL
2076_001.0,Both,Total,       1.8,       0.1,       0.4,       0.6,       2.9
2076_001.9,D1,NB,       0.6,         0,         0,         0,       0.6
2076_001.9,D2,SB,         0,         0,         0,         0,         0
2076_001.9,Both,Total,       0.3,         0,         0,         0,       0.3
2076_002.8,D1,NB,      27.0,         0,       1.0,         0,      28.0
2076_002.8,D2,SB,      12.0,       3.0,       1.0,       6.0,      22.0
2076_002.8,Both,Total,      19.5,       1.5,       1.0,       3.0,      25.0
2076_003.0,D1,NB,       9.4,         0,         0,         0,       9.4
2076_003.0,D2,SB,       4.3,       0.9,         0,       0.9,       6.0
2076_003.0,Both,Total,       6.8,       0.4,         0,       0.4,       7.7
2076_003.6,D1,NB,         0,         0,         0,         0,         0
2076_003.6,D2,SB,         0,         0,         0,         0,         0
2076_003.6,Both,Total,         0,         0,         0,         0,         0
2076_003.7,D1,NB,       1.1,         0,         0,         0,       1.1
2076_003.7,D2,SB,       8.1,         0,       0.6,         0,       8.7
2076_003.7,Both,Total,       4.6,         0,       0.3,         0,       4.9
2076_004.2,D1,NB,     511.0,         0,      62.0,       8.5,     581.5
2076_004.2,D2,SB,      86.1,      41.5,      54.5,      62.5,     244.7
2076_004.2,Both,Total,     298.5,      20.8,      58.3,      35.5,     413.1
2076_004.6,D1,NB,     130.5,         0,      32.3,       2.0,     164.8
2076_004.6,D2,SB,      17.3,      13.6,      15.6,      16.0,      62.6
2076_004.6,Both,Total,      73.9,       6.8,      24.0,       9.0,     113.7
2076_005.1,D1,NB,     122.9,         0,      31.0,       2.0,     155.9
2076_005.1,D2,SB,      14.2,      13.0,      14.6,      15.0,      56.8
2076_005.1,Both,Total,      68.6,       6.5,      22.8,       8.5,     106.3
2076_005.7,D1,NB,     117.0,         0,      31.0,       2.0,     150.0
2076_005.7,D2,SB,      11.0,      12.0,      14.0,      14.0,      51.0
2076_005.7,Both,Total,      64.0,       6.0,      22.5,       8.0,     100.5
2076_006.3,D1,NB,     105.0,         0,      30.0,       2.0,     137.0
2076_006.3,D2,SB,      18.0,      14.0,      18.0,      17.0,      67.0
2076_006.3,Both,Total,      61.5,       7.0,      24.0,       9.5,     102.0
2076_006.4,D1,NB,      95.0,         0,      30.0,       2.0,     127.0
2076_006.4,D2,SB,      12.0,      12.0,      16.0,      15.0,      55.0
2076_006.4,Both,Total,      53.5,       6.0,      23.0,       8.5,      91.0
2076_006.7,D1,NB,     153.0,         0,      37.0,       4.0,     194.0
2076_006.7,D2,SB,      27.0,      13.0,      27.0,      22.0,      89.0
2076_006.7,Both,Total,      90.0,       6.5,      32.0,      13.0,     141.5
2076_006.9,D1,NB,      14.0,         0,       4.0,       1.0,      19.0
2076_006.9,D2,SB,      12.0,       6.0,       8.0,       5.0,      31.0
2076_006.9,Both,Total,      13.0,       3.0,       6.0,       3.0,      25.0
2076_007.0,D1,NB,         0,         0,         0,         0,         0
2076_007.0,D2,SB,       1.0,         0,       1.0,       1.0,       3.0
2076_007.0,Both,Total,       0.5,         0,       0.5,       0.5,       1.5
2076_007.2,D1,NB,      92.0,         0,      11.0,       3.0,     106.0
2076_007.2,D2,SB,     104.0,      16.0,      33.0,      37.0,     190.0
2076_007.2,Both,Total,      98.0,       8.0,      22.0,      20.0,     148.0
2076_007.3,D1,NB,      64.0,         0,       6.0,       1.0,      71.0
2076_007.3,D2,SB,      33.0,      10.0,      18.0,      13.0,      74.0
2076_007.3,Both,Total,      48.5,       5.0,      12.0,       7.0,      72.5
2076_007.5,D1,NB,         0,         0,         0,         0,         0
2076_007.5,D2,SB,         0,         0,         0,       1.0,       1.0
2076_007.5,Both,Total,         0,         0,         0,       0.5,       0.5
2078_000.0,D1,EB,     245.0,    2670.0,      45.0,      14.0,    2974.0
2078_000.0,D2,WB,     291.0,    2719.0,      65.0,     117.0,    3192.0
2078_000.0,Both,Total,     268.0,    2694.5,      55.0,      65.5,    3083.0
2078_000.1,D1,EB,     198.0,    2158.0,         0,         0,    2356.0
2078_000.1,D2,WB,     214.0,    2168.0,      18.0,      90.0,    2490.0
2078_000.1,Both,Total,     206.0,    2163.0,       9.0,      45.0,    2423.0
2078_000.3,D1,EB,     136.8,    1073.2,      34.4,       9.4,    1253.7
2078_000.3,D2,WB,     119.6,    1137.1,      34.9,      17.4,    1309.0
2078_000.3,Both,Total,     128.2,    1105.2,      34.6,      13.4,    1281.4
2078_001.3,D1,EB,      67.0,     426.5,     195.2,      79.4,     768.0
2078_001.3,D2,WB,      57.0,     449.5,     148.1,      96.9,     751.5
2078_001.3,Both,Total,      62.0,     438.0,     171.6,      88.2,     759.8
2078_001.8,D1,EB,      55.8,     364.2,     178.6,      65.7,     664.4
2078_001.8,D2,WB,      47.9,     378.6,     156.5,      81.8,     664.8
2078_001.8,Both,Total,      51.9,     371.4,     167.6,      73.8,     664.6
2078_002.3,D1,EB,      38.1,     113.2,       4.0,         0,     155.2
2078_002.3,D2,WB,      44.2,     125.9,       2.0,         0,     172.1
2078_002.3,Both,Total,      41.1,     119.6,       3.0,         0,     163.7
2078_002.8,D1,EB,      19.0,      71.8,       1.9,       0.5,      93.2
2078_002.8,D2,WB,      25.9,      84.3,       1.4,       1.0,     112.6
2078_002.8,Both,Total,      22.5,      78.1,       1.7,       0.7,     102.9
2079_000.0,D1,NB,      34.0,         0,       0.7,         0,      34.7
2079_000.0,D2,SB,      16.3,       3.5,       8.5,       8.5,      36.8
2079_000.0,Both,Total,      25.2,       1.8,       4.6,       4.3,      35.8
2079_000.9,D1,NB,       4.6,         0,       0.5,         0,       5.1
2079_000.9,D2,SB,       1.2,       0.2,       1.4,       1.2,       4.0
2079_000.9,Both,Total,       2.9,       0.1,       0.9,       0.6,       4.6
2080_000.0,D1,EB,      40.0,     137.5,      38.8,       4.3,     220.5
2080_000.0,D2,WB,      87.4,      82.0,      22.8,       2.1,     194.3
2080_000.0,Both,Total,      63.7,     109.7,      30.8,       3.2,     207.4
2080_000.5,D1,EB,     174.0,     233.4,      49.0,       9.6,     466.0
2080_000.5,D2,WB,     300.0,     173.8,      57.0,       8.6,     539.4
2080_000.5,Both,Total,     237.0,     203.6,      53.0,       9.1,     502.7
2080_001.0,D1,EB,         0,         0,         0,         0,         0
2080_001.0,D2,WB,         0,         0,       1.0,         0,       1.0
2080_001.0,Both,Total,         0,         0,       0.5,         0,       0.5
2080_001.5,D1,EB,         0,         0,         0,         0,         0
2080_001.5,D2,WB,         0,         0,       0.4,         0,       0.4
2080_001.5,Both,Total,         0,         0,       0.2,         0,       0.2
2080_002.0,D1,EB,     787.0,      91.0,      37.0,      19.0,     934.0
2080_002.0,D2,WB,     893.0,      12.0,      31.0,      23.0,     959.0
2080_002.0,Both,Total,     840.0,      51.5,      34.0,      21.0,     946.5
2080_002.5,D1,EB,     640.0,      41.0,      17.0,       9.0,     707.0
2080_002.5,D2,WB,     739.0,      29.0,      18.0,       7.0,     793.0
2080_002.5,Both,Total,     689.5,      35.0,      17.5,       8.0,     750.0
2080_003.0,D1,EB,     566.4,      31.1,      12.9,       6.8,     617.3
2080_003.0,D2,WB,     654.1,      22.0,      13.7,       5.3,     695.1
2080_003.0,Both,Total,     610.3,      26.6,      13.3,       6.1,     656.2
2080_003.9,D1,EB,     330.2,     164.0,      34.5,       0.5,     529.3
2080_003.9,D2,WB,     374.9,     174.0,      77.1,      43.5,     669.6
2080_003.9,Both,Total,     352.6,     169.0,      55.8,      22.0,     599.4
2080_004.2,D1,EB,     171.4,      77.0,      21.4,      28.6,     298.5
2080_004.2,D2,WB,     176.1,      81.3,      57.1,      19.3,     333.8
2080_004.2,Both,Total,     173.8,      79.1,      39.2,      23.9,     316.1
2080_004.6,D1,EB,      16.4,      88.2,      63.7,      29.0,     197.2
2080_004.6,D2,WB,      21.4,      80.8,      56.2,      34.3,     192.6
2080_004.6,Both,Total,      18.9,      84.5,      59.9,      31.6,     194.9
2080_004.8,D1,EB,         0,      71.1,      52.2,      23.2,     146.5
2080_004.8,D2,WB,         0,      65.4,      45.2,      25.7,     136.3
2080_004.8,Both,Total,         0,      68.3,      48.7,      24.5,     141.4
2080_005.3,D1,EB,       9.1,       7.3,       5.6,       3.8,      25.9
2080_005.3,D2,WB,       9.4,       5.9,       3.8,       2.4,      21.7
2080_005.3,Both,Total,       9.3,       6.6,       4.7,       3.1,      23.8
2080_005.7,D1,EB,     118.7,       3.4,       2.9,       1.3,     126.2
2080_005.7,D2,WB,     140.5,       6.6,       4.1,       1.6,     152.7
2080_005.7,Both,Total,     129.6,       5.0,       3.5,       1.4,     139.5
2080_006.9,D1,EB,      73.0,     114.0,      86.0,      86.0,     359.0
2080_006.9,D2,WB,      71.0,     129.0,      90.0,      74.0,     364.0
2080_006.9,Both,Total,      72.0,     121.5,      88.0,      80.0,     361.5
2080_007.0,D1,EB,      23.0,      40.2,      26.3,      29.2,     118.6
2080_007.0,D2,WB,      23.9,      44.0,      31.4,      29.4,     128.7
2080_007.0,Both,Total,      23.5,      42.1,      28.8,      29.3,     123.6
2080_007.6,D1,EB,       2.4,      20.6,      12.7,      14.1,      49.8
2080_007.6,D2,WB,       3.4,      22.7,      17.7,      15.7,      59.5
2080_007.6,Both,Total,       2.9,      21.6,      15.2,      14.9,      54.7
2080_008.6,D1,NB,      11.4,       2.2,       1.8,       0.7,      16.2
2080_008.6,D2,SB,       8.2,       2.2,       1.8,       1.1,      13.4
2080_008.6,Both,Total,       9.8,       2.2,       1.8,       0.9,      14.8
2080_009.3,D1,NB,      18.0,         0,         0,         0,      18.0
2080_009.3,D2,SB,      13.0,         0,         0,         0,      13.0
2080_009.3,Both,Total,      15.5,         0,         0,         0,      15.5
2081_000.0,D1,NB,      52.0,       6.5,       5.0,       4.7,      68.1
2081_000.0,D2,SB,      43.0,       7.3,       5.6,       4.4,      60.3
2081_000.0,Both,Total,      47.5,       6.9,       5.3,       4.5,      64.2
2082_000.0,D1,EB,      13.0,       4.0,      11.0,      22.0,      50.0
2082_000.0,D2,WB,      45.0,         0,      13.0,      21.0,      79.0
2082_000.0,Both,Total,      29.0,       2.0,      12.0,      21.5,      64.5
2082_000.1,D1,EB,       0.3,       0.3,       0.7,       2.2,       3.5
2082_000.1,D2,WB,       3.2,         0,       1.2,       1.9,       6.2
2082_000.1,Both,Total,       1.7,       0.1,       0.9,       2.0,       4.9
2082_000.8,D1,EB,         0,         0,         0,         0,         0
2082_000.8,D2,WB,       1.0,         0,         0,         0,       1.0
2082_000.8,Both,Total,       0.5,         0,         0,         0,       0.5
2082_001.5,D1,EB,         0,         0,         0,         0,         0
2082_001.5,D2,WB,         0,         0,         0,         0,         0
2082_001.5,Both,Total,         0,         0,         0,         0,         0
2082_002.7,D1,EB,       8.0,         0,         0,         0,       8.0
2082_002.7,D2,WB,       1.0,         0,       1.0,         0,       2.0
2082_002.7,Both,Total,       4.5,         0,       0.5,         0,       5.0
2082_002.9,D1,NB,         0,         0,         0,         0,         0
2082_002.9,D2,SB,       0.6,         0,         0,         0,       0.6
2082_002.9,Both,Total,       0.3,         0,         0,         0,       0.3
2082_005.0,D1,NB,         0,         0,         0,         0,         0
2082_005.0,D2,SB,         0,         0,         0,         0,         0
2082_005.0,Both,Total,         0,         0,         0,         0,         0
2082_008.5,D1,NB,         0,         0,         0,         0,         0
2082_008.5,D2,SB,         0,         0,         0,         0,         0
2082_008.5,Both,Total,         0,         0,         0,         0,         0
2082_009.0,D1,NB,     109.0,     103.0,      71.0,      58.0,     341.0
2082_009.0,D2,SB,     143.0,      95.0,      78.0,      56.0,     372.0
2082_009.0,Both,Total,     126.0,      99.0,      74.5,      57.0,     356.5
2082_009.6,D1,NB,      89.2,      94.5,      65.9,      47.7,     297.2
2082_009.6,D2,SB,     120.4,      88.9,      68.4,      47.3,     324.9
2082_009.6,Both,Total,     104.8,      91.7,      67.1,      47.5,     311.1
2082_010.6,D1,NB,      13.0,      37.0,      23.0,      32.0,     105.0
2082_010.6,D2,SB,      22.0,      36.0,      29.0,      25.0,     112.0
2082_010.6,Both,Total,      17.5,      36.5,      26.0,      28.5,     108.5
2082_011.5,D1,NB,       5.6,      13.0,       8.6,      13.1,      40.3
2082_011.5,D2,SB,       6.9,      15.6,      11.6,      11.3,      45.4
2082_011.5,Both,Total,       6.2,      14.3,      10.1,      12.2,      42.8
2082_012.1,D1,NB,         0,         0,       1.0,         0,       1.0
2082_012.1,D2,SB,       9.5,         0,       2.0,       1.0,      12.5
2082_012.1,Both,Total,       4.8,         0,       1.5,       0.5,       6.8
2083_000.0,D1,NB,         0,         0,         0,         0,         0
2083_000.0,D2,SB,         0,         0,         0,         0,         0
2083_000.0,Both,Total,         0,         0,         0,         0,         0
2083_000.4,D1,NB,      28.0,      18.0,      10.0,      98.0,     154.0
2083_000.4,D2,SB,      14.0,      12.0,      28.0,     111.0,     165.0
2083_000.4,Both,Total,      21.0,      15.0,      19.0,     104.5,     159.5
2083_000.8,D1,NB,         0,         0,         0,         0,         0
2083_000.8,D2,SB,         0,         0,         0,         0,         0
2083_000.8,Both,Total,         0,         0,         0,         0,         0
2083_001.2,D1,NB,         0,         0,         0,         0,         0
2083_001.2,D2,SB,         0,         0,         0,         0,         0
2083_001.2,Both,Total,         0,         0,         0,         0,         0
2084_000.0,D1,EB,       6.5,         0,       1.0,       0.5,       8.0
2084_000.0,D2,WB,      20.3,         0,       4.3,       0.3,      24.8
2084_000.0,Both,Total,      13.4,         0,       2.6,       0.4,      16.4
2084_000.3,D1,NB,         0,         0,         0,         0,         0
2084_000.3,D2,SB,         0,         0,         0,         0,         0
2084_000.3,Both,Total,         0,         0,         0,         0,         0
2084_000.7,D1,NB,       8.0,         0,       1.0,         0,       9.0
2084_000.7,D2,SB,         0,         0,       5.0,       2.0,       7.0
2084_000.7,Both,Total,       4.0,         0,       3.0,       1.0,       8.0
2085_000.0,D1,NB,         0,      51.9,         0,         0,      51.9
2085_000.0,D2,SB,       0.5,      53.5,         0,         0,      54.0
2085_000.0,Both,Total,       0.3,      52.7,         0,         0,      53.0
2085_001.2,D1,NB,         0,      98.5,         0,         0,      98.5
2085_001.2,D2,SB,         0,      93.4,         0,       0.6,      94.0
2085_001.2,Both,Total,         0,      95.9,         0,       0.3,      96.3
2085_002.0,D1,NB,     232.6,         0,         0,         0,     232.6
2085_002.0,D2,SB,     211.1,       0.8,         0,         0,     211.8
2085_002.0,Both,Total,     221.8,       0.4,         0,         0,     222.2
2085_003.0,D1,NB,         0,         0,         0,         0,         0
2085_003.0,D2,SB,         0,         0,         0,         0,         0
2085_003.0,Both,Total,         0,         0,         0,         0,         0
2085_003.4,D1,NB,         0,         0,         0,         0,         0
2085_003.4,D2,SB,         0,         0,         0,         0,         0
2085_003.4,Both,Total,         0,         0,         0,         0,         0
2085_003.9,D1,NB,         0,         0,         0,         0,         0
2085_003.9,D2,SB,         0,         0,       0.4,         0,       0.4
2085_003.9,Both,Total,         0,         0,       0.2,         0,       0.2
2085_004.5,D1,NB,         0,         0,         0,         0,         0
2085_004.5,D2,SB,         0,         0,         0,         0,         0
2085_004.5,Both,Total,         0,         0,         0,         0,         0
2085_005.5,D1,NB,         0,         0,         0,         0,         0
2085_005.5,D2,SB,         0,         0,         0,         0,         0
2085_005.5,Both,Total,         0,         0,         0,         0,         0
2086_000.0,D1,EB,      97.6,         0,       2.5,       1.0,     101.1
2086_000.0,D2,WB,     140.0,         0,      12.5,       4.0,     156.5
2086_000.0,Both,Total,     118.8,         0,       7.5,       2.5,     128.8
2086_000.5,D1,EB,      21.0,         0,         0,         0,      21.0
2086_000.5,D2,WB,      49.0,         0,       6.0,         0,      55.0
2086_000.5,Both,Total,      35.0,         0,       3.0,         0,      38.0
2086_001.0,D1,EB,     330.0,         0,      10.0,       9.0,     349.0
2086_001.0,D2,WB,     377.5,       1.0,      19.9,      14.4,     412.8
2086_001.0,Both,Total,     353.8,       0.5,      14.9,      11.7,     380.9
2086_001.5,D1,EB,     137.7,         0,         0,       0.5,     138.2
2086_001.5,D2,WB,     151.4,         0,       3.1,       5.1,     159.5
2086_001.5,Both,Total,     144.5,         0,       1.6,       2.8,     148.9
2086_002.0,D1,EB,      15.6,         0,         0,         0,      15.6
2086_002.0,D2,WB,      21.0,         0,         0,       0.3,      21.3
2086_002.0,Both,Total,      18.3,         0,         0,       0.1,      18.5
2087_000.0,D1,NB,       2.8,      16.0,       2.4,      37.3,      58.6
2087_000.0,D2,SB,      10.2,      17.0,       2.5,       1.5,      31.3
2087_000.0,Both,Total,       6.5,      16.5,       2.5,      19.4,      44.9
2087_000.9,D1,NB,         0,         0,         0,         0,         0
2087_000.9,D2,SB,         0,         0,         0,         0,         0
2087_000.9,Both,Total,         0,         0,         0,         0,         0
2087_001.7,D1,NB,     297.0,         0,         0,         0,     297.0
2087_001.7,D2,SB,     253.0,         0,         0,         0,     253.0
2087_001.7,Both,Total,     275.0,         0,         0,         0,     275.0
2088_000.0,D1,NB,         0,         0,         0,         0,         0
2088_000.0,D2,SB,         0,         0,         0,         0,         0
2088_000.0,Both,Total,         0,         0,         0,         0,         0
2088_000.5,D1,NB,         0,         0,         0,         0,         0
2088_000.5,D2,SB,         0,         0,         0,         0,         0
2088_000.5,Both,Total,         0,         0,         0,         0,         0
2089_000.0,D1,NB,         0,      39.0,      33.0,      34.0,     106.0
2089_000.0,D2,SB,         0,      48.0,      36.0,      22.0,     106.0
2089_000.0,Both,Total,         0,      43.5,      34.5,      28.0,     106.0
2089_000.9,D1,EB,      43.0,      17.0,      16.0,      17.0,      93.0
2089_000.9,D2,WB,      52.0,      23.0,      17.0,       9.0,     101.0
2089_000.9,Both,Total,      47.5,      20.0,      16.5,      13.0,      97.0
2089_001.2,D1,EB,      21.9,      11.6,      10.1,      11.6,      55.2
2089_001.2,D2,WB,      26.5,      16.6,      12.1,       6.5,      61.7
2089_001.2,Both,Total,      24.2,      14.1,      11.1,       9.1,      58.5
2090_000.0,D1,EB,       3.3,         0,       0.6,         0,       3.9
2090_000.0,D2,WB,      17.0,         0,       1.6,       2.3,      21.0
2090_000.0,Both,Total,      10.2,         0,       1.1,       1.1,      12.4
2090_000.7,D1,EB,       0.5,         0,         0,       0.2,       0.6
2090_000.7,D2,WB,       0.1,         0,         0,         0,       0.1
2090_000.7,Both,Total,       0.3,         0,         0,       0.1,       0.3
2090_001.0,D1,EB,      10.8,         0,       1.7,       0.8,      13.3
2090_001.0,D2,WB,      12.1,         0,       1.0,         0,      13.1
2090_001.0,Both,Total,      11.4,         0,       1.3,       0.4,      13.2
2091_000.0,D1,NB,         0,       0.4,       0.6,       0.4,       1.4
2091_000.0,D2,SB,       3.7,         0,         0,         0,       3.7
2091_000.0,Both,Total,       1.8,       0.2,       0.3,       0.2,       2.5
2091_000.4,D1,NB,         0,         0,         0,         0,         0
2091_000.4,D2,SB,       1.6,       0.4,       2.8,       1.2,       6.0
2091_000.4,Both,Total,       0.8,       0.2,       1.4,       0.6,       3.0
2091_001.2,D1,NB,         0,         0,         0,         0,         0
2091_001.2,D2,SB,       1.2,       1.2,       2.3,         0,       4.7
2091_001.2,Both,Total,       0.6,       0.6,       1.2,         0,       2.3
2092_000.0,D1,EB,       5.2,         0,       0.2,         0,       5.4
2092_000.0,D2,WB,      11.2,         0,       1.4,       0.9,      13.5
2092_000.0,Both,Total,       8.2,         0,       0.8,       0.5,       9.4
2092_001.0,D1,EB,      61.9,         0,       6.0,       1.0,      68.9
2092_001.0,D2,WB,      50.3,         0,       4.4,       1.0,      55.7
2092_001.0,Both,Total,      56.1,         0,       5.2,       1.0,      62.3
2092_001.5,D1,EB,      43.0,         0,       6.0,         0,      49.0
2092_001.5,D2,WB,      27.0,         0,         0,       1.0,      28.0
2092_001.5,Both,Total,      35.0,         0,       3.0,       0.5,      38.5
2092_002.0,D1,EB,      43.0,         0,       7.0,       3.0,      53.0
2092_002.0,D2,WB,      27.0,       1.0,       7.0,       3.0,      38.0
2092_002.0,Both,Total,      35.0,       0.5,       7.0,       3.0,      45.5
2093_000.0,D1,NB,       6.5,      31.5,     236.0,     374.2,     648.2
2093_000.0,D2,SB,      52.1,       7.3,     173.8,     340.7,     573.8
2093_000.0,Both,Total,      29.3,      19.4,     204.9,     357.5,     611.0
2093_001.2,D1,NB,      55.0,     301.2,      88.5,      74.6,     519.4
2093_001.2,D2,SB,      68.5,     266.8,      79.0,      46.8,     461.2
2093_001.2,Both,Total,      61.8,     284.0,      83.8,      60.7,     490.3
2093_002.4,D1,NB,         0,     838.0,     188.0,      61.0,    1087.0
2093_002.4,D2,SB,         0,     687.0,     240.0,     150.0,    1077.0
2093_002.4,Both,Total,         0,     762.5,     214.0,     105.5,    1082.0
2093_002.7,D1,NB,     111.8,     548.8,     133.2,      37.3,     831.1
2093_002.7,D2,SB,     118.1,     463.3,     184.6,     112.7,     878.7
2093_002.7,Both,Total,     115.0,     506.0,     158.9,      75.0,     854.9
2093_003.2,D1,NB,     246.1,      55.4,      18.7,       6.5,     326.7
2093_003.2,D2,SB,     274.0,      41.7,      22.9,      13.8,     352.4
2093_003.2,Both,Total,     260.0,      48.6,      20.8,      10.2,     339.6
2093_004.5,D1,NB,     198.2,         0,       4.5,       4.1,     206.7
2093_004.5,D2,SB,     186.2,         0,       3.8,       3.8,     193.7
2093_004.5,Both,Total,     192.2,         0,       4.1,       3.9,     200.2
2093_005.3,D1,NB,      86.9,         0,       2.8,       0.7,      90.4
2093_005.3,D2,SB,      79.8,         0,       2.1,       0.7,      82.6
2093_005.3,Both,Total,      83.3,         0,       2.5,       0.7,      86.5
2093_005.8,D1,NB,         0,         0,         0,         0,         0
2093_005.8,D2,SB,         0,         0,         0,         0,         0
2093_005.8,Both,Total,         0,         0,         0,         0,         0
2093_006.3,D1,NB,         0,         0,         0,       8.2,       8.2
2093_006.3,D2,SB,         0,         0,         0,       5.9,       5.9
2093_006.3,Both,Total,         0,         0,         0,       7.0,       7.0
2093_006.7,D1,NB,         0,         0,         0,       2.7,       2.7
2093_006.7,D2,SB,         0,         0,         0,       1.5,       1.5
2093_006.7,Both,Total,         0,         0,         0,       2.1,       2.1
2093_007.1,D1,NB,         0,         0,         0,         0,         0
2093_007.1,D2,SB,         0,         0,         0,         0,         0
2093_007.1,Both,Total,         0,         0,         0,         0,         0
2094_000.0,D1,NB,      21.0,       5.0,     164.0,         0,     190.0
2094_000.0,D2,SB,      11.0,       2.0,     194.0,         0,     207.0
2094_000.0,Both,Total,      16.0,       3.5,     179.0,         0,     198.5
2094_000.5,D1,NB,     171.0,     220.6,     327.0,      24.4,     742.9
2094_000.5,D2,SB,      83.3,     310.8,     479.1,      47.1,     920.2
2094_000.5,Both,Total,     127.1,     265.7,     403.0,      35.7,     831.6
2094_001.8,D1,NB,     211.9,         0,         0,         0,     211.9
2094_001.8,D2,SB,     514.0,      25.0,      39.0,       5.0,     583.0
2094_001.8,Both,Total,     362.9,      12.5,      19.5,       2.5,     397.4
2094_002.5,D1,NB,     396.4,         0,         0,         0,     396.4
2094_002.5,D2,SB,     641.8,       7.0,      19.0,       4.0,     671.8
2094_002.5,Both,Total,     519.1,       3.5,       9.5,       2.0,     534.1
2094_003.0,D1,NB,     530.0,      56.9,      21.0,       3.2,     611.1
2094_003.0,D2,SB,     712.0,      30.8,      29.2,       5.1,     777.1
2094_003.0,Both,Total,     621.0,      43.8,      25.1,       4.2,     694.1
2094_003.5,D1,NB,     869.0,      46.0,      59.0,       5.0,     979.0
2094_003.5,D2,SB,     729.0,      66.0,      56.0,       8.0,     859.0
2094_003.5,Both,Total,     799.0,      56.0,      57.5,       6.5,     919.0
2094_004.0,D1,NB,     252.3,      12.2,      15.5,       3.0,     282.9
2094_004.0,D2,SB,     227.3,      15.6,      17.2,       2.2,     262.3
2094_004.0,Both,Total,     239.8,      13.9,      16.3,       2.6,     272.6
2094_005.0,D1,NB,      18.0,       4.0,       7.0,       2.0,      31.0
2094_005.0,D2,SB,      29.0,       8.0,       8.0,       4.0,      49.0
2094_005.0,Both,Total,      23.5,       6.0,       7.5,       3.0,      40.0
2094_006.0,D1,NB,       5.3,         0,       0.8,         0,       6.1
2094_006.0,D2,SB,       3.1,       1.5,         0,       0.8,       5.3
2094_006.0,Both,Total,       4.2,       0.8,       0.4,       0.4,       5.7
2094_007.0,D1,NB,       9.3,       2.1,       2.1,       1.6,      15.2
2094_007.0,D2,SB,       7.7,       2.1,       2.5,       4.1,      16.4
2094_007.0,Both,Total,       8.5,       2.1,       2.3,       2.9,      15.8
2094_008.0,D1,NB,       2.8,         0,         0,         0,       2.8
2094_008.0,D2,SB,       5.3,       0.8,       1.0,       0.8,       7.8
2094_008.0,Both,Total,       4.0,       0.4,       0.5,       0.4,       5.3
2094_009.0,D1,NB,       1.6,       0.8,         0,       0.3,       2.6
2094_009.0,D2,SB,       0.5,         0,       0.3,         0,       0.8
2094_009.0,Both,Total,       1.0,       0.4,       0.1,       0.1,       1.7
2094_010.0,D1,NB,         0,         0,         0,         0,         0
2094_010.0,D2,SB,         0,         0,         0,         0,         0
2094_010.0,Both,Total,         0,         0,         0,         0,         0
2094_010.8,D1,NB,         0,         0,         0,         0,         0
2094_010.8,D2,SB,         0,         0,         0,         0,         0
2094_010.8,Both,Total,         0,         0,         0,         0,         0
2094_011.0,D1,NB,         0,         0,         0,       0.5,       0.5
2094_011.0,D2,SB,         0,         0,         0,         0,         0
2094_011.0,Both,Total,         0,         0,         0,       0.3,       0.3
2094_011.5,D1,NB,         0,         0,         0,         0,         0
2094_011.5,D2,SB,         0,         0,         0,         0,         0
2094_011.5,Both,Total,         0,         0,         0,         0,         0
2094_012.1,D1,NB,       0.9,         0,         0,       2.8,       3.8
2094_012.1,D2,SB,         0,         0,         0,       0.9,       0.9
2094_012.1,Both,Total,       0.5,         0,         0,       1.9,       2.4
2094_012.6,D1,NB,         0,         0,         0,         0,         0
2094_012.6,D2,SB,         0,         0,         0,         0,         0
2094_012.6,Both,Total,         0,         0,         0,         0,         0
2094_013.1,D1,NB,         0,         0,         0,       0.5,       0.5
2094_013.1,D2,SB,         0,         0,         0,       0.5,       0.5
2094_013.1,Both,Total,         0,         0,         0,       0.5,       0.5
2095_000.0,D1,EB,       0.3,         0,       1.3,         0,       1.6
2095_000.0,D2,WB,      12.9,         0,         0,         0,      12.9
2095_000.0,Both,Total,       6.6,         0,       0.7,         0,       7.3
2095_001.1,D1,EB,         0,         0,         0,         0,         0
2095_001.1,D2,WB,         0,         0,         0,         0,         0
2095_001.1,Both,Total,         0,         0,         0,         0,         0
2097_000.0,D1,EB,         0,         0,         0,         0,         0
2097_000.0,D2,WB,         0,         0,         0,         0,         0
2097_000.0,Both,Total,         0,         0,         0,         0,         0
2097_000.3,D1,EB,         0,         0,         0,         0,         0
2097_000.3,D2,WB,         0,         0,         0,         0,         0
2097_000.3,Both,Total,         0,         0,         0,         0,         0
2097_000.7,D1,EB,         0,         0,         0,         0,         0
2097_000.7,D2,WB,         0,         0,         0,         0,         0
2097_000.7,Both,Total,         0,         0,         0,         0,         0
2097_001.2,D1,EB,      25.0,       5.0,       1.0,         0,      31.0
2097_001.2,D2,WB,      67.0,       8.0,       2.0,         0,      77.0
2097_001.2,Both,Total,      46.0,       6.5,       1.5,         0,      54.0
2098_000.0,D1,EB,     139.9,         0,         0,         0,     139.9
2098_000.0,D2,WB,     163.7,         0,         0,         0,     163.7
2098_000.0,Both,Total,     151.8,         0,         0,         0,     151.8
2098_000.4,D1,EB,     149.0,      29.0,      29.0,      16.0,     223.0
2098_000.4,D2,WB,     132.0,      23.0,      17.0,       9.0,     181.0
2098_000.4,Both,Total,     140.5,      26.0,      23.0,      12.5,     202.0
