SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       3.0,       1.4,Principal Arterial,       985,    3027.8,    6030.2,    4177.1,    5142.4,   18377.5,      44.5,      42.3,      42.8,      38.2,      44.5,      42.0,     0.636,     0.670,     0.661,     0.742,     0.636,     0.674,      8827,     17655,      8827,     35310,     70620,      0.39,      0.54,      0.80,      0.25,      0.80,    1428.9,    2845.7,    1971.2,    2426.7,    8672.5,    1242.8,    2343.1,    1739.7,    2179.8,    7505.4,      24.5,     142.1,      50.5,      39.1,     256.2,     116.6,     228.6,     140.4,     133.2,     618.8,      44.8,     132.0,      40.6,      74.6,     292.0,    194.68,     33.77,     66.42,     51.54,     54.55,    206.28,     1.749,     2.554,     7.385,     0.075,    11.763
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       960,    3390.9,    6456.0,    4547.1,    5555.0,   19949.0,      39.9,      34.2,      37.5,      31.6,      39.9,      36.0,     0.572,     0.673,     0.610,     0.725,     0.573,     0.637,      5758,     11516,      5758,     23032,     46063,      0.84,      0.63,      0.94,      0.28,      0.94,    1291.7,    2459.2,    1732.0,    2116.0,    7598.9,    1118.3,    2006.5,    1522.4,    1885.2,    6532.4,      21.5,     118.6,      43.1,      35.9,     219.1,     106.6,     208.2,     127.7,     120.1,     562.6,      45.2,     125.9,      38.9,      74.8,     284.8,    190.25,     37.79,     65.64,     54.83,     53.08,    211.34,     5.671,     4.065,    11.611,     0.103,    21.450
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    4125.2,    7756.0,    5494.4,    6711.5,   24087.1,      40.0,      38.6,      39.5,      37.9,      40.0,      39.1,     0.418,     0.433,     0.423,     0.441,     0.418,     0.427,     11148,     22296,     11148,     44592,     89184,      0.53,      0.39,      0.59,      0.18,      0.59,    1147.9,    2158.2,    1528.9,    1867.6,    6702.6,     993.8,    1757.1,    1343.1,    1664.3,    5758.3,      18.8,     105.3,      36.5,      31.6,     192.2,      95.0,     185.1,     113.6,     106.5,     500.2,      40.2,     110.7,      35.8,      65.2,     251.9,    167.66,     29.71,     54.69,     40.34,     46.73,    171.47,     1.038,     0.710,     2.122,     0.021,     3.891
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    4733.6,    8670.1,    6232.8,    7498.0,   27134.5,      40.0,      38.6,      39.2,      37.1,      40.0,      38.8,     0.339,     0.352,     0.346,     0.366,     0.339,     0.350,     11148,     22296,     11148,     44592,     89184,      0.55,      0.44,      0.63,      0.19,      0.63,    1070.4,    1960.5,    1409.4,    1695.5,    6135.8,     921.3,    1571.3,    1227.7,    1510.0,    5230.3,      19.0,     102.3,      36.8,      32.2,     190.3,      93.3,     181.0,     110.4,     100.9,     485.6,      36.8,     106.0,      34.4,      52.5,     229.7,    153.40,     27.73,     50.00,     37.98,     42.42,    158.13,     0.998,     0.982,     2.752,     0.032,     4.764
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4807.6,    8794.8,    6083.6,    7749.5,   27435.5,      40.0,      37.8,      39.1,      36.9,      39.9,      38.6,     0.669,     0.707,     0.683,     0.725,     0.669,     0.693,     11148,     22296,     11148,     44592,     89184,      0.60,      0.44,      0.66,      0.21,      0.66,    2140.9,    3916.4,    2709.1,    3450.9,   12217.3,    1836.3,    3163.1,    2363.4,    3066.3,   10429.1,      36.2,     176.9,      61.2,      60.7,     335.0,     191.4,     352.4,     209.8,     202.5,     956.1,      77.1,     224.1,      74.8,     121.6,     497.6,    305.69,     56.57,    100.14,     73.46,     86.41,    316.58,     3.108,     2.150,     5.749,     0.066,    11.073
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    6318.4,   11680.8,    8208.3,   10080.5,   36288.0,      40.0,      34.2,      37.5,      31.2,      40.0,      35.8,     0.373,     0.440,     0.399,     0.481,     0.374,     0.418,     11148,     22296,     11148,     44592,     89184,      0.80,      0.60,      0.90,      0.27,      0.90,    1573.8,    2909.4,    2044.5,    2510.8,    9038.5,    1337.4,    2321.4,    1764.6,    2209.3,    7632.7,      28.1,     137.3,      47.3,      45.1,     257.8,     145.0,     269.1,     163.8,     151.6,     729.5,      63.3,     181.8,      68.7,     104.8,     418.6,    225.70,     46.08,     77.66,     65.54,     62.84,    252.12,     7.031,     5.019,    14.700,     0.139,    26.889
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       9.0,       4.0,Freeway,      1366,   13266.1,   22534.1,   15378.3,   17832.2,   69010.7,      46.5,      42.2,      45.3,      46.0,      46.5,      45.4,     0.578,     0.633,     0.594,     0.586,     0.578,     0.592,     36915,     73830,     36915,    147660,    295320,      0.68,      0.46,      0.64,      0.17,      0.68,    5919.3,   10054.6,    6861.6,    7956.5,   30792.0,    4710.8,    7310.3,    5493.1,    6387.7,   23901.9,      95.2,     482.5,     140.1,     123.7,     841.5,     648.3,    1127.8,     739.0,     693.0,    3208.1,     464.9,    1133.9,     489.6,     752.2,    2840.6,    662.77,    140.17,    222.17,    149.01,    167.39,    678.74,    12.164,     6.088,     2.007,         0,    20.259
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       8.0,       2.2,Freeway,      1354,   10980.6,   19785.1,   13659.5,   16731.3,   61156.5,      49.7,      48.0,      49.2,      49.7,      49.4,      49.3,     0.333,     0.344,     0.338,     0.333,     0.335,     0.336,     32496,     64992,     32496,    129984,    259968,      0.53,      0.42,      0.67,      0.18,      0.67,    2969.9,    5351.1,    3694.3,    4525.1,   16540.4,    2446.6,    4011.5,    2988.3,    3733.0,   13179.4,      43.0,     228.5,      73.1,      62.5,     407.1,     277.6,     547.3,     369.3,     341.3,    1535.5,     202.5,     563.8,     263.7,     388.4,    1418.4,    332.75,     61.93,    108.73,     73.32,     91.52,    335.50,     2.109,     1.582,         0,     0.581,     4.272
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       8.0,       3.5,Freeway,      1354,    9177.2,   16166.7,   12325.4,   13576.7,   51246.0,      55.9,      54.7,      55.9,      54.1,      55.9,      55.7,     0.484,     0.494,     0.484,     0.499,     0.484,     0.486,     32496,     64992,     32496,    129984,    259968,      0.53,      0.42,      0.67,      0.18,      0.67,    4019.5,    7080.9,    5398.4,    5946.5,   22445.3,    3342.2,    5329.1,    4411.8,    4878.2,   17961.3,      47.3,     266.0,      87.0,      62.6,     462.9,     350.7,     684.6,     501.6,     432.7,    1969.6,     279.4,     801.2,     397.9,     573.0,    2051.5,    401.45,     73.50,    125.33,     99.80,    104.42,    403.05,     1.537,         0,     3.035,         0,     4.572
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       8.0,       3.5,Freeway,      1371,    9128.8,   16007.9,   12138.5,   13406.8,   50682.0,      53.4,      53.4,      53.4,      50.6,      53.4,      52.9,     0.498,     0.498,     0.498,     0.526,     0.498,     0.503,     32916,     65831,     32916,    131663,    263325,      0.53,      0.38,      0.60,      0.17,      0.60,    3966.5,    6955.4,    5274.2,    5825.2,   22021.3,    3303.8,    5237.5,    4302.3,    4774.7,   17618.3,      45.6,     260.3,      85.7,      60.9,     452.5,     342.7,     669.0,     493.6,     424.5,    1929.8,     274.4,     788.6,     392.7,     565.0,    2020.7,    412.11,     74.21,    129.43,    104.22,    108.37,    416.23,         0,         0,     5.787,         0,     5.787
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Freeway,      1730,    8155.8,   14988.1,   10085.6,   12550.9,   45780.4,      68.9,      68.2,      68.9,      68.2,      68.9,      68.6,     0.609,     0.616,     0.610,     0.616,     0.609,     0.612,     20760,     41520,     20760,     83040,    166080,      0.62,      0.43,      0.63,      0.18,      0.63,    5707.8,   10489.2,    7058.3,    8783.6,   32038.9,    4685.6,    7805.4,    5605.5,    7087.2,   25183.7,      62.2,     380.8,     112.1,      94.5,     649.6,     512.2,    1022.8,     728.2,     662.8,    2926.0,     447.8,    1280.3,     612.6,     939.2,    3279.9,    464.87,     83.72,    152.30,    103.50,    127.45,    466.97,     0.931,     0.104,     1.128,         0,     2.163
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    6290.5,   12628.0,    8180.6,   10718.2,   37817.3,      55.0,      50.7,      53.4,      47.6,      55.0,      52.0,     0.601,     0.654,     0.619,     0.697,     0.601,     0.637,     12252,     24504,     12252,     49008,     98016,      0.77,      0.61,      0.85,      0.26,      0.85,    3467.3,    6960.5,    4509.1,    5907.8,   20844.7,    2799.8,    5144.3,    3564.3,    4690.7,   16199.1,      29.7,     231.5,      56.3,      63.9,     381.4,     325.1,     662.2,     458.1,     450.9,    1896.3,     312.7,     922.4,     430.4,     702.3,    2367.8,    378.91,     68.38,    130.37,     94.69,    107.41,    400.85,     5.533,     3.840,    13.106,     0.018,    22.497
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    4741.7,    9930.5,    6447.6,    8167.1,   29286.9,      55.0,      54.4,      54.5,      53.0,      55.0,      54.3,     0.983,     0.992,     0.990,     1.021,     0.983,     0.995,     12252,     24504,     12252,     49008,     98016,      0.54,      0.50,      0.67,      0.20,      0.67,    4269.2,    8941.1,    5805.2,    7353.3,   26368.8,    3388.1,    6588.6,    4495.6,    5685.7,   20158.0,      37.7,     224.4,      60.3,      69.3,     391.7,     402.0,     803.4,     592.1,     543.1,    2340.6,     441.4,    1324.6,     657.1,    1055.2,    3478.3,    479.64,     78.42,    163.93,    109.59,    133.75,    485.69,     0.772,     1.298,     4.076,         0,     6.146
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    4890.7,   10150.1,    6746.7,    8300.8,   30088.3,      55.0,      54.4,      54.5,      52.3,      55.0,      54.1,     0.212,     0.214,     0.214,     0.223,     0.212,     0.215,     12252,     24504,     12252,     49008,     98016,      0.56,      0.52,      0.71,      0.20,      0.71,     948.6,    1968.8,    1308.7,    1610.1,    5836.2,     743.1,    1449.5,    1011.4,    1245.4,    4449.4,      10.0,      55.8,      18.4,      17.7,     101.9,      96.6,     177.1,     135.3,     120.3,     529.3,      98.7,     286.3,     143.5,     226.7,     755.2,    106.12,     17.45,     36.13,     25.02,     29.28,    107.88,     0.201,     0.329,     1.241,     0.005,     1.776
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    5145.4,   10796.9,    7144.0,    8737.5,   31823.8,      55.0,      54.2,      54.3,      51.5,      55.0,      53.8,     0.345,     0.350,     0.350,     0.369,     0.346,     0.353,     12252,     24504,     12252,     49008,     98016,      0.58,      0.55,      0.74,      0.21,      0.74,    1629.2,    3418.6,    2262.0,    2766.5,   10076.3,    1283.0,    2542.7,    1755.8,    2156.0,    7737.5,      20.3,      99.0,      35.8,      33.2,     188.3,     164.1,     302.3,     233.0,     203.1,     902.5,     161.9,     474.7,     237.4,     374.2,    1248.2,    183.25,     30.05,     62.95,     43.93,     50.31,    187.24,     0.428,     0.779,     2.846,     0.002,     4.055
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,      1021,    4580.1,    9969.9,    6474.8,    8039.4,   29064.2,      55.0,      54.7,      54.5,      53.1,      55.0,      54.4,     0.472,     0.475,     0.476,     0.489,     0.472,     0.478,     12252,     24504,     12252,     49008,     98016,      0.50,      0.51,      0.64,      0.20,      0.64,    1982.2,    4315.0,    2802.3,    3479.5,   12579.0,    1542.0,    3165.8,    2118.8,    2650.1,    9476.7,      19.5,     109.7,      36.8,      37.2,     203.2,     205.4,     402.7,     320.8,     275.8,    1204.7,     215.5,     636.8,     325.9,     516.4,    1694.6,    228.71,     36.26,     79.11,     52.75,     63.27,    231.39,     0.211,     0.667,     1.832,     0.007,     2.717
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    3347.3,    7574.5,    4769.4,    5881.1,   21572.3,      55.0,      54.8,      54.7,      53.8,      55.0,      54.6,     0.984,     0.987,     0.989,     1.005,     0.984,     0.991,     12252,     24504,     12252,     49008,     98016,      0.36,      0.41,      0.48,      0.16,      0.48,    3016.7,    6826.2,    4298.2,    5300.1,   19441.2,    2271.1,    4800.6,    3071.7,    3756.0,   13899.4,      13.3,      88.1,      22.9,      28.3,     152.6,     320.1,     665.3,     559.0,     474.4,    2018.8,     412.2,    1272.1,     644.5,    1041.5,    3370.3,    353.72,     55.07,    124.81,     79.86,     96.44,    356.18,     0.172,     0.635,     1.697,     0.003,     2.507
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2803.4,    6495.0,    4004.9,    4949.1,   18252.4,      56.0,      55.2,      53.3,      49.3,      56.0,      53.3,     2.956,     2.997,     3.111,     3.357,     2.956,     3.105,      6384,     12768,      6384,     25536,     51072,      0.56,      0.70,      0.80,      0.27,      0.80,    7734.4,   17919.3,   11049.2,   13654.2,   50357.1,    5673.0,   12263.2,    7556.2,    9190.3,   34682.7,       2.8,      80.0,      11.0,      19.3,     113.1,     844.8,    1788.1,    1553.6,    1310.5,    5497.0,    1214.0,    3788.0,    1928.5,    3134.2,   10064.7,    899.15,    140.09,    336.06,    224.34,    243.84,    944.33,     1.933,    16.828,    26.763,     0.051,    45.575
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       3.0,       7.5,Expressway,      1043,    2706.1,    6282.2,    3857.4,    4783.1,   17628.8,      56.0,      55.8,      54.1,      53.4,      56.0,      54.7,     2.692,     2.704,     2.794,     2.830,     2.692,     2.760,      9318,     18636,      9318,     37272,     74544,      0.49,      0.68,      0.73,      0.22,      0.73,    6799.5,   15785.1,    9692.4,   12018.4,   44295.4,    4960.0,   10739.5,    6556.6,    8003.1,   30259.2,         0,      35.2,       2.5,      10.1,      47.8,     744.0,    1573.2,    1379.4,    1165.9,    4862.5,    1095.5,    3437.3,    1753.8,    2839.3,    9125.9,    790.87,    121.90,    291.67,    181.36,    214.59,    809.52,     0.551,    10.677,     8.894,     0.014,    20.136
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2630.2,    6143.2,    3760.3,    4669.5,   17203.2,      56.0,      55.4,      53.9,      50.8,      56.0,      54.0,     3.598,     3.634,     3.744,     3.959,     3.598,     3.734,      6384,     12768,      6384,     25536,     51072,      0.53,      0.67,      0.77,      0.26,      0.77,    8833.1,   20630.9,   12628.3,   15681.8,   57774.1,    6374.5,   13887.0,    8433.8,   10318.5,   39013.8,         0,      47.1,       3.4,      10.1,      60.6,     994.4,    2102.7,    1843.7,    1558.2,    6499.0,    1464.2,    4594.2,    2347.5,    3794.9,   12200.8,   1031.65,    159.35,    382.61,    248.49,    280.05,   1070.50,     1.572,    14.908,    22.627,     0.026,    39.133
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1916.2,    4653.4,    2778.6,    3482.4,   12830.6,      56.0,      55.9,      55.4,      54.7,      56.0,      55.5,     7.838,     7.854,     7.924,     8.024,     7.838,     7.912,      6384,     12768,      6384,     25536,     51072,      0.39,      0.54,      0.62,      0.21,      0.62,   14017.1,   34040.0,   20325.7,   25474.0,   93856.8,    9101.4,   20719.3,   12191.3,   14742.8,   56754.8,         0,         0,         0,         0,         0,    1872.6,    3796.6,    3291.8,    2882.1,   11843.1,    3043.1,    9524.2,    4842.6,    7849.1,   25259.0,   1676.07,    250.81,    614.06,    371.88,    454.92,   1691.67,     0.507,     6.657,     8.605,     0.012,    15.781
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1889.4,    4597.3,    2746.3,    3441.4,   12674.4,      56.0,      55.9,      55.5,      54.7,      56.0,      55.5,     9.464,     9.482,     9.562,     9.675,     9.464,     9.548,      6384,     12768,      6384,     25536,     51072,      0.39,      0.53,      0.62,      0.20,      0.62,   16688.5,   40606.4,   24257.1,   30396.7,  111948.7,   10807.6,   24645.7,   14498.8,   17536.3,   67488.4,         0,         0,         0,         0,         0,    2224.1,    4495.8,    3928.8,    3444.7,   14093.4,    3656.7,   11464.8,    5829.5,    9415.6,   30366.6,   1999.14,    298.57,    732.09,    443.16,    542.83,   2016.65,     0.572,     7.487,     9.645,     0.020,    17.724
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       4.0,      30.2,Expressway,      1021,    1856.2,    4535.5,    2704.5,    3390.7,   12486.9,      56.0,      56.0,      56.0,      56.0,      56.0,      56.0,     8.087,     8.087,     8.088,     8.090,     8.087,     8.088,     12252,     24504,     12252,     49008,     98016,      0.20,      0.27,      0.32,      0.10,      0.32,   14010.5,   34233.8,   20413.5,   25592.8,   94250.6,    9036.4,   20700.3,   12178.6,   14708.8,   56624.1,         0,         0,         0,         0,         0,    1864.3,    3781.5,    3268.3,    2883.3,   11797.4,    3109.7,    9752.0,    4966.6,    8000.9,   25829.2,   1682.97,    250.19,    611.40,    364.67,    456.99,   1683.25,     0.004,     0.130,     0.158,         0,     0.292
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1856.2,    4535.5,    2704.5,    3390.7,   12486.9,      56.0,      55.9,      55.5,      54.8,      56.0,      55.5,     5.381,     5.390,     5.433,     5.491,     5.381,     5.425,      6384,     12768,      6384,     25536,     51072,      0.39,      0.53,      0.61,      0.20,      0.61,    9321.4,   22776.3,   13581.4,   17027.4,   62706.5,    6012.1,   13772.3,    8102.6,    9785.9,   37672.9,         0,         0,         0,         0,         0,    1240.4,    2515.9,    2174.4,    1918.3,    7849.0,    2069.0,    6488.2,    3304.3,    5323.1,   17184.6,   1119.77,    166.74,    410.38,    247.71,    304.07,   1128.90,     0.295,     3.943,     4.992,     0.015,     9.245
