Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn
HBW,Pk,A,      6.00,      9.04,      8.97,      0.03,      8.97,      0.07,      0.04,         0
HBO,Pk,P,      6.00,      6.24,      5.83,      0.04,      5.85,      0.39,      0.34,      0.02
HBO,Pk,A,      6.00,      6.73,      6.20,      0.05,      6.20,      0.53,      0.48,         0
NHB,Pk,P,      6.00,      1.21,      1.19,      0.00,      1.19,      0.02,      0.02,         0
NHB,Pk,A,      6.00,      1.18,      1.16,      0.00,      1.16,      0.02,      0.02,         0
HBC,Pk,P,      6.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,      6.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,      6.00,      0.48,      0.41,         0,      0.41,      0.07,      0.00,         0
HBSch,Pk,A,      6.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,      7.00,    155.71,    144.25,      0.97,    145.06,     10.65,      8.64,      0.81
All,Pk,A,      7.00,    123.63,    114.73,      0.70,    114.73,      8.90,      8.19,         0
HBW,Pk,P,      7.00,     36.39,     35.17,      0.34,     35.41,      0.97,      0.63,      0.24
HBW,Pk,A,      7.00,     39.45,     38.66,      0.19,     38.66,      0.78,      0.60,         0
HBO,Pk,P,      7.00,     93.60,     84.92,      0.58,     85.48,      8.11,      7.53,      0.56
HBO,Pk,A,      7.00,     67.07,     59.47,      0.47,     59.47,      7.60,      7.13,         0
NHB,Pk,P,      7.00,     18.44,     17.92,      0.04,     17.93,      0.51,      0.47,      0.01
NHB,Pk,A,      7.00,     17.11,     16.59,      0.04,     16.59,      0.52,      0.47,         0
HBC,Pk,P,      7.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,      7.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,      7.00,      7.29,      6.24,      0.00,      6.24,      1.05,      0.01,         0
HBSch,Pk,A,      7.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,      8.00,    286.11,    276.64,      2.05,    277.16,      8.95,      4.96,      0.52
All,Pk,A,      8.00,    191.33,    184.31,      1.57,    184.31,      7.01,      5.44,         0
HBW,Pk,P,      8.00,     52.17,     50.78,      0.75,     51.03,      1.15,      0.40,      0.24
HBW,Pk,A,      8.00,     45.24,     44.38,      0.42,     44.38,      0.86,      0.44,         0
HBO,Pk,P,      8.00,    128.49,    123.18,      1.10,    123.45,      5.04,      3.94,      0.27
HBO,Pk,A,      8.00,    103.31,     98.00,      0.95,     98.00,      5.31,      4.36,         0
NHB,Pk,P,      8.00,     44.90,     44.09,      0.20,     44.10,      0.81,      0.61,      0.01
NHB,Pk,A,      8.00,     42.78,     41.93,      0.20,     41.93,      0.85,      0.64,         0
HBC,Pk,P,      8.00,     48.00,     48.00,         0,     48.00,         0,         0,         0
HBC,Pk,A,      8.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,      8.00,     12.54,     10.59,      0.00,     10.59,      1.95,      0.02,         0
HBSch,Pk,A,      8.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,      9.00,     61.63,     57.75,      0.42,     57.83,      3.80,      3.02,      0.08
All,Pk,A,      9.00,    169.53,    165.06,      0.86,    165.06,      4.47,      3.61,         0
HBW,Pk,P,      9.00,     13.81,     13.09,      0.16,     13.13,      0.68,      0.52,      0.04
HBW,Pk,A,      9.00,     97.72,     96.72,      0.44,     96.72,      1.01,      0.56,         0
HBO,Pk,P,      9.00,     33.62,     31.01,      0.23,     31.05,      2.57,      2.34,      0.04
HBO,Pk,A,      9.00,     60.75,     57.48,      0.39,     57.48,      3.27,      2.88,         0
NHB,Pk,P,      9.00,     11.64,     11.45,      0.03,     11.45,      0.19,      0.17,      0.00
NHB,Pk,A,      9.00,     11.06,     10.87,      0.03,     10.87,      0.20,      0.16,         0
HBC,Pk,P,      9.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,      9.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,      9.00,      2.56,      2.20,      0.00,      2.20,      0.36,      0.00,         0
HBSch,Pk,A,      9.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     10.00,     87.89,     83.43,      0.66,     83.54,      4.35,      3.11,      0.11
All,Pk,A,     10.00,    189.64,    185.51,      1.11,    185.51,      4.13,      3.02,         0
HBW,Pk,P,     10.00,     19.82,     19.01,      0.26,     19.06,      0.76,      0.51,      0.05
HBW,Pk,A,     10.00,    103.83,    102.79,      0.56,    102.79,      1.04,      0.48,         0
HBO,Pk,P,     10.00,     50.00,     47.10,      0.36,     47.17,      2.83,      2.47,      0.06
HBO,Pk,A,     10.00,     72.35,     69.43,      0.50,     69.43,      2.92,      2.41,         0
NHB,Pk,P,     10.00,     14.15,     13.98,      0.04,     13.98,      0.17,      0.13,      0.00
NHB,Pk,A,     10.00,     13.46,     13.29,      0.04,     13.29,      0.17,      0.13,         0
HBC,Pk,P,     10.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     10.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     10.00,      3.92,      3.34,      0.00,      3.34,      0.58,      0.01,         0
HBSch,Pk,A,     10.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     11.00,     31.08,     30.33,      0.20,     30.43,      0.66,      0.22,      0.10
All,Pk,A,     11.00,     14.24,     13.98,      0.08,     13.98,      0.26,      0.18,         0
HBW,Pk,P,     11.00,      9.02,      8.88,      0.08,      8.94,      0.08,      0.00,      0.05
HBW,Pk,A,     11.00,      2.04,      2.04,         0,      2.04,         0,         0,         0
HBO,Pk,P,     11.00,     18.54,     18.17,      0.12,     18.21,      0.33,      0.21,      0.04
HBO,Pk,A,     11.00,     10.27,     10.02,      0.07,     10.02,      0.25,      0.18,         0
NHB,Pk,P,     11.00,      1.90,      1.89,      0.01,      1.89,      0.01,      0.01,         0
NHB,Pk,A,     11.00,      1.93,      1.92,      0.01,      1.92,      0.01,      0.01,         0
HBC,Pk,P,     11.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     11.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     11.00,      1.62,      1.39,      0.00,      1.39,      0.23,      0.00,         0
HBSch,Pk,A,     11.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     12.00,     69.02,     66.60,      0.52,     66.70,      2.33,      1.24,      0.10
All,Pk,A,     12.00,     30.01,     28.70,      0.20,     28.70,      1.31,      1.12,         0
HBW,Pk,P,     12.00,     19.06,     18.77,      0.21,     18.83,      0.23,      0.02,      0.06
HBW,Pk,A,     12.00,      2.53,      2.53,         0,      2.53,         0,         0,         0
HBO,Pk,P,     12.00,     41.52,     40.01,      0.29,     40.05,      1.47,      1.18,      0.04
HBO,Pk,A,     12.00,     22.87,     21.61,      0.18,     21.61,      1.26,      1.08,         0
NHB,Pk,P,     12.00,      4.59,      4.54,      0.02,      4.54,      0.05,      0.03,      0.00
NHB,Pk,A,     12.00,      4.61,      4.56,      0.02,      4.56,      0.05,      0.03,         0
HBC,Pk,P,     12.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     12.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     12.00,      3.85,      3.27,      0.00,      3.27,      0.57,      0.01,         0
HBSch,Pk,A,     12.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     13.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,     13.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     14.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,     14.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     15.00,     30.39,     30.09,      0.08,     30.12,      0.27,      0.15,      0.03
All,Pk,A,     15.00,    397.51,    394.76,      2.28,    394.76,      2.75,      0.47,         0
HBW,Pk,P,     15.00,      0.82,      0.80,      0.01,      0.80,      0.02,      0.01,         0
HBW,Pk,A,     15.00,    295.51,    293.71,      1.70,    293.71,      1.80,      0.10,         0
HBO,Pk,P,     15.00,      2.08,      2.01,      0.01,      2.03,      0.05,      0.04,      0.01
HBO,Pk,A,     15.00,     76.40,     75.62,      0.50,     75.62,      0.77,      0.27,         0
NHB,Pk,P,     15.00,     27.26,     27.09,      0.06,     27.10,      0.16,      0.10,      0.02
NHB,Pk,A,     15.00,     25.60,     25.43,      0.07,     25.43,      0.17,      0.10,         0
HBC,Pk,P,     15.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     15.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     15.00,      0.22,      0.19,         0,      0.19,      0.03,      0.00,         0
HBSch,Pk,A,     15.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     16.00,      9.25,      8.99,      0.06,      8.99,      0.27,      0.18,      0.00
All,Pk,A,     16.00,    143.48,    139.86,      1.44,    139.86,      3.62,      2.18,         0
HBW,Pk,P,     16.00,      0.71,      0.68,      0.01,      0.68,      0.03,      0.02,      0.00
HBW,Pk,A,     16.00,     84.36,     83.10,      0.89,     83.10,      1.25,      0.37,         0
HBO,Pk,P,     16.00,      1.76,      1.68,      0.02,      1.68,      0.08,      0.07,         0
HBO,Pk,A,     16.00,     52.81,     50.59,      0.52,     50.59,      2.23,      1.71,         0
NHB,Pk,P,     16.00,      6.60,      6.47,      0.03,      6.47,      0.13,      0.09,         0
NHB,Pk,A,     16.00,      6.31,      6.17,      0.03,      6.17,      0.14,      0.10,         0
HBC,Pk,P,     16.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     16.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     16.00,      0.18,      0.15,         0,      0.15,      0.03,      0.00,         0
HBSch,Pk,A,     16.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     17.00,     12.75,     12.29,      0.12,     12.29,      0.46,      0.22,      0.00
All,Pk,A,     17.00,      5.60,      5.52,      0.03,      5.52,      0.09,      0.05,         0
HBW,Pk,P,     17.00,      3.58,      3.48,      0.05,      3.48,      0.10,      0.05,      0.00
HBW,Pk,A,     17.00,      1.03,      1.03,         0,      1.03,         0,         0,         0
HBO,Pk,P,     17.00,      7.61,      7.38,      0.06,      7.38,      0.23,      0.16,      0.00
HBO,Pk,A,     17.00,      3.89,      3.81,      0.03,      3.81,      0.08,      0.05,         0
NHB,Pk,P,     17.00,      0.70,      0.69,      0.00,      0.69,      0.01,      0.00,         0
NHB,Pk,A,     17.00,      0.68,      0.67,      0.00,      0.67,      0.01,      0.00,         0
HBC,Pk,P,     17.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     17.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     17.00,      0.86,      0.73,      0.00,      0.73,      0.13,      0.00,         0
HBSch,Pk,A,     17.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     18.00,     80.37,     77.52,      0.35,     77.53,      2.84,      2.49,      0.01
All,Pk,A,     18.00,   1098.50,   1085.25,      9.48,   1085.25,     13.26,      3.78,         0
HBW,Pk,P,     18.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,     18.00,    920.47,    911.83,      8.16,    911.83,      8.64,      0.48,         0
HBO,Pk,P,     18.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,     18.00,    103.24,    101.52,      0.95,    101.52,      1.72,      0.76,         0
NHB,Pk,P,     18.00,     80.37,     77.52,      0.35,     77.53,      2.84,      2.49,      0.01
NHB,Pk,A,     18.00,     74.79,     71.90,      0.36,     71.90,      2.90,      2.53,         0
HBC,Pk,P,     18.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     18.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     18.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,     18.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     19.00,   1068.44,    978.71,     10.71,    980.33,     88.12,     53.24,      1.62
All,Pk,A,     19.00,    551.47,    503.62,      4.35,    503.81,     47.66,     43.31,      0.19
HBW,Pk,P,     19.00,    253.68,    245.11,      4.16,    246.15,      7.53,      3.37,      1.04
HBW,Pk,A,     19.00,     68.04,     66.55,      0.28,     66.57,      1.47,      1.19,      0.03
HBO,Pk,P,     19.00,    645.45,    593.18,      5.95,    593.73,     51.72,     45.77,      0.55
HBO,Pk,A,     19.00,    383.49,    341.76,      3.51,    341.91,     41.58,     38.06,      0.15
NHB,Pk,P,     19.00,    105.03,    100.58,      0.57,    100.60,      4.42,      3.86,      0.03
NHB,Pk,A,     19.00,     99.94,     95.31,      0.55,     95.33,      4.62,      4.06,      0.02
HBC,Pk,P,     19.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     19.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     19.00,     64.28,     39.84,      0.03,     39.84,     24.44,      0.24,         0
HBSch,Pk,A,     19.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     20.00,    596.64,    546.73,      6.33,    548.25,     48.39,     34.76,      1.53
All,Pk,A,     20.00,    392.08,    353.35,      3.16,    353.44,     38.64,     35.48,      0.09
HBW,Pk,P,     20.00,    150.77,    145.11,      2.64,    146.18,      4.59,      1.95,      1.07
HBW,Pk,A,     20.00,     42.54,     41.50,      0.20,     41.51,      1.03,      0.83,      0.01
HBO,Pk,P,     20.00,    349.30,    316.18,      3.27,    316.62,     32.68,     29.40,      0.44
HBO,Pk,A,     20.00,    278.52,    244.69,      2.57,    244.76,     33.76,     31.19,      0.07
NHB,Pk,P,     20.00,     74.82,     71.06,      0.41,     71.08,      3.74,      3.33,      0.02
NHB,Pk,A,     20.00,     71.02,     67.16,      0.40,     67.17,      3.85,      3.45,      0.01
HBC,Pk,P,     20.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     20.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     20.00,     21.75,     14.37,      0.01,     14.37,      7.38,      0.07,         0
HBSch,Pk,A,     20.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     21.00,     53.79,     51.91,      0.27,     51.92,      1.88,      1.61,      0.00
All,Pk,A,     21.00,    669.72,    657.70,      7.43,    657.70,     12.02,      4.60,         0
HBW,Pk,P,     21.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,     21.00,    601.60,    592.24,      6.97,    592.24,      9.36,      2.38,         0
HBO,Pk,P,     21.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,     21.00,     18.32,     17.60,      0.18,     17.60,      0.72,      0.53,         0
NHB,Pk,P,     21.00,     53.79,     51.91,      0.27,     51.92,      1.88,      1.61,      0.00
NHB,Pk,A,     21.00,     49.80,     47.86,      0.27,     47.86,      1.95,      1.68,         0
HBC,Pk,P,     21.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     21.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     21.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,     21.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     22.00,      9.33,      8.73,      0.10,      8.73,      0.60,      0.43,      0.00
All,Pk,A,     22.00,     20.66,     20.03,      0.24,     20.03,      0.63,      0.39,         0
HBW,Pk,P,     22.00,      2.26,      2.10,      0.04,      2.10,      0.16,      0.12,      0.00
HBW,Pk,A,     22.00,     15.78,     15.42,      0.20,     15.42,      0.36,      0.16,         0
HBO,Pk,P,     22.00,      4.95,      4.64,      0.05,      4.64,      0.31,      0.26,      0.00
HBO,Pk,A,     22.00,      3.17,      2.97,      0.03,      2.97,      0.20,      0.17,         0
NHB,Pk,P,     22.00,      1.70,      1.63,      0.01,      1.63,      0.07,      0.06,         0
NHB,Pk,A,     22.00,      1.71,      1.64,      0.01,      1.64,      0.07,      0.06,         0
HBC,Pk,P,     22.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     22.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     22.00,      0.42,      0.36,      0.00,      0.36,      0.06,      0.00,         0
HBSch,Pk,A,     22.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     23.00,     17.66,     16.17,      0.17,     16.17,      1.49,      0.94,      0.00
All,Pk,A,     23.00,     78.31,     74.21,      1.01,     74.23,      4.08,      3.07,      0.01
HBW,Pk,P,     23.00,      3.32,      3.10,      0.06,      3.11,      0.21,      0.15,      0.00
HBW,Pk,A,     23.00,     55.95,     53.89,      0.81,     53.90,      2.05,      1.24,      0.01
HBO,Pk,P,     23.00,      8.23,      7.55,      0.08,      7.55,      0.68,      0.60,      0.00
HBO,Pk,A,     23.00,     17.30,     15.50,      0.17,     15.50,      1.80,      1.63,      0.00
NHB,Pk,P,     23.00,      5.29,      5.08,      0.03,      5.08,      0.21,      0.18,         0
NHB,Pk,A,     23.00,      5.06,      4.83,      0.03,      4.83,      0.23,      0.20,         0
HBC,Pk,P,     23.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,     23.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     23.00,      0.82,      0.43,      0.00,      0.43,      0.39,      0.00,         0
HBSch,Pk,A,     23.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     24.00,    616.33,    543.92,      6.46,    544.83,     71.50,     44.87,      0.91
All,Pk,A,     24.00,    283.35,    251.44,      2.23,    251.55,     31.80,     29.57,      0.11
HBW,Pk,P,     24.00,    150.89,    143.54,      2.64,    144.15,      6.74,      4.10,      0.61
HBW,Pk,A,     24.00,     31.96,     31.62,      0.07,     31.63,      0.33,      0.27,      0.00
HBO,Pk,P,     24.00,    380.63,    338.64,      3.53,    338.90,     41.73,     38.19,      0.26
HBO,Pk,A,     24.00,    207.47,    178.73,      1.91,    178.82,     28.65,     26.74,      0.09
NHB,Pk,P,     24.00,     46.44,     43.78,      0.26,     43.80,      2.65,      2.38,      0.01
NHB,Pk,A,     24.00,     43.92,     41.09,      0.26,     41.10,      2.82,      2.56,      0.01
HBC,Pk,P,     24.00,      4.00,      3.98,         0,      4.00,         0,         0,      0.02
HBC,Pk,A,     24.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     24.00,     34.37,     13.98,      0.03,     13.98,     20.40,      0.20,         0
HBSch,Pk,A,     24.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     25.00,   1426.92,   1231.45,     14.70,   1237.61,    189.31,    126.19,      6.16
All,Pk,A,     25.00,   1039.66,    807.40,      7.82,    808.34,    231.32,    100.48,      0.94
HBW,Pk,P,     25.00,    319.63,    297.83,      5.77,    300.39,     19.24,     13.47,      2.56
HBW,Pk,A,     25.00,    189.90,    177.18,      1.87,    177.57,     12.33,     10.46,      0.40
HBO,Pk,P,     25.00,    858.71,    748.31,      7.95,    749.69,    109.02,    101.07,      1.37
HBO,Pk,A,     25.00,    547.93,    465.17,      4.92,    465.64,     82.29,     77.38,      0.46
NHB,Pk,P,     25.00,    166.20,    154.02,      0.92,    154.12,     12.08,     11.16,      0.10
NHB,Pk,A,     25.00,    157.76,    145.38,      0.90,    145.47,     12.30,     11.40,      0.09
HBC,Pk,P,     25.00,      6.00,      3.88,         0,      6.00,         0,         0,      2.12
HBC,Pk,A,     25.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     25.00,     76.37,     27.41,      0.06,     27.41,     48.97,      0.49,         0
HBSch,Pk,A,     25.00,    144.07,     19.67,      0.13,     19.67,    124.40,      1.24,         0
All,Pk,P,     26.00,    890.13,    771.71,      9.09,    774.90,    115.22,     86.72,      3.19
All,Pk,A,     26.00,    817.02,    715.97,      7.50,    717.50,     99.52,     92.02,      1.54
HBW,Pk,P,     26.00,    194.97,    178.16,      3.53,    180.11,     14.86,     11.33,      1.95
HBW,Pk,A,     26.00,    240.48,    221.31,      2.82,    222.27,     18.21,     15.39,      0.96
HBO,Pk,P,     26.00,    509.56,    439.60,      4.74,    440.69,     68.88,     64.14,      1.09
HBO,Pk,A,     26.00,    437.15,    367.16,      3.89,    367.63,     69.52,     65.63,      0.48
NHB,Pk,P,     26.00,    146.89,    134.92,      0.80,    135.04,     11.86,     11.05,      0.11
NHB,Pk,A,     26.00,    139.39,    127.50,      0.79,    127.60,     11.79,     11.00,      0.10
HBC,Pk,P,     26.00,      1.00,      0.96,         0,      1.00,         0,         0,      0.04
HBC,Pk,A,     26.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,     26.00,     37.70,     18.07,      0.02,     18.07,     19.63,      0.20,         0
HBSch,Pk,A,     26.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,     27.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,A,     27.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,P,     27.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,     27.00,         0,         0,         0,         0,         0,         0,         0
